route_id,agency_id,route_short_name,route_long_name,route_type
vvs-51-225-1,vvs-99,RT225,Ruftaxi Rommelshausen,3
vvs-51-037-1,vvs-30,RT37,Murrhardt Nord,3
vvs-51-038-1,vvs-30,RT38,Murrhardt Süd,3
vvs-51-039-1,vvs-30,RT39,Murrhardt Mitte,3
vvs-51-004-1,vvs-01,RT4,Zuffenhausen Rathaus - Zazenhausen,3
vvs-51-046-1,vvs-30,RT46,Böblingen - Holzgerl. - Weil i. S. (- Dettenhausen),3
vvs-51-006-1,vvs-01,RT6,Kelterplatz - Rotenberg,3
vvs-51-644-1,vvs-42,RT644,Leonberg Waldfriedhof - Eltingen (- Bf),3
vvs-51-007-1,vvs-01,RT7,Ährenweg - Rohracker,3
vvs-51-070-1,vvs-01,RT70,Degerloch (B27) - Königsträßle - Ruhbank,3
vvs-51-099-1,vvs-151,RTN99,Gammelshausen - Bad Ditzenbach - Drackenstein,3
vvs-52-967-1,vvs-30,LT967,Wiesensteig - Gosbach - Merklingen,3
vvs-61-047-1,vvs-71,FE,Heimerdingen - Hemmingen - Korntal (Strohgäubahn),2
vvs-61-065-1,vvs-71,SZ,Neuffen - Nürtingen (Tälesbahn),2
vvs-62-021-1,vvs-40,21,Straßenbahnmuseum - Neckartor - Berliner Platz (Hohe Straße) - Hauptbahnhof - Straßenbahnmuseum,3
vvs-62-023-1,vvs-40,23,Ruhbank - Charlottenplatz - Schlossplatz - Budapester Platz - Straßenbahnmuseum,3
vvs-77-765-1,vvs-56,765,Weissach Porsche - Mönsheim - Wiernsheim,3
vvs-80-627-1,vvs-204,7627,Rottenburg (N) - Bondorf (- Ergenzingen/Mötzingen),3
rbs-3-061-1,rbs-FMO,61,,3
rbs-3-X16-1,rbs-FMO,X16,,3
rbs-3-X91-1,rbs-FMO,X91,,3
rbs-3-X93-1,rbs-FMO,X93,,3
rbs-3-X95-1,rbs-FMO,X95,,3
hn-3-Nord-1,hn-1,Nordstadt-Linie,Nordstadt-Linie,3
hn-3-Sud-1,hn-1,Südstadt-Linie,Südstadt-Linie,3
hn-4-0No-1,hn-2,Nord,Nord,3
hn-4-Sue-1,hn-2,Süd,Süd,3
hn-5-001-1,hn-3,BürgerBus 1,Ringlinie Salinenklinik,3
hn-5-001-2,hn-3,BürgerBus 1,Ringlinie Salinenklinik,3
hn-6-BBB0-1,hn-4,BürgerBus,BBBW2,3
hn-6-BBB1-1,hn-4,BürgerBus,BBBW3,3
hn-6-BBBW-1,hn-4,BürgerBus,BBBW1_neu,3
hn-7-BB11-1,hn-6,BürgerBus 1,MoMiFr1,3
hn-7-BB12-1,hn-6,BürgerBus 1,MoMiFr2,3
hn-7-BB13-1,hn-6,BürgerBus 1,MoMiFr3,3
hn-7-BB21-1,hn-6,BürgerBus 2,DiDoSa1,3
hn-7-BB22-1,hn-6,BürgerBus 2,DiDoSa2,3
hn-7-BB23-1,hn-6,BürgerBus 2,DiDoSa4,3
hn-7-BB31-1,hn-6,BürgerBus 2,DiDoSa3,3
hn-8-Lin0-1,hn-5,Linie 2,Buchenbach,3
hn-8-Lin2-1,hn-5,Linie 3,Dreisambad,3
hn-8-Lini-1,hn-5,Linie 1,Bhf > Burg am Wald > Husemann >,3
hn-10-bb1-1,hn-8,Ringlinie,Linien,3
hn-11-Blau-1,hn-9,Linie 3,Blau,3
hn-11-Blau-2,hn-9,Linie 3,Blau,3
hn-11-Gr_n-1,hn-9,Linie 2,Grün,3
hn-11-Gr_n-2,hn-9,Linie 2,Grün,3
hn-11-Rot-1,hn-9,Linie 1,Rot,3
hn-11-Rot-2,hn-9,Linie 1,Rot,3
hn-13-Tou0-1,hn-12,Tour 2,Tour 2,3
hn-13-Tou1-1,hn-12,Tour 1,Tour 1,3
hn-13-Tour-1,hn-12,Tour 3,Tour 3,3
hn-15-001-1,hn-13,Bürgerbus 1,Bürgerbus Nordheim,3
hn-15-002-1,hn-13,BürgerBus 1,Einsetzfahrt BB NH,3
hn-15-003-1,hn-13,BürgerBus 1,Aussetzfahrt BB NH,3
hn-16-Bus-1,hn-14,BürgerBus 1,Bürgerbus Wannweil,3
hn-16-Bus-2,hn-14,BürgerBus 1,Bürgerbus Wannweil,3
hn-22-A000-1,hn-21,Linie 1,L1-26,3
hn-22-A001-1,hn-21,Linie 2,L2-26,3
hn-22-A002-1,hn-21,Linie 3,L3-26,3
hn-22-0L1-1,hn-21,Linie 1,Linie 1,3
hn-22-0L1-2,hn-21,Linie 1,Linie 1,3
hn-22-0L2-1,hn-21,Linie 2,Linie 2,3
hn-22-0L2-2,hn-21,Linie 2,Linie 2,3
hn-22-0L3-1,hn-21,Linie 3,Linie 3,3
hn-22-0L3-2,hn-21,Linie 3,Linie 3,3
hn-24-Ost-1,hn-22,Calw Ost,Ringlinie Calw Ost,3
hn-24-Ost-2,hn-22,Calw Ost,Ringlinie Calw Ost,3
hn-24-Wes-1,hn-22,Calw West,Ringlinie Calw West,3
hn-24-Wes-2,hn-22,Calw West,Ringlinie Calw West,3
hnv-30-001E-1,hnv-10,1,(Waldheide - Jägerhaus -) Trappensee - /Rampachertal - Pfühlpark - Harmonie - HBF - Böckingen - Klingenberg,3
hnv-30-010E-1,hnv-10,10,Schanz Süd - /Frankenbach Maihalde - Klinikum Heilbronn - HBF - Allee Post - Hohenstaufenstraße - Herbert-Hoover-Siedlung,3
hnv-30-104F-1,hnv-10,FW 1,Horkheim - Sontheim - Schickhardstraße - Hbf/Willy-Brand-Platz,3
hnv-30-105F-1,hnv-10,FW 2,Neckargartach - Frankenbach - Böckingen - Hbf/Willy-Brand-Platz,3
hnv-30-011E-1,hnv-10,11,Badener Hof - Gemmingstal - Allee Post Ost - Harmonie/Kunsthalle - Schickhardtstraße,3
hnv-30-012E-1,hnv-10,12,Neckargartach Im Falter - Sachsenäcker - Harmonie - HBF - Zukunftspark - Sachsenäcker- Neckargartach Im Falter,3
hnv-30-013E-1,hnv-10,13,Westfriedhof - Ziegeleipark - BSZ Haselter - LebensWerkstatt - Helmholtzstraße - Grünewaldschule - HBF - Allee Post,3
hnv-30-002E-1,hnv-10,2,"Hochschule Heilbronn, Campus Sontheim - Sontheim - Böckingen - Klinikum Heilbronn",3
hnv-30-031E-1,hnv-10,31,Kirchhausen - /Böllinger Höfe - /Frankenbach - Industrieplatz - Harmonie - Allee Post - Südbahnhof - Horkheim,3
hnv-30-032E-1,hnv-10,32,Horkheim - /Sontheim - Südbahnhof/Rosenberg - Allee Post - Harmonie - Industrieplatz - Neckargartach - Frankenbach,3
hnv-30-033E-1,hnv-10,33,Horkheim - Sontheim - Südbahnhof - Allee Post - Harmonie - Industrieplatz - Neckargartach - Böllinger Höfe,3
hnv-30-041E-1,hnv-10,41,Schanz Süd - Kreuzgrund - Harmonie - Allee Post - Rosenberg - Sontheim,3
hnv-30-042E-1,hnv-10,42,Schanz Süd - Kreuzgrund - Klinikum Heilbronn - Harmonie - Allee Post - Rosenberg - Sontheim,3
hnv-30-005E-1,hnv-10,5,Industrieplatz - Europaplatz - Harmonie - HBF - Böckingen,3
hnv-30-061E-1,hnv-10,61,Böllinger Höfe/Kirchhausen - Frankenbach - Schanz Nord - HBF - Allee Post - Jörg-Ratgeb-Plat - Flein,3
hnv-30-062E-1,hnv-10,62,Flein - Jörg-Ratgeb-Platz - Südbahnhof - Allee Post - HBF - Schanz Nord - Böllinger Höfe,3
hnv-30-064E-1,hnv-10,64,Flein - Hochschule Heilbronn - Südbahnhof - Allee Post - HBF,3
hnv-30-067-1,hnv-10,67,Klinikum Heilbronn - Frankenbach - Böllinger Höfe Biberach - Kirchhausen,3
hnv-30-008E-1,hnv-10,8,Biberach/Neckargartach/Frankenbach - Schanz Nord - HBF - Zukunftspark - Containerterminal - Neckargartach - Böllinger Höfe,3
hnv-31-001-1,hnv-11,1,,3
hnv-31-010-1,hnv-11,10,Mulfingen - Ailringen - Dörzbach - Krautheim,3
hnv-31-100X-1,hnv-11,X 1,,3
hnv-31-108-1,hnv-11,8 A,,3
hnv-31-011-1,hnv-11,11,Ailringen/Meßbach - Dörzbach - Krautheim - Schöntal - Jagsthausen - Möckmühl,3
hnv-31-111A-1,hnv-11,11 A,Krautheim - Laibach - Klepsau - Dörzbach - Meßbach,3
hnv-31-013-1,hnv-11,13,,3
hnv-31-014-1,hnv-11,14,,3
hnv-31-015-1,hnv-11,15,,3
hnv-31-017-1,hnv-11,17,,3
hnv-31-019-1,hnv-11,19,Künzelsau - Krautheim - Dörzbach - Bad Mergentheim,3
hnv-31-002-1,hnv-11,2,Öhringen - Neuenstein - Waldzimmern - Giebelheide - Niedernhall - Künzelsau,3
hnv-31-20H-1,hnv-11,20,,3
hnv-31-021-1,hnv-11,21,,3
hnv-31-022-1,hnv-11,22,,3
hnv-31-023-1,hnv-11,23,,3
hnv-31-024-1,hnv-11,24,,3
hnv-31-025-1,hnv-11,25,,3
hnv-31-026-1,hnv-11,26,(SHA-Hessental -) Schwäbisch Hall - Untermünkheim - Braunsbach - Künzelsau,3
hnv-31-027-1,hnv-11,27,,3
hnv-31-028-1,hnv-11,28,SHA-Hessental - Schwäbisch Hall - Untermünkheim - Kupferzell - Künzelsau,3
hnv-31-003-1,hnv-11,3,,3
hnv-31-030-1,hnv-30,CBK,City-Bus Künzelsau,3
hnv-31-031-1,hnv-24,KBB,Bergbahn Künzelsau: Bergbahn Talstation - Bergbahn Bergstation u. zurück,0
hnv-31-033-1,hnv-11,33,Forsthaus - Sailach/Obersteinbach - Sportschule - Rathaus - Waldenburg Bf.,3
hnv-31-034-1,hnv-11,34,,3
hnv-31-035-1,hnv-11,35,,3
hnv-31-037-1,hnv-11,37,,3
hnv-31-038-1,hnv-11,38,Öhringen - Pfedelbach - Oberohrn - Untersteinbach - Schuppach,3
hnv-31-039-1,hnv-11,39,,3
hnv-31-004-1,hnv-11,4,,3
hnv-31-040-1,hnv-11,40,Gleichen - Buchhorn - Pfedelbach - Windischenbach - Öhringen,3
hnv-31-042-1,hnv-11,42,,3
hnv-31-043-1,hnv-11,43,,3
hnv-31-046-1,hnv-11,46,,3
hnv-31-047-1,hnv-11,47,Eschenau - Waldbach - Dimbach - Schwabbach - Bretzfeld,3
hnv-31-048-1,hnv-11,48,,3
hnv-31-005-1,hnv-11,5,Niedernhall - Giebelheide - Waldzimmern (-Taläcker) - Gaisbach,3
hnv-31-050-1,hnv-11,50,,3
hnv-31-051-1,hnv-11,51,,3
hnv-31-052-1,hnv-11,52,,3
hnv-31-053-1,hnv-11,53,,3
hnv-31-054-1,hnv-11,54,,3
hnv-31-055-1,hnv-11,55,,3
hnv-31-058-1,hnv-11,58,,3
hnv-31-006-1,hnv-11,6,Öhringen - Baumerlenbach - Forchtenberg - Niedernhall - Künzelsau,3
hnv-31-602-1,hnv-12,602,Böttingen - Gundelsheim - Höchstberg - Duttenberg - Offenau - Bad Friedrichshall,3
hnv-31-602R-1,hnv-32,602R,Ring-Taxi Kochendorf - Untergriesheim - Duttenberg - Kochendorf,3
hnv-31-604-1,hnv-12,604,Neckarelz/Böttingen - Gundelsheim - Offenau - Bad Friedrichshall,3
hnv-31-610-1,hnv-11,61,,3
hnv-31-618-1,hnv-12,618,Möckmühl - Billigheim  - Roigheim - Möckmühl,3
hnv-31-620-1,hnv-15,620,Kochershuttle: Neuenstadt a.K. - Heilbronn,3
hnv-31-620-2,hnv-36,620,Kochershuttle: Neuenstadt a.K. - Heilbronn,3
hnv-31-621-1,hnv-15,621,Stein - Kochertürn- Neuenstadt a.K.,3
hnv-31-621-2,hnv-36,621,(Neudenau -) Stein - Kochertürn- Neuenstadt a.K.,3
hnv-31-622-1,hnv-15,622,Möckmühl - Lampoldhausen - Gochsen - Neuenstadt a.K.,3
hnv-31-622-2,hnv-36,622,Möckmühl - Lampoldhausen - Gochsen - Neuenstadt a.K.,3
hnv-31-623-1,hnv-15,623,Neuenstadt a.K. - Brettach - Langebeutingen - Neudeck,3
hnv-31-623-2,hnv-36,623,Neudeck - Langenbeutingen - Brettach - Neuenstadt a.K.,3
hnv-31-624-1,hnv-15,624,Neuenstadt a.K. - Amorbach - Plattenwald - Neckarsulm,3
hnv-31-624-2,hnv-36,624,Neckarsulm - Plattenwald - Amorbach - Neuenstadt a.K.,3
hnv-31-625-1,hnv-15,625,Bad Friedrichshall - Oedheim - Degmarn - Neuenstadt a.K.,3
hnv-31-625-2,hnv-36,625,Bad Friedrichshall - Oedheim - Degmarn - Neuenstadt a.K.,3
hnv-31-626-1,hnv-15,626,Neuenstadt a.K.: GIK - Lindenplatz,3
hnv-31-627-1,hnv-15,627,Neuenstadt a.K. - Langenbrettach - Öhringen Neuenstadt a. K. - Öhringen,3
hnv-31-627-2,hnv-36,627,Neuenstadt a.K. - Langenbrettach - Öhringen Neuenstadt a. K. - Öhringen,3
hnv-31-628-1,hnv-15,628,Bad Friedrichshall - Hagenbach - Oedheim - Bad Friedrichshall,3
hnv-31-628-2,hnv-36,628,Bad Friedrichshall - Hagenbach - Oedheim - Bad Friedrichshall,3
hnv-31-630-1,hnv-25,630,Möckmühl - Widdern - Unterkessach - Leibenstadt - Korb - Möckmühl,3
hnv-31-631-1,hnv-12,631,Heilbronn - Erlenbach - Binswangen,3
hnv-31-632-1,hnv-12,632,Wimmental - Grantschen - Ellhofen - Lehrensteinsfeld,3
hnv-31-633-1,hnv-12,633,Weinsberg - Gellmersbach  - Eberstadt - Hölzern,3
hnv-31-635-1,hnv-27,635,Willsbach - Löwenstein - Wüstenrot (-Mainhardt),3
hnv-31-636-1,hnv-27,636,Rundverkehr Obersulm - Reisach - Lichtenstern - Obersulm,3
hnv-31-640-1,hnv-21,640,Beilstein - Auenstein - Untergruppenbach - Heilbronn,3
hnv-31-641-1,hnv-21,641,Beilstein - Ilsfeld - Flein - Heilbronn,3
hnv-31-642-1,hnv-21,642,Beilstein  - Abstatt - Untergruppenbach - Heilbronn,3
hnv-31-644-1,hnv-21,644,(Ilsfeld -) Beilstein - Beilstein Teilorte - Prevorst,3
hnv-31-645-1,hnv-21,645,Obergruppenbach - Untergruppenbach - Happenbach - Unterheinriet - /Vorhof,3
hnv-31-646-1,hnv-21,646,Untergruppenb. - Abstatt - Ilsfeld - Neckarwesth. - Kirchh.(N),3
hnv-31-647-1,hnv-21,647,Ellhofen - Lehrensteinsfeld - Oberheinriet Unterheinriet - Untergruppenbach (- Obergrupenbach),3
hnv-31-648-1,hnv-21,648,Beilstein - Ilsfeld - Abstatt - Untergruppenbach,3
hnv-31-648H-1,hnv-21,648HN,Ilsfeld/Oberheinriet - Untergruppenbach - Heilbronn,3
hnv-31-649-1,hnv-21,649,Untergruppenbach - Flein - Talheim - Lauffen,3
hnv-31-651-1,hnv-21,651,Lauffen(N) - Neckarwestheim - Talheim - Flein - Heilbronn,3
hnv-31-652-1,hnv-21,652,City Bus Lauffen (N),3
hnv-31-066-1,hnv-11,66,,3
hnv-31-660-1,hnv-15,660,Heilbronn - Nordheim - Nordhausen - Dürrenzimmern - Brackenheim,3
hnv-31-661-1,hnv-15,661,Heilbronn - Nordheim - Brackenheim - Güglingen - Ochsenburg,3
hnv-31-662-1,hnv-15,662,Heilbronn - Nordheim - Hausen - Brackenheim,3
hnv-31-663-1,hnv-15,663,Brackenheim - Botenheim - Cleebronn - Eibensbach - Güglingen,3
hnv-31-664-1,hnv-15,664,Lauffen - Hausen - Meimsheim - Brackenheim,3
hnv-31-665-1,hnv-15,665,Brackenheim - Neipperg - Stockheim - Güglingen,3
hnv-31-666-1,hnv-15,666,Freudental - Bönnigheim - Cleebronn - Brackenheim,3
hnv-31-667-1,hnv-15,667,Lauffen - Hausen - Dürrenzimmern - Brackenheim,3
hnv-31-668-1,hnv-15,668,Lauffen - Meimsheim - Brackenheim,3
hnv-31-669-1,hnv-15,669,(Heilbronn) - Lauffen - Nordheim - Nordhausen,3
hnv-31-067-1,hnv-11,67,,3
hnv-31-670-1,hnv-15,670,Brackenheim - Neipperg - Schwaigern,3
hnv-31-670A-1,hnv-25,670,Klinikum Heilbronn - Frankenbach - Böllinger Höfe Biberach - Kirchhausen - Massenbach - Massenbachhausen,3
hnv-31-671-1,hnv-12,671,Schwaigern - Massenbachhausen - Gemmingen - Stebbach,3
hnv-31-671-2,hnv-15,671,Schwaigern - Massenbachhausen - Gemmingen - Stebbach,3
hnv-31-672-1,hnv-22,672,Schwaigern - Stetten - Niederhofen - Kleingartach (- Michelbach),3
hnv-31-672-2,hnv-15,672,Schwaigern - Stetten - Niederhofen - Kleingartach (- Michelbach),3
hnv-31-673-1,hnv-25,673,(Massenbachhausen)  - Adelshofen - Eppingen,3
hnv-31-673-2,hnv-35,673,Richen - Adelshofen - Eppingen,3
hnv-31-674-1,hnv-25,674,Eppingen - Kleingartach,3
hnv-31-674-2,hnv-35,674,Kleingartach - Eppingen,3
hnv-31-675-1,hnv-19,675,Eppingen Rohrbach - Landshausen - Elsenz,3
hnv-31-676-1,hnv-20,676,Eppingen - Mühlbach - Zaberfeld,3
hnv-31-676-2,hnv-35,676,Eppingen - Mühlbach - Zaberfeld,3
hnv-31-677-1,hnv-25,677,Leingarten - Massenbach - Massenbachhausen,3
hnv-31-677-2,hnv-15,677,Leingarten - Massenbach - Massenbachhausen - Kirchhausen,3
hnv-31-678-1,hnv-19,678,Schülerverkehr Eppingen,3
hnv-31-678-2,hnv-35,678,Bockschaft - Berwangen - Kirchardt - Eppingen,3
hnv-31-679-1,hnv-15,679,Nordheim - Leingarten,3
hnv-31-681-1,hnv-12,681,Waibstadt - Neckarbischofsheim - Untergimpern - Obergimpern - Hüffenhardt - Siegelsbach - Bad Rappenau,3
hnv-31-682-1,hnv-23,682,Heilbronn - Biberach - Gemmingen,3
hnv-31-683-1,hnv-23,683,Heilbronn - Kirchhausen - Gemmingen,3
hnv-31-684-1,hnv-23,684,Bad Wimpfen - Heinsheim - Zimmerhof - Bad Rappenau,3
hnv-31-685-1,hnv-23,685,Bad Rappenau - Bonfeld - Fürfeld - Treschklingen - Bad Rappenau,3
hnv-31-686-1,hnv-23,686,Bad Rappenau - Bonfeld - Gemmingen,3
hnv-31-688-1,hnv-23,688,Bad Wimpfen - Biberach (- Bonfeld),3
hnv-31-689-1,hnv-23,689,Bad Wimpfen - Biberach - Bonfeld Fürfeld - Treschklingen -Bad Rappenau,3
hnv-31-691-1,hnv-12,691,Kaufland - Neckarsulm - Amorbach - Plattenwald - Bad Friedrichshall,3
hnv-31-691R-1,hnv-12,691R,Ringbus Kochendorf,3
hnv-31-692-1,hnv-12,692,Weinsberg - Erlenbach - Binswangen - Neckarsulm,3
hnv-31-694-1,hnv-12,694,(Bad Wimpfen) - Untereisesheim - Obereisesheim - Bf West - ZOB/Ballei - AQUAtoll (Bad Wimpfen) -  Untereisesheim - Obereisesheim - Neckarsulm,3
hnv-31-695-1,hnv-12,695,Böllinger Höfe - Obereisesheim - Neckarsulm,3
hnv-31-007-1,hnv-11,7,Künzelsau - Gaisbach - Haag - Kupferzell - Waldenburg Bf,3
hnv-31-070-1,hnv-11,70,Waldzimmern - Neufels - Gaisbach - Haag - Kupferzell - Waldenburg Bf.,3
hnv-31-071-1,hnv-11,71,Kupferzell - Gaisbach - Rechbach - Kemmeten,3
hnv-31-072-1,hnv-11,72,,3
hnv-31-077-1,hnv-11,77,,3
hnv-31-079-1,hnv-11,79,,3
hnv-31-008-1,hnv-11,8,,3
hnv-31-009-1,hnv-11,9,,3
hnv-31-090N-1,hnv-17,90,''City-Hopper'' ZOB/Ballei - Marktplatz - Einkaufszentrum - Heilbronner Str. Süd,3
hnv-31-091E-1,hnv-17,91E,Stadtbus Neckarsulm Schülerverkehr,3
hnv-31-091N-1,hnv-17,91,Bf Ost -ZOB/Ballei - Realschule - Amorbach (- Dahenfeld),3
hnv-31-092E-1,hnv-17,92E,Stadtbus Neckarsulm Schülerverkehr,3
hnv-31-092N-1,hnv-17,92,Neuberg - Realschule - ZOB/Ballei - Bf Ost - Trendpark - Straßenäcker,3
hnv-31-093N-1,hnv-17,93,Neuberg - ZOB/Ballei - Bf Ost - Trendpark - Gewerbegebiet Süd,3
hnv-31-094N-1,hnv-17,94,Obereisesheim - Bf West - ZOB/Ballei - Stadtwerke - AQUAtoll,3
hnv-31-X91N-1,hnv-17,X91,Bf Ost -ZOB/Ballei - Realschule - Amorbach (- Dahenfeld),3
hnv-31-X93N-1,hnv-17,X93,Expressbus: Bahnhof Ost - Trendpark,3
hnv-31-X95N-1,hnv-17,X95,Expressbus: Bahnhof Ost - Trendpark Süd,3
hnv-34-n20-1,hnv-15,N20,Nightlife Shuttle: Heilbronn - Kochertal,3
hnv-34-n20-2,hnv-36,N20,Nightlife Shuttle: Heilbronn - Kochertal,3
hnv-50-R35-1,hnv-11,R 35,Rufbus: Öhringen - Pfedelbach - Michelbach - Neuenstein,3
hnv-50-R38-1,hnv-11,R 38,Rufbus: Öhringen - Windischenbach - Pfedelbach - Heuberg - Untersteinbach,3
hnv-50-R42-1,hnv-11,R 42,Rufbus: Bretzfeld - Adolzfurt -  Unterheimbach - Geddelsbach,3
hnv-50-R46-1,hnv-11,R 46,Rufbus: Bretzfeld - Waldbach -  Schwabbach - Siebeneich,3
hnv-50-R50-1,hnv-11,R 50,Rufbus: Öhringen - Obermaßholderbach - Westernbach - Zweiflingen,3
vrn-8-001-1,vrn-05,RNV 1,MA Schönau - Waldhof - Paradeplatz - MA Hbf - Neckarau - MA Rheinau Bf,0
vrn-8-016-1,vrn-05,RNV 16,Sullivan - Franklin Mitte - Bensheimer Straße,0
vrn-8-002b-1,vrn-05,RNV 2,MA Feudenheim - Paradeplatz Kurpfalzbrücke - Neckarstadt West,3
vrn-8-002s-1,vrn-05,RNV 2,MA Feudenheim - Universitätsklinikum - Wasserturm - Paradeplatz - Alte Feuerwache - MA Neckarstadt West,0
vrn-8-003b-1,vrn-05,RNV 3,MA Sandhofen - Luzenberg - Paradeplatz,3
vrn-8-003s-1,vrn-05,RNV 3,MA Sandhofen - Luzenberg - Paradeplatz - Wasserturm - MA Hbf - Lindenhof - Neckarau West - MA Rheingoldhalle,0
vrn-8-004a-1,vrn-05,RNV 4A,Käfertaler Wald - Bonifatiuskirche - Paradeplatz - Wasserturm MA Hbf  - LU Berliner Platz - LU Hbf - LU Oggersheim -  Bad Dürkheim,0
vrn-8-004s-1,vrn-05,RNV 4,Bad Dürkheim - LU Oggersheim - LU Hbf - Berliner Platz - MA Hbf - Wasserturm - Paradeplatz - Bonifatiuskirche - Hessische Str. - Waldfriedhof,0
vrn-8-006a-1,vrn-05,RNV 6A,SAP Arena S-Bf - Neuhermsheim - Paradeplatz - Berliner Platz - Am Schwanen - Rheingönheim,0
vrn-8-006b-1,vrn-05,RNV 6,MA Neuhermsheim - Neuostheim - Kurt-Schuhmacher-Brücke - LU Berliner Platz,3
vrn-8-006e-1,vrn-05,RNV E,MA Paradeplatz - MA HAuptbahnhof - Neuhermsheim - SAP Arena S-Bf,0
vrn-8-006s-1,vrn-05,RNV 6,MA Neuostheim - Wasserturm - Paradeplatz - Lu Rheingh.,0
vrn-8-007b-1,vrn-05,RNV 7,MA Hauptbahnhof - Paradeplatz - MA Vogelstang,3
vrn-8-007s-1,vrn-05,RNV 7,LU Oppau - BASF - LU Rathaus - Berliner Platz - Schloss - Paradeplatz - Nationaltheater - MA Vogelstang,0
vrn-8-009s-1,vrn-05,RNV 9,Expresszug MA Neuostheim - MA Hauptbahnhof - Ludwigshafen - Bad Dürkheim,0
vrn-11-021-1,vrn-05,RNV 21,HD Hauptbahnhof - Seegarten -  Campus Bergheim - Jahnstraße - Technologiepark - Hans-Thoma-Platz,0
vrn-11-022-1,vrn-05,RNV 22,HD Bismarckplatz - HD Hauptbahnhof Süd - HD Pfaffengrund - Eppelheim,0
vrn-11-023-1,vrn-05,RNV 23,Leimen - HD Rohrbach - HD Bismarckplatz,0
vrn-11-024-1,vrn-05,RNV 24,HD Heiligenbergschule - Technologiepark - HD Hauptbahnhof - Rohrbach Süd,0
vrn-11-026-1,vrn-05,RNV 26,HD Kirchheim - HD Hbf Süd - Bismarckplatz - Handschuhsh. Burgstraße,0
vrn-13-015-1,vrn-05,RNV 15,(Heddesheim -) Wallstadt Ost - MA Käfertal Bf - Universitätsklinikum - Alte Feuerwache - Paradeplatz - MA Hauptbahnhof,0
vrn-13-005b-1,vrn-05,RNV 5,MA Käfertal - MA Hauptbahnhof,3
vrn-13-005s-1,vrn-05,RNV 5A,Heddesheim - MA Käfertal Bf - Universitätsklinikum - MA Hauptbahnhof - Paradeplatz - Abendakademie,0
vrn-13-065-1,vrn-05,RNV 5,Weinheim - Viernheim - Mannheim - Heidelberg - Weinheim,0
vrn-16-099-1,vrn-09,99,Rheinfähre:  Altrip - MA-Neckarau,4
vrn-17-103t-1,vrn-05,RNV 1003,Ruftaxi Mannheim Alteichwaldsiedlung - Friedrichsfeld Südbahnhof,3
vrn-17-040-1,vrn-05,RNV 40,MA Seckenheim Rathaus - Hochstätt - Pfingstberg - MA Rheinau Karlsplatz,3
vrn-17-042-1,vrn-05,RNV 42,(HD Waldorfschule -) Edingen Bf - Neckarhausen - MA Seckenheim Rathaus - Otto-Bauder-Sportanlagen,3
vrn-17-043b-1,vrn-05,RNV 43,MA Seckenheim Rathaus - Friedrichsfeld - MA Seckenheim Rathaus,3
vrn-17-043c-1,vrn-05,RNV 43/46,MA Seckenheim Rathaus - Friedrichsfeld - MA Seckenheim Rathaus,3
vrn-17-044-1,vrn-05,RNV 44,MA Seckenheim Rathaus - (Friedrichsfeld Südbahnhof -) Holzweg - Friedrichsfeld Südbahnhof - MA Seckenheim Rathaus,3
vrn-17-045-1,vrn-05,RNV 45,MA Waldhof Bf - Käfertal Rathaus - Feudenheim - Neuostheim - Maimarkt - Mallau - MA Rheinau Karlsplatz,3
vrn-17-046b-1,vrn-05,RNV 46,MA Seckenheim West - Seckenh. Rathaus - Neckarhausen - Neu-Edingen - MA Friedrichsfeld - Neckarhausen - MA Seckenh. Rathaus - Seckenh. West,3
vrn-17-047-1,vrn-05,RNV 47,MA Fridtjof-Nansen-Weg - Chiemseestraße - MA Rheinau Bf,3
vrn-17-048-1,vrn-05,RNV 48,MA Rheinauhafen - Am Rheinauer See - MA Rheinau Bahnhof,3
vrn-17-049-1,vrn-05,RNV 49,MA Neckarau Rheingoldhalle - MA Neckarau Strandbad,3
vrn-17-050-1,vrn-05,RNV 50,MA Neckarau West - Maimarkt - Neuostheim - Feudenheim - Käfertal Süd - Waldhof Bf - Schönau - MA Sandhofen,3
vrn-17-051-1,vrn-05,RNV 51,MA Sandhofen - Schönau - MA Blumenau,3
vrn-17-052b-1,vrn-05,RNV 52,MA Sandhofen - Scharhof - IKEA - MA Sandhofen,3
vrn-17-053-1,vrn-05,RNV 53,MA Kurpfalzbrücke - Luzenberg - Feuerwache Nord - Käfertal Bf - Im Rott,3
vrn-17-054-1,vrn-05,RNV 54,MA Kurpfalz Center - Vogelstang Zentrum - MA Käfertal Bf,3
vrn-17-055-1,vrn-05,RNV 55,Käfertal Bf - Käfertaler Wald - Waldfriedhof - Waldhof Bf,3
vrn-17-056-1,vrn-05,RNV 56,MA Vogelstang Warnemünder Weg - MA Käfertal Bf,3
vrn-17-057b-1,vrn-05,RNV 57,MA Feudenheim - Wallstadt - (Vogelstang) - Wallstadt - MA Feudenheim,3
vrn-17-057e-1,vrn-05,RNV 57E,MA Feudenheim - Wallstadt - MA Vogelstang Warnemünder Weg,3
vrn-17-058-1,vrn-05,RNV 58,(MA Seckenheim Rathaus -) MA Feudenheim - Käfertal - Luzenberg - MA Friesenheimer Insel,3
vrn-17-059b-1,vrn-05,RNV 59,MA Sandhofen - Groß-Gerauer Straße - Sandhofen Rathaus - Sandhofen,3
