distance_km,dist_to_600,co2_train_kg,co2_avion_kg,vehicule_type,origin_station_traffic,origin_city_population,dest_station_traffic,dest_city_population,ratio_origin,ratio_dest,trip_count_corridor,trip_count_origin,service_share,is_substitutable
597.4334473177645,-2.5665526822355105,11.592598611753903,146.0610269326619,13,3472422.0,40250.0,0.0,4385.0,86.27135403726709,0.0,8.0,51.0,0.1568627450980392,1
143.88336834826563,-456.11663165173434,1.1421461779485325,95.65578766145738,12,15689647.0,230890.0,197837.0,2237.0,67.95290831131707,88.43853375055879,8.0,323.0,0.0247678018575851,1
108.97182739697216,-491.0281726030278,6.247354864668415,81.70652191334781,12,0.0,0.0,0.0,963395.0,0.0,0.0,24.0,166.0,0.144578313253012,1
120.197348765587,-479.802651234413,2.33230935544745,71.82580226295507,7,0.0,0.0,0.0,52824.0,0.0,0.0,27.0,837.0,0.032258064516129,1
166.61899323452957,-433.38100676547043,0.146957952032855,109.49402070474186,2,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4443.0,0.0060769750168804,1
153.4280619591061,-446.5719380408939,1.2179119558313842,93.06164371465944,12,14971.0,1905.0,166353.0,1079.0,7.858792650918635,154.17330861909176,3.0,74.0,0.0405405405405405,1
137.1904451427751,-462.8095548572249,7.865128220035297,81.71472620665737,12,0.0,0.0,0.0,0.0,0.0,0.0,16.0,134.0,0.1194029850746268,1
125.86238110643886,-474.1376188935611,0.9990955812229116,74.57084720011612,13,101.0,0.0,241833.0,7284.0,0.0,33.2005766062603,6.0,14.0,0.4285714285714285,1
425.5473258677873,-174.45267413221268,24.39662819200025,129.33975337108802,12,667419.0,118489.0,5622415.0,74350.0,5.6327507194760695,75.62091459314055,7.0,165.0,0.0424242424242424,1
545.876179732471,-54.12382026752903,10.592181391528868,150.98510056470508,10,6642464.0,238246.0,1785835.0,37628.0,27.880694744088043,47.460268948655255,2.0,256.0,0.0078125,0
596.5710422713979,-3.428957728602086,4.735580933550357,146.41268119880013,13,7116373.0,159022.0,477862.0,7270.0,44.75087094867377,65.73067400275103,5.0,182.0,0.0274725274725274,0
114.2950613196606,-485.7049386803394,0.9072741967554658,78.66795206752872,12,1060659.0,519127.0,423889.0,16618.0,2.0431589957756002,25.507822842700687,5.0,665.0,0.0075187969924812,1
101.34005354607072,-498.65994645392925,0.8044373450487095,70.35231680728138,12,41074.0,0.0,0.0,8208.0,0.0,0.0,8.0,211.0,0.0379146919431279,1
119.41735459724484,-480.58264540275513,2.317174348604939,119.44086801888822,7,93016.0,6732.0,0.0,0.0,13.816993464052288,0.0,398.0,1241.0,0.3207091055600322,1
147.1011718165723,-452.89882818342767,1.1676891018799511,91.28553959455756,12,303094.0,5396.0,1158666.0,33085.0,56.17012601927354,35.020885597702886,2.0,141.0,0.0141843971631205,1
140.93254844943328,-459.0674515505667,4.226285262901605,86.28194150468381,12,88225.0,9511.0,28046.0,1487.0,9.276101356324256,18.86079354404842,3.0,88.0,0.034090909090909,1
122.52880113917124,-477.47119886082874,0.9726336234427414,71.93174389057737,12,206581.0,14024.0,1053974.0,6718.0,14.730533371363377,156.88806192319143,69.0,201.0,0.3432835820895522,1
119.7120887011115,-480.2879112988885,0.9502745601094232,71.83144971220045,12,20791.0,3243.0,1383929.0,64186.0,6.411039161270429,21.5612283052379,1.0,107.0,0.0093457943925233,1
113.16066881988448,-486.83933118011555,0.0998077098991381,67.56280557464275,14,0.0,18362.0,0.0,0.0,0.0,0.0,51.0,16106.0,0.0031665217931205,1
160.25630236997046,-439.74369763002954,1.2721145282128254,84.79669397346494,12,159783.0,4261.0,5504359.0,2103778.0,37.49894390988031,2.616416275861807,171.0,689.0,0.2481857764876632,1
103.97843800821408,-496.0215619917859,0.8253808409092034,73.18453820353992,13,27813.0,1653.0,303532.0,5235.0,16.825771324863883,57.98127984718243,1.0,84.0,0.0119047619047619,1
157.15538815397093,-442.84461184602907,1.2474994711662213,99.59004850084892,13,23006240.0,267991.0,27124.0,6533.0,85.84706202820244,4.151844481861319,18.0,1048.0,0.0171755725190839,1
650.7044027682097,50.70440276820966,12.626268231314342,175.09161602602626,12,806899.0,98772.0,3283288.0,64458.0,8.16930911594379,50.93685810915635,2.0,17.0,0.1176470588235294,1
