route_id,service_id,trip_id,shape_id,trip_headsign,trip_short_name,direction_id,block_id,wheelchair_accessible
vvs-36-013e-1,Special#1216,vvs-36-013e-1-1-1-H-1-Special#1216-7-9,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1216,vvs-36-013e-1-1-1-H-1-Special#1216-8-10,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-9-11,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-10-12,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-11-13,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-12-14,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-13-15,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-14-16,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-15-17,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-16-18,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-17-19,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-18-20,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-19-21,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-20-22,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-21-23,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-22-24,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-23-25,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-24-26,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-25-27,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-26-28,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-27-29,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-28-30,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-29-31,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-30-32,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-31-33,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-32-34,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-33-35,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-34-36,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-35-37,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-36-38,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
vvs-36-013e-1,Special#1217,vvs-36-013e-1-1-1-H-1-Special#1217-37-39,vvs-36-013e-1-1-1-H-1,Hauptbf (Arnulf-Klett-Platz),,0,,1
