route_id,service_id,trip_id,shape_id,trip_headsign,trip_short_name,direction_id,block_id,wheelchair_accessible
vrn-20-765-1,Special#5,vrn-20-765-1-1-2-H-2-Special#5-7650014-26,vrn-20-765-1-1-2-H-2,"Sinsheim, Sparkasse",,0,,2
vrn-20-767-1,Special#3,vrn-20-767-1-1-2-H-0-Special#3-7670005-1,vrn-20-767-1-1-2-H-0,"Sinsheim, Hauptbahnhof",,0,,2
vrn-20-767-1,Special#3,vrn-20-767-1-1-2-H-0-Special#3-7670009-2,vrn-20-767-1-1-2-H-0,"Sinsheim, Hauptbahnhof",,0,,2
vrn-20-767-1,Special#3,vrn-20-767-1-1-2-H-0-Special#3-7670015-3,vrn-20-767-1-1-2-H-0,"Sinsheim, Hauptbahnhof",,0,,2
vrn-20-767-1,Special#3,vrn-20-767-1-1-2-H-0-Special#3-7670018-4,vrn-20-767-1-1-2-H-0,"Sinsheim, Hauptbahnhof",,0,,2
vrn-20-767-1,Special#3,vrn-20-767-1-1-2-H-0-Special#3-7670022-5,vrn-20-767-1-1-2-H-0,"Sinsheim, Hauptbahnhof",,0,,2
vrn-20-767-1,Special#3,vrn-20-767-1-1-2-H-0-Special#3-7670026-6,vrn-20-767-1-1-2-H-0,"Sinsheim, Hauptbahnhof",,0,,2
vrn-20-767-1,Special#3,vrn-20-767-1-1-2-H-0-Special#3-7670029-7,vrn-20-767-1-1-2-H-0,"Sinsheim, Hauptbahnhof",,0,,2
vrn-20-767-1,Special#7,vrn-20-767-1-1-2-H-0-Special#7-7670037-8,vrn-20-767-1-1-2-H-0,"Sinsheim, Hauptbahnhof",,0,,2
vrn-20-767-1,Special#7,vrn-20-767-1-1-2-H-0-Special#7-7670040-9,vrn-20-767-1-1-2-H-0,"Sinsheim, Hauptbahnhof",,0,,2
vrn-20-767-1,Special#7,vrn-20-767-1-1-2-H-0-Special#7-7670030-10,vrn-20-767-1-1-2-H-0,"Sinsheim, Hauptbahnhof",,0,,2
