route_id,service_id,trip_id,shape_id,trip_headsign,trip_short_name,direction_id,block_id,wheelchair_accessible
swg-1-4007-1,Special#3,swg-1-4007-1-1-7-H-1-Special#3-39-149,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#3,swg-1-4007-1-1-7-H-1-Special#3-40-150,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#7,swg-1-4007-1-1-7-H-1-Special#7-20-151,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#3,swg-1-4007-1-1-7-H-1-Special#3-41-152,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#3,swg-1-4007-1-1-7-H-1-Special#3-42-153,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#7,swg-1-4007-1-1-7-H-1-Special#7-21-154,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#10,swg-1-4007-1-1-7-H-1-Special#10-22-155,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#3,swg-1-4007-1-1-7-H-1-Special#3-43-156,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#3,swg-1-4007-1-1-7-H-1-Special#3-44-157,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#7,swg-1-4007-1-1-7-H-1-Special#7-22-158,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#10,swg-1-4007-1-1-7-H-1-Special#10-23-159,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#3,swg-1-4007-1-1-7-H-1-Special#3-45-160,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#3,swg-1-4007-1-1-7-H-1-Special#3-46-161,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#7,swg-1-4007-1-1-7-H-1-Special#7-23-162,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#10,swg-1-4007-1-1-7-H-1-Special#10-24-163,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#3,swg-1-4007-1-1-7-H-1-Special#3-47-164,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#3,swg-1-4007-1-1-7-H-1-Special#3-48-165,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#7,swg-1-4007-1-1-7-H-1-Special#7-24-166,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#10,swg-1-4007-1-1-7-H-1-Special#10-25-167,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
swg-1-4007-1,Special#3,swg-1-4007-1-1-7-H-1-Special#3-49-168,swg-1-4007-1-1-7-H-1,Lörrach Röttelnblick,,0,,2
