route_id,service_id,trip_id,shape_id,trip_headsign,trip_short_name,direction_id,block_id,wheelchair_accessible
rab-14-466-1,Special#1125,rab-14-466-1-1-24-R-4-Special#1125-36-44,rab-14-466-1-1-24-R-4,Bad Saulgau Bahnhof,,1,,2
rab-14-466-1,Special#1125,rab-14-466-1-1-24-R-4-Special#1125-37-45,rab-14-466-1-1-24-R-4,Bad Saulgau Bahnhof,,1,,2
rab-14-466-1,Special#1125,rab-14-466-1-1-24-R-4-Special#1125-38-46,rab-14-466-1-1-24-R-4,Bad Saulgau Bahnhof,,1,,2
rab-14-466-1,Special#1125,rab-14-466-1-1-24-R-4-Special#1125-39-47,rab-14-466-1-1-24-R-4,Bad Saulgau Bahnhof,,1,,2
rab-14-466-1,Special#1125,rab-14-466-1-1-24-R-4-Special#1125-40-48,rab-14-466-1-1-24-R-4,Bad Saulgau Bahnhof,,1,,2
rab-14-466-1,Special#1125,rab-14-466-1-1-24-R-4-Special#1125-41-49,rab-14-466-1-1-24-R-4,Bad Saulgau Bahnhof,,1,,2
rab-14-466-1,Special#1952,rab-14-466-1-1-1-R-6-Special#1952-1-50,rab-14-466-1-1-1-R-6,Hohentengen Schule,,1,,1
rab-14-466-1,Special#1952,rab-14-466-1-1-2-R-7-Special#1952-2-51,rab-14-466-1-1-2-R-7,Bad Saulgau ZOB Schulzentr.,,1,,1
rab-14-466-1,Special#1952,rab-14-466-1-1-3-R-8-Special#1952-3-52,rab-14-466-1-1-3-R-8,Bad Saulgau ZOB Schulzentr.,,1,,1
rab-14-466-1,Special#1952,rab-14-466-1-1-4-R-9-Special#1952-4-53,rab-14-466-1-1-4-R-9,Hohentengen Schule,,1,,1
rab-14-466-1,Special#1952,rab-14-466-1-1-5-R-10-Special#1952-5-54,rab-14-466-1-1-5-R-10,Hohentengen Schule,,1,,1
rab-14-466-1,Special#5,rab-14-466-1-1-6-R-11-Special#5-6-55,rab-14-466-1-1-6-R-11,Ölkofen Ortsmitte,,1,,1
rab-14-466-1,Special#3449,rab-14-466-1-1-6-R-11-Special#3449-7-56,rab-14-466-1-1-6-R-11,Ölkofen Ortsmitte,,1,,1
rab-14-466-1,Special#1952,rab-14-466-1-1-7-R-12-Special#1952-8-57,rab-14-466-1-1-7-R-12,Bad Saulgau Bahnhof,,1,,1
rab-14-466-1,Special#2017,rab-14-466-1-1-8-R-13-Special#2017-10-58,rab-14-466-1-1-8-R-13,Bad Saulgau Bahnhof,,1,,1
rab-14-466-1,Special#138,rab-14-466-1-1-8-R-13-Special#138-9-59,rab-14-466-1-1-8-R-13,Bad Saulgau Bahnhof,,1,,1
rab-14-466-1,Special#198,rab-14-466-1-1-8-R-13-Special#198-8-60,rab-14-466-1-1-8-R-13,Bad Saulgau Bahnhof,,1,,2
rab-14-466-1,Special#2017,rab-14-466-1-1-9-R-14-Special#2017-12-61,rab-14-466-1-1-9-R-14,Bad Saulgau Bahnhof,,1,,1
rab-14-466-1,Special#138,rab-14-466-1-1-9-R-14-Special#138-11-62,rab-14-466-1-1-9-R-14,Bad Saulgau Bahnhof,,1,,1
rab-14-466-1,Special#198,rab-14-466-1-1-9-R-14-Special#198-9-63,rab-14-466-1-1-9-R-14,Bad Saulgau Bahnhof,,1,,2
rab-14-466-1,Special#1952,rab-14-466-1-1-10-R-16-Special#1952-13-64,rab-14-466-1-1-10-R-16,Bad Saulgau ZOB Schulzentr.,,1,,1
rab-14-466-1,Special#1952,rab-14-466-1-1-13-R-17-Special#1952-25-65,rab-14-466-1-1-13-R-17,Bad Saulgau Bahnhof,,1,,1
rab-14-466-1,Special#1048,rab-14-466-1-1-16-R-18-Special#1048-35-66,rab-14-466-1-1-16-R-18,Bad Saulgau Bahnhof,,1,,1
rab-14-466-1,Special#1195,rab-14-466-1-1-16-R-18-Special#1195-34-67,rab-14-466-1-1-16-R-18,Bad Saulgau Bahnhof,,1,,1
rab-14-466-1,Special#305,rab-14-466-1-1-16-R-18-Special#305-29-68,rab-14-466-1-1-16-R-18,Bad Saulgau Bahnhof,,1,,2
rab-14-466-1,Special#1956,rab-14-466-1-1-17-R-19-Special#1956-36-69,rab-14-466-1-1-17-R-19,Bad Saulgau Hummelschule,,1,,1
rab-14-466-1,Special#1956,rab-14-466-1-1-18-R-20-Special#1956-37-70,rab-14-466-1-1-18-R-20,Bad Saulgau Bahnhof,,1,,1
rab-14-466-1,Special#1952,rab-14-466-1-1-19-R-21-Special#1952-38-71,rab-14-466-1-1-19-R-21,B. Saulg. Sonnenhof-Th. (L283),,1,,1
rab-14-466-1,Special#1195,rab-14-466-1-1-20-R-22-Special#1195-39-72,rab-14-466-1-1-20-R-22,Bremen,,1,,1
rab-14-466-1,Special#8,rab-14-466-1-1-21-R-23-Special#8-40-73,rab-14-466-1-1-21-R-23,Bremen,,1,,1
rab-14-466-1,Special#1952,rab-14-466-1-1-22-R-24-Special#1952-41-74,rab-14-466-1-1-22-R-24,Bad Saulgau Bahnhof,,1,,1
rab-14-466-1,Special#1952,rab-14-466-1-1-23-R-25-Special#1952-42-75,rab-14-466-1-1-23-R-25,Bad Saulgau Bahnhof,,1,,1
rab-14-466-1,Special#3449,rab-14-466-1-1-25-R-26-Special#3449-43-76,rab-14-466-1-1-25-R-26,Bad Saulgau Bahnhof,,1,,1
rab-14-466-1,Special#5,rab-14-466-1-1-26-R-27-Special#5-44-77,rab-14-466-1-1-26-R-27,Bad Saulgau Bahnhof,,1,,1
rab-14-466-1,Special#3449,rab-14-466-1-1-27-R-28-Special#3449-45-78,rab-14-466-1-1-27-R-28,Bad Saulgau Bahnhof,,1,,1
