stop_id,station_name,stop_country,stop_timezone,station_lat,station_long,location_type,stop_name_romanized,stop_name_alt,stop_cityname,stop_cityname_romanized,stop_cityname_alt,stop_tariffname,stop_charge,stop_uic_code,stop_code,stop_region,_c17,_c18,_c19,_c20,_c21,_c22,_c23,_c24,_c25,_c26,_c27,_c28,_c29
Velké Losiny,Velké Losiny,CZ,CET,45.20314,11.57344,1.0,,,,Velké Losiny,,dopravna D3,,,345421,Šumperk,,,,,,,,,,,,,
Velké Losiny zámek,Velké Losiny zámek,CZ,CET,45.37373,10.332,1.0,,,,Velké Losiny,,zastávka,,,345538,Šumperk,,,,,,,,,,,,,
Velké Losiny zastávka,Velké Losiny zastávka,CZ,CET,45.89713,6.785,1.0,,,,Velké Losiny,,zastávka,,,345520,Šumperk,,,,,,,,,,,,,
Velké Meziříčí,Velké Meziříčí,CZ,CET,42.51545,-2.37279,1.0,,,,Velké Meziříčí,,stanice,,,366856,Žďár nad Sázavou,,,,,,,,,,,,,
Velké Meziříčí zastávka,Velké Meziříčí zastávka,CZ,CET,50.75186,3.91711,1.0,,,,Velké Meziříčí,,zastávka,,,367458,Žďár nad Sázavou,,,,,,,,,,,,,
Velké Pavlovice,Velké Pavlovice,CZ,CET,43.86572,10.25005,1.0,,,,Velké Pavlovice,,stanice,,,367656,Břeclav,,,,,,,,,,,,,
Velké Pavlovice zastávka,Velké Pavlovice zastávka,CZ,CET,49.12573,2.36948,1.0,,,,Velké Pavlovice,,zastávka,,,367854,Břeclav,,,,,,,,,,,,,
Velké Poříčí,Velké Poříčí,CZ,CET,43.31566,3.42539,1.0,,,,Velké Poříčí,,zastávka,,,538512,Náchod,,,,,,,,,,,,,
Velké Svatoňovice,Velké Svatoňovice,CZ,CET,55.96025,11.87314,1.0,,,,Velké Svatoňovice,,zastávka,,,574301,Trutnov,,,,,,,,,,,,,
Velké Zboží,Velké Zboží,CZ,CET,38.71278,16.12433,1.0,,,,Velké Zboží,,zastávka,,,532440,Nymburk,,,,,,,,,,,,,
Velké Žernoseky,Velké Žernoseky,CZ,CET,38.71459,16.14005,1.0,,,,Žalhostice,,stanice,,,531293,Litoměřice,,,,,,,,,,,,,
Velké Žernoseky zastávka,Velké Žernoseky zastávka,CZ,CET,56.45203,9.39635,1.0,,,,Velké Žernoseky,,zastávka,,,558981,Litoměřice,,,,,,,,,,,,,
Velký Bor,Velký Bor,CZ,CET,56.12231,10.16097,1.0,,,,Velký Bor u Horažďovic,,zastávka,,,738757,Klatovy,,,,,,,,,,,,,
Velký Borek,Velký Borek,CZ,CET,55.54961,12.02449,1.0,,,,Velký Borek,,zastávka,,,561811,Mělník,,,,,,,,,,,,,
Velký Grunov,Velký Grunov,CZ,CET,41.93103,2.24884,1.0,,,,Velký Grunov,,zastávka,,,571893,Česká Lípa,,,,,,,,,,,,,
Velký Luh,Velký Luh,CZ,CET,43.50075,3.79929,1.0,,,,Velký Luh,,zastávka,,,767152,Cheb,,,,,,,,,,,,,
Velký Osek,Velký Osek,CZ,CET,45.64316,3.2436,1.0,,,,Velký Osek,,stanice,,,533141,Kolín,,,,,,,,,,,,,
Velký Pěčín,Velký Pěčín,CZ,CET,44.97965,2.62517,1.0,,,,Velký Pěčín,,zastávka,,,749028,Jindřichův Hradec,,,,,,,,,,,,,
Velký Ratmírov,Velký Ratmírov,CZ,CET,40.39403,-3.60288,1.0,,,,Děbolín,,výhybna,,,750528,Jindřichův Hradec,,,,,,,,,,,,,
Velký Rybník,Velký Rybník,CZ,CET,43.93383,11.46534,1.0,,,,Hroznětín,,zastávka,,,734756,Karlovy Vary,,,,,,,,,,,,,
Velký Šenov,Velký Šenov,CZ,CET,45.54618,11.54138,1.0,,,,Velký Šenov,,dopravna D3,,,565895,Děčín,,,,,,,,,,,,,
Velký Šenov zastávka,Velký Šenov zastávka,CZ,CET,50.63008,15.48768,1.0,,,,Velký Šenov,,zastávka,,,566091,Děčín,,,,,,,,,,,,,
Velký Valtinov,Velký Valtinov,CZ,CET,50.83787,3.40303,1.0,,,,Velký Valtinov,,zastávka,,,572297,Česká Lípa,,,,,,,,,,,,,
Veltěže,Veltěže,CZ,CET,45.51788,9.64023,1.0,,,,Obora u Loun,,zastávka,,,546291,Louny,,,,,,,,,,,,,
Veltruby,Veltruby,CZ,CET,43.42723,6.43119,1.0,,,,Veltruby,,zastávka,,,533240,Kolín,,,,,,,,,,,,,
Velvary,Velvary,CZ,CET,43.39742,-4.66493,1.0,,,,Velvary,,dopravna D3,,,545665,Kladno,,,,,,,,,,,,,
Velvěty,Velvěty,CZ,CET,57.50025,9.94513,1.0,,,,Velvěty,,zastávka,,,547497,Teplice,,,,,,,,,,,,,
Vendolí,Vendolí,CZ,CET,48.18925,16.40268,1.0,,,,Vendolí,,zastávka,,,551432,Svitavy,,,,,,,,,,,,,
Vendolí zastávka,Vendolí zastávka,CZ,CET,48.36114,4.87426,1.0,,,,Vendolí,,zastávka,,,551333,Svitavy,,,,,,,,,,,,,
Vendryně,Vendryně,CZ,CET,50.66641,10.55489,1.0,,,,Vendryně,,zastávka,,,331249,Frýdek-Místek,,,,,,,,,,,,,
Verměřovice,Verměřovice,CZ,CET,49.97689,17.01805,1.0,,,,Verměřovice,,zastávka a automatické hradlo,,,533505,Ústí nad Orlicí,,,,,,,,,,,,,
Veřovice,Veřovice,CZ,CET,56.0641,10.17879,1.0,,,,Veřovice,,stanice,,,349845,Nový Jičín,,,,,,,,,,,,,
Vesce,Vesce,CZ,CET,46.58875,13.8624,1.0,,,,Vesce u Moravských Budějovic,,zastávka,,,350959,Třebíč,,,,,,,,,,,,,
Vesec u Liberce,Vesec u Liberce,CZ,CET,46.64526,13.86921,1.0,,,,Vesec u Liberce,,stanice,,,551226,Liberec,,,,,,,,,,,,,
Veselé pod Rabštejnem,Veselé pod Rabštejnem,CZ,CET,46.58875,-4.97059,1.0,,,,Veselé,,zastávka,,,563197,Děčín,,,,,,,,,,,,,
Veselí nad Lužnicí,Veselí nad Lužnicí,CZ,CET,46.6081,-6.15939,1.0,,,,Veselí nad Lužnicí,,stanice,,,735522,Tábor,,,,,,,,,,,,,
Veselí nad Lužnicí zastávka,Veselí nad Lužnicí zastávka,CZ,CET,42.24524,-4.97059,1.0,,,,Veselí nad Lužnicí,,zastávka,,,735423,Tábor,,,,,,,,,,,,,
Veselí nad Moravou,Veselí nad Moravou,CZ,CET,43.55988,-6.15939,1.0,,,,Veselí-Předměstí,,stanice,,,367953,Hodonín,,,,,,,,,,,,,
Veselí nad Moravou-Milokošť,Veselí nad Moravou-Milokošť,CZ,CET,42.54047,-6.74852,1.0,,,,Milokošť,,zastávka,,,377952,Hodonín,,,,,,,,,,,,,
Veselí nad Moravou-Zarazice,Veselí nad Moravou-Zarazice,CZ,CET,46.06541,8.26164,1.0,,,,Zarazice,,zastávka,,,372052,Hodonín,,,,,,,,,,,,,
Veselí u Přelouče,Veselí u Přelouče,CZ,CET,41.16252,-1.2873,1.0,,,,Veselí u Přelouče,,zastávka,,,557330,Pardubice,,,,,,,,,,,,,
Veselíčko,Veselíčko,CZ,CET,38.55878,-6.33724,1.0,,,,Veselíčko u Žďáru nad Sázavou,,stanice,,,370254,Žďár nad Sázavou,,,,,,,,,,,,,
Vésky,Vésky,CZ,CET,42.28073,-1.74572,1.0,,,,Vésky,,zastávka,,,346254,Uherské Hradiště,,,,,,,,,,,,,
Věžky,Věžky,CZ,CET,43.3631,-5.30285,1.0,,,,Věžky u Přerova,,stanice,,,341156,Přerov,,,,,,,,,,,,,
Věžná,Věžná,CZ,CET,45.02829,9.9933,1.0,,,,Věžná na Moravě,,zastávka,,,359356,Žďár nad Sázavou,,,,,,,,,,,,,
Víchová nad Jizerou,Víchová nad Jizerou,CZ,CET,46.29843,-3.73208,1.0,,,,Víchová nad Jizerou,,zastávka,,,571802,Semily,,,,,,,,,,,,,
Vikýřovice,Vikýřovice,CZ,CET,46.49533,1.87735,1.0,,,,Vikýřovice,,zastávka,,,349829,Šumperk,,,,,,,,,,,,,
Vikýřovice u penzionu,Vikýřovice u penzionu,CZ,CET,48.86653,2.41626,1.0,,,,Vikýřovice,,zastávka,,,359828,Šumperk,,,,,,,,,,,,,
Vikýřovice-Lesní,Vikýřovice-Lesní,CZ,CET,48.82357,2.54338,1.0,,,,Vikýřovice,,zastávka,,,359729,Šumperk,,,,,,,,,,,,,
Vilémov u Kadaně,Vilémov u Kadaně,CZ,CET,50.37395,13.77449,1.0,,,,Vilémov u Kadaně,,dopravna D3,,,535997,Chomutov,,,,,,,,,,,,,
Vilémov u Kadaně město,Vilémov u Kadaně město,CZ,CET,41.42901,13.76407,1.0,,,,Vilémov u Kadaně,,zastávka,,,536391,Chomutov,,,,,,,,,,,,,
Vilémov u Šluknova,Vilémov u Šluknova,CZ,CET,50.37395,0.47473,1.0,,,,Vilémov u Šluknova,,zastávka,,,565796,Děčín,,,,,,,,,,,,,
Vilémovice,Vilémovice,CZ,CET,46.22764,2.21375,1.0,,,,Vilémovice u Ledče nad Sázavou,,zastávka,,,562355,Havlíčkův Brod,,,,,,,,,,,,,
Vilsnice,Vilsnice,CZ,CET,46.33638,6.89101,1.0,,,,Vilsnice,,zastávka,,,557595,Děčín,,,,,,,,,,,,,
Vimperk,Vimperk,CZ,CET,48.91735,14.37591,1.0,,,,Vimperk,,stanice,,,751222,Prachatice,,,,,,,,,,,,,
Vimperk zastávka,Vimperk zastávka,CZ,CET,48.97523,17.211,1.0,,,,Vimperk,,zastávka,,,751321,Prachatice,,,,,,,,,,,,,
Višňová,Višňová,CZ,CET,50.28217,14.5919,1.0,,,,Předlánce,,stanice,,,547422,Liberec,,,,,,,,,,,,,
Vítanov,Vítanov,CZ,CET,46.52506,6.47441,1.0,,,,Stan u Hlinska,,zastávka,,,548883,Chrudim,,,,,,,,,,,,,
Vitčice,Vitčice,CZ,CET,46.80773,6.54925,1.0,,,,Veliká Ves,,zastávka,,,536490,Louny,,,,,,,,,,,,,
Vitiněves,Vitiněves,CZ,CET,50.39196,13.68892,1.0,,,,Vitiněves,,zastávka,,,555201,Jičín,,,,,,,,,,,,,
Vítkov,Vítkov,CZ,CET,50.52028,13.47027,1.0,,,,Vítkov,,dopravna D3,,,350041,Opava,,,,,,,,,,,,,
Vižina,Vižina,CZ,CET,53.95285,10.20991,1.0,,,,Vižina,,zastávka,,,768044,Beroun,,,,,,,,,,,,,
Vizovice,Vizovice,CZ,CET,52.61558,10.59835,1.0,,,,Vizovice,,dopravna D3,,,368050,Zlín,,,,,,,,,,,,,
Vladislav zastávka,Vladislav zastávka,CZ,CET,49.2983,8.92015,1.0,,,,Vladislav,,zastávka,,,365353,Třebíč,,,,,,,,,,,,,
Vlárský průsmyk,Vlárský průsmyk,CZ,CET,46.59778,11.53126,1.0,,,,Sidonie,,stanice,,,371856,Zlín,,,,,,,,,,,,,
Vlásenice,Vlásenice,CZ,CET,47.96171,14.7727,1.0,,,,Vlásenice u Pelhřimova,,zastávka,,,742627,Pelhřimov,,,,,,,,,,,,,
Vlašim,Vlašim,CZ,CET,52.60958,13.3226,1.0,,,,Vlašim,,stanice,,,553560,Benešov,,,,,,,,,,,,,
Vlašim zastávka,Vlašim zastávka,CZ,CET,49.96454,10.12069,1.0,,,,Vlašim,,zastávka v obvodu stanice,,,553768,Benešov,,,,,,,,,,,,,
Vlaské,Vlaské,CZ,CET,54.33432,9.83733,1.0,,,,Vlaské,,zastávka,,,535906,Šumperk,,,,,,,,,,,,,
Vlastec,Vlastec,CZ,CET,48.06389,7.22433,1.0,,,,Vlastec,,stanice,,,756122,Písek,,,,,,,,,,,,,
Vlastějovice,Vlastějovice,CZ,CET,48.88632,7.80933,1.0,,,,Vlastějovice,,stanice,,,561761,Kutná Hora,,,,,,,,,,,,,
Vlčatín,Vlčatín,CZ,CET,47.10018,8.51623,1.0,,,,Vlčatín,,zastávka,,,361956,Třebíč,,,,,,,,,,,,,
Vlčí Důl-Dobranov,Vlčí Důl-Dobranov,CZ,CET,47.10841,8.50492,1.0,,,,Dobranov,,zastávka,,,571596,Česká Lípa,,,,,,,,,,,,,
Vlčice,Vlčice,CZ,CET,50.25389,4.43484,1.0,,,,Vlčice u Trutnova,,zastávka,,,570101,Trutnov,,,,,,,,,,,,,
Vlkaneč,Vlkaneč,CZ,CET,47.27714,8.91556,1.0,,,,Vlkaneč,,stanice,,,541045,Kutná Hora,,,,,,,,,,,,,
Vlkanov,Vlkanov,CZ,CET,47.44918,14.67614,1.0,,,,Vlkanov u Nového Kramolína,,zastávka,,,735969,Domažlice,,,,,,,,,,,,,
Vlkoš,Vlkoš,CZ,CET,47.34544,8.59282,1.0,,,,Vlkoš u Kyjova,,stanice,,,368357,Hodonín,,,,,,,,,,,,,
Vlkov nad Lužnicí,Vlkov nad Lužnicí,CZ,CET,51.77773,13.62876,1.0,,,,Vlkov nad Lužnicí,,zastávka,,,737528,Tábor,,,,,,,,,,,,,
Vlkov-Osová,Vlkov-Osová,CZ,CET,47.86878,16.05142,1.0,,,,Osová,,kolejová skupina stanice,,,368464,Žďár nad Sázavou,,,,,,,,,,,,,
Vlkovec,Vlkovec,CZ,CET,47.85077,16.0204,1.0,,,,Vlkovec,,zastávka,,,559468,Benešov,,,,,,,,,,,,,
Vlkovice,Vlkovice,CZ,CET,47.38153,7.74694,1.0,,,,Vlkovice u Mariánských Lázní,,zastávka a nákladiště,,,744250,Cheb,,,,,,,,,,,,,
Vnorovy,Vnorovy,CZ,CET,49.97825,12.06548,1.0,,,,Vnorovy,,zastávka,,,371153,Hodonín,,,,,,,,,,,,,
Vochov,Vochov,CZ,CET,49.28344,7.65101,1.0,,,,Vochov,,zastávka,,,748251,Plzeň-sever,,,,,,,,,,,,,
Voděrady,Voděrady,CZ,CET,47.10896,8.32049,1.0,,,,Voděrady u Luštěnic,,zastávka,,,562116,Mladá Boleslav,,,,,,,,,,,,,
Vodná,Vodná,CZ,CET,46.43912,6.91097,1.0,,,,Vodná u Bečova nad Teplou,,zastávka,,,745158,Karlovy Vary,,,,,,,,,,,,,
Vodňany,Vodňany,CZ,CET,43.94448,20.78508,1.0,,,,Vodňany,,dopravna radiobloku,,,737627,Strakonice,,,,,,,,,,,,,
Vojice,Vojice,CZ,CET,48.15226,10.97954,1.0,,,,Vojice,,zastávka,,,555508,Jičín,,,,,,,,,,,,,
Vojkovice nad Ohří,Vojkovice nad Ohří,CZ,CET,51.46202,11.20732,1.0,,,,Vojkovice nad Ohří,,stanice,,,758458,Karlovy Vary,,,,,,,,,,,,,
Vojkovice nad Svratkou,Vojkovice nad Svratkou,CZ,CET,47.41562,8.58897,1.0,,,,Vojkovice u Židlochovic,,zastávka,,,339655,Brno-venkov,,,,,,,,,,,,,
Vojtanov,Vojtanov,CZ,CET,51.58176,11.92108,1.0,,,,Vojtanov,,stanice,,,740258,Cheb,,,,,,,,,,,,,
Vojtanov obec,Vojtanov obec,CZ,CET,48.25771,11.97585,1.0,,,,Vojtanov,,zastávka,,,730952,Cheb,,,,,,,,,,,,,
Vojtěchov,Vojtěchov,CZ,CET,50.53176,7.0784,1.0,,,,Pokřikov,,zastávka,,,548636,Chrudim,,,,,,,,,,,,,
Volary,Volary,CZ,CET,51.06615,10.93636,1.0,,,,Volary,,stanice,,,739128,Prachatice,,,,,,,,,,,,,
Volevčice,Volevčice,CZ,CET,46.77672,9.11708,1.0,,,,Volevčice,,zastávka,,,548693,Most,,,,,,,,,,,,,
Volyně,Volyně,CZ,CET,53.5701,10.05972,1.0,,,,Volyně,,dopravna D3,,,750521,Strakonice,,,,,,,,,,,,,
Vonšov,Vonšov,CZ,CET,47.23458,7.65563,1.0,,,,Vonšov,,zastávka a nákladiště,,,766956,Cheb,,,,,,,,,,,,,
Voračice,Voračice,CZ,CET,47.34246,7.86617,1.0,,,,Vrchotovy Janovice,,zastávka,,,551564,Benešov,,,,,,,,,,,,,
Votice,Votice,CZ,CET,51.96139,7.89472,1.0,,,,Beztahov,,kolejová skupina stanice,,,552067,Benešov,,,,,,,,,,,,,
Vrábče,Vrábče,CZ,CET,47.52558,15.49506,1.0,,,,Vrábče,,zastávka,,,760728,České Budějovice,,,,,,,,,,,,,
Vracov,Vracov,CZ,CET,52.57331,13.50426,1.0,,,,Vracov,,zastávka,,,336255,Hodonín,,,,,,,,,,,,,
Vrahovice,Vrahovice,CZ,CET,47.47176,9.53361,1.0,,,,Vrahovice,,zastávka,,,357129,Prostějov,,,,,,,,,,,,,
Vraňany,Vraňany,CZ,CET,54.07243,9.89583,1.0,,,,Vraňany,,stanice,,,543264,Mělník,,,,,,,,,,,,,
Vrané nad Vltavou,Vrané nad Vltavou,CZ,CET,47.04342,7.79137,1.0,,,,Vrané nad Vltavou,,stanice,,,555466,Praha-západ,,,,,,,,,,,,,
Vranice,Vranice,CZ,CET,48.0497,7.68488,1.0,,,,Vranice,,zastávka,,,560862,Kutná Hora,,,,,,,,,,,,,
Vranov u Stříbra,Vranov u Stříbra,CZ,CET,49.81749,15.47296,1.0,,,,Vranov u Stříbra,,stanice,,,748756,Tachov,,,,,,,,,,,,,
Vranovice,Vranovice,CZ,CET,48.86565,10.10643,1.0,,,,Vranovice nad Svratkou,,stanice,,,368753,Brno-venkov,,,,,,,,,,,,,
Vratimov,Vratimov,CZ,CET,49.71293,6.49924,1.0,,,,Vratimov,,stanice,,,350348,Ostrava-město,,,,,,,,,,,,,
Vratislavice nad Nisou,Vratislavice nad Nisou,CZ,CET,47.57032,9.63849,1.0,,,,Vratislavice nad Nisou,,zastávka,,,551424,Liberec,,,,,,,,,,,,,
Vrátno,Vrátno,CZ,CET,48.43838,10.26971,1.0,,,,Vrátno,,zastávka a nákladiště,,,560813,Mladá Boleslav,,,,,,,,,,,,,
Vráž u Berouna,Vráž u Berouna,CZ,CET,49.70874,6.54146,1.0,,,,Vráž u Berouna,,stanice,,,548362,Beroun,,,,,,,,,,,,,
Vráž u Písku,Vráž u Písku,CZ,CET,51.25859,10.89423,1.0,,,,Vráž u Písku,,stanice,,,730721,Písek,,,,,,,,,,,,,
Vražkov,Vražkov,CZ,CET,48.87541,11.16794,1.0,,,,Vražkov,,zastávka,,,540971,Litoměřice,,,,,,,,,,,,,
Vrbátky,Vrbátky,CZ,CET,52.37273,13.46512,1.0,,,,Vrbátky,,stanice,,,353425,Prostějov,,,,,,,,,,,,,
Vrbatův Kostelec,Vrbatův Kostelec,CZ,CET,50.66025,10.37304,1.0,,,,Vrbatův Kostelec,,zastávka,,,548230,Chrudim,,,,,,,,,,,,,
Vrbčany,Vrbčany,CZ,CET,50.50389,4.46994,1.0,,,,Vrbčany,,zastávka,,,566166,Kolín,,,,,,,,,,,,,
Vrbičany,Vrbičany,CZ,CET,50.4626,14.08468,1.0,,,,Vrbičany,,zastávka,,,537365,Kladno,,,,,,,,,,,,,
Vrbka,Vrbka,CZ,CET,49.22823,17.41313,1.0,,,,Vrbka u Roudníčku,,zastávka,,,541870,Litoměřice,,,,,,,,,,,,,
Vrbka,Vrbka,CZ,CET,49.22823,17.41313,1.0,,,,Vrbka u Postoloprt,,odbočka,,,581694,Louny,,,,,,,,,,,,,
Vrbno nad Lesy,Vrbno nad Lesy,CZ,CET,50.32252,13.90698,1.0,,,,Vrbno nad Lesy,,stanice,,,536979,Louny,,,,,,,,,,,,,
Vrbno pod Pradědem,Vrbno pod Pradědem,CZ,CET,50.12093,17.3831,1.0,,,,Vrbno pod Pradědem,,dopravna D3,,,353623,Bruntál,,,,,,,,,,,,,
Vrbno pod Pradědem zastávka,Vrbno pod Pradědem zastávka,CZ,CET,50.11406,17.39811,1.0,,,,Vrbno pod Pradědem,,zastávka,,,354126,Bruntál,,,,,,,,,,,,,
Vrchlabí,Vrchlabí,CZ,CET,50.61864,15.62268,1.0,,,,Vrchlabí,,stanice,,,572008,Trutnov,,,,,,,,,,,,,
Vrchotovy Janovice,Vrchotovy Janovice,CZ,CET,49.66682,14.57781,1.0,,,,Vrchotovy Janovice,,zastávka,,,551465,Benešov,,,,,,,,,,,,,
Vrcovice,Vrcovice,CZ,CET,49.34466,14.17443,1.0,,,,Vrcovice,,zastávka,,,756320,Písek,,,,,,,,,,,,,
Vrdy-Koudelov,Vrdy-Koudelov,CZ,CET,49.91471,15.4304,1.0,,,,Vrdy,,zastávka,,,540740,Kutná Hora,,,,,,,,,,,,,
Vrhaveč,Vrhaveč,CZ,CET,49.34551,13.29626,1.0,,,,Vrhaveč u Klatov,,zastávka,,,737155,Klatovy,,,,,,,,,,,,,
Vroutek,Vroutek,CZ,CET,50.18,13.37987,1.0,,,,Vroutek,,stanice,,,752261,Louny,,,,,,,,,,,,,
Vrskmaň,Vrskmaň,CZ,CET,50.48817,13.49563,1.0,,,,Otvice,,odbočka,,,541326,Chomutov,,,,,,,,,,,,,
Všechlapy,Všechlapy,CZ,CET,50.22075,15.0287,1.0,,,,Všechlapy u Malšic,,zastávka,,,754325,Tábor,,,,,,,,,,,,,
Všejany,Všejany,CZ,CET,50.25477,14.95351,1.0,,,,Všejany,,zastávka,,,562413,Mladá Boleslav,,,,,,,,,,,,,
Všenice,Všenice,CZ,CET,49.81789,13.56067,1.0,,,,Všenice,,zastávka,,,741256,Rokycany,,,,,,,,,,,,,
Všenory,Všenory,CZ,CET,49.92884,14.30393,1.0,,,,Všenory,,zastávka,,,532366,Praha-západ,,,,,,,,,,,,,
Všeradice,Všeradice,CZ,CET,49.87366,14.10477,1.0,,,,Všeradice,,dopravna D3,,,767947,Beroun,,,,,,,,,,,,,
Všestary,Všestary,CZ,CET,50.25532,15.76012,1.0,,,,Všestary,,stanice,,,556605,Hradec Králové,,,,,,,,,,,,,
Všesulov,Všesulov,CZ,CET,50.03966,13.61089,1.0,,,,Čistá u Rakovníka,,zastávka,,,762146,Rakovník,,,,,,,,,,,,,
Všetaty,Všetaty,CZ,CET,50.28217,14.5919,1.0,,,,Všetaty,,stanice,,,530147,Mělník,,,,,,,,,,,,,
Vsetín,Vsetín,CZ,CET,49.33562,17.9937,1.0,,,,Vsetín,,stanice,,,354423,Vsetín,,,,,,,,,,,,,
Výheň,Výheň,CZ,CET,48.7897,14.47564,1.0,,,,Dlouhá,,zastávka,,,752824,Český Krumlov,,,,,,,,,,,,,
Vyškov na Moravě,Vyškov na Moravě,CZ,CET,49.27835,16.99183,1.0,,,,Vyškov,,stanice,,,368951,Vyškov,,,,,,,,,,,,,
Výškov v Čechách,Výškov v Čechách,CZ,CET,50.39196,13.68892,1.0,,,,Výškov u Počerad,,zastávka,,,548792,Louny,,,,,,,,,,,,,
Výsluní,Výsluní,CZ,CET,50.46649,13.23741,1.0,,,,Výsluní,,zastávka,,,538793,Chomutov,,,,,,,,,,,,,
Vyšné,Vyšné,CZ,CET,48.78613,14.86923,1.0,,,,Vyšné,,zastávka,,,741124,České Budějovice,,,,,,,,,,,,,
Vysoká Pec,Vysoká Pec,CZ,CET,50.52028,13.47027,1.0,,,,Nejdek,,zastávka,,,742254,Karlovy Vary,,,,,,,,,,,,,
Vysoké Mýto,Vysoké Mýto,CZ,CET,49.95426,16.16417,1.0,,,,Vysoké Mýto,,dopravna D3,,,552836,Ústí nad Orlicí,,,,,,,,,,,,,
Vysoké Mýto město,Vysoké Mýto město,CZ,CET,49.9504,16.15584,1.0,,,,Vysoké Mýto,,dopravna D3,,,553032,Ústí nad Orlicí,,,,,,,,,,,,,
Vysoké Popovice,Vysoké Popovice,CZ,CET,49.18303,16.28486,1.0,,,,Vysoké Popovice,,zastávka,,,358655,Brno-venkov,,,,,,,,,,,,,
Vysoké Třebušice,Vysoké Třebušice,CZ,CET,50.25637,13.39537,1.0,,,,Krásný Dvůr,,zastávka,,,536599,Louny,,,,,,,,,,,,,
Vysoké Žibřidovice,Vysoké Žibřidovice,CZ,CET,50.11881,16.92363,1.0,,,,Vysoké Žibřidovice,,zastávka,,,335729,Šumperk,,,,,,,,,,,,,
Vyšší Brod klášter,Vyšší Brod klášter,CZ,CET,48.62353,14.30877,1.0,,,,Hrudkov,,dopravna D3,,,747725,Český Krumlov,,,,,,,,,,,,,
Washington,Washington,CZ,CET,49.81749,15.47296,1.0,,,,Třebušice,,seřaďovací nádraží,,,580472,Most,,,,,,,,,,,,,
Žabčice,Žabčice,CZ,CET,49.0116,16.60258,1.0,,,,Žabčice,,zastávka,,,339754,Brno-venkov,,,,,,,,,,,,,
Záblatíčko,Záblatíčko,CZ,CET,49.12966,14.26952,1.0,,,,Záblatí,,zastávka a automatické hradlo,,,733428,České Budějovice,,,,,,,,,,,,,
Žabonosy,Žabonosy,CZ,CET,50.03537,15.02721,1.0,,,,Žabonosy,,zastávka,,,565960,Kolín,,,,,,,,,,,,,
Záboří nad Labem,Záboří nad Labem,CZ,CET,50.02521,15.34988,1.0,,,,Záboří nad Labem,,stanice,,,534545,Kutná Hora,,,,,,,,,,,,,
Záboří u Číčenic,Záboří u Číčenic,CZ,CET,49.16061,14.2739,1.0,,,,Záboří u Protivína,,stanice,,,739920,Písek,,,,,,,,,,,,,
Žabovřesky nad Ohří,Žabovřesky nad Ohří,CZ,CET,50.41316,14.09104,1.0,,,,Žabovřesky nad Ohří,,zastávka,,,542175,Litoměřice,,,,,,,,,,,,,
Zábřeh na Moravě,Zábřeh na Moravě,CZ,CET,49.8725,16.88708,1.0,,,,Zábřeh na Moravě,,stanice,,,355024,Šumperk,,,,,,,,,,,,,
Zábřeh na Moravě zastávka,Zábřeh na Moravě zastávka,CZ,CET,49.88465,16.88896,1.0,,,,Zábřeh na Moravě,,zastávka,,,355420,Šumperk,,,,,,,,,,,,,
Zachrašťany,Zachrašťany,CZ,CET,50.21114,15.48299,1.0,,,,Zachrašťany,,zastávka,,,563908,Hradec Králové,,,,,,,,,,,,,
Zadní Poříčí,Zadní Poříčí,CZ,CET,49.58308,13.93772,1.0,,,,Přední Poříčí,,zastávka,,,764142,Příbram,,,,,,,,,,,,,
Zadní Třebaň,Zadní Třebaň,CZ,CET,49.91802,14.20809,1.0,,,,Zadní Třebaň,,stanice,,,532069,Beroun,,,,,,,,,,,,,
Zádulka,Zádulka,CZ,CET,49.84786,16.47264,1.0,,,,Třebovice,,odbočka,,,580134,Ústí nad Orlicí,,,,,,,,,,,,,
Zádveřice,Zádveřice,CZ,CET,49.21586,17.80855,1.0,,,,Zádveřice,,zastávka,,,368159,Zlín,,,,,,,,,,,,,
Záhlinice,Záhlinice,CZ,CET,49.29061,17.48687,1.0,,,,Záhlinice,,zastávka,,,364851,Kroměříž,,,,,,,,,,,,,
Záhoří,Záhoří,CZ,CET,49.81749,15.47296,1.0,,,,Svatonice,,stanice,,,756221,Písek,,,,,,,,,,,,,
Záhořice,Záhořice,CZ,CET,50.08216,13.20557,1.0,,,,Záhořice,,zastávka,,,733550,Karlovy Vary,,,,,,,,,,,,,
Záhorovice,Záhorovice,CZ,CET,49.02266,17.77923,1.0,,,,Záhorovice,,zastávka,,,353755,Uherské Hradiště,,,,,,,,,,,,,
Zahrádky u České Lípy,Zahrádky u České Lípy,CZ,CET,50.63411,14.52461,1.0,,,,Zahrádky u České Lípy,,zastávka,,,571091,Česká Lípa,,,,,,,,,,,,,
Zahrady u Rumburka,Zahrady u Rumburka,CZ,CET,50.93395,14.48228,1.0,,,,Zahrady,,zastávka,,,566794,Děčín,,,,,,,,,,,,,
Zaječí,Zaječí,CZ,CET,48.873,16.7665,1.0,,,,Zaječí,,stanice,,,369058,Břeclav,,,,,,,,,,,,,
Zaječice,Zaječice,CZ,CET,49.90998,15.88411,1.0,,,,Zaječice u Chrudimi,,zastávka,,,547034,Chrudim,,,,,,,,,,,,,
Zajíčkov,Zajíčkov,CZ,CET,49.37967,15.25953,1.0,,,,Zajíčkov,,zastávka,,,742320,Pelhřimov,,,,,,,,,,,,,
