stop_id,station_name,stop_country,stop_timezone,station_lat,station_long,location_type,stop_name_romanized,stop_name_alt,stop_cityname,stop_cityname_romanized,stop_cityname_alt,stop_tariffname,stop_charge,stop_uic_code,stop_code,stop_region,_c17,_c18,_c19,_c20,_c21,_c22,_c23,_c24,_c25,_c26,_c27,_c28,_c29
Varilhes,Varilhes,FR,CET,40.90842,15.82954,1.0,,,,,,FR_C OCCITANIE,,87611327.0,,Occitanie,,,,,,,,,,,,,
Vauboyen,Vauboyen,FR,CET,47.66422,3.73499,1.0,,,,,,FR_B ILE-DE-FRANCE,,87393538.0,,Île-de-France,,,,,,,,,,,,,
Vaucelles,Vaucelles,FR,CET,50.00549,16.56256,1.0,,,,,,FR_B ILE-DE-FRANCE,,87276626.0,,Île-de-France,,,,,,,,,,,,,
Vaucresson,Vaucresson,FR,CET,,,1.0,,,,,,FR_B ILE-DE-FRANCE,,87382267.0,,Île-de-France,,,,,,,,,,,,,
Vaudagne,Vaudagne,FR,CET,45.64684,4.81274,1.0,,,,,,FR_C AUV-RHONE ALPES,,87746727.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Vaulry,Vaulry,FR,CET,51.62508,9.62257,1.0,,,,,,FR_C NOUVELLE AQUITAINE,,87592451.0,,Nouvelle-Aquitaine,,,,,,,,,,,,,
Vaumoise,Vaumoise,FR,CET,46.13042,7.04461,1.0,,,,,,FR_C HAUTS DE FRANCE,,87271601.0,,Hauts-de-France,,,,,,,,,,,,,
Vauvert,Vauvert,FR,CET,44.13535,9.6828,1.0,,,,,,FR_C OCCITANIE,,87775817.0,,Occitanie,,,,,,,,,,,,,
Vaux-sur-Seine,Vaux-sur-Seine,FR,CET,48.64506,2.83581,1.0,,,,,,FR_B ILE-DE-FRANCE,,87381814.0,,Île-de-France,,,,,,,,,,,,,
Vauxaillon,Vauxaillon,FR,CET,48.74097,0.93017,1.0,,,,,,FR_C HAUTS DE FRANCE,,87297283.0,,Hauts-de-France,,,,,,,,,,,,,
Vauzelles,Vauzelles,FR,CET,49.65103,3.67264,1.0,,,,,,FR_C BOURGOGNE FC,,87691469.0,,Bourgogne-Franche-Comté,,,,,,,,,,,,,
Vayrac,Vayrac,FR,CET,46.22239,6.08571,1.0,,,,,,FR_C OCCITANIE,,87594739.0,,Occitanie,,,,,,,,,,,,,
Vayres,Vayres,FR,CET,44.04401,11.15211,1.0,,,,,,FR_C NOUVELLE AQUITAINE,,87584714.0,,Nouvelle-Aquitaine,,,,,,,,,,,,,
Veauche - Saint-Galmier,Veauche - Saint-Galmier,FR,CET,48.9813,1.98291,1.0,,,,,,FR_C AUV-RHONE ALPES,,87726208.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Veigné,Veigné,FR,CET,48.94459,2.56672,1.0,,,,,,FR_C CENTRE VAL DE LOIRE,,87571414.0,,Centre-Val de Loire,,,,,,,,,,,,,
Velars,Velars,FR,CET,49.17724,14.69626,1.0,,,,,,FR_C BOURGOGNE FC,,87712331.0,,Bourgogne-Franche-Comté,,,,,,,,,,,,,
Vélines,Vélines,FR,CET,57.42746,15.08533,1.0,,,,,,FR_C NOUVELLE AQUITAINE,,87584177.0,,Nouvelle-Aquitaine,,,,,,,,,,,,,
Vendenheim,Vendenheim,FR,CET,51.95204,2.09011,1.0,,,,,,FR_C GRAND EST,,87212118.0,,Grand Est,,,,,,,,,,,,,
Vendeuvre,Vendeuvre,FR,CET,50.28383,5.91464,1.0,,,,,,FR_C GRAND EST,,87118257.0,,Grand Est,,,,,,,,,,,,,
Vendôme,Vendôme,FR,CET,60.70925,6.97952,1.0,,,,,,FR_C CENTRE VAL DE LOIRE,,87574558.0,,Centre-Val de Loire,,,,,,,,,,,,,
Vendôme - Villiers-sur-Loir TGV,Vendôme - Villiers-sur-Loir TGV,FR,CET,48.36114,-4.05549,1.0,,,,,,FR_A TGV à trafic modéré et correspondances Autres,,87571216.0,,Centre-Val de Loire,,,,,,,,,,,,,
Venerque - Vernet,Venerque - Vernet,FR,CET,51.25698,6.33786,1.0,,,,,,FR_B OCCITANIE,,87611392.0,,Occitanie,,,,,,,,,,,,,
Vénissieux,Vénissieux,FR,CET,47.80211,7.1326,1.0,,,,,,FR_B AUV-RHONE ALPES,,87723320.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Verdun,Verdun,FR,CET,48.27833,5.10183,1.0,,,,,,FR_B GRAND EST,,87175778.0,,Grand Est,,,,,,,,,,,,,
Véretz - Montlouis,Véretz - Montlouis,FR,CET,42.23926,-8.71203,1.0,,,,,,FR_C CENTRE VAL DE LOIRE,,87574434.0,,Centre-Val de Loire,,,,,,,,,,,,,
Vergèze - Codognan,Vergèze - Codognan,FR,CET,45.44333,12.02144,1.0,,,,,,FR_B OCCITANIE,,87775114.0,,Occitanie,,,,,,,,,,,,,
Vermenton,Vermenton,FR,CET,60.29772,15.82677,1.0,,,,,,FR_C BOURGOGNE FC,,87683664.0,,Bourgogne-Franche-Comté,,,,,,,,,,,,,
Vern,Vern,FR,CET,49.97689,17.01346,1.0,,,,,,FR_C BRETAGNE,,87471029.0,,Bretagne,,,,,,,,,,,,,
Vernaison,Vernaison,FR,CET,41.10892,17.01805,1.0,,,,,,FR_C AUV-RHONE ALPES,,87722264.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Verneuil-l'Étang,Verneuil-l'Étang,FR,CET,42.5986,-8.7371,1.0,,,,,,FR_B ILE-DE-FRANCE,,87116079.0,,Île-de-France,,,,,,,,,,,,,
Verneuil-sur-Avre,Verneuil-sur-Avre,FR,CET,42.32581,3.09332,1.0,,,,,,FR_C NORMANDIE,,87393595.0,,Normandie,,,,,,,,,,,,,
Verneuil-sur-Serre,Verneuil-sur-Serre,FR,CET,42.22251,1.72745,1.0,,,,,,FR_C HAUTS DE FRANCE,,87297119.0,,Hauts-de-France,,,,,,,,,,,,,
Verneuil-sur-Vienne,Verneuil-sur-Vienne,FR,CET,42.41339,2.38942,1.0,,,,,,FR_C NOUVELLE AQUITAINE,,87592675.0,,Nouvelle-Aquitaine,,,,,,,,,,,,,
Vernon - Giverny,Vernon - Giverny,FR,CET,41.33569,1.1767,1.0,,,,,,FR_B NORMANDIE,,87415604.0,,Normandie,,,,,,,,,,,,,
Vernou-sur-Seine,Vernou-sur-Seine,FR,CET,38.21574,-3.51758,1.0,,,,,,FR_C ILE-DE-FRANCE,,87682468.0,,Île-de-France,,,,,,,,,,,,,
Vernouillet - Verneuil,Vernouillet - Verneuil,FR,CET,50.30435,8.76883,1.0,,,,,,FR_B ILE-DE-FRANCE,,87386656.0,,Île-de-France,,,,,,,,,,,,,
Verrey,Verrey,FR,CET,37.98133,12.61724,1.0,,,,,,FR_C BOURGOGNE FC,,87713081.0,,Bourgogne-Franche-Comté,,,,,,,,,,,,,
Versailles Chantiers,Versailles Chantiers,FR,CET,37.72699,15.18422,1.0,,,,,,FR_B ILE-DE-FRANCE,,87393009.0,,Île-de-France,,,,,,,,,,,,,
Versailles Château Rive Gauche,Versailles Château Rive Gauche,FR,CET,46.20265,10.13127,1.0,,,,,,FR_B ILE-DE-FRANCE,,87393157.0,,Île-de-France,,,,,,,,,,,,,
Versailles Rive Droite,Versailles Rive Droite,FR,CET,41.01297,14.07651,1.0,,,,,,FR_B ILE-DE-FRANCE,,87382861.0,,Île-de-France,,,,,,,,,,,,,
Versigny,Versigny,FR,CET,38.21231,15.63717,1.0,,,,,,FR_C HAUTS DE FRANCE,,87296608.0,,Hauts-de-France,,,,,,,,,,,,,
Vert Galant,Vert Galant,FR,CET,48.58949,2.45483,1.0,,,,,,FR_B ILE-DE-FRANCE,,87271437.0,,Île-de-France,,,,,,,,,,,,,
Vertaizon,Vertaizon,FR,CET,45.15865,11.3532,1.0,,,,,,FR_B AUV-RHONE ALPES,,87734426.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Vertou,Vertou,FR,CET,48.58949,2.45483,1.0,,,,,,FR_C PAYS DE LA LOIRE,,87481408.0,,Pays de la Loire,,,,,,,,,,,,,
Vervins,Vervins,FR,CET,46.61824,13.88443,1.0,,,,,,FR_C HAUTS DE FRANCE,,87296129.0,,Hauts-de-France,,,,,,,,,,,,,
Verzeille,Verzeille,FR,CET,46.61824,13.84867,1.0,,,,,,FR_C OCCITANIE,,87615138.0,,Occitanie,,,,,,,,,,,,,
Vesoul,Vesoul,FR,CET,40.68383,-1.35793,1.0,,,,,,FR_B BOURGOGNE FC,,87185009.0,,Bourgogne-Franche-Comté,,,,,,,,,,,,,
Veuves - Monteaux,Veuves - Monteaux,FR,CET,43.54023,-5.90388,1.0,,,,,,FR_C CENTRE VAL DE LOIRE,,87574327.0,,Centre-Val de Loire,,,,,,,,,,,,,
Veynes Dévoluy,Veynes Dévoluy,FR,CET,45.32047,8.64093,1.0,,,,,,FR_C PACA,,87763300.0,,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,
Vézelise,Vézelise,FR,CET,39.27627,8.64093,1.0,,,,,,FR_C GRAND EST,,87141606.0,,Grand Est,,,,,,,,,,,,,
Viaduc Sainte-Marie,Viaduc Sainte-Marie,FR,CET,37.66164,-5.71218,1.0,,,,,,FR_C AUV-RHONE ALPES,,87746735.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Viarmes,Viarmes,FR,CET,42.64129,-5.55773,1.0,,,,,,FR_B ILE-DE-FRANCE,,87276568.0,,Île-de-France,,,,,,,,,,,,,
Vias,Vias,FR,CET,39.7906,-3.9994,1.0,,,,,,FR_C OCCITANIE,,87781260.0,,Occitanie,,,,,,,,,,,,,
Vic - Mireval,Vic - Mireval,FR,CET,37.84788,-4.91375,1.0,,,,,,FR_C OCCITANIE,,87773531.0,,Occitanie,,,,,,,,,,,,,
Vic-le-Comte,Vic-le-Comte,FR,CET,46.60658,6.40715,1.0,,,,,,FR_B AUV-RHONE ALPES,,87734186.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Vic-sur-Cère,Vic-sur-Cère,FR,CET,46.00211,5.02911,1.0,,,,,,FR_C AUV-RHONE ALPES,,87645440.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Vichy,Vichy,FR,CET,39.87388,-3.73208,1.0,,,,,,FR_B AUV-RHONE ALPES,,87732008.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Vidauban,Vidauban,FR,CET,45.65697,11.52428,1.0,,,,,,FR_C PACA,,87755421.0,,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,
Vieilleville,Vieilleville,FR,CET,44.43858,3.72931,1.0,,,,,,FR_C NOUVELLE AQUITAINE,,87597633.0,,Nouvelle-Aquitaine,,,,,,,,,,,,,
Vielmur-sur-Agout,Vielmur-sur-Agout,FR,CET,42.5917,-1.22259,1.0,,,,,,FR_C OCCITANIE,,87615492.0,,Occitanie,,,,,,,,,,,,,
Vienne,Vienne,FR,CET,47.29343,2.03538,1.0,,,,,,FR_B AUV-RHONE ALPES,,87722587.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Vierzon,Vierzon,FR,CET,38.63174,-0.56726,1.0,,,,,,FR_A CENTRE VAL DE LOIRE,,87576009.0,,Centre-Val de Loire,,,,,,,,,,,,,
Vierzon Forges,Vierzon Forges,FR,CET,38.58465,-0.87325,1.0,,,,,,FR_C CENTRE VAL DE LOIRE,,87576090.0,,Centre-Val de Loire,,,,,,,,,,,,,
Vierzy,Vierzy,FR,CET,44.77998,-0.56726,1.0,,,,,,FR_C HAUTS DE FRANCE,,87271783.0,,Hauts-de-France,,,,,,,,,,,,,
Vieux-Thann,Vieux-Thann,FR,CET,48.34047,3.06584,1.0,,,,,,FR_B GRAND EST,,87182550.0,,Grand Est,,,,,,,,,,,,,
Vieux-Thann Zone Industrielle,Vieux-Thann Zone Industrielle,FR,CET,46.09964,2.40756,1.0,,,,,,FR_C GRAND EST,,87181289.0,,Grand Est,,,,,,,,,,,,,
Viévola,Viévola,FR,CET,43.53324,3.86162,1.0,,,,,,FR_C PACA,,87756890.0,,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,
Vif,Vif,FR,CET,48.73203,2.40756,1.0,,,,,,FR_C AUV-RHONE ALPES,,87747576.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Vigeois,Vigeois,FR,CET,48.73018,2.44672,1.0,,,,,,FR_C NOUVELLE AQUITAINE,,87594218.0,,Nouvelle-Aquitaine,,,,,,,,,,,,,
Vigneux-sur-Seine,Vigneux-sur-Seine,FR,CET,46.18487,2.51796,1.0,,,,,,FR_B ILE-DE-FRANCE,,87681304.0,,Île-de-France,,,,,,,,,,,,,
Vignols - Saint-Solve,Vignols - Saint-Solve,FR,CET,49.86809,4.53118,1.0,,,,,,FR_C NOUVELLE AQUITAINE,,87594655.0,,Nouvelle-Aquitaine,,,,,,,,,,,,,
Vignory,Vignory,FR,CET,49.25375,3.09056,1.0,,,,,,FR_C GRAND EST,,87142232.0,,Grand Est,,,,,,,,,,,,,
Villabé,Villabé,FR,CET,48.84631,-0.8829,1.0,,,,,,FR_B ILE-DE-FRANCE,,87681619.0,,Île-de-France,,,,,,,,,,,,,
Villaines,Villaines,FR,CET,40.38482,-3.74478,1.0,,,,,,FR_C ILE-DE-FRANCE,,87272021.0,,Île-de-France,,,,,,,,,,,,,
Villars-les-Dombes,Villars-les-Dombes,FR,CET,37.18249,14.72944,1.0,,,,,,FR_B AUV-RHONE ALPES,,87723759.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Villedieu-les-Poêles,Villedieu-les-Poêles,FR,CET,49.75698,13.27861,1.0,,,,,,FR_C NORMANDIE,,87447698.0,,Normandie,,,,,,,,,,,,,
Villefort,Villefort,FR,CET,48.00334,13.65613,1.0,,,,,,FR_C OCCITANIE,,87775197.0,,Occitanie,,,,,,,,,,,,,
Villefranche - Vernet-les-Bains,Villefranche - Vernet-les-Bains,FR,CET,48.00158,13.48266,1.0,,,,,,FR_B OCCITANIE,,87784686.0,,Occitanie,,,,,,,,,,,,,
Villefranche-de-Lauragais,Villefranche-de-Lauragais,FR,CET,49.81749,15.47296,1.0,,,,,,FR_B OCCITANIE,,87615013.0,,Occitanie,,,,,,,,,,,,,
Villefranche-de-Rouergue,Villefranche-de-Rouergue,FR,CET,50.10624,12.85026,1.0,,,,,,FR_C OCCITANIE,,87613893.0,,Occitanie,,,,,,,,,,,,,
Villefranche-du-Périgord,Villefranche-du-Périgord,FR,CET,49.1479,14.17513,1.0,,,,,,FR_C NOUVELLE AQUITAINE,,87595892.0,,Nouvelle-Aquitaine,,,,,,,,,,,,,
Villefranche-sur-Cher,Villefranche-sur-Cher,FR,CET,51.60052,6.65441,1.0,,,,,,FR_C CENTRE VAL DE LOIRE,,87576884.0,,Centre-Val de Loire,,,,,,,,,,,,,
Villefranche-sur-Mer,Villefranche-sur-Mer,FR,CET,47.41605,9.43608,1.0,,,,,,FR_B PACA,,87756361.0,,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,
Villefranche-sur-Saône,Villefranche-sur-Saône,FR,CET,53.04083,13.39088,1.0,,,,,,FR_B AUV-RHONE ALPES,,87721332.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Villefranque,Villefranque,FR,CET,49.43497,7.70471,1.0,,,,,,FR_C NOUVELLE AQUITAINE,,87673616.0,,Nouvelle-Aquitaine,,,,,,,,,,,,,
Villeherviers,Villeherviers,FR,CET,44.99175,9.01185,1.0,,,,,,FR_C CENTRE VAL DE LOIRE,,87576165.0,,Centre-Val de Loire,,,,,,,,,,,,,
Villenave-d'Ornon,Villenave-d'Ornon,FR,CET,48.27783,10.078,1.0,,,,,,FR_C NOUVELLE AQUITAINE,,87581835.0,,Nouvelle-Aquitaine,,,,,,,,,,,,,
Villeneuve Triage,Villeneuve Triage,FR,CET,51.39141,11.3088,1.0,,,,,,FR_B ILE-DE-FRANCE,,87681809.0,,Île-de-France,,,,,,,,,,,,,
Villeneuve-la-Comtesse,Villeneuve-la-Comtesse,FR,CET,45.36271,5.59135,1.0,,,,,,FR_C NOUVELLE AQUITAINE,,87491258.0,,Nouvelle-Aquitaine,,,,,,,,,,,,,
Villeneuve-la-Guyard,Villeneuve-la-Guyard,FR,CET,47.04327,15.15363,1.0,,,,,,FR_B BOURGOGNE FC,,87683102.0,,Bourgogne-Franche-Comté,,,,,,,,,,,,,
Villeneuve-le-Roi,Villeneuve-le-Roi,FR,CET,48.01238,14.04703,1.0,,,,,,FR_B ILE-DE-FRANCE,,87545277.0,,Île-de-France,,,,,,,,,,,,,
Villeneuve-lès-Maguelone,Villeneuve-lès-Maguelone,FR,CET,47.93053,0.08528,1.0,,,,,,FR_C OCCITANIE,,87773515.0,,Occitanie,,,,,,,,,,,,,
Villeneuve-Loubet,Villeneuve-Loubet,FR,CET,55.24949,9.30196,1.0,,,,,,FR_B PACA,,87756304.0,,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,
Villeneuve-Saint-Georges,Villeneuve-Saint-Georges,FR,CET,50.39072,15.50976,1.0,,,,,,FR_B ILE-DE-FRANCE,,87681825.0,,Île-de-France,,,,,,,,,,,,,
Villeneuve-sur-Allier,Villeneuve-sur-Allier,FR,CET,50.30332,13.01621,1.0,,,,,,FR_C AUV-RHONE ALPES,,87696310.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Villeneuve-sur-Yonne,Villeneuve-sur-Yonne,FR,CET,49.05641,16.59772,1.0,,,,,,FR_C BOURGOGNE FC,,87683219.0,,Bourgogne-Franche-Comté,,,,,,,,,,,,,
Villennes-sur-Seine,Villennes-sur-Seine,FR,CET,50.16619,12.31692,1.0,,,,,,FR_B ILE-DE-FRANCE,,87386649.0,,Île-de-France,,,,,,,,,,,,,
Villenouvelle,Villenouvelle,FR,CET,50.16268,12.313,1.0,,,,,,FR_C OCCITANIE,,87618215.0,,Occitanie,,,,,,,,,,,,,
Villeparisis - Mitry le Neuf,Villeparisis - Mitry le Neuf,FR,CET,49.78855,15.97351,1.0,,,,,,FR_B ILE-DE-FRANCE,,87271510.0,,Île-de-France,,,,,,,,,,,,,
Villeperdue,Villeperdue,FR,CET,48.91005,13.89065,1.0,,,,,,FR_C CENTRE VAL DE LOIRE,,87575043.0,,Centre-Val de Loire,,,,,,,,,,,,,
Villepinte,Villepinte,FR,CET,51.86005,9.84165,1.0,,,,,,FR_B ILE-DE-FRANCE,,87271452.0,,Île-de-France,,,,,,,,,,,,,
Villepreux - Les Clayes,Villepreux - Les Clayes,FR,CET,47.288,11.57059,1.0,,,,,,FR_B ILE-DE-FRANCE,,87393413.0,,Île-de-France,,,,,,,,,,,,,
Villereversure,Villereversure,FR,CET,49.25562,6.85889,1.0,,,,,,FR_C AUV-RHONE ALPES,,87743328.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Villers sur Thère,Villers sur Thère,FR,CET,51.35907,7.87396,1.0,,,,,,FR_C HAUTS DE FRANCE,,87316422.0,,Hauts-de-France,,,,,,,,,,,,,
Villers-Bretonneux,Villers-Bretonneux,FR,CET,52.2119,9.62628,1.0,,,,,,FR_B HAUTS DE FRANCE,,87313437.0,,Hauts-de-France,,,,,,,,,,,,,
Villers-Cotterêts,Villers-Cotterêts,FR,CET,49.44217,6.08096,1.0,,,,,,FR_B HAUTS DE FRANCE,,87271734.0,,Hauts-de-France,,,,,,,,,,,,,
Villers-Saint-Paul,Villers-Saint-Paul,FR,CET,51.66302,9.74193,1.0,,,,,,FR_C HAUTS DE FRANCE,,87276378.0,,Hauts-de-France,,,,,,,,,,,,,
Villers-Saint-Sépulcre,Villers-Saint-Sépulcre,FR,CET,47.25203,11.32818,1.0,,,,,,FR_C HAUTS DE FRANCE,,87313593.0,,Hauts-de-France,,,,,,,,,,,,,
Villers-sur-Mer,Villers-sur-Mer,FR,CET,44.53964,11.93301,1.0,,,,,,FR_C NORMANDIE,,87444398.0,,Normandie,,,,,,,,,,,,,
Villetaneuse Université T11,Villetaneuse Université T11,FR,CET,43.35989,10.80964,1.0,,,,,,FR_B ILE-DE-FRANCE,,87697318.0,,Île-de-France,,,,,,,,,,,,,
Villiers - Montbarbin,Villiers - Montbarbin,FR,CET,55.00893,11.90936,1.0,,,,,,FR_C ILE-DE-FRANCE,,87116749.0,,Île-de-France,,,,,,,,,,,,,
Villiers - Neauphle - Pontchartrain,Villiers - Neauphle - Pontchartrain,FR,CET,45.29816,5.63752,1.0,,,,,,FR_B ILE-DE-FRANCE,,87393884.0,,Île-de-France,,,,,,,,,,,,,
Villiers-le-Bel - Gonesse - Arnouville,Villiers-le-Bel - Gonesse - Arnouville,FR,CET,45.18662,3.90905,1.0,,,,,,FR_B ILE-DE-FRANCE,,87276220.0,,Île-de-France,,,,,,,,,,,,,
Villiers-sur-Marne - Le Plessis-Trévise,Villiers-sur-Marne - Le Plessis-Trévise,FR,CET,52.64804,10.65638,1.0,,,,,,FR_B ILE-DE-FRANCE,,87113795.0,,Île-de-France,,,,,,,,,,,,,
Vimy,Vimy,FR,CET,49.48085,17.14822,1.0,,,,,,FR_C HAUTS DE FRANCE,,87342576.0,,Hauts-de-France,,,,,,,,,,,,,
Vinay,Vinay,FR,CET,49.93909,14.38361,1.0,,,,,,FR_B AUV-RHONE ALPES,,87761726.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Vinça,Vinça,FR,CET,49.80193,15.00441,1.0,,,,,,FR_C OCCITANIE,,87784611.0,,Occitanie,,,,,,,,,,,,,
Vincelles,Vincelles,FR,CET,49.76439,13.04192,1.0,,,,,,FR_C BOURGOGNE FC,,87683631.0,,Bourgogne-Franche-Comté,,,,,,,,,,,,,
Vincey,Vincey,FR,CET,48.966,16.60661,1.0,,,,,,FR_C GRAND EST,,87144063.0,,Grand Est,,,,,,,,,,,,,
Vions - Chanaz,Vions - Chanaz,FR,CET,50.4626,14.08468,1.0,,,,,,FR_C AUV-RHONE ALPES,,87741108.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Vire,Vire,FR,CET,49.22823,17.41313,1.0,,,,,,FR_C NORMANDIE,,87448159.0,,Normandie,,,,,,,,,,,,,
Vireux-Molhain,Vireux-Molhain,FR,CET,50.32252,13.90698,1.0,,,,,,FR_C GRAND EST,,87172114.0,,Grand Est,,,,,,,,,,,,,
Virieu sur Bourbre,Virieu sur Bourbre,FR,CET,50.61864,15.62268,1.0,,,,,,FR_C AUV-RHONE ALPES,,87747204.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Virieu-le-Grand - Belley,Virieu-le-Grand - Belley,FR,CET,49.66682,14.57781,1.0,,,,,,FR_C AUV-RHONE ALPES,,87741504.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Viroflay Rive Droite,Viroflay Rive Droite,FR,CET,49.34466,14.17443,1.0,,,,,,FR_B ILE-DE-FRANCE,,87382887.0,,Île-de-France,,,,,,,,,,,,,
Viroflay Rive Gauche,Viroflay Rive Gauche,FR,CET,49.91471,15.4304,1.0,,,,,,FR_B ILE-DE-FRANCE,,87393215.0,,Île-de-France,,,,,,,,,,,,,
Virville - Manneville,Virville - Manneville,FR,CET,55.65386,8.29212,1.0,,,,,,FR_C NORMANDIE,,87413336.0,,Normandie,,,,,,,,,,,,,
Viry-Châtillon,Viry-Châtillon,FR,CET,50.48817,13.49563,1.0,,,,,,FR_B ILE-DE-FRANCE,,87681312.0,,Île-de-France,,,,,,,,,,,,,
Viry-Noureuil,Viry-Noureuil,FR,CET,50.22075,15.0287,1.0,,,,,,FR_C HAUTS DE FRANCE,,87297051.0,,Hauts-de-France,,,,,,,,,,,,,
Vis à Marles,Vis à Marles,FR,CET,50.25477,14.95351,1.0,,,,,,FR_C HAUTS DE FRANCE,,87342535.0,,Hauts-de-France,,,,,,,,,,,,,
Vitré,Vitré,FR,CET,49.18303,16.28486,1.0,,,,,,FR_B BRETAGNE,,87471508.0,,Bretagne,,,,,,,,,,,,,
Vitrolles Aéroport Marseille Provence,Vitrolles Aéroport Marseille Provence,FR,CET,50.25637,13.39537,1.0,,,,,,FR_B PACA,,87439554.0,,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,
Vitry-en-Artois,Vitry-en-Artois,FR,CET,50.11881,16.92363,1.0,,,,,,FR_C HAUTS DE FRANCE,,87342113.0,,Hauts-de-France,,,,,,,,,,,,,
Vitry-le-François,Vitry-le-François,FR,CET,48.62353,14.30877,1.0,,,,,,FR_B GRAND EST,,87174276.0,,Grand Est,,,,,,,,,,,,,
Vitry-sur-Seine,Vitry-sur-Seine,FR,CET,51.15148,3.60605,1.0,,,,,,FR_B ILE-DE-FRANCE,,87545293.0,,Île-de-France,,,,,,,,,,,,,
Vittel,Vittel,FR,CET,51.10332,9.35792,1.0,,,,,,FR_C GRAND EST,,87144279.0,,Grand Est,,,,,,,,,,,,,
Viviers-du-Lac,Viviers-du-Lac,FR,CET,50.01505,8.23548,1.0,,,,,,FR_C AUV-RHONE ALPES,,87741140.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Viviez - Decazeville,Viviez - Decazeville,FR,CET,49.24953,8.51543,1.0,,,,,,FR_C OCCITANIE,,87613661.0,,Occitanie,,,,,,,,,,,,,
Vivoin - Beaumont,Vivoin - Beaumont,FR,CET,50.75815,8.05583,1.0,,,,,,FR_C PAYS DE LA LOIRE,,87396077.0,,Pays de la Loire,,,,,,,,,,,,,
Vivonne,Vivonne,FR,CET,52.10623,11.78318,1.0,,,,,,FR_C NOUVELLE AQUITAINE,,87575290.0,,Nouvelle-Aquitaine,,,,,,,,,,,,,
Voiron,Voiron,FR,CET,50.61751,10.39088,1.0,,,,,,FR_B AUV-RHONE ALPES,,87747287.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Voivres,Voivres,FR,CET,47.91591,13.17732,1.0,,,,,,FR_C PAYS DE LA LOIRE,,87396358.0,,Pays de la Loire,,,,,,,,,,,,,
Volvic,Volvic,FR,CET,50.90281,10.85333,1.0,,,,,,FR_C AUV-RHONE ALPES,,87641423.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Vonnas,Vonnas,FR,CET,47.68902,9.83078,1.0,,,,,,FR_C AUV-RHONE ALPES,,87725820.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Voreppe,Voreppe,FR,CET,47.99674,13.7265,1.0,,,,,,FR_B AUV-RHONE ALPES,,87747337.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Vorey,Vorey,FR,CET,51.53249,7.1655,1.0,,,,,,FR_C AUV-RHONE ALPES,,87734723.0,,Auvergne-Rhône-Alpes,,,,,,,,,,,,,
Vosves,Vosves,FR,CET,51.95144,7.9841,1.0,,,,,,FR_C ILE-DE-FRANCE,,87682500.0,,Île-de-France,,,,,,,,,,,,,
Vougeot - Gilly-lès-Cîteaux,Vougeot - Gilly-lès-Cîteaux,FR,CET,47.36535,9.51322,1.0,,,,,,FR_C BOURGOGNE FC,,87713511.0,,Bourgogne-Franche-Comté,,,,,,,,,,,,,
Voujeaucourt,Voujeaucourt,FR,CET,54.17034,12.07844,1.0,,,,,,FR_C BOURGOGNE FC,,87184531.0,,Bourgogne-Franche-Comté,,,,,,,,,,,,,
Voutré,Voutré,FR,CET,54.16956,12.08576,1.0,,,,,,FR_C PAYS DE LA LOIRE,,87478560.0,,Pays de la Loire,,,,,,,,,,,,,
Voves,Voves,FR,CET,53.18352,13.87707,1.0,,,,,,FR_C CENTRE VAL DE LOIRE,,87545707.0,,Centre-Val de Loire,,,,,,,,,,,,,
Voyenne,Voyenne,FR,CET,52.50915,13.45085,1.0,,,,,,FR_C HAUTS DE FRANCE,,87297150.0,,Hauts-de-France,,,,,,,,,,,,,
