origin,destination,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,departure_time,arrival_time,shape_distance_km,source,provider,origin_city,destination_city,distance_km
"Aalen, Hauptbahnhof",Aulendorf Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.9529683,9.6438996,06:52:00,08:46:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Aulendorf Bahnhof,104.30732362598556
"Aalen, Hauptbahnhof",Bahnhof Überlingen,Train Longue Distance Nuit,48.8416777,10.0961295,47.7689677,9.1630584,06:52:00,09:59:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Bahnhof Überlingen,137.80301235879767
"Aalen, Hauptbahnhof",Bergenweiler,Train Longue Distance,48.8416955,10.0963631,48.5761942,10.272891,07:34:00,08:16:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Bergenweiler,32.238911040541986
"Aalen, Hauptbahnhof",Biberach (Riß),Train Longue Distance Nuit,48.8416777,10.0961295,48.1019531,9.7929571,06:52:00,08:28:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Biberach (Riß),85.23587140255768
"Aalen, Hauptbahnhof",Friedrichshafen Stadtbahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.6532824,9.4735701,06:52:00,09:16:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Friedrichshafen Stadtbahnhof,139.95207723702694
"Aalen, Hauptbahnhof",Giengen (Brenz),Train Longue Distance Nuit,48.8416777,10.0961295,48.619741,10.2380274,06:52:00,07:27:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Giengen (Brenz),26.782977444334406
"Aalen, Hauptbahnhof",HDH-Mergelstetten,Train Longue Distance,48.8416955,10.0963631,48.6531688,10.1609609,08:34:00,09:02:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",HDH-Mergelstetten,21.491593930989907
"Aalen, Hauptbahnhof",HDH-Schnaitheim,Train Longue Distance,48.8416955,10.0963631,48.7084827,10.158769,07:34:00,07:53:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",HDH-Schnaitheim,15.502437958460405
"Aalen, Hauptbahnhof",HDH-Voithwerk,Train Longue Distance,48.8416955,10.0963631,48.6693671,10.1560022,08:34:00,09:01:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",HDH-Voithwerk,19.654474120696925
"Aalen, Hauptbahnhof",Heidenheim (Brenz),Train Longue Distance Nuit,48.8416777,10.0961295,48.6803766,10.1565142,06:52:00,07:16:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Heidenheim (Brenz),18.473935381336204
"Aalen, Hauptbahnhof",Herbrechtingen,Train Longue Distance,48.8416955,10.0963631,48.6256315,10.1702225,07:34:00,08:04:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Herbrechtingen,24.62829866097607
"Aalen, Hauptbahnhof",Hermaringen,Train Longue Distance,48.8416955,10.0963631,48.5945205,10.2584371,07:34:00,08:13:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Hermaringen,29.94625079988891
"Aalen, Hauptbahnhof",Itzelberg,Train Longue Distance,48.8416955,10.0963631,48.7306482,10.1366255,07:34:00,07:49:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Itzelberg,12.695335753866772
"Aalen, Hauptbahnhof",Königsbronn,Train Longue Distance,48.8416955,10.0963631,48.7396834,10.1158834,07:34:00,07:46:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Königsbronn,11.433008683077437
"Aalen, Hauptbahnhof",Langenau (Württ),Train Longue Distance Nuit,48.8416777,10.0961295,48.4932982,10.1258817,06:52:00,07:48:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Langenau (Württ),38.79959878882088
"Aalen, Hauptbahnhof",Ludwigshafen(Bodensee) Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.8156006,9.0531495,06:52:00,10:26:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Ludwigshafen(Bodensee) Bahnhof,137.70287826396392
"Aalen, Hauptbahnhof",Niederstotzingen,Train Longue Distance,48.8417132,10.0965337,48.532354,10.2360601,07:34:00,08:26:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Niederstotzingen,35.89159984052524
"Aalen, Hauptbahnhof",Oberelchingen,Train Longue Distance Nuit,48.8416955,10.0963631,48.4478788,10.0843346,05:15:00,06:20:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Oberelchingen,43.79933513121859
"Aalen, Hauptbahnhof","Oberkochen, Bahnhof",Train Longue Distance Nuit,48.8416777,10.0961295,48.7824026,10.10761,06:52:00,06:59:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof","Oberkochen, Bahnhof",6.6444854963565945
"Aalen, Hauptbahnhof",Radolfzell Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.735852,8.969157,06:52:00,10:47:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Radolfzell Bahnhof,148.56278798389337
"Aalen, Hauptbahnhof",Rammingen,Train Longue Distance,48.8416955,10.0963631,48.5123627,10.190785,07:34:00,08:30:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Rammingen,37.27057463232249
"Aalen, Hauptbahnhof","Salem, Bahnhof",Train Longue Distance Nuit,48.8416777,10.0961295,47.7577,9.2969523,06:52:00,09:45:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof","Salem, Bahnhof",134.24714503378314
"Aalen, Hauptbahnhof",Singen (Htw) Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.7596204,8.8421802,06:52:00,11:00:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Singen (Htw) Bahnhof,151.9163407560318
"Aalen, Hauptbahnhof",Sipplingen Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.7955392,9.0956039,06:52:00,10:20:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Sipplingen Bahnhof,137.85545165756537
"Aalen, Hauptbahnhof",Sontheim (Brenz),Train Longue Distance Nuit,48.8416777,10.0961295,48.5591633,10.2849464,06:52:00,07:36:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Sontheim (Brenz),34.334569347836265
"Aalen, Hauptbahnhof",Stuttgart Hauptbahnhof (oben) Gleis 12,EuroNight,48.8416955,10.096417,48.7847465,9.1832166,20:31:00,21:28:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Stuttgart Hauptbahnhof (oben) Gleis 12,67.16659965640652
"Aalen, Hauptbahnhof",Thalfingen (b Ulm),Train Longue Distance,48.8416955,10.0963631,48.4328551,10.0477822,07:34:00,08:40:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Thalfingen (b Ulm),45.600913382908494
"Aalen, Hauptbahnhof",Uhldingen-Mühlhofen Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.7369033,9.24856,06:52:00,09:52:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Uhldingen-Mühlhofen Bahnhof,137.92262364863683
"Aalen, Hauptbahnhof",Ulm Hbf,Train Longue Distance Nuit,48.8416777,10.0961295,48.3993472,9.9823668,06:52:00,08:03:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Ulm Hbf,49.89065990665068
"Aalen, Hauptbahnhof",Ulm Ost,Train Longue Distance,48.8416955,10.0963631,48.4071716,9.9945211,18:34:00,19:45:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Ulm Ost,48.893214272560144
"Aalen, Hauptbahnhof",Unterelchingen,Train Longue Distance,48.8417132,10.0965337,48.4520913,10.0984561,20:34:00,21:38:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Unterelchingen,43.324208784296644
"Aalen, Hauptbahnhof","Unterkochen, Bahnhof",Train Longue Distance,48.8416955,10.0963631,48.8132084,10.1272292,07:34:00,07:37:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof","Unterkochen, Bahnhof",3.89089948832738
"Aalen, Hauptbahnhof",Überlingen Bahnhof Therme,Train Longue Distance Nuit,48.8416777,10.0961295,47.7694386,9.1446878,06:52:00,10:03:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Überlingen Bahnhof Therme,138.44309451462885
Aichstetten Bahnhof,"Aitrach (Kr Ravensb), Bahnhof",Train Longue Distance Nuit,47.8879204,10.0752526,47.9435397,10.0801574,06:42:00,06:46:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aichstetten Bahnhof,"Aitrach (Kr Ravensb), Bahnhof",6.195376721634375
Aichstetten Bahnhof,Buchloe,Train Longue Distance,47.8877939,10.0746777,48.033603,10.7162186,08:42:00,09:26:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aichstetten Bahnhof,Buchloe,50.44577910210971
Aichstetten Bahnhof,Geltendorf,Train Longue Distance,47.8877939,10.0746777,48.1060203,11.0380221,07:37:00,09:13:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aichstetten Bahnhof,Geltendorf,75.67614415443794
Aichstetten Bahnhof,Hergatz,Train Longue Distance Nuit,47.8879204,10.0752526,47.6467709,9.8270212,05:16:00,05:51:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aichstetten Bahnhof,Hergatz,32.607001964426985
Aichstetten Bahnhof,Kaufering,Train Longue Distance,47.8877939,10.0746777,48.0811623,10.8551251,07:37:00,09:02:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aichstetten Bahnhof,Kaufering,61.93736369100323
Aichstetten Bahnhof,Kißlegg Bahnhof,Train Longue Distance Nuit,47.8879204,10.0752526,47.7935115,9.8819801,05:16:00,05:30:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aichstetten Bahnhof,Kißlegg Bahnhof,17.84017121857656
Aichstetten Bahnhof,Leutkirch Bahnhof,Train Longue Distance Nuit,47.8879204,10.0752526,47.8262466,10.0160177,05:16:00,05:22:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aichstetten Bahnhof,Leutkirch Bahnhof,8.158530684785905
Aichstetten Bahnhof,Lindau-Insel,Train Longue Distance Nuit,47.8879204,10.0752526,47.5453752,9.6806677,05:16:00,06:08:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aichstetten Bahnhof,Lindau-Insel,48.189047644586
Aichstetten Bahnhof,Lindau-Reutin,Train Longue Distance Nuit,47.8879204,10.0752526,47.5523177,9.7012121,05:16:00,06:19:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aichstetten Bahnhof,Lindau-Reutin,46.642166841175865
