origin,destination,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,departure_time,arrival_time,shape_distance_km,source,provider,origin_city,destination_city,distance_km
Gare de Abancourt,Gare de Achiet,EuroNight,49.6856202,1.7742912,50.1319184,2.7801146,07:56:00,09:08:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Achiet,87.4669229944301
Gare de Abancourt,Gare de Albert,EuroNight,49.6856202,1.7742912,50.0053968,2.6444827,07:56:00,08:57:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Albert,71.81604478080303
Gare de Abancourt,Gare de Amiens,EuroNight,49.6856202,1.7742912,49.8905865,2.3082788,10:55:00,11:59:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Amiens,44.597806726117064
Gare de Abancourt,Gare de Arras,EuroNight,49.6856202,1.7742912,50.2868105,2.78016,07:56:00,09:19:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Arras,98.18473421523355
Gare de Abancourt,Gare de Aumale,Train Longue Distance,49.6856202,1.7742912,49.7651151,1.7560691,08:26:00,08:39:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Aumale,8.935950209718134
Gare de Abancourt,Gare de Beauvais,Train Longue Distance,49.6856202,1.7742912,49.4266693,2.0874253,07:35:00,08:22:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Beauvais,36.5960248772281
Gare de Abancourt,Gare de Blangy-sur-Bresle,Train Longue Distance,49.6856202,1.7742912,49.9323638,1.6255583,08:26:00,08:55:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Blangy-sur-Bresle,29.43938054164929
Gare de Abancourt,Gare de Corbie,EuroNight,49.6856202,1.7742912,49.9116341,2.4999483,07:56:00,08:48:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Corbie,57.82908630887329
Gare de Abancourt,Gare de Douai,EuroNight,49.6856202,1.7742912,50.3716757,3.0899613,07:56:00,09:34:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Douai,121.04214810077254
Gare de Abancourt,Gare de Eu,Train Longue Distance,49.6856202,1.7742912,50.0541394,1.4170873,08:26:00,09:13:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Eu,48.31670402523739
Gare de Abancourt,Gare de Feuquières - Broquiers,Train Longue Distance,49.6856202,1.7742912,49.6543386,1.8308824,07:35:00,07:43:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Feuquières - Broquiers,5.355793332783541
Gare de Abancourt,Gare de Grandvilliers,Train Longue Distance,49.6856202,1.7742912,49.6593931,1.9385342,07:35:00,07:50:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Grandvilliers,12.173476678932332
Gare de Abancourt,Gare de Le Tréport - Mers-les-Bains,Train Longue Distance,49.6856202,1.7742912,50.0627154,1.3760778,08:26:00,09:17:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Le Tréport - Mers-les-Bains,50.720175058669454
Gare de Abancourt,Gare de Lille Flandres,EuroNight,49.6856202,1.7742912,50.6365763,3.0698721,07:56:00,09:55:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Lille Flandres,140.34803448212614
Gare de Abancourt,Gare de Longroy - Gamaches,Train Longue Distance,49.6856202,1.7742912,49.9824444,1.5518996,08:26:00,09:02:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Longroy - Gamaches,36.65730512212862
Gare de Abancourt,Gare de Longuerue - Vieux-Manoir,EuroNight,49.6856202,1.7742912,49.5566792,1.2762275,12:49:00,13:19:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Abancourt,Gare de Longuerue - Vieux-Manoir,38.63729366681863
