origin,destination,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,departure_time,arrival_time,shape_distance_km,source,provider,origin_city,destination_city,distance_km,co2_kg,airport_origin_name,airport_dest_name
Gare de Amboise,Gare de Angers Saint-Laud,Train Longue Distance,47.4214655,0.9817614,47.4646464,-0.5567748,07:35:00,09:04:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Amboise,Gare de Angers Saint-Laud,115.80121674819209,0.9192300585471488,,
Gare de Amboise,Gare de Batz-sur-Mer,Train Longue Distance,47.4214655,0.9817614,47.28086,-2.4788695,17:41:00,21:18:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Amboise,Gare de Batz-sur-Mer,261.1530142980163,2.073032627497653,,
Gare de Amboise,Gare de La Baule les Pins,Train Longue Distance,47.4214655,0.9817614,47.2834533,-2.3648905,17:41:00,21:04:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Amboise,Gare de La Baule les Pins,252.5605385309297,2.00482555485852,,
Gare de Amboise,Gare de La Baule-Escoublac,Train Longue Distance,47.4214655,0.9817614,47.2884613,-2.389211,17:41:00,21:09:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Amboise,Gare de La Baule-Escoublac,254.34389230247638,2.0189818170970577,,
Gare de Amboise,Gare de Le Croisic,Train Longue Distance,47.4214655,0.9817614,47.2898903,-2.5073397,17:41:00,21:22:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Amboise,Gare de Le Croisic,263.2133282109692,2.0893873993386736,,
Gare de Amboise,Gare de Le Pouliguen,Train Longue Distance,47.4214655,0.9817614,47.2825083,-2.4331287,17:41:00,21:13:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Amboise,Gare de Le Pouliguen,257.6991821862513,2.0456161081944626,,
Gare de Amboise,Gare de Nantes,Train Longue Distance,47.4214655,0.9817614,47.2174913,-1.542077,07:35:00,09:46:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Amboise,Gare de Nantes,191.58577335839283,1.5208078689189224,,
Gare de Amboise,Gare de Pornichet,Train Longue Distance,47.4214655,0.9817614,47.2704262,-2.3448644,17:41:00,21:00:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Amboise,Gare de Pornichet,251.1785769460136,1.9938555437974559,,
Gare de Amboise,Gare de Saint-Nazaire,Train Longue Distance,47.4214655,0.9817614,47.2864903,-2.211079,17:41:00,20:47:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Amboise,Gare de Saint-Nazaire,240.97028165950854,1.9128220958131787,,
Gare de Amboise,Gare de Savenay,Train Longue Distance,47.4214655,0.9817614,47.3586008,-1.951011,17:41:00,20:32:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Amboise,Gare de Savenay,220.87491251494566,1.7533050555436387,,
Gare de Amiens,Gare de Rouen Rive Droite,EuroNight,49.8905865,2.3082788,49.4486637,1.0941026,08:23:00,09:53:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Amiens,Gare de Rouen Rive Droite,100.24579146241774,0.795751092628672,,
Gare de Amilly - Ouerray,Gare de Le Mans,Train Longue Distance,48.4382945,1.3893962,47.9956159,0.1926141,17:34:00,19:15:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Amilly - Ouerray,Gare de Le Mans,101.41508705719754,0.8050329610600341,,
Gare de Ancenis,Gare de Amboise,Train Longue Distance,47.369337,-1.1777593,47.4214655,0.9817614,07:29:00,09:22:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Ancenis,Gare de Amboise,162.64896729222335,1.291107502365669,,
Gare de Ancenis,Gare de Beaugency,Train Longue Distance,47.369337,-1.1777593,47.7784038,1.6259389,07:29:00,10:02:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Ancenis,Gare de Beaugency,215.1726727797946,1.7080406765260094,,
Gare de Ancenis,Gare de Blois - Chambord,Train Longue Distance,47.369337,-1.1777593,47.5854518,1.3237539,07:29:00,09:43:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Ancenis,Gare de Blois - Chambord,189.5211651066743,1.5044190086167806,,
Gare de Ancenis,Gare de Cinq-Mars-la-Pile,Train Longue Distance,47.369337,-1.1777593,47.3451747,0.4581184,16:27:00,17:48:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Ancenis,Gare de Cinq-Mars-la-Pile,123.25149393041268,0.9783703588196159,,
Gare de Ancenis,Gare de La Suze,Train Longue Distance Nuit,47.369337,-1.1777593,47.8922362,0.0265714,06:26:00,07:42:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Ancenis,Gare de La Suze,107.35304870450578,0.852168500616367,,
Gare de Ancenis,Gare de Langeais,Train Longue Distance,47.369337,-1.1777593,47.3240248,0.4097404,16:27:00,17:44:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Ancenis,Gare de Langeais,119.70830549731859,0.9502445290377148,,
Gare de Ancenis,Gare de Le Croisic,Train Longue Distance,47.369337,-1.1777593,47.2898903,-2.5073397,19:39:00,21:22:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Ancenis,Gare de Le Croisic,100.59212085489028,0.7985002553461191,,
Gare de Ancenis,Gare de Le Mans,Train Longue Distance Nuit,47.369337,-1.1777593,47.9956159,0.1926141,06:26:00,07:53:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Ancenis,Gare de Le Mans,123.98774242632932,0.9842146993802021,,
Gare de Ancenis,Gare de Mer,Train Longue Distance,47.369337,-1.1777593,47.7058923,1.5063578,07:29:00,09:54:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Ancenis,Gare de Mer,204.9269735280253,1.6267103158654648,,
Gare de Ancenis,Gare de Meung-sur-Loire,Train Longue Distance,47.369337,-1.1777593,47.8299537,1.6919208,07:29:00,10:09:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Ancenis,Gare de Meung-sur-Loire,221.1646772361008,1.7556052079001683,,
Gare de Ancenis,Gare de Onzain - Chaumont-sur-Loire,Train Longue Distance,47.369337,-1.1777593,47.4920275,1.1860922,07:29:00,09:33:00,,mobility_db,FR_BreizhGo_mdb-1837,Gare de Ancenis,Gare de Onzain - Chaumont-sur-Loire,178.32767535961003,1.4155650870045844,,
