route_id,agency_id,agency_1,agency_2,agency_3,route_short_name,route_long_name,route_desc,vehicule_type,version,is_active,origin_trip_0,destination_trip_0,distance,emissions,classes,countries,source,source_interrail,picture,emissions_relation
141,UZ,UZ,,,073 = 074,,073: Kharkiv - Poltava - Myrhorod - Kyiv Pasazhyrskyi - Fastiv - Vinnytsia - Ternopil - Lviv - Przemyśl Gł. // 074: Przemyśl Gł. - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Kyiv Pasazhyrskyi - Myrhorod - Poltava - Kharkiv,2,,N,Kharkiv,Przemyśl,1212.0,21.7,"couchette, sleeper","PL, UA",https://booking.uz.gov.ua/en/,,,
172,UZ,UZ,,,075 = 076,,075: Kyiv Pasazhyrskyi - Oleksandriia - Kryvyi Rih // 076: Kryvyi Rih - Oleksandriia - Kyiv Pasazhyrskyi,2,,Y,Kyiv,Kryvyi Rih,488.0,7.7,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
222,UZ,UZ,,,078 L = 078 Š,,078 L: Kovel - Lutsk - Rivne - Vinnytsia - Podilsk - Odesa Holovna // 078 Š: Odesa Holovna - Podilsk - Vinnytsia - Rivne - Lutsk - Kovel,2,,Y,Kovel,Odesa,865.0,20.8,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
170,UZ,UZ,,,079 = 080,,079: Dnipro Holovny - Oleksandriia - Kyiv Pasazhyrskyi - Lviv // 080: Lviv - Kyiv Pasazhyrskyi - Oleksandriia - Dnipro Holovny,2,,Y,Dnipro,Lviv,1077.0,19.2,"couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
227,UZ,UZ,,,081 K = 081 L,,081 K: Kyiv Pasazhyrskyi - Vinnytsia - Khmelnytskyi - Ternopil - Lviv - Stryj - Mukacheve - Chop - Uzhhorod // 081 L: Uzhhorod - Chop - Mukacheve - Stryj - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Kyiv Pasazhyrskyi,2,,Y,Kyiv,Uzhhorod,922.0,15.4,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
211,UZ,UZ,,,086 L = 086 P,,086 L: Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Oleksandriia - Dnipro Holovny - Zaporizhzhia 1 // 086 P: Zaporizhzhia 1 - Dnipro Holovny - Oleksandriia - Vinnytsia - Khmelnytskyi - Ternopil - Lviv,2,,Y,Lviv,Zaporizhzhia,1209.0,19.3,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
209,UZ,UZ,,,088 L = 088 P,,088 L: Kovel - Lutsk - Rivne - Oleksandriia - Dnipro Holovny - Zaporizhzhia 1 // 088 P: Zaporizhzhia 1 - Dnipro Holovny - Oleksandriia - Rivne - Lutsk - Kovel,2,,Y,Kovel,Zaporizhzhia,1110.0,17.9,"bunkbed, couchette",UA,https://booking.uz.gov.ua/en/,,,
197,UZ,UZ,,,091 = 092,,091: Kyiv Pasazhyrskyi - Kyiv Sviatoshyn - Lviv Pidzamche - Lviv // 092: Lviv - Lviv Pidzamche - Kyiv Sviatoshyn - Kyiv Pasazhyrskyi,2,,Y,Kyiv,Lviv,564.0,11.2,"couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
208,UZ,UZ,,,093 = 094,,093: Kharkiv - Poltava - Myrhorod - Lubny - Kyiv Pasazhyrskyi - Rivne - Kovel - Chelm // 094: Chelm - Kovel - Rivne - Kyiv Pasazhyrskyi - Lubny - Myrhorod - Poltava - Kharkiv,2,,Y,Kharkiv,Chelm,1160.0,19.8,"couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
199,UZ,UZ,,,095 = 096,,095: Kyiv Pasazhyrskyi - Lviv - Ivano-Frankivsk - Vorokhta - Yasinia - Rakhiv // 096: Rakhiv - Yasinia - Vorokhta - Ivano-Frankivsk - Lviv - Kyiv Pasazhyrskyi,2,,Y,Kyiv,Rakhiv,892.0,,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
182,UZ,UZ,,,097 = 098,,097: Kyiv Pasazhyrskyi - Rivne - Lutsk - Kivertsi - Kovel // 098: Kovel - Lutsk - Rivne - Fastiv - Kyiv Pasazhyrskyi,2,,Y,Kyiv,Kovel,529.0,16.0,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
174,UZ,UZ,,,099 = 100,,099: Kyiv Pasazhyrskyi - Vinnytsia - Zhmerynka - Nicolina - Iași - Mizil - Ploiești Sud - București Nord // 100: București Nord - Ploiești Sud - Mizil - Buzău - Focșani - Adjud - Bacău - Roman - Zhmerynka - Vinnytsia - Kyiv Pasazhyrskyi,2,,Y,Kyiv,București,653.0,10.1,couchette,"UA, MD, RO",https://booking.uz.gov.ua/en/,,,
173,UZ,UZ,,,105 = 106,,105: Kyiv Pasazhyrskyi - Kozyatyn - Vinnytsia - Zhmerynka - Podilsk - Rozdil'na - Odesa Holovna // 106: Odesa Holovna - Rozdil'na - Podilsk - Zhmerynka - Vinnytsia - Kozyatyn - Kyiv Pasazhyrskyi,2,,Y,Kyiv,Odesa,653.0,10.1,"couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
213,UZ,UZ,,,109 = 110,,109: Kherson - Mykolaiv - Vinnytsia - Zhmerynka - Khmelnytskyi - Ternopil - Lviv // 110: Lviv - Ternopil - Khmelnytskyi - Zhmerynka - Vinnytsia - Mykolaiv - Kherson,2,,Y,Kherson,Lviv,1199.0,,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
151,UZ,UZ,,,112 L = 112 P,,112 L: Lviv - Kyiv Pasazhyrskyi - Lubny - Myrhorod - Poltava - Kharkiv - Izyum // 112 P: Izyum - Kharkiv - Poltava - Myrhorod - Lubny - Kyiv Pasazhyrskyi - Lviv,2,,Y,Lviv,Izyum,1242.0,,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
157,UZ,UZ,,,113 = 114,,113: Kharkiv - Sumy - Konotop - Kyiv Pasazhyrskyi - Fastiv - Korosten - Kovel - Chervonohrad - Lviv // 114: Lviv - Chervonohrad - Kovel - Korosten - Fastiv - Kyiv Pasazhyrskyi - Konotop - Sumy - Kharkiv,2,,Y,Kharkiv,Lviv,1108.0,,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
200,UZ,UZ,,,121 = 122,,121: Kherson - Mykolaiv - Kyiv Pasazhyrskyi // 122: Kyiv Pasazhyrskyi - Mykolaiv - Kherson,2,,Y,Kherson,Kyiv,677.0,,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
212,UZ,UZ,,,128 L = 128 P,,128 L: Lviv - Lviv Pidzamche - Ternopil - Khmelnytskyi - Zhmerynka - Oleksandriia - Kryvyi Rih - Dnipro Holovny - Zaporizhzhia 1 // 128 P: Zaporizhzhia 1 - Dnipro Holovny - Kryvyi Rih - Oleksandriia - Zhmerynka - Khmelnytskyi - Ternopil - Lviv Pidzamche - Lviv Pidzamche,2,,Y,Lviv,Zaporizhzhia,1209.0,,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
219,UZ,UZ,,,136 L = 136 Š,,136 L: Chernivtsi - Ivano-Frankivsk - Lviv - Ternopil - Khmelnytskyi - Zhmerynka - Podilsk - Odesa Holovna // 136 Š: Odesa Holovna - Podilsk - Zhmerynka - Khmelnytskyi - Ternopil - Lviv - Ivano-Frankivsk - Chernivtsi,2,,Y,Chernivtsi,Odesa,1011.0,,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
180,UZ,UZ,,,139 = 140,,139: Kyiv Pasazhyrskyi - Fastiv - Kamianets-Podilskyi // 140: Kamianets-Podilskyi - Fastiv - Kyiv Pasazhyrskyi,2,,Y,Kyiv,Kamianets-Podilskyi,458.0,,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
166,UZ,UZ,,,141 = 142,,141: Ivano-Frankivsk - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Kyiv Pasazhyrskyi - Chernihiv // 142: Chernihiv - Kyiv Pasazhyrskyi - Vinnytsia - Khmelnytskyi - Ternopil - Lviv - Ivano-Frankivsk,2,,Y,Ivano-Frankivsk,Chernihiv,961.0,,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
177,UZ,UZ,,,143 = 144,,143: Sumy - Konotop - Kyiv Pasazhyrskyi - Vinnytsia - Khmelnytskyi - Ternopil - Lviv - Ivano-Frankivsk - Yasinia - Rakhiv // 144: Rakhiv - Yasinia - Ivano-Frankivsk - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Kyiv Pasazhyrskyi - Konotop - Sumy,2,,Y,Sumy,Rakhiv,1243.0,,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
167,UZ,UZ,,,149 = 150,,149: Poltava - Myrhorod - Lubny - Kyiv Pasazhyrskyi - Lviv - Ivano-Frankivsk - Chernivtsi // 150: Chernivtsi - Ivano-Frankivsk - Lviv - Kyiv Pasazhyrskyi - Lubny - Myrhorod - Poltava,2,,Y,Poltava,Chernivtsi,1073.0,20.6,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
175,UZ,UZ,,,181 L = 181 P,,181 L: Ivano-Frankivsk - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Oleksandriia - Dnipro Holovny // 181 P: Dnipro Holovny - Oleksandriia - Vinnytsia - Khmelnytskyi - Ternopil - Lviv - Ivano-Frankivsk,2,,Y,Ivano-Frankivsk,Dnipro,1221.0,21.9,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
210,UZ,UZ,,,192 P = 192 Š,,192 P: Kramatorsk - Sloviansk - Dnipro Holovny - Oleksandriia - Podilsk - Odesa Holovna // 192 Š: Odesa Holovna - Podilsk - Oleksandriia - Dnipro Holovny - Sloviansk - Kramatorsk,2,,Y,Kramatorsk,Odesa,1278.0,19.9,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
201,UZ,UZ,,,194 L = 194 P,,194 L: Yasinia - Vorokhta - Ivano-Frankivsk - Lviv - Kyiv Pasazhyrskyi - Oleksandriia - Kryvyi Rih // 194 P: Kryvyi Rih - Oleksandriia - Kyiv Pasazhyrskyi - Lviv - Ivano-Frankivsk - Vorokhta - Yasinia,2,,Y,Yasinia,Kryvyi Rih,1288.0,,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
196,UZ,UZ,,,357 = 358,,357: Kyiv Pasazhyrskyi - Fastiv - Vinnytsia - Khmelnytskyi - Ternopil - Vorokhta - Yasinia // 358: Yasinia - Vorokhta - Ternopil - Khmelnytskyi - Vinnytsia - Fastiv - Kyiv Pasazhyrskyi,2,,Y,Kyiv,Yasinia,872.0,,"bunkbed, couchette, sleeper",UA,https://booking.uz.gov.ua/en/,,,
195,UZ/CFM,UZ,CFM,,351 K = 351 L,,351 K: Kyiv Pasazhyrskyi - Vinnytsia - Zhmerynka - Vălcineț - Bălți Oras - Chişinău // 351 L: Chişinău - Bălți Oras - Vălcineț - Zhmerynka - Vinnytsia - Kyiv Pasazhyrskyi,2,,Y,Kyiv,Chişinău,720.0,,"bunkbed, couchette, sleeper","UA, MD",https://booking.uz.gov.ua/en/,,,
60,UZ/ÖBB,UZ,ÖBB,,40149 = 40749,,40149: Wien Westbf - Wien Meidling - Wien Hbf - Hegyeshalom - Győr - Budapest Kelenföld - Szolnok - Debrecen - Nyíregyháza - Chop - Mukacheve - Stryj - Stryj - Kyiv Pasazhyrskyi // 40749: Kyiv Pasazhyrskyi - Lviv - Stryj - Mukacheve - Chop - Záhony - Nyíregyháza - Debrecen - Szolnok - Cegléd - Budapest Kelenföld - Győr - Hegyeshalom - Hegyeshalom - Wien Hbf,2,,Y,Wien,Kyiv,1477.0,25.8,sleeper,"AT, HU, UA",https://booking.uz.gov.ua/en/,,,
72,VR,VR,,,IC 265 = IC 274,,IC 265: Helsinki / Helsingfors - Riihimäki - Tampere - Seinäjoki - Oulu - Kemi - Rovaniemi - Kemijärvi // IC 274: Kemijärvi - Rovaniemi - Kemi - Oulu - Seinäjoki - Tampere - Riihimäki - Riihimäki - Helsinki / Helsingfors,2,,Y,Helsinki,Kemijärvi,983.0,13.8,"seat, sleeper",FI,https://www.vr.fi/en/,,https://back-on-track.eu/wp-content/uploads/2025/03/800_CC-BY_back-on-track_eu_VR_New.jpeg,
91,VR,VR,,,IC 266 (H) = IC 273,,IC 266 (H): Rovaniemi - Kemi - Oulu - Ylivieska - Kokkola - Tampere - Toijala - Riihimäki - Helsinki / Helsingfors // IC 273: Helsinki / Helsingfors - Riihimäki - Seinäjoki - Kokkola - Ylivieska - Oulu - Kemi - Rovaniemi,2,,Y,Rovaniemi,Helsinki,899.0,12.1,"seat, sleeper",FI,https://www.vr.fi/en/,,https://back-on-track.eu/wp-content/uploads/2025/03/800_CC-BY_back-on-track_eu_VR_New.jpeg,
90,VR,VR,,,IC 266 (T) = IC 933,,IC 266 (T): Rovaniemi - Kemi - Oulu - Ylivieska - Kokkola - Tampere - Turku / Åbo - Turku satama / Åbo hamn // IC 933: Turku satama / Åbo hamn - Turku / Åbo - Toijala - Tampere - Kokkola - Ylivieska - Oulu - Kemi - Rovaniemi,2,,Y,Rovaniemi,Turku,899.0,11.3,"seat, sleeper",FI,https://www.vr.fi/en/,,https://back-on-track.eu/wp-content/uploads/2025/03/800_CC-BY_back-on-track_eu_VR_New.jpeg,
98,VR,VR,,,P 269 = P 276,,P 269: Helsinki / Helsingfors - Riihimäki - Tampere - Oulu - Tornio-Itäinen - Kolari // P 276: Kolari - Tornio-Itäinen - Oulu - Tampere - Riihimäki - Helsinki / Helsingfors,2,,Y,Helsinki,Kolari,989.0,13.9,"seat, sleeper",FI,https://www.vr.fi/en/,,https://back-on-track.eu/wp-content/uploads/2025/03/800_CC-BY_back-on-track_eu_VR_New.jpeg,
69,VY,VY,,,605 = 606,F4,605: Oslo S - Sandvika - Asker - Drammen - Hokksund - Myrdal - Dale - Bergen // 606: Bergen - Dale - Myrdal - Hokksund - Drammen - Asker - Sandvika - Oslo S,2,,Y,Oslo,Bergen,482.0,0.16,"seat, couchette, sleeper",NO,https://www.vy.se/,,,
130,ŽS/ŽPCG,ŽS,ŽPCG,,433 = 1130 / 432,Lovćen,433: Zemun - Beograd Centar - Rakovica - Lazarevac - Lajkovac - Valjevo - Kosjerić - Požega - Užice - Priboj - Kolašin - Podgorica - Golubovci - Golubovci - Bar // 1130 / 432: Bar - Sutomore - Golubovci - Podgorica - Kolašin - Mojkovac - Bijelo Polje - Prijepolje teretna - Prijepolje - Kosjerić - Lajkovac - Lazarevac - Rakovica - Rakovica - Beograd Centar - Zemun,2,,Y,,Bar,469.0,13.7,"seat, couchette, sleeper","RS, ME",https://discoverbyrail.com/booking-train-tickets/,,,
123,ZSSK,ZSSK,,,R 680 = R 681,Zemplín,R 680: Humenné - Strážske - Michalovce - Bánovce nad Ondavou - Trebišov - Košice - Kysak - Margecany - Spišská Nová Ves - Poprad Tatry - Trnava - Bratislava-Vinohrady - Bratislava hl.st. // R 681: Bratislava hl.st. - Bratislava-Vinohrady - Trnava - Leopoldov - Piešťany - Nové Mesto nad Váhom - Trenčín - Trenčianska Teplá - Púchov - Košice - Trebišov - Bánovce nad Ondavou - Michalovce - Michalovce - Humenné,2,,Y,Humenné,Bratislava,529.0,4.7,"seat, couchette, sleeper",SK,https://www.zssk.sk/en/night-trains/,,,
6,ZSSK,ZSSK,,,EN 442 = EN 443,Slovakia,EN 442: Humenné - Strážske - Michalovce - Bánovce nad Ondavou - Trebišov - Košice - Kysak - Margecany - Spišská Nová Ves - Poprad Tatry - Liptovský Mikuláš - Ružomberok - Ružomberok - Olomouc hl.n. - Česká Třebová - Pardubice hl.n. - Praha hl.n. // EN 443: Praha hl.n. - Kolín - Pardubice hl.n. - Česká Třebová - Olomouc hl.n. - Kraľovany - Ružomberok - Liptovský Mikuláš - Štrba - Poprad Tatry - Spišská Nová Ves - Margecany - Kysak - Kysak - Trebišov - Bánovce nad Ondavou - Michalovce - Strážske - Humenné,2,,Y,Humenné,Praha,745.0,12.6,"seat, couchette, sleeper","SK, CZ",https://www.zssk.sk/en/night-trains/,,,
115,ZSSK,ZSSK,,,EN 1152 = EN 1153,,EN 1152: Split - Knin - Zagreb Gl. K. - Maribor - Graz Hbf - Bruck an der Mur - Wiener Neustadt Hbf - Wien Meidling - Wien Hbf - Wien Hbf (Autoreisezuganlage) - Bratislava Petržalka - Bratislava Nové Mesto // EN 1153: Bratislava Nové Mesto - Bratislava Petržalka - Wien Hbf - Wien Meidling - Wiener Neustadt Hbf - Bruck an der Mur - Graz Hbf - Maribor - Zagreb Gl. K. - Knin - Split,2,,Y,Split,Bratislava,931.0,7.2,"seat, couchette, sleeper","SK, AT, SI, HR",https://www.nightjet.com/,,,
