route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color,route_url,ticketing_deep_link_id
mvv-12-537-2,1,537,Landshut - Ergolding - Altheim - Ohu - Essenbach - Postau - Weng - Oberköllnbach,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12537___H_s25_1.pdf,MVV_ticketing
mvv-12-538-1,1,538,Landshut Hbf - Ahrain - Wörth (- Dingolfing),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12538___H_s25_1.pdf,MVV_ticketing
mvv-12-539-1,1,539,(Mengkofen -) Weng - Niederviehbach - Niederaichbach - Wolfsbach - Landshut,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12539___H_s25_1.pdf,MVV_ticketing
mvv-12-539V-1,1,539V,Niederaichbach - Oberaichbach - Wörth - Niederviehbach,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12539V___H_s25_1.pdf,MVV_ticketing
mvv-12-541F-1,1,541F,Stadtverkehr Vilsbiburg: Linie 3 Hörasdorf - Frauensattling - Vilsbiburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12541F___H_s25_1.pdf,MVV_ticketing
mvv-12-541H-1,1,541H,Stadtverkehr Vilsbiburg: Linie 1 Tannet - Haarbach - Gaindorf - Vilsbiburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12541H___H_s25_1.pdf,MVV_ticketing
mvv-12-541S-1,1,541S,Stadtverkehr Vilsbiburg: Linie 2 Vilsbiburg - Geiselsdorf - Seyboldsdorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12541S___H_s25_1.pdf,MVV_ticketing
mvv-12-542-1,1,542,Hub - Oberaichbach - Kirchberg - Dietelskirchen - Vilsbiburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12542___H_s25_1.pdf,MVV_ticketing
mvv-12-543-1,1,543,Niederviehbach - Kirchberg - Aham - Gerzen - Stürming,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12543___H_s25_1.pdf,MVV_ticketing
mvv-12-545-1,1,545,Velden - Wurmsham - Bodenkirchen - Aich - Vilsbiburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12545___H_s25_1.pdf,MVV_ticketing
mvv-12-546-1,1,546,Vilsbiburg - Obervilslern - Holzhausen - Gaindorf - Vilsbiburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12546___H_s25_1.pdf,MVV_ticketing
mvv-12-547-1,1,547,Landshut Hbf - Geisenhausen - Vilsbiburg - Neumarkt-St. Veit,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12547___H_s25_1.pdf,MVV_ticketing
mvv-12-548-1,1,548,Vilsbiburg - Diemannskirchen - Geisenhausen - Adlkofen - Jesendorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12548___H_s25_1.pdf,MVV_ticketing
mvv-12-549-1,1,549,Kapfing - Vilsheim - Altfraunhofen - Geisenhausen - Vilsbiburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12549___H_s25_1.pdf,MVV_ticketing
mvv-12-553-1,1,553,Mühldorf - Waldkraiburg - Aschau am Inn,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12553___H_s25_1.pdf,MVV_ticketing
mvv-12-555-1,1,555,Egglkofen - Neumarkt-St. Veit - Oberbergkirchen - Ampfing - Mühldorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12555___H_s25_1.pdf,MVV_ticketing
mvv-12-557-1,1,557,Neumarkt-St. Veit - Niederbergkirchen - Mühldorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12557___H_s25_1.pdf,MVV_ticketing
mvv-12-557-2,1,557,Neumarkt-St. Veit - Niederbergkirchen - Mühldorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12557___H_s25_1.pdf,MVV_ticketing
mvv-12-558-1,1,558,Haag - Reichertsheim - Ampfing - Waldkraiburg / Mühldorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12558___H_s25_1.pdf,MVV_ticketing
mvv-12-559-1,1,559,Ranoldsberg - Buchbach - Schwindegg - Ampfing - Mühldorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12559___H_s25_1.pdf,MVV_ticketing
mvv-12-559-2,1,559,Ranoldsberg - Buchbach - Schwindegg - Ampfing - Mühldorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12559___H_s25_1.pdf,MVV_ticketing
mvv-12-559-3,1,559,Ranoldsberg - Buchbach - Schwindegg - Ampfing - Mühldorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12559___H_s25_1.pdf,MVV_ticketing
mvv-12-570-1,1,570,StadtBus Waldkraiburg: Rathaus - Friedhof - Rathaus - Bf - F.-Liszt-Str. - Föhrenwinkel - Rathaus - Bf - F.-Liszt-Str. - Bahnhof - Rathaus,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12570___H_s25_1.pdf,MVV_ticketing
mvv-12-571-1,1,571,StadtBus Waldkraiburg: Dieselschule - Bahnhof - F-Liszt-Str. - Lindach - Hausing - Niederndorf - Pürten - Ebing - F.-Liszt-Str. - Bahnhof - Dieselschule,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12571___H_s25_1.pdf,MVV_ticketing
mvv-12-573-1,1,573,Aschau am Inn - Au am Inn - Gars - Haag,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12573___H_s25_1.pdf,MVV_ticketing
mvv-12-574-1,1,574,Kraiburg - Pürten - Waldkraiburg - Ampfing,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12574___H_s25_1.pdf,MVV_ticketing
mvv-12-575-1,1,575,Kraiburg - Oberflossing - Mühldorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12575___H_s25_1.pdf,MVV_ticketing
mvv-12-576-1,1,576,Wasserburg Stadt - Penzing - Unterreit - Kraiburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12576___H_s25_1.pdf,MVV_ticketing
mvv-12-579-1,1,579,Peterskirchen / Waldkraiburg - Taufkirchen - Polling - Mühldorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12579___H_s25_1.pdf,MVV_ticketing
mvv-12-580-1,1,580,"Velden - Jettenstetten - Moosen - Taufkirchen (Vils) - Dorfen, Bahnhof",3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12580___H_s25_1.pdf,MVV_ticketing
mvv-12-580V-1,1,580V,Velden - Moosen - Taufkirchen (Vils) - Dorfen Schulzentrum,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12580V___H_s25_1.pdf,MVV_ticketing
mvv-12-581-1,1,581,Loiperstätt - Obertaufkirchen - Schwindegg - Dorfen - Taufkirchen (Vils),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12581___H_s25_1.pdf,MVV_ticketing
mvv-12-582-1,1,582,Gars - Ramsau - Kirchdorf (b Haag) - Moosham - Dorfen,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12582___H_s25_1.pdf,MVV_ticketing
mvv-12-584-1,1,584,Dorfen - Isen - Winden - Ramsau - Gars,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12584___H_s25_1.pdf,MVV_ticketing
mvv-12-586-1,1,586,Velden - Buchbach - Dorfen - Taufkirchen (Vils),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12586___H_s25_1.pdf,MVV_ticketing
mvv-12-587-1,1,587,Haag - Kirchdorf - Obertaufkirchen - Schwindegg - Schwindach,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12587___H_s25_1.pdf,MVV_ticketing
mvv-12-590-1,1,590,Oberroning - Rottenburg - Hohenthann - Neufahrn (- Mallersdorf-Pfaffenberg),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12590___H_s25_1.pdf,MVV_ticketing
mvv-12-592-1,1,592,(Rottenburg - Herrngiersdorf) - Gebersdorf - Oberroning - Inkofen - Rottenburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12592___H_s25_1.pdf,MVV_ticketing
mvv-12-593-1,1,593,(Ebenhausen -) Walkertshofen - Rainertshausen - Pfeffenhausen - Rottenburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12593___H_s25_1.pdf,MVV_ticketing
mvv-12-594-1,1,594,Neufahrn - Rottenburg Realschule,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12594___H_s25_1.pdf,MVV_ticketing
mvv-12-595-1,1,595,Rottenburg - Schmatzhausen - Hohenthann - Pfarrkofen - Oberergoldsbach - Hohenthann - Schmatzhausen - Rottenburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12595___H_s25_1.pdf,MVV_ticketing
mvv-12-595-2,1,595,Pfarrkofen - Hohenthann - Schmatzhausen - Rottenburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12595___H_s25_1.pdf,MVV_ticketing
mvv-12-596-1,1,596,Traich - Obersüßbach - Pfeffenhausen - Rottenburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12596___H_s25_1.pdf,MVV_ticketing
mvv-12-597-1,1,597,(Wildenberg) - Oberlauterbach - Pattendorf - Rottenburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12597___H_s25_1.pdf,MVV_ticketing
mvv-12-598-1,1,598,Niedersüßbach - Holzhausen - Rottenburg - Oberroning,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12598___H_s25_1.pdf,MVV_ticketing
mvv-12-599-1,1,599,Rottenburg - Schmatzhausen - Hohenthann - Grafenhaun - Furth,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12599___H_s25_1.pdf,MVV_ticketing
mvv-12-671-1,1,671,Landshut Hbf - Altdorf - Furth - Obersüßbach (- Volkenschwand - Mainburg),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12671___H_s25_1.pdf,MVV_ticketing
mvv-12-672-1,1,672,Landshut Hbf - Altfraunhofen - Velden - Vilsbiburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12672___H_s25_1.pdf,MVV_ticketing
mvv-12-674-1,1,674,Vilsheim - Münchsdorf - Landshut,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12674___H_s25_1.pdf,MVV_ticketing
mvv-12-675-1,1,675,Vilsheim - Ast - Tiefenbach - Landshut,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12675___H_s25_1.pdf,MVV_ticketing
mvv-12-676-1,1,676,Großaibach - Buch a.Erlbach - Niedererlbach - Weixerau - Viecht - Landshut,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12676___H_s25_1.pdf,MVV_ticketing
mvv-12-678-1,1,678,Bruckberg Rathaus - Edlkofen - Bruckberg - Bruckbergerau - Landshut,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12678___H_s25_1.pdf,MVV_ticketing
mvv-12-679-1,1,679,Altdorf - Bruckberg - Bruckbergerau - Gündlkofen - Furth,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12679___H_s25_1.pdf,MVV_ticketing
mvv-12-685-1,1,685,Edlkofen - Moosburg - Mauern - Gammelsdorf - Furth b. Landshut,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12685___H_s25_1.pdf,MVV_ticketing
mvv-12-686-1,1,686,Großaibach - Buch a.Erlbach - Aich - Moosburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12686___H_s25_1.pdf,MVV_ticketing
mvv-12-686-2,1,686,Großaibach - Buch a.Erlbach - Aich - Moosburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12686___H_s25_1.pdf,MVV_ticketing
mvv-12-757-1,1,6264,(Langquaid - Schierling - Eggmühl - / Mallersdorf-Pfaffenberg -) Moosmühle - Neufahrn (NB) - Ergoldsbach - Hölskofen,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12757___H_s25_1.pdf,MVV_ticketing
mvv-12-758-1,1,2025,(Frontenhausen -) Aham - Gerzen - Johannesbrunn - Vilsbiburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12758___H_s25_1.pdf,MVV_ticketing
mvv-12-759-1,1,2026,(Gangkofen - / Frontenhausen - Radlkofen -) Geratsfurt - Binabiburg - Vilsbiburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12759___H_s25_1.pdf,MVV_ticketing
mvv-12-796-1,1,9441,Trostberg - Altenmarkt - Obing - Kirchensur - Wasserburg Stadt,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12796___H_s25_1.pdf,MVV_ticketing
mvv-12-798-1,1,DGF33,(Kirchlehen -) Hösacker / Essenbach - Postau - Hörmannsdorf (- Niederviehbach),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12798___H_s25_1.pdf,MVV_ticketing
mvv-12-799-1,1,DGF34,(Oberhütt - Ottering - Moostheninng -) Weng - Abzw. Moosberg (- Niederviehbach),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12799___H_s25_1.pdf,MVV_ticketing
mvv-12-809-1,1,809,(Hofstetten -) Finning - Windach - Schöffelding - Eresing - Geltendorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12809___H_s25_1.pdf,MVV_ticketing
mvv-12-809V-1,1,809V,Pestenacker - Prittriching - Scheuring - Weil - / Schöffelding - Windach - / (Eching -) Schondorf - Utting - Dießen,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12809V___H_s25_1.pdf,MVV_ticketing
mvv-12-811-1,1,811,Landsberg am Lech - Erpfting - Ellighofen,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12811___H_s25_1.pdf,MVV_ticketing
mvv-12-812-1,1,812,Landsberg am Lech - Denklingen - Schongau,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12812___H_s25_1.pdf,MVV_ticketing
mvv-12-813-1,1,813,Landsberg - Hofstetten - Dettenschwang - Dießen (- Riederau),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12813___H_s25_1.pdf,MVV_ticketing
mvv-12-813V-1,1,813V,St. Alban - Dießen - Penzing / Landsberg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12813V___H_s25_1.pdf,MVV_ticketing
mvv-12-814-1,1,814,Landsberg - Schwifting - Finning - Utting - Holzhausen,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12814___H_s25_1.pdf,MVV_ticketing
mvv-12-814V-1,1,814V,Frauenwies - Thaining - Hofstetten - Finning - Schondorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12814V___H_s25_1.pdf,MVV_ticketing
mvv-12-815-1,1,815,Landsberg - Ummendorf - Stoffen - Mundraching,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12815___H_s25_1.pdf,MVV_ticketing
mvv-12-816-1,1,816,Landsberg - Weil - Egling a.d.Paar - Geltendorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12816___H_s25_1.pdf,MVV_ticketing
mvv-12-817-1,1,817,Landsberg - Penzing - Geltendorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12817___H_s25_1.pdf,MVV_ticketing
mvv-12-818-1,1,818,Landsberg am Lech - Holzhausen (b. Buchloe) - Buchloe Bahnhof,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12818___H_s25_1.pdf,MVV_ticketing
mvv-12-881-1,1,881,StadtBus Landsberg: Landsberg - Bayervorstadt - Am Kornfeld - Landsberg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12881___H_s25_1.pdf,MVV_ticketing
mvv-12-881V-1,1,881V,"Landsberg, Schulzentrum - Feneberg - Am Kornfeld West",3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12881V___H_s25_1.pdf,MVV_ticketing
mvv-12-882-1,1,882,StadtBus Landsberg: Landsberg - Klinikum - St.-Ulrich-Platz - Klinikum - Landsberg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12882___H_s25_1.pdf,MVV_ticketing
mvv-12-883-1,1,883,StadtBus Landsberg: Landsberg - Alter Friedhof - St.-Ulrich-Platz - Alter Friedhof - Landsberg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12883___H_s25_1.pdf,MVV_ticketing
mvv-12-885-1,1,885,StadtBus Landsberg: Landsberg - Wiesenring - Landsberg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12885___H_s25_1.pdf,MVV_ticketing
mvv-12-886-1,1,886,Adlerstraße - Landsberg - St.-Ulrich-Platz - Kaufering Bf Süd,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12886___H_s25_1.pdf,MVV_ticketing
mvv-12-886V-1,1,886V,Kaufering-Dorf - Kaufering - Landsberg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12886V___H_s25_1.pdf,MVV_ticketing
mvv-12-887-1,1,887,"(Landsberg -) Landsberg, Adlerstraße - Penzing - Kaufering Bf Nord",3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12887___H_s25_1.pdf,MVV_ticketing
mvv-12-887-2,1,887,"(Landsberg -) Landsberg, Adlerstraße - Penzing - Kaufering Bf Nord",3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12887___H_s25_1.pdf,MVV_ticketing
mvv-12-887-3,1,887,"(Landsberg -) Landsberg, Adlerstraße - Penzing - Kaufering Bf Nord",3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12887___H_s25_1.pdf,MVV_ticketing
mvv-12-887-4,1,887,"(Landsberg -) Landsberg, Adlerstraße - Penzing - Kaufering Bf Süd",3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12887___H_s25_1.pdf,MVV_ticketing
mvv-12-887-5,1,887,"(Landsberg -) Landsberg, Adlerstraße - Penzing - Kaufering Bf Nord",3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12887___H_s25_1.pdf,MVV_ticketing
mvv-12-891-1,1,891,Weilheim - Dießen - Utting - Eching am Ammersee,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12891___H_s25_1.pdf,MVV_ticketing
mvv-12-892-1,1,892,Ortsverkehr Kaufering: Bahnhof Nord - Kaufering-Dorf - Berliner Ring - Ahornring - Bahnhof Nord,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12892___H_s25_1.pdf,MVV_ticketing
mvv-12-893-1,1,893,OrtsBus Dießen: Dießen - Wengen (- Dettenhofen - Obermühlhausen),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12893___H_s25_1.pdf,MVV_ticketing
mvv-12-894-1,1,894,Inning - Schondorf - Greifenberg - Schöffelding - Landsberg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12894___H_s25_1.pdf,MVV_ticketing
mvv-12-894V-1,1,894V,"Inning - Greifenberg - Windach - Geltendorf - St. Ottilien, Schule",3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12894V___H_s25_1.pdf,MVV_ticketing
mvv-12-895-1,1,895,Landsberg - Penzing - Oberbergen - Ramsach Abzw.,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12895___H_s25_1.pdf,MVV_ticketing
mvv-12-896-1,1,896,Landsberg - Kaufering - Igling - Hurlach - Obermeitingen,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12896___H_s25_1.pdf,MVV_ticketing
mvv-12-897-1,1,897,(Kaufering -) Landsberg - Scheuring - Prittriching - Mering,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12897___H_s25_1.pdf,MVV_ticketing
mvv-12-899-1,1,899,(Kinsau - Apfeldorf -) Rott - Issing - Thaining - Dießen,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12899___H_s25_1.pdf,MVV_ticketing
mvv-12-911-1,1,911,StadtBus Weilheim West: Bahnhof - Hallenbad - Ammerschule - Frühlingstr. - Bahnhof,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12911___H_s25_1.pdf,MVV_ticketing
mvv-12-912-1,1,912,StadtBus Weilheim Ost: Bahnhof - Krankenhaus - Hardtschule - Friedhof - Bahnhof,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12912___H_s25_1.pdf,MVV_ticketing
mvv-12-913-1,1,913,StadtBus Weilheim Süd: Bahnhof - Hallenbad - Prälatenweg - Weinhartstr. - Bahnhof,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12913___H_s25_1.pdf,MVV_ticketing
mvv-12-914-1,1,914,StadtBus Weilheim Nord: Bahnhof - Einkaufspark - Unterhausen - Einkaufspark - Bahnhof,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12914___H_s25_1.pdf,MVV_ticketing
mvv-12-931-1,1,931,Weilheim - Peißenberg - Echelsbacher Brücke - Steingaden - Schlauch (- Füssen),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12931___H_s25_1.pdf,MVV_ticketing
mvv-12-932-1,1,932,Weilheim - Marnbach - Eberfing - Marnbach - Weilheim,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12932___H_s25_1.pdf,MVV_ticketing
mvv-12-934-1,1,934,Weilheim - Obersöchering - Habach - Penzberg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12934___H_s25_1.pdf,MVV_ticketing
mvv-12-935-1,1,935,Weilheim - Seeshaupt - Penzberg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12935___H_s25_1.pdf,MVV_ticketing
mvv-12-936-1,1,936,Weilheim - Peißenberg - Schongau,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12936___H_s25_1.pdf,MVV_ticketing
mvv-12-937-1,1,937,Weilheim - Wielenbach - Wilzhofen - Tutzing,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12937___H_s25_1.pdf,MVV_ticketing
mvv-12-938-1,1,938,Weilheim - Polling - Oberhausen - Huglfing - Unter-/Obereglfing - Obersöchering - Uffing - Murnau,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12938___H_s25_1.pdf,MVV_ticketing
mvv-12-939-1,1,939,Kirnberg - Uffing - Seehausen - Murnau / Unter-/Obereglfing - Obersöchering - Hofheim - Murnau,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12939___H_s25_1.pdf,MVV_ticketing
mvv-12-940-1,1,940,StadtBus Penzberg Ringlinie A Bahnhof - Steigenberg - Roche - Neue Heimat - Bahnhof,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12940___H_s25_1.pdf,MVV_ticketing
mvv-12-941-1,1,941,StadtBus Penzberg Ringlinie B Bahnhof - Neue Heimat - Roche - Steigenberg - Bahnhof,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12941___H_s25_1.pdf,MVV_ticketing
mvv-12-942-1,1,942,Im Dittenried - Bahnhof - Freiheit - Maxkron - Kurfürst-Max-Siedlung,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12942___H_s25_1.pdf,MVV_ticketing
mvv-12-944-1,1,944,StadtBus Penzberg: Direktverbindungen Firma Roche Im Dittenried - Bahnübergang - Zentrum - Roche,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12944___H_s25_1.pdf,MVV_ticketing
mvv-12-947-1,1,947,Penzberg - Iffeldorf - Habach - Sindelsdorf - Penzberg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12947___H_s25_1.pdf,MVV_ticketing
mvv-12-947V-1,1,947V,Schlehdorf (- Sindelsdorf - Antdorf - Habach - Untersöchering - Murnau) / Sindelsdorf (- Penzberg - Iffeldorf ),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12947V___H_s25_1.pdf,MVV_ticketing
mvv-12-948-1,1,948,Penzberg - Seeshaupt - Tutzing,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12948___H_s25_1.pdf,MVV_ticketing
mvv-12-952-1,1,952,Weilheim - Wessobrunn - Rott - Pürgen - Landsberg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12952___H_s25_1.pdf,MVV_ticketing
mvv-12-953-1,1,953,Weilheim - Wielenbach - Wilzhofen - Pähl - Herrsching,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12953___H_s25_1.pdf,MVV_ticketing
mvv-12-980-1,1,980,StadtBus Schongau: Bahnhof - Rathaus - Beethovenstraße - Marktoberdorfer Straße - Bahnhof,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12980___H_s25_1.pdf,MVV_ticketing
mvv-12-982-1,1,982,Schongau - Peiting - Rottenbuch - Echelsbacher Brücke - Steingaden,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12982___H_s25_1.pdf,MVV_ticketing
mvv-12-984-1,1,984,Tauting - Huglfing - Oberhausen - Peißenberg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12984___H_s25_1.pdf,MVV_ticketing
mvv-12-985-1,1,985,Herzogsägmühle - Peiting - Herzogsägmühle,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12985___H_s25_1.pdf,MVV_ticketing
mvv-12-986-1,1,986,Schongau - Herzogsägmühle (- Birkland - Apfeldorf),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12986___H_s25_1.pdf,MVV_ticketing
mvv-12-987-1,1,987,Schongau - Altenstadt - Schwabsoien - Sachsenried - Ingenried,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12987___H_s25_1.pdf,MVV_ticketing
mvv-12-989-1,1,989,Schongau - Altenstadt - Hohenfurch - Schongau,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12989___H_s25_1.pdf,MVV_ticketing
mvv-12-998-1,1,998,SkiBus Talstation Hausbergbahn - Garmisch-Partenkirchen Bf West,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12998___H_s25_1.pdf,MVV_ticketing
mvv-12-999-1,1,999,SkiBus Untergrainau - Obergrainau - Schmölz - Talstation Hausbergbahn,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12999___H_s25_1.pdf,MVV_ticketing
