origin,destination,vehicule_type,co2_train_kg,co2_avion_kg,co2_saved_kg,is_substitutable,distance_km,station_lat,station_long,station_lat_dest,station_long_dest,origin_city,destination_city,origin_station_traffic,origin_city_population,dest_station_traffic,dest_city_population
Gare de Lamballe,Gare de Landivisiau,EuroNight,0.9193275686893378,,,0,115.81350071672182,48.4660608,-2.5115459,48.4960033,-4.082181,Gare de Lamballe,Gare de Landivisiau,711369.0,75580.0,253305.0,9426.0
Gare de Landerneau,Gare de Broons,Train Longue Distance,1.1890851007134526,97.04966534147765,95.8605802407642,1,149.796560936439,48.4535734,-4.256528,48.3333985,-2.2357459,Gare de Landerneau,Gare de Broons,6837.0,16363.0,70577.0,2943.0
Gare de Landerneau,Gare de Caulnes,Train Longue Distance,1.2409234325416652,97.04966534147765,95.80874190893599,1,156.32696303119994,48.4535734,-4.256528,48.2844266,-2.1555927,Gare de Landerneau,Gare de Caulnes,6837.0,16363.0,90645.0,2501.0
Gare de Landerneau,Gare de Lamballe,EuroNight,1.0214368397384714,,,0,128.67685055914228,48.4535734,-4.256528,48.4660608,-2.5115459,Gare de Landerneau,Gare de Lamballe,6837.0,16363.0,711369.0,75580.0
Gare de Landerneau,Gare de Montauban-de-Bretagne,Train Longue Distance,1.31416193860291,103.1581456107403,101.8439836721374,1,165.55328024728016,48.4535734,-4.256528,48.1902428,-2.052675,Gare de Landerneau,Gare de Montauban-de-Bretagne,6837.0,16363.0,354751.0,6597.0
Gare de Landerneau,Gare de Montfort-sur-Meu,Train Longue Distance,1.3830629960444742,103.1581456107403,101.77508261469583,1,174.233181663451,48.4535734,-4.256528,48.1388793,-1.9491409,Gare de Landerneau,Gare de Montfort-sur-Meu,6837.0,16363.0,28711.0,6810.0
Gare de Landerneau,Gare de Plestan,Train Longue Distance,1.0625056455790476,97.04966534147765,95.9871596958986,1,133.85054744004125,48.4535734,-4.256528,48.4257122,-2.4424838,Gare de Landerneau,Gare de Plestan,6837.0,16363.0,14569.0,1635.0
Gare de Landerneau,Gare de Plénée-Jugon,Train Longue Distance,1.11627683812722,97.04966534147765,95.93338850335043,1,140.6244442085185,48.4535734,-4.256528,48.3766559,-2.3546105,Gare de Landerneau,Gare de Plénée-Jugon,6837.0,16363.0,20761.0,2579.0
Gare de Landerneau,Gare de Quédillac,Train Longue Distance,1.251587606204327,103.1581456107403,101.90655800453598,1,157.6703963472319,48.4535734,-4.256528,48.2484813,-2.1452205,Gare de Landerneau,Gare de Quédillac,6837.0,16363.0,33144.0,1287.0
Gare de Landerneau,Gare de Rennes,EuroNight,1.5488230300535268,119.30234883067666,117.75352580062314,1,195.11502016295373,48.4535734,-4.256528,48.1035178,-1.6727439,Gare de Landerneau,Gare de Rennes,6837.0,16363.0,15689647.0,230890.0
Gare de Landerneau,Gare de Saint-Brieuc,EuroNight,0.873973916318008,,,0,110.10001465331419,48.4535734,-4.256528,48.5075822,-2.765,Gare de Landerneau,Gare de Saint-Brieuc,6837.0,16363.0,28711.0,44364.0
Gare de Landerneau,Gare de Yffiniac,Train Longue Distance,0.9389837518241414,,,0,118.28971426356027,48.4535734,-4.256528,48.4700837,-2.6524471,Gare de Landerneau,Gare de Yffiniac,6837.0,16363.0,29992.0,5074.0
Gare de Landivisiau,Gare de Lamballe,EuroNight,0.9193275686893378,,,0,115.81350071672182,48.4960033,-4.082181,48.4660608,-2.5115459,Gare de Landivisiau,Gare de Lamballe,253305.0,9426.0,711369.0,75580.0
Gare de Landivisiau,Gare de Rennes,EuroNight,1.4564983930814457,119.30234883067666,117.84585043759522,1,183.48430247939604,48.4960033,-4.082181,48.1035178,-1.6727439,Gare de Landivisiau,Gare de Rennes,253305.0,9426.0,15689647.0,230890.0
Gare de Langeais,Gare de Ancenis,Train Longue Distance,0.9502445290377148,72.46031081947545,71.51006629043773,1,119.70830549731859,47.3240248,0.4097404,47.369337,-1.1777593,Gare de Langeais,Gare de Ancenis,307322.0,4367.0,1179679.0,75580.0
Gare de Langeais,Gare de Batz-sur-Mer,Train Longue Distance,1.7293280783894365,81.26014185180067,79.53081377341123,1,217.85438125339334,47.3240248,0.4097404,47.28086,-2.4788695,Gare de Langeais,Gare de Batz-sur-Mer,307322.0,4367.0,34742.0,2892.0
Gare de Langeais,Gare de Chantonnay,Train Longue Distance,1.0436911859844513,78.8282153583887,77.78452417240425,1,131.4803711242695,47.3240248,0.4097404,46.6902585,-1.0542092,Gare de Langeais,Gare de Chantonnay,307322.0,4367.0,56169.0,8557.0
Gare de Langeais,Gare de La Baule les Pins,Train Longue Distance,1.6610416328338717,81.26014185180067,79.5991002189668,1,209.25190637866865,47.3240248,0.4097404,47.2834533,-2.3648905,Gare de Langeais,Gare de La Baule les Pins,307322.0,4367.0,27557.0,75580.0
Gare de Langeais,Gare de La Baule-Escoublac,Train Longue Distance,1.675424930402155,81.26014185180067,79.58471692139851,1,211.06386122476127,47.3240248,0.4097404,47.2884613,-2.389211,Gare de Langeais,Gare de La Baule-Escoublac,307322.0,4367.0,586554.0,16912.0
Gare de Langeais,Gare de La Roche-sur-Yon,Train Longue Distance,1.251075851341567,97.23523730973017,95.9841614583886,1,157.60592735469476,47.3240248,0.4097404,46.6720757,-1.4356603,Gare de Langeais,Gare de La Roche-sur-Yon,307322.0,4367.0,1218501.0,54849.0
Gare de Langeais,Gare de Le Croisic,Train Longue Distance,1.7460574044260995,81.26014185180067,79.51408444737457,1,219.96188012422522,47.3240248,0.4097404,47.2898903,-2.5073397,Gare de Langeais,Gare de Le Croisic,307322.0,4367.0,152113.0,4056.0
Gare de Langeais,Gare de Le Pouliguen,Train Longue Distance,1.7019023711645926,81.26014185180067,79.55823948063608,1,214.39939168110266,47.3240248,0.4097404,47.2825083,-2.4331287,Gare de Langeais,Gare de Le Pouliguen,307322.0,4367.0,125948.0,4173.0
Gare de Langeais,Gare de Nantes,Train Longue Distance,1.1727253488785023,95.48866249250551,94.31593714362701,1,147.73561966219478,47.3240248,0.4097404,47.2174913,-1.542077,Gare de Langeais,Gare de Nantes,307322.0,4367.0,17553626.0,327734.0
Gare de Langeais,Gare de Pornichet,Train Longue Distance,1.6495525007430556,81.26014185180067,79.61058935105761,1,207.80454783863135,47.3240248,0.4097404,47.2704262,-2.3448644,Gare de Langeais,Gare de Pornichet,307322.0,4367.0,230185.0,12800.0
Gare de Langeais,Gare de Pouzauges,Train Longue Distance,0.8927215069885439,72.29309310479492,71.40037159780637,1,112.46176706834767,47.3240248,0.4097404,46.7524179,-0.8145972,Gare de Langeais,Gare de Pouzauges,307322.0,4367.0,2187.0,5668.0
Gare de Langeais,Gare de Saint-Nazaire,Train Longue Distance,1.5689109426716785,119.8786333961404,118.30972245346872,1,197.64562139980833,47.3240248,0.4097404,47.2864903,-2.211079,Gare de Langeais,Gare de Saint-Nazaire,307322.0,4367.0,1371500.0,74568.0
Gare de Langeais,Gare de Savenay,Train Longue Distance,1.4122886354724995,112.7210289696943,111.30874033422181,1,177.9149200645628,47.3240248,0.4097404,47.3586008,-1.951011,Gare de Langeais,Gare de Savenay,307322.0,4367.0,38477.0,9543.0
Gare de Laval,Gare de Batz-sur-Mer,EuroNight,1.2390016275326656,93.45784939078281,92.21884776325015,1,156.0848611152262,48.0762555,-0.7609291,47.28086,-2.4788695,Gare de Laval,Gare de Batz-sur-Mer,1700505.0,49400.0,34742.0,2892.0
Gare de Laval,Gare de La Baule les Pins,EuroNight,1.1824416719577178,93.45784939078281,92.2754077188251,1,148.95964625317686,48.0762555,-0.7609291,47.2834533,-2.3648905,Gare de Laval,Gare de La Baule les Pins,1700505.0,49400.0,27557.0,75580.0
Gare de Laval,Gare de La Baule-Escoublac,EuroNight,1.191499126866471,93.45784939078281,92.26635026391634,1,150.10067105901624,48.0762555,-0.7609291,47.2884613,-2.389211,Gare de Laval,Gare de La Baule-Escoublac,1700505.0,49400.0,586554.0,16912.0
Gare de Laval,Gare de Le Croisic,EuroNight,1.2484553726708172,93.45784939078281,92.209394018112,1,157.27580910441134,48.0762555,-0.7609291,47.2898903,-2.5073397,Gare de Laval,Gare de Le Croisic,1700505.0,49400.0,152113.0,4056.0
Gare de Laval,Gare de Le Pouliguen,EuroNight,1.2158515810573478,93.45784939078281,92.24199780972546,1,153.16850353456132,48.0762555,-0.7609291,47.2825083,-2.4331287,Gare de Laval,Gare de Le Pouliguen,1700505.0,49400.0,125948.0,4173.0
Gare de Laval,Gare de Nantes,EuroNight,0.8889964817530912,75.30160555211052,74.41260907035742,1,111.99250211049272,48.0762555,-0.7609291,47.2174913,-1.542077,Gare de Laval,Gare de Nantes,1700505.0,49400.0,17553626.0,327734.0
Gare de Laval,Gare de Pornichet,EuroNight,1.1798599544901798,93.45784939078281,92.27798943629263,1,148.63441099649532,48.0762555,-0.7609291,47.2704262,-2.3448644,Gare de Laval,Gare de Pornichet,1700505.0,49400.0,230185.0,12800.0
Gare de Laval,Gare de Saint-Nazaire,EuroNight,1.1083787597139152,84.98166192687809,83.87328316716417,1,139.62947338295731,48.0762555,-0.7609291,47.2864903,-2.211079,Gare de Laval,Gare de Saint-Nazaire,1700505.0,49400.0,1371500.0,74568.0
Gare de Laval,Gare de Savenay,EuroNight,0.9490408755462794,74.85753001040312,73.90848913485685,1,119.55667366418234,48.0762555,-0.7609291,47.3586008,-1.951011,Gare de Laval,Gare de Savenay,1700505.0,49400.0,38477.0,9543.0
Gare de Le Croisic,Gare de Amboise,Train Longue Distance,2.0893873993386736,100.0455096013167,97.95612220197802,1,263.2133282109692,47.2898903,-2.5073397,47.4214655,0.9817614,Gare de Le Croisic,Gare de Amboise,152113.0,4056.0,855042.0,12937.0
Gare de Le Croisic,Gare de Ancenis,Train Longue Distance,0.7985002553461191,,,0,100.59212085489028,47.2898903,-2.5073397,47.369337,-1.1777593,Gare de Le Croisic,Gare de Ancenis,152113.0,4056.0,1179679.0,75580.0
Gare de Le Croisic,Gare de Angers Saint-Laud,Train Longue Distance,1.1760049251956561,88.91481603847376,87.7388111132781,1,148.14876860615473,47.2898903,-2.5073397,47.4646464,-0.5567748,Gare de Le Croisic,Gare de Angers Saint-Laud,152113.0,4056.0,7116373.0,159022.0
Gare de Le Croisic,Gare de Beaugency,Train Longue Distance,2.500290485794201,120.56229889667506,118.06200841088086,1,314.9773854616025,47.2898903,-2.5073397,47.7784038,1.6259389,Gare de Le Croisic,Gare de Beaugency,152113.0,4056.0,531504.0,8024.0
Gare de Le Croisic,Gare de Blois - Chambord,Train Longue Distance,2.301857355528944,108.99968206914752,106.69782471361859,1,289.979510648645,47.2898903,-2.5073397,47.5854518,1.3237539,Gare de Le Croisic,Gare de Blois - Chambord,152113.0,4056.0,203396.0,47219.0
Gare de Le Croisic,Gare de Le Mans,Train Longue Distance,1.722133098705447,82.4402280106919,80.71809491198646,1,216.94798421585375,47.2898903,-2.5073397,47.9956159,0.1926141,Gare de Le Croisic,Gare de Le Mans,152113.0,4056.0,5440432.0,146249.0
Gare de Le Croisic,Gare de Mer,Train Longue Distance,2.42125900282949,120.56229889667506,118.14103989384557,1,305.0212903539292,47.2898903,-2.5073397,47.7058923,1.5063578,Gare de Le Croisic,Gare de Mer,152113.0,4056.0,336887.0,6250.0
Gare de Le Croisic,Gare de Meung-sur-Loire,Train Longue Distance,2.5459224840818226,122.34695171943295,119.80102923535112,1,320.7259365182442,47.2898903,-2.5073397,47.8299537,1.6919208,Gare de Le Croisic,Gare de Meung-sur-Loire,152113.0,4056.0,466159.0,6670.0
Gare de Le Croisic,Gare de Onzain - Chaumont-sur-Loire,Train Longue Distance,2.214026346014392,108.99968206914752,106.78565572313313,1,278.9148835996967,47.2898903,-2.5073397,47.4920275,1.1860922,Gare de Le Croisic,Gare de Onzain - Chaumont-sur-Loire,152113.0,4056.0,278696.0,75580.0
Gare de Le Croisic,Gare de Orléans,Train Longue Distance,2.68141741934734,108.12201520054764,105.4405977812003,1,337.79508936096494,47.2898903,-2.5073397,47.907891,1.9042468,Gare de Le Croisic,Gare de Orléans,152113.0,4056.0,5221422.0,116357.0
Gare de Le Croisic,Gare de Sablé-sur-Sarthe,Train Longue Distance,1.3784868133818515,94.8629081983585,93.48442138497664,1,173.65669102820002,47.2898903,-2.5073397,47.8417564,-0.3419969,Gare de Le Croisic,Gare de Sablé-sur-Sarthe,152113.0,4056.0,662172.0,12326.0
Gare de Le Croisic,Gare de Saint-Pierre-des-Corps,Train Longue Distance,1.9343047610996928,93.52763600767815,91.59333124657846,1,243.6765886998857,47.2898903,-2.5073397,47.3861437,0.7235445,Gare de Le Croisic,Gare de Saint-Pierre-des-Corps,152113.0,4056.0,4356356.0,15898.0
Gare de Le Croisic,Gare de Saumur,Train Longue Distance,1.4587465213955018,108.0169586614439,106.5582121400484,1,183.7675134033134,47.2898903,-2.5073397,47.2689958,-0.0714032,Gare de Le Croisic,Gare de Saumur,152113.0,4056.0,966833.0,26241.0
Gare de Le Croisic,Gare de Tours,Train Longue Distance,1.9160421898200932,93.52763600767815,91.61159381785806,1,241.3759372411304,47.2898903,-2.5073397,47.3898771,0.6928408,Gare de Le Croisic,Gare de Tours,152113.0,4056.0,7013155.0,139259.0
Gare de Le Havre,Gare de Paris Saint-Lazare,Train Longue Distance Nuit,1.3812374355958585,116.69779343567143,115.31655600007556,1,174.00320428267304,49.4926229,0.1246437,48.8762428,2.3253309,Gare de Le Havre,Gare de Paris Saint-Lazare,2070670.0,166687.0,114093491.0,2103778.0
Gare de Le Havre,Gare de Vernon - Giverny,Train Longue Distance,0.8558852969580292,81.18816545229362,80.33228015533558,1,107.82127701663255,49.4926229,0.1246437,49.0915726,1.4782972,Gare de Le Havre,Gare de Vernon - Giverny,2070670.0,166687.0,2046451.0,25290.0
Gare de Le Mans,Gare de Amilly - Ouerray,Train Longue Distance,0.8050329610600341,,,0,101.41508705719754,47.9956159,0.1926141,48.4382945,1.3893962,Gare de Le Mans,Gare de Amilly - Ouerray,5440432.0,146249.0,56169.0,13582.0
Gare de Le Mans,Gare de Ancenis,Train Longue Distance,0.9842146993802021,76.64498384124045,75.66076914186024,1,123.98774242632932,47.9956159,0.1926141,47.369337,-1.1777593,Gare de Le Mans,Gare de Ancenis,5440432.0,146249.0,1179679.0,75580.0
Gare de Le Mans,Gare de Batz-sur-Mer,Train Longue Distance,1.7094145962138914,82.4402280106919,80.730813414478,1,215.34575412117556,47.9956159,0.1926141,47.28086,-2.4788695,Gare de Le Mans,Gare de Batz-sur-Mer,5440432.0,146249.0,34742.0,2892.0
Gare de Le Mans,Gare de Caen,EuroNight,1.0888755684509737,92.93328812467955,91.84441255622858,1,137.1725331885832,47.9956159,0.1926141,49.1763537,-0.347613,Gare de Le Mans,Gare de Caen,5440432.0,146249.0,4255508.0,109400.0
Gare de Le Mans,Gare de Cesson-Sévigné,EuroNight,1.0638987243668567,92.81686906767932,91.75297034331247,1,134.02604237425757,47.9956159,0.1926141,48.1128111,-1.6021099,Gare de Le Mans,Gare de Cesson-Sévigné,5440432.0,146249.0,207859.0,18761.0
Gare de Le Mans,Gare de Chartres,Train Longue Distance,0.8566764045461495,72.42399476229339,71.56731835774724,1,107.92093783650158,47.9956159,0.1926141,48.4482028,1.4813126,Gare de Le Mans,Gare de Chartres,5440432.0,146249.0,3536538.0,38324.0
Gare de Le Mans,Gare de Châteaubourg,EuroNight,0.9477777272136302,82.72012205968593,81.7723443324723,1,119.39754689010206,47.9956159,0.1926141,48.1063608,-1.4051588,Gare de Le Mans,Gare de Châteaubourg,5440432.0,146249.0,683698.0,7533.0
Gare de Le Mans,Gare de La Baule les Pins,Train Longue Distance,1.6457021187970506,82.4402280106919,80.79452589189485,1,207.3194909041384,47.9956159,0.1926141,47.2834533,-2.3648905,Gare de Le Mans,Gare de La Baule les Pins,5440432.0,146249.0,27557.0,75580.0
Gare de Le Mans,Gare de La Baule-Escoublac,Train Longue Distance,1.6573392068679285,82.4402280106919,80.78288880382397,1,208.785488393541,47.9956159,0.1926141,47.2884613,-2.389211,Gare de Le Mans,Gare de La Baule-Escoublac,5440432.0,146249.0,586554.0,16912.0
Gare de Le Mans,Gare de Le Croisic,Train Longue Distance,1.722133098705447,82.4402280106919,80.71809491198646,1,216.94798421585375,47.9956159,0.1926141,47.2898903,-2.5073397,Gare de Le Mans,Gare de Le Croisic,5440432.0,146249.0,152113.0,4056.0
Gare de Le Mans,Gare de Le Pouliguen,Train Longue Distance,1.6835981386491217,82.4402280106919,80.75662987204278,1,212.0934918933134,47.9956159,0.1926141,47.2825083,-2.4331287,Gare de Le Mans,Gare de Le Pouliguen,5440432.0,146249.0,125948.0,4173.0
Gare de Le Mans,Gare de Maintenon,Train Longue Distance Nuit,0.97288596514239,78.31052792752028,77.33764196237789,1,122.56059021698034,47.9956159,0.1926141,48.5854799,1.5920603,Gare de Le Mans,Gare de Maintenon,5440432.0,146249.0,1327025.0,4494.0
Gare de Le Mans,Gare de Mézidon - Canon,EuroNight,0.9619199784342586,78.73397934480339,77.77205936636913,1,121.1791356052228,47.9956159,0.1926141,49.070913,-0.0749139,Gare de Le Mans,Gare de Mézidon - Canon,5440432.0,146249.0,,75580.0
Gare de Le Mans,Gare de Nantes,Train Longue Distance,1.2398838445538947,104.08357373269232,102.84368988813841,1,156.19599956587234,47.9956159,0.1926141,47.2174913,-1.542077,Gare de Le Mans,Gare de Nantes,5440432.0,146249.0,17553626.0,327734.0
Gare de Le Mans,Gare de Noyal - Acigné,EuroNight,1.02074488749677,82.72012205968593,81.69937717218916,1,128.58968096457167,47.9956159,0.1926141,48.1187915,-1.5277647,Gare de Le Mans,Gare de Noyal - Acigné,5440432.0,146249.0,332259.0,985.0
Gare de Le Mans,Gare de Paris Montparnasse Hall 1 - 2,Train Longue Distance Nuit,1.4528178977283026,111.65846911213804,110.20565121440973,1,183.0206472320865,47.9956159,0.1926141,48.8411711,2.3205138,Gare de Le Mans,Gare de Paris Montparnasse Hall 1 - 2,5440432.0,146249.0,68925312.0,2103778.0
Gare de Le Mans,Gare de Pornichet,Train Longue Distance,1.639330804795716,82.4402280106919,80.80089720589618,1,206.516856235288,47.9956159,0.1926141,47.2704262,-2.3448644,Gare de Le Mans,Gare de Pornichet,5440432.0,146249.0,230185.0,12800.0
Gare de Le Mans,Gare de Rambouillet,Train Longue Distance Nuit,1.11919663463964,85.45089700896287,84.33170037432323,1,140.99226941794407,47.9956159,0.1926141,48.6437724,1.83154,Gare de Le Mans,Gare de Rambouillet,5440432.0,146249.0,5579876.0,27724.0
Gare de Le Mans,Gare de Rennes,EuroNight,1.1047412383189246,92.81686906767932,91.7121278293604,1,139.17123183659922,47.9956159,0.1926141,48.1035178,-1.6727439,Gare de Le Mans,Gare de Rennes,5440432.0,146249.0,15689647.0,230890.0
Gare de Le Mans,Gare de Saint-Nazaire,Train Longue Distance,1.5604506352161307,76.61847757756745,75.05802694235132,1,196.57982303050272,47.9956159,0.1926141,47.2864903,-2.211079,Gare de Le Mans,Gare de Saint-Nazaire,5440432.0,146249.0,1371500.0,74568.0
Gare de Le Mans,Gare de Saint-Pierre-sur-Dives,EuroNight,0.9171230219150385,78.73397934480339,77.81685632288836,1,115.53578003464834,47.9956159,0.1926141,49.0231056,-0.0405856,Gare de Le Mans,Gare de Saint-Pierre-sur-Dives,5440432.0,146249.0,75554.0,85038.0
Gare de Le Mans,Gare de Savenay,Train Longue Distance,1.3924667408900118,112.77227129739754,111.37980455650752,1,175.4178307999511,47.9956159,0.1926141,47.3586008,-1.951011,Gare de Le Mans,Gare de Savenay,5440432.0,146249.0,38477.0,9543.0
Gare de Le Mans,Gare de Servon,EuroNight,0.9834977091350522,82.72012205968593,81.73662435055088,1,123.89741863631295,47.9956159,0.1926141,48.1122139,-1.4652101,Gare de Le Mans,Gare de Servon,5440432.0,146249.0,,3565.0
Gare de Le Mans,Gare de Versailles Chantiers,Train Longue Distance Nuit,1.3400776637835188,107.7558885646408,106.41581090085728,1,168.81804784372875,47.9956159,0.1926141,48.795829,2.1358823,Gare de Le Mans,Gare de Versailles Chantiers,5440432.0,146249.0,24372929.0,84095.0
Gare de Le Mans,Gare de Vitré,EuroNight,0.8360381698193573,74.30400441847063,73.46796624865127,1,105.3210090475381,47.9956159,0.1926141,48.1226727,-1.2117541,Gare de Le Mans,Gare de Vitré,5440432.0,146249.0,1197732.0,19365.0
Gare de Le Mans,Gare de Épernon,Train Longue Distance Nuit,1.0264444422689325,85.45089700896287,84.42445256669393,1,129.30768988018804,47.9956159,0.1926141,48.6052007,1.681363,Gare de Le Mans,Gare de Épernon,5440432.0,146249.0,1574579.0,5715.0
Gare de Le Molay-Littry,Gare de Dol-de-Bretagne,EuroNight,0.8011901962716672,69.37933925327931,68.57814905700765,1,100.93098970416568,49.2493264,-0.8809742,48.5442508,-1.7505361,Gare de Le Molay-Littry,Gare de Dol-de-Bretagne,56169.0,3124.0,654150.0,5829.0
Gare de Le Molay-Littry,Gare de Pontchaillou,EuroNight,1.1040303112996708,98.00225362261612,96.89822331131646,1,139.08167186944706,49.2493264,-0.8809742,48.1186426,-1.6911174,Gare de Le Molay-Littry,Gare de Pontchaillou,56169.0,3124.0,405981.0,75580.0
Gare de Le Molay-Littry,Gare de Rennes,EuroNight,1.1116555608454168,98.00225362261612,96.8905980617707,1,140.0422727192513,49.2493264,-0.8809742,48.1035178,-1.6727439,Gare de Le Molay-Littry,Gare de Rennes,56169.0,3124.0,15689647.0,230890.0
Gare de Le Pouliguen,Gare de Amboise,Train Longue Distance,2.0456161081944626,100.0455096013167,97.99989349312223,1,257.6991821862513,47.2825083,-2.4331287,47.4214655,0.9817614,Gare de Le Pouliguen,Gare de Amboise,125948.0,4173.0,855042.0,12937.0
Gare de Le Pouliguen,Gare de Angers Saint-Laud,Train Longue Distance,1.1330334059586264,88.91481603847376,87.78178263251513,1,142.7353749003057,47.2825083,-2.4331287,47.4646464,-0.5567748,Gare de Le Pouliguen,Gare de Angers Saint-Laud,125948.0,4173.0,7116373.0,159022.0
Gare de Le Pouliguen,Gare de Beaugency,Train Longue Distance,2.4580745073681745,120.56229889667506,118.10422438930688,1,309.6591720040533,47.2825083,-2.4331287,47.7784038,1.6259389,Gare de Le Pouliguen,Gare de Beaugency,125948.0,4173.0,531504.0,8024.0
Gare de Le Pouliguen,Gare de Blois - Chambord,Train Longue Distance,2.258773519279753,108.99968206914752,106.74090854986777,1,284.55196765932897,47.2825083,-2.4331287,47.5854518,1.3237539,Gare de Le Pouliguen,Gare de Blois - Chambord,125948.0,4173.0,203396.0,47219.0
Gare de Le Pouliguen,Gare de Le Mans,Train Longue Distance,1.6835981386491217,82.4402280106919,80.75662987204278,1,212.0934918933134,47.2825083,-2.4331287,47.9956159,0.1926141,Gare de Le Pouliguen,Gare de Le Mans,125948.0,4173.0,5440432.0,146249.0
Gare de Le Pouliguen,Gare de Mer,Train Longue Distance,2.3787171083490635,120.56229889667506,118.183581788326,1,299.66201919237386,47.2825083,-2.4331287,47.7058923,1.5063578,Gare de Le Pouliguen,Gare de Mer,125948.0,4173.0,336887.0,6250.0
Gare de Le Pouliguen,Gare de Meung-sur-Loire,Train Longue Distance,2.503949353800416,122.34695171943295,119.84300236563253,1,315.4383161754115,47.2825083,-2.4331287,47.8299537,1.6919208,Gare de Le Pouliguen,Gare de Meung-sur-Loire,125948.0,4173.0,466159.0,6670.0
Gare de Le Pouliguen,Gare de Onzain - Chaumont-sur-Loire,Train Longue Distance,2.170536503605364,108.99968206914752,106.82914556554216,1,273.43619344990725,47.2825083,-2.4331287,47.4920275,1.1860922,Gare de Le Pouliguen,Gare de Onzain - Chaumont-sur-Loire,125948.0,4173.0,278696.0,75580.0
Gare de Le Pouliguen,Gare de Orléans,Train Longue Distance,2.639736122782077,108.12201520054764,105.48227907776555,1,332.54423315470865,47.2825083,-2.4331287,47.907891,1.9042468,Gare de Le Pouliguen,Gare de Orléans,125948.0,4173.0,5221422.0,116357.0
Gare de Le Pouliguen,Gare de Sablé-sur-Sarthe,Train Longue Distance,1.3397043736657765,94.8629081983585,93.52320382469271,1,168.77102212972747,47.2825083,-2.4331287,47.8417564,-0.3419969,Gare de Le Pouliguen,Gare de Sablé-sur-Sarthe,125948.0,4173.0,662172.0,12326.0
Gare de Le Pouliguen,Gare de Saint-Pierre-des-Corps,Train Longue Distance,1.8904038742113056,93.52763600767815,91.63723213346685,1,238.14611668068855,47.2825083,-2.4331287,47.3861437,0.7235445,Gare de Le Pouliguen,Gare de Saint-Pierre-des-Corps,125948.0,4173.0,4356356.0,15898.0
Gare de Le Pouliguen,Gare de Saumur,Train Longue Distance,1.4143450739556962,108.0169586614439,106.6026135874882,1,178.1739826096871,47.2825083,-2.4331287,47.2689958,-0.0714032,Gare de Le Pouliguen,Gare de Saumur,125948.0,4173.0,966833.0,26241.0
Gare de Le Pouliguen,Gare de Tours,Train Longue Distance,1.8721602182380135,93.52763600767815,91.65547578944015,1,235.8478481025464,47.2825083,-2.4331287,47.3898771,0.6928408,Gare de Le Pouliguen,Gare de Tours,125948.0,4173.0,7013155.0,139259.0
Gare de Le Theil - La Rouge,Gare de Angers Maître École,Train Longue Distance,1.0132679671256113,75.2993347476271,74.28606678050149,1,127.64776607780438,48.2672914,0.6943758,47.466953,-0.5324366,Gare de Le Theil - La Rouge,Gare de Angers Maître École,21145.0,387.0,46045.0,159022.0
Gare de Le Theil - La Rouge,Gare de Angers Saint-Laud,Train Longue Distance,1.0250660299063041,75.2993347476271,74.2742687177208,1,129.1340425681915,48.2672914,0.6943758,47.4646464,-0.5567748,Gare de Le Theil - La Rouge,Gare de Angers Saint-Laud,21145.0,387.0,7116373.0,159022.0
Gare de Le Theil - La Rouge,Gare de Le Vieux Briollay,Train Longue Distance,0.9272652453507386,75.2993347476271,74.37206950227636,1,116.81345998371613,48.2672914,0.6943758,47.5736883,-0.4830019,Gare de Le Theil - La Rouge,Gare de Le Vieux Briollay,21145.0,387.0,56169.0,75580.0
Gare de Le Theil - La Rouge,Gare de Morannes,Train Longue Distance,0.8056784983569294,64.19665910326812,63.39098060491119,1,101.49640946799313,48.2672914,0.6943758,47.7390037,-0.4181549,Gare de Le Theil - La Rouge,Gare de Morannes,21145.0,387.0,38346.0,75580.0
Gare de Le Theil - La Rouge,Gare de Paris Montparnasse Hall 1 - 2,Train Longue Distance,1.0766326948989626,83.73542841073575,82.65879571583679,1,135.63022107570706,48.2672914,0.6943758,48.8411711,2.3205138,Gare de Le Theil - La Rouge,Gare de Paris Montparnasse Hall 1 - 2,21145.0,387.0,68925312.0,2103778.0
Gare de Le Theil - La Rouge,Gare de Tiercé,Train Longue Distance,0.8957730098859137,69.94658160902017,69.05080859913426,1,112.84618416300248,48.2672914,0.6943758,47.6175243,-0.4694093,Gare de Le Theil - La Rouge,Gare de Tiercé,21145.0,387.0,120085.0,4589.0
Gare de Le Theil - La Rouge,Gare de Versailles Chantiers,Train Longue Distance,0.9630803354753295,79.11207006501584,78.14898972954052,1,121.32531311102663,48.2672914,0.6943758,48.795829,2.1358823,Gare de Le Theil - La Rouge,Gare de Versailles Chantiers,21145.0,387.0,24372929.0,84095.0
Gare de Le Theil - La Rouge,Gare de Étriché - Châteauneuf,Train Longue Distance,0.8698467657318725,69.94658160902017,69.07673484328829,1,109.58009142502803,48.2672914,0.6943758,47.6567338,-0.460868,Gare de Le Theil - La Rouge,Gare de Étriché - Châteauneuf,21145.0,387.0,28711.0,1600.0
Gare de Le Vieux Briollay,Gare de Batz-sur-Mer,Train Longue Distance,1.2194908009855456,88.91481603847376,87.69532523748822,1,153.62695905587623,47.5736883,-0.4830019,47.28086,-2.4788695,Gare de Le Vieux Briollay,Gare de Batz-sur-Mer,56169.0,75580.0,34742.0,2892.0
