id,ident,category,airport_name,aero_lat,aero_long,elevation_ft,continent,country_code,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
601720,SS7S,small_airport,Fazenda Boa Esperança Airport,-15.094922,-57.714973,719.0,SA,BR,BR-MT,Salto do Céu,no,,,SS7S,MT1139,,,
601958,SS7T,small_airport,Fazenda Eldorado Airstrip,-14.702317,-52.117747,922.0,SA,BR,BR-MT,Nova Xavantina,no,,,SS7T,MT1121,,,
601961,SS7U,small_airport,Fazenda Palmeiras Airstrip,-12.070661,-61.204347,853.0,SA,BR,BR-RO,Parecis,no,,,SS7U,RO0114,,,
601977,SS7V,small_airport,Fazenda Sagarana I Airstrip,-13.773683,-46.197289,3232.0,SA,BR,BR-BA,Correntina,no,,,SS7V,BA0494,,,
601975,SS7Y,small_airport,Fazenda Piratini Airport,-15.497105,-54.583738,2117.0,SA,BR,BR-MT,Dom Aquino,no,,,SS7Y,MT1116,,,
598551,SS7Z,small_airport,Fazenda Paraiso Arpa Airport,-11.298736,-49.63974,650.0,SA,BR,BR-TO,Dueré,no,,,SS7Z,TO0154,,,
598536,SS82,small_airport,Carará Airport,-0.075011,-53.11976,529.0,SA,BR,BR-PA,Almeirim,no,,,SS82,PA0426,,,
598535,SS83,small_airport,Fazenda Cochilo Airport,-17.118721,-45.421015,1850.0,SA,BR,BR-MG,Buritizeiro,no,,,SS83,MG0633,,,
598534,SS84,heliport,Grupo Mil Heliport,-22.119925,-43.235546,978.0,SA,BR,BR-RJ,Três Rios,no,,,SS84,RJ0238,,,
598532,SS86,small_airport,Fazenda Rio de Janeiro Airstrip,-11.936836,-46.085154,2700.0,SA,BR,BR-BA,Barreiras,no,,,SS86,BA0489,,,
598533,SS87,small_airport,Fazenda Alexandria Airport,-9.014992,-63.977247,285.0,SA,BR,BR-RO,Porto Velho,no,,,SS87,RO0106,,,
597446,SS88,small_airport,Fazenda Caravelas Airsrtip,-17.657616,-45.052576,1720.0,SA,BR,BR-MG,Buritizeiro,no,,,SS88,MG0627,,,
597445,SS89,small_airport,Fazenda São Vicente Airport,-18.746586,-56.358164,381.0,SA,BR,BR-MS,Corumbá,no,,,SS89,MS0778,,,
597443,SS8A,small_airport,Fazenda Fênix Airstrip,-18.960108,-54.798939,1292.0,SA,BR,BR-MS,Rio Verde de Mato Grosso,no,,,SS8A,MS0779,,,
597438,SS8B,heliport,Aura Almas Heliport,-11.700895,-47.166726,1257.0,SA,BR,BR-TO,Almas,no,,,SS8B,TO0144,,,
597437,SS8D,heliport,Guarajuba Beach Country Heliport,-12.633167,-38.095472,148.0,SA,BR,BR-BA,Camaçari,no,,,SS8D,BA0482,,,
597435,SS8E,small_airport,Fazenda Chibata Airport,-15.420926,-51.093533,919.0,SA,BR,BR-GO,Britânia,no,,,SS8E,GO0396,,,
597368,SS8F,small_airport,Fazenda Santa Maria Airport,-12.901194,-55.928706,1302.0,SA,BR,BR-MT,Sorriso,no,,,SS8F,MT1094,,,
597366,SS8G,small_airport,Fazenda Carisma Airstrip,-16.105775,-56.608795,488.0,SA,BR,BR-MT,Poconé,no,,,SS8G,MT1095,,,
601978,SS8I,small_airport,Pelisão Airport,-13.914234,-55.252054,1791.0,SA,BR,BR-MT,Santa Rita do Trivelato,no,,,SS8I,MT1038,,,
597162,SS8L,small_airport,Fazenda Tupancy Airstrip,-18.513139,-55.153003,600.0,SA,BR,BR-MS,Rio Verde de Mato Grosso,no,,,SS8L,MS0773,,,
597156,SS8M,small_airport,Aero Agrícola Norte Sul Airport,-9.42744,-59.247585,509.0,SA,BR,BR-MT,Colniza,no,,,SS8M,MT1101,,,
597158,SS8N,small_airport,Fazenda São Lourenço Airport,-16.998234,-53.460652,2782.0,SA,BR,BR-MT,Alto Garças,no,,,SS8N,MT1088,,,
601979,SS8O,heliport,Sophie Heliport,-28.9225,-49.348889,10.0,SA,BR,BR-SC,Araranguá,no,,,SS8O,SC0244,,,
593629,SS8P,heliport,Macaé d'Or Hospital Helipad,-22.390942,-41.810036,125.0,SA,BR,BR-RJ,Macaé,no,,,SS8P,RJ0351,,,
593582,SS8Q,heliport,Topázio Heliport,-20.133767,-43.962228,4249.0,SA,BR,BR-MG,Nova Lima,no,,,SS8Q,MG0624,,,
593567,SS8R,small_airport,Fazenda Passo do Lobo Airport,-13.775646,-56.145022,1387.0,SA,BR,BR-MT,Nova Mutum,no,,,SS8R,MT1079,,,
593571,SS8S,small_airport,Agropecuária BIM - Fazenda Cristalina Airport,-16.263142,-53.397239,2520.0,SA,BR,BR-MT,Guiratinga,no,,,SS8S,MT1093,,,
593574,SS8T,small_airport,Fazenda Paiabanha Airstrip,-10.350053,-47.958014,1436.0,SA,BR,BR-TO,Monte do Carmo,no,,,SS8T,TO0141,,,
601982,SS8U,heliport,Nosso Paraíso Heliport,-2.730356,-42.769361,13.0,SA,BR,BR-MA,Barreirinhas,no,,,SS8U,MA0208,,,
601983,SS8V,small_airport,Colina Aerosports Association Airport,-24.02816,-52.413006,1995.0,SA,BR,BR-PR,Campo Mourão,no,,,SS8V,PR0254,,,
601984,SS8W,heliport,Ibiti do Paço Heliport,-23.457885,-47.450868,1937.0,SA,BR,BR-SP,Sorocaba,no,,,SS8W,SP1486,,,
601987,SS8X,small_airport,Diplomata Airstrip,-19.402583,-48.057722,2582.0,SA,BR,BR-MG,Uberaba,no,,,SS8X,MG0650,,,
599113,SS8Y,small_airport,Rancho Leoncini Airstrip,-14.675165,-52.384888,889.0,SA,BR,BR-MT,Nova Xavantina,no,,,SS8Y,MT1135,,,
599112,SS8Z,small_airport,Grupo Carreira Airport,-17.24745,-51.35928,2819.0,SA,BR,BR-GO,Caiapônia,no,,,SS8Z,GO0403,,,
599114,SS93,small_airport,Rio Formoso Airport,-12.013642,-49.684296,686.0,SA,BR,BR-TO,Formoso do Araguaia,no,,,SS93,TO0155,,,
603554,SS96,small_airport,Fazenda Conquista Airstrip,-19.574419,-50.555503,1516.0,SA,BR,BR-MG,Limeira do Oeste,no,,,SS96,MG0651,,,
603552,SS97,small_airport,Fazenda Sinopema Airstrip,-11.446719,-56.453747,1184.0,SA,BR,BR-MT,Tabaporã,no,,,SS97,MT1145,,,
602025,SS98,heliport,Petroserra Heliport,-12.277442,-38.921606,781.0,SA,BR,BR-BA,Feira de Santana,no,,,SS98,BA0506,,,
602027,SS99,small_airport,Fazenda Veronezi Airport,-28.144761,-49.284758,1105.0,SA,BR,BR-SC,Grão Pará,no,,,SS99,SC0258,,,
599093,SS9A,small_airport,Fazenda Horizontina Leste Auxiliary Airstrip,-7.869755,-45.736574,1545.0,SA,BR,BR-MA,Tasso Fragoso,no,,,SS9A,MA0209,,,
602030,SS9B,small_airport,Fazenda Petróleo Airport,-10.36332,-51.527039,1083.0,SA,BR,BR-MT,Confresa,no,,,SS9B,MT1146,,,
599090,SS9C,small_airport,Brejo do Caipira Airport,-21.550775,-47.977305,1677.0,SA,BR,BR-SP,Guatapará,no,,,SS9C,SP1454,,,
602484,SS9D,small_airport,Fazenda Dona Irilde Airport,-12.740089,-56.207315,1301.0,SA,BR,BR-MT,Lucas do Rio Verde,no,,,SS9D,MT1099,,,
599089,SS9F,heliport,Pré-Fabricar Heliport,-27.104847,-49.52455,1253.0,SA,BR,BR-SC,Ibirama,no,,,SS9F,SC0254,,,
599087,SS9G,heliport,Tereza Ramos General & Maternity Hospital Helipad,-27.819099,-50.334427,3123.0,SA,BR,BR-SC,Lages,no,,,SS9G,SC0167,,,
602036,SS9H,small_airport,Fazenda Matos Airstrip,-20.077397,-54.1925,1744.0,SA,BR,BR-MS,Jaraguari,no,,,SS9H,MS0789,,,
602040,SS9J,small_airport,Fazenda Três Fronteiras Airstrip,-9.124292,-61.199772,479.0,SA,BR,BR-MT,Colniza,no,,,SS9J,MT1148,,,
602044,SS9K,heliport,Torquefly Heliport,-19.557186,-42.595522,1043.0,SA,BR,BR-MG,Timóteo,no,,,SS9K,MG0655,,,
599086,SS9L,heliport,MHL Heliport,-26.41163,-49.109674,144.0,SA,BR,BR-SC,Jaraguá do Sul,no,,,SS9L,SC0255,,,
602046,SS9M,heliport,Minas Gerais State Court Helistop,-19.944592,-43.922273,3402.0,SA,BR,BR-MG,Belo Horizonte,no,,,SS9M,MG0639,,,TJMG
602106,SS9N,small_airport,MM Airport,-10.767978,-49.64021,640.0,SA,BR,BR-TO,Lagoa da Confusão,no,,,SS9N,TO0120,,,
602108,SS9O,small_airport,Rio Sauípe Aeropark,-12.30665,-38.012636,132.0,SA,BR,BR-BA,Itanagra,no,,,SS9O,BA0507,,,
598530,SS9P,small_airport,Grupo Golin Agro Airport,-8.116992,-43.139831,1575.0,SA,BR,BR-PI,Canto do Buriti,no,,,SS9P,PI0056,,,
600777,SS9Q,small_airport,Aerofrásio Airport,-6.704161,-36.681427,1001.0,SA,BR,BR-RN,Parelhas,no,,,SS9Q,RN0023,,,
599083,SS9R,small_airport,Fazenda Triangulo Formoso Airstrip,-17.425672,-44.989472,1749.0,SA,BR,BR-MG,Buritizeiro,no,,,SS9R,MG0583,,,
599080,SS9S,small_airport,Fazenda São Francisco Airport,-11.103033,-48.033319,945.0,SA,BR,BR-TO,Monte do Carmo,no,,,SS9S,TO0159,,,
599078,SS9T,small_airport,Teboa  Airstrip,-21.484444,-54.963056,1358.0,SA,BR,BR-MS,Rio Brilhante,no,,,SS9T,MS0785,,,
600780,SS9U,heliport,Ayrton Senna International Autodrome Principal Heliport,-16.718543,-49.193559,2489.0,SA,BR,BR-GO,Goiânia,no,,,SS9U,GO0405,,,
600781,SS9V,small_airport,Agroesser Airport,-9.890994,-49.17795,827.0,SA,BR,BR-TO,Divinópolis do Tocantins,no,,,SS9V,TO0161,,,
600784,SS9W,small_airport,Retiro Pouso Alto Fazenda Cruz Alta Airstrip,-19.016572,-55.81579,436.0,SA,BR,BR-MS,Corumbá,no,,,SS9W,MS0786,,,
599074,SS9X,heliport,Grupo 3T Heliport,-20.330189,-43.4527,2897.0,SA,BR,BR-MG,Mariana,no,,,SS9X,MG0647,,,
600788,SS9Y,heliport,44 Heliport,-16.37048,-49.520717,2674.0,SA,BR,BR-GO,Inhumas,no,,,SS9Y,GO0413,,,
600789,SS9Z,small_airport,Fazenda Silmar Airstrip,-16.225,-60.08916,937.0,SA,BR,BR-MT,Vila Bela da Santíssima Trindade,no,,,SS9Z,MT1151,,,
600130,SSA0,small_airport,Fazenda Castelo Airstrip,-8.734705,-63.754952,269.0,SA,BR,BR-RO,Porto Velho,no,,,SSA0,RO0115,,,
600791,SSA3,small_airport,Fazenda Mainau Airstrip,-9.943083,-38.520339,1276.0,SA,BR,BR-BA,Jeremoabo,no,,,SSA3,BA0512,,,
599076,SSA4,small_airport,Fazenda Angelim Airport,-8.981254,-45.424206,1714.0,SA,BR,BR-PI,Baixa Grande do Ribeiro,no,,,SSA4,PI0124,,,
599072,SSA6,small_airport,Rincão Porã Airport,-13.743406,-57.347983,1739.0,SA,BR,BR-MT,Diamantino,no,,,SSA6,MT1141,,,
599070,SSA7,small_airport,Fazenda Sete Airport,-14.134705,-45.420552,2667.0,SA,BR,BR-BA,Jaborandi,no,,,SSA7,BA0503,,,
600127,SSA8,small_airport,Fazenda Olho d'Água Airport,-13.6382,-46.720928,1459.0,SA,BR,BR-GO,São Domingos,no,,,SSA8,GO0406,,,
600793,SSA9,small_airport,Fazenda Lagoa Airport,-11.8284,-45.8292,2575.0,SA,BR,BR-BA,Barreiras,no,,,SSA9,BA0510,,,
331825,SSAA,heliport,Hospital da Unimed Heliport,-19.921843,-43.919601,2871.0,SA,BR,BR-MG,Belo Horizonte,no,,,SSAA,MG0267,,,
429,SSAB,small_airport,Moisés Lupion Airport,-23.762199,-50.263,1968.0,SA,BR,BR-PR,Ibaiti,no,,,SSAB,PR0024,,,
430,SSAD,small_airport,Fazenda Ribeirão Airport,-18.764,-52.917599,2736.0,SA,BR,BR-MS,Chapadão do Sul,no,,,SSAD,MS0243,,,
37387,SSAE,small_airport,Arroio Grande Airport,-32.229154,-53.055544,161.0,SA,BR,BR-RS,Arroio Grande,no,,,SSAE,RS0040,,,
37388,SSAF,small_airport,Aeroclube de Foz do Iguaçu Airport,-25.36971,-54.470508,840.0,SA,BR,BR-PR,Santa Terezinha de Itaipu,no,,,SSAF,PR0071,,,
37389,SSAG,small_airport,Fazenda Lobo Airport,-19.711728,-52.726921,1410.0,SA,BR,BR-MS,Água Clara,no,,,SSAG,MS0244,,,Agropecuária Lobo Ltda
335484,SSAH,small_airport,Fazenda Sorriso Airport,-11.527549,-51.223622,728.0,SA,BR,BR-MT,São Félix do Araguaia,no,,,SSAH,MT0500,,,
331828,SSAI,small_airport,Fazenda Panamá Airport,-14.10529,-46.797615,1640.0,SA,BR,BR-GO,Iaciara,no,,,SSAI,GO0104,,,
37391,SSAK,small_airport,Carlos Ruhl Airport,-28.657934,-53.610095,1542.0,SA,BR,BR-RS,Cruz Alta,no,,CZB,SSAK,RS0048,,,Aeroclube Airport
317301,SSAL,heliport,Mostardeiro Heliport,-30.028309,-51.204054,364.0,SA,BR,BR-RS,Porto Alegre,no,,,SSAL,RS0111,,,
431,SSAN,small_airport,Andirá Airport,-23.027335,-50.2271,1608.0,SA,BR,BR-PR,Andirá,no,,,SSAN,PR0032,,,João Galdino
331833,SSAO,small_airport,Fazenda Olhos D'Água Airport,-12.009456,-40.274425,1329.0,SA,BR,BR-BA,Baixa Grande,no,,,SSAO,BA0149,,,
432,SSAP,small_airport,Captain João Busse Airport,-23.609099,-51.384301,2625.0,SA,BR,BR-PR,Apucarana,no,SSAP,APU,SSAP,PR0014,,https://en.wikipedia.org/wiki/Apucarana_Airport,
30246,SSAQ,small_airport,Aeroclube Airport,-28.250601,-52.516701,1969.0,SA,BR,BR-RS,Passo Fundo,no,,,SSAQ,RS0036,,,
37393,SSAR,small_airport,Fazenda Jacaré Airport,-21.503056,-53.967499,1214.0,SA,BR,BR-MS,Campo Grande,no,,,SJRJ,MS0181,,,SSAR
331835,SSAS,heliport,Edifício Serrador Helipad,-22.911802,-43.176246,292.0,SA,BR,BR-RJ,Rio de Janeiro,no,,,SSAS,RJ0142,,,17
37394,SSAU,small_airport,Centeno Airport,-30.745976,-51.430526,43.0,SA,BR,BR-RS,Tapes,no,,,SSAU,RS0090,,,
37395,SSAV,small_airport,Fazenda Amonguijá Airport,-21.689941,-57.475126,400.0,SA,BR,BR-MS,Porto Murtinho,no,,,SSAV,MS0245,,,
433,SSAY,small_airport,Sítio Pouso do Aviador Airport,-20.48616,-54.48339,1946.0,SA,BR,BR-MS,Campo Grande,no,,,SSAY,MS0246,,,
46109,SSAZ,heliport,Quatro Barras Heliport,-25.376624,-49.084809,3041.0,SA,BR,BR-PR,Quatro Barras,no,,,SDEQ,PR0102,,,SSAZ
601134,SSB2,small_airport,Âncora Lodge Airstrip,-13.210521,-52.959612,1062.0,SA,BR,BR-MT,Gaúcha do Norte,no,,,SSB2,MT1156,,,
601138,SSB3,small_airport,Fazenda São Sebastião do Iriri Airport,-6.0252,-53.72525,840.0,SA,BR,BR-PA,Altamira,no,,,SSB3,PA0437,,,
602110,SSB4,heliport,São Braz Bahia Heliport,-12.373078,-38.807281,774.0,SA,BR,BR-BA,Conceição do Jacuípe,no,,,SSB4,BA0500,,,
602111,SSB6,small_airport,Fazenda Orion Airstrip,-17.094247,-58.250903,316.0,SA,BR,BR-MT,Cáceres,no,,,SSB6,MT1144,,,
602115,SSB7,small_airport,Fazenda Santa Paula Airport,-14.18362,-45.844891,2878.0,SA,BR,BR-BA,Jaborandi,no,,,SSB7,BA0511,,,
602118,SSB8,small_airport,Fazenda Buriti Airport,-6.691142,-51.945554,689.0,SA,BR,BR-PA,São Félix do Xingu,no,,,SSB8,PA0435,,,
602121,SSB9,small_airport,Fazenda Brasília Airport,-15.339419,-51.495853,934.0,SA,BR,BR-GO,Jussara,no,,,SSB9,GO0409,,,
37398,SSBC,small_airport,Fazenda Barra do Tietê Airport,-20.72611,-51.588612,1115.0,SA,BR,BR-SP,Castilho,no,,,SSBC,SP0243,,,"Malibu Confinamento, JBS Agropecuária LTDA"
37400,SSBF,small_airport,Fazenda JL Airport,-20.002079,-51.38345,1400.0,SA,BR,BR-MS,Aparecida do Taboado,no,,,SSBF,MS0247,,,
37401,SSBG,small_airport,Aeroclube de Bento Gonçalves Airport,-29.147424,-51.540791,2209.0,SA,BR,BR-RS,Bento Gonçalves,no,,BGV,SSBG,RS0091,,,
331842,SSBI,small_airport,Condomínio Irmãos Gatto Airport,-11.85146,-46.302258,2851.0,SA,BR,BR-BA,Barreiras,no,,,SSBI,BA0151,,,
37404,SSBK,small_airport,Fazenda Araruna Airport,-17.583754,-54.641158,1886.0,SA,BR,BR-MS,Sonora,no,,,SSBK,MS0248,,,
436,SSBL,small_airport,Blumenau Airport,-26.831661,-49.093569,60.0,SA,BR,BR-SC,Blumenau,no,SSBL,BNU,SSBL,SC0019,,https://en.wikipedia.org/wiki/Blumenau_Airport,
37406,SSBN,small_airport,Belém Novo Airport,-30.188978,-51.182148,16.0,SA,BR,BR-RS,Porto Alegre,no,,,SSBN,RS0002,https://args.com.br/,https://pt.wikipedia.org/wiki/Aeroporto_de_Bel%C3%A9m_Novo,
37408,SSBP,heliport,Parque Barigui Heliport,-25.430927,-49.315429,2936.0,SA,BR,BR-PR,Curitiba,no,,,SSBP,PR0131,,,
37409,SSBQ,small_airport,Marfrig Bataguassu MS Airport,-21.744471,-52.4805,1224.0,SA,BR,BR-MS,Bataguassu,no,,,SDD8,MS0518,,,"SSBQ, Frigorífico Marfrig"
29683,SSBR,small_airport,Bandeirantes Airport,-23.072799682617188,-50.423099517822266,1319.0,SA,BR,BR-PR,Bandeirantes,no,,,SSBR,,,,
437,SSBT,small_airport,Fazenda Santa Ilídia Airport,-22.323932,-53.095477,942.0,SA,BR,BR-MS,Bataiporã,no,,,SSBT,MS0250,,,
37411,SSBU,small_airport,Fazenda Baguassu Airport,-21.45465,-57.146527,1132.0,SA,BR,BR-MS,Porto Murtinho,no,,,SJ97,MS0251,,,"SSBU, Baguaçu, Miragem"
438,SSBV,small_airport,Bela Vista Airport,-22.0816,-56.538601,770.0,SA,BR,BR-MS,Bela Vista,no,,,SSBV,MS0011,,https://pt.wikipedia.org/wiki/Aeroporto_de_Bela_Vista,
44723,SSBW,small_airport,Fazenda Boa Sorte Airport,-20.914864,-55.016881,1197.0,SA,BR,BR-MS,Sidrolândia,no,,,SJR2,MS0252,,,SSBW
37412,SSBX,small_airport,Fazenda Lageado Airport,-18.445355,-54.796101,728.0,SA,BR,BR-MS,Coxim,no,,,SSBX,MS0253,,,
439,SSBY,small_airport,Orlando Chesini Ometto Airport,-20.099501,-56.7939,443.0,SA,BR,BR-MS,Miranda,no,,,SSBY,MS0254,,,
602123,SSC2,small_airport,Aeroleves Airstrip,2.762467,-60.58895,262.0,SA,BR,BR-RR,Cantá,no,,,SSC2,RR0169,,,
602124,SSC3,small_airport,Fazenda Santa Maria Airport,-7.146892,-56.724153,771.0,SA,BR,BR-PA,Itaituba,no,,,SSC3,PA0440,,,
602134,SSC4,heliport,Fazenda Tapuio Heliport,-6.826372,-35.656253,1624.0,SA,BR,BR-PB,Serraria,no,,,SSC4,PB0043,,,
603551,SSC6,heliport,Guarujá Marina Residential Heliport.,-23.931536,-46.204187,66.0,SA,BR,BR-SP,Guarujá,no,,,SSC6,SP1490,,,
602135,SSC7,small_airport,Fazenda Maria II Airport,-14.407778,-45.702778,2854.0,SA,BR,BR-BA,Jaborandi,no,,,SSC7,BA0518,,,
602138,SSC8,small_airport,Fazenda Dona Francisca Airport,-14.349113,-54.206003,1568.0,SA,BR,BR-MT,Paranatinga,no,,,SSC8,MT1078,,,
602140,SSC9,small_airport,Fazenda Tara Airport,-12.843055,-45.941828,2749.0,SA,BR,BR-BA,São Desidério,no,,,SSC9,BA0513,,,https://aisweb.decea.mil.br/?i=aerodromos&codigo=SSC9&amdt=2002
37414,SSCA,small_airport,Fazenda Pantanal Airport,-18.73438,-52.604213,2730.0,SA,BR,BR-MS,Chapadão do Sul,no,,,SSCA,MS0255,,,Campo Bom
44724,SSCB,small_airport,Fazenda Santa Maria Airport,-13.769686,-49.934503,830.0,SA,BR,BR-GO,Mundo Novo,no,,,SWWQ,GO0148,,,SSCB
332244,SSCC,heliport,SC401 Square Corporate Helipad,-27.53462,-48.509863,115.0,SA,BR,BR-SC,Florianópolis,no,,,SSCC,SC0087,,,
37415,SSCD,small_airport,Chapadão do Sul Airport,-18.839125,-52.488116,2680.0,SA,BR,BR-MS,Chapadão do Sul,no,,,SSCD,MS0007,http://www.chapadaodosul.ms.gov.br/noticia/imagens-que-marcaram-a-26a-exposul/2401,,Júlio Alves Martins
37416,SSCE,small_airport,Aeroclube de Bagé,-31.327778,-54.134724,728.0,SA,BR,BR-RS,Bagé,no,,,SIBK,RS0058,,https://pt.wikipedia.org/wiki/Aeroclube_de_Bag%C3%A9,SSCE
37417,SSCF,small_airport,Max Fontoura Airport,-25.426398,-49.524194,3140.0,SA,BR,BR-PR,Campo Largo,no,,,SSCF,PR0072,,,
335008,SSCG,heliport,Orla 62 Helipad,-23.038528,-44.195884,115.0,SA,BR,BR-RJ,Angra dos Reis,no,,,SSCG,RJ0188,,,
37418,SSCH,small_airport,Fazenda Cachoeirão Airport,-21.598487,-53.226976,1066.0,SA,BR,BR-MS,Nova Andradina,no,,,SSCH,MS0256,,,
440,SSCI,small_airport,Coxim Airport,-18.477699,-54.714699,965.0,SA,BR,BR-MS,Coxim,no,,,SSCI,MS0012,,,
37419,SSCJ,small_airport,Fazenda Celeiro Airport,-21.545365,-54.661987,1071.0,SA,BR,BR-MS,Rio Brilhante,no,,,SJI8,MS0257,,,SSCJ
441,SSCK,small_airport,Olavo Cecco Rigon Airport,-27.180511,-52.051755,2461.0,SA,BR,BR-SC,Concórdia,no,SSCK,CCI,SSCK,SC0010,,https://en.wikipedia.org/wiki/Conc%C3%B3rdia_Airport,
37420,SSCL,small_airport,Cassilândia Airport,-19.146861,-51.676941,1568.0,SA,BR,BR-MS,Cassilândia,no,SSCL,CSS,SSCL,MS0018,,,
37421,SSCM,small_airport,Fazenda Caçadinha Airport,-21.61412,-54.79561,1299.0,SA,BR,BR-MS,Rio Brilhante,no,,,SSCM,MS0258,,,
442,SSCN,small_airport,Canela Airport,-29.370091,-50.831729,2746.0,SA,BR,BR-RS,Canela,yes,SSCN,CEL,SSCN,RS0019,https://www.aeroportodecanela.com.br/,https://en.wikipedia.org/wiki/Canela_Airport,
37422,SSCO,small_airport,Comandante Marilda Zaiden de Mesquita Airport,-31.775068,-52.451879,33.0,SA,BR,BR-RS,Capão do Leão,no,,,SSCO,RS0092,,,
443,SSCP,small_airport,Cornélio Procópio Airport,-23.152711,-50.602868,1860.0,SA,BR,BR-PR,Cornélio Procópio,no,SSCP,CKO,SSCP,PR0015,,https://en.wikipedia.org/wiki/Corn%C3%A9lio_Proc%C3%B3pio_Airport,
37423,SSCQ,small_airport,Salcã Airport,-29.900249,-54.929386,285.0,SA,BR,BR-RS,Cacequi,no,,,SSCQ,RS9001,,,
444,SSCR,small_airport,Balduino Helmuth Jope Airport,-24.512699,-54.054699,1381.0,SA,BR,BR-PR,Marechal Cândido Rondon,no,,,SSCR,PR0016,,https://pt.wikipedia.org/wiki/Aeroporto_Balduino_Helmuth_Jope,
445,SSCT,small_airport,Engenheiro Gastão de Mesquita Filho Airport,-23.69157,-52.642091,1837.0,SA,BR,BR-PR,Cianorte,no,SSCT,GGH,SSCT,PR0025,,https://en.wikipedia.org/wiki/Gast%C3%A3o_Mesquita_Airport,
44725,SSCU,small_airport,Fazenda Santa Marina Airport,-8.86894,-50.481324,1007.0,SA,BR,BR-PA,Santa Maria Das Barreiras,no,,,SSCU,PA0123,,,
37426,SSCW,small_airport,Fazenda Santa Glória Airport,-18.039722,-56.005554,456.0,SA,BR,BR-MS,Corumbá,no,,,SIQO,MS0121,,,"SSCW, Fazenda São Sebastião"
37427,SSCX,small_airport,Fazenda Coxilha Airport,-28.095087,-52.335746,2133.0,SA,BR,BR-RS,Passo Fundo,no,,,SSCX,RS0093,,,
37428,SSCY,heliport,Sikorski Heliport,-25.438472,-49.448541,3149.0,SA,BR,BR-PR,Campo Largo,yes,,,SSCY,PR0132,http://www.sikorski.com.br,,"pilotoprivado, piloto, pilotodehelicóptero, cursopiloto, pilotocomercial, pilotosdehelicóptero, pilotobrasil, cursodepilotagem, escoladepilotagem, escoladepilotos, escoladeaviacao, escoladeaviação, heliponto, heliporto, helicentro, r44, r22, robinson, roto"
604479,SSD1,heliport,Fazenda 28 Heliport,-21.415125,-43.036719,1499.0,SA,BR,BR-MG,Descoberto,no,,,SSD1,MG0663,,,
602142,SSD2,heliport,Fazenda São Manoel Heliport,-23.602227,-51.093063,1737.0,SA,BR,BR-PR,Londrina,no,,,SSD2,PR0257,,,
333186,SSDA,heliport,Água Mansa Heliport,-23.741404,-45.404187,7.0,SA,BR,BR-SP,São Sebastião,no,,,SSDA,SP0746,,,
37431,SSDD,heliport,Nossa Senhora de Fátima Heliport,-29.932878,-51.183286,13.0,SA,BR,BR-RS,Canoas,no,,,SSDD,RS9004,,,
44726,SSDG,small_airport,Fazenda Nazaré Airport,-9.335862,-45.57298,2034.0,SA,BR,BR-PI,Santa Filomena,no,,,SNXZ,PI0033,,,SSDG
44727,SSDI,small_airport,Fazenda Bacatuba Airport,-5.659765,-43.705702,584.0,SA,BR,BR-MA,Buriti Bravo,no,,,SSDI,MA0044,,,
