origin,destination,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,departure_time,arrival_time,shape_distance_km,source,provider
"Aalen, Hauptbahnhof",Aulendorf Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.9529683,9.6438996,06:52:00,08:46:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof",Bahnhof Überlingen,Train Longue Distance Nuit,48.8416777,10.0961295,47.7689677,9.1630584,06:52:00,09:59:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof",Biberach (Riß),Train Longue Distance Nuit,48.8416777,10.0961295,48.1019531,9.7929571,06:52:00,08:28:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof",Friedrichshafen Stadtbahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.6532824,9.4735701,06:52:00,09:16:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof",Giengen (Brenz),Train Longue Distance Nuit,48.8416777,10.0961295,48.619741,10.2380274,06:52:00,07:27:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof",Heidenheim (Brenz),Train Longue Distance Nuit,48.8416777,10.0961295,48.6803766,10.1565142,06:52:00,07:16:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof",Langenau (Württ),Train Longue Distance Nuit,48.8416777,10.0961295,48.4932982,10.1258817,06:52:00,07:48:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof",Ludwigshafen(Bodensee) Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.8156006,9.0531495,06:52:00,10:26:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof","Oberkochen, Bahnhof",Train Longue Distance Nuit,48.8416777,10.0961295,48.7824026,10.10761,06:52:00,06:59:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof",Radolfzell Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.735852,8.969157,06:52:00,10:47:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof","Salem, Bahnhof",Train Longue Distance Nuit,48.8416777,10.0961295,47.7577,9.2969523,06:52:00,09:45:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof",Singen (Htw) Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.7596204,8.8421802,06:52:00,11:00:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof",Sipplingen Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.7955392,9.0956039,06:52:00,10:20:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof",Sontheim (Brenz),Train Longue Distance Nuit,48.8416777,10.0961295,48.5591633,10.2849464,06:52:00,07:36:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof",Uhldingen-Mühlhofen Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.7369033,9.24856,06:52:00,09:52:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof",Ulm Hbf,Train Longue Distance Nuit,48.8416777,10.0961295,48.3993472,9.9823668,06:52:00,08:03:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
"Aalen, Hauptbahnhof",Überlingen Bahnhof Therme,Train Longue Distance Nuit,48.8416777,10.0961295,47.7694386,9.1446878,06:52:00,10:03:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
Aichstetten Bahnhof,"Aitrach (Kr Ravensb), Bahnhof",Train Longue Distance Nuit,47.8878722,10.0747137,47.9434916,10.0802113,23:21:00,23:33:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
Aichstetten Bahnhof,Buchloe,Train Longue Distance Nuit,47.8877939,10.0746777,48.0335849,10.7162725,05:15:00,06:11:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
Aichstetten Bahnhof,Geltendorf,Train Longue Distance Nuit,47.8877939,10.0746777,48.1060203,11.0380221,05:15:00,06:30:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
Aichstetten Bahnhof,Hergatz,Train Longue Distance Nuit,47.8878722,10.0747137,47.6465349,9.8275961,23:51:00,24:57:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
Aichstetten Bahnhof,Kaufering,Train Longue Distance Nuit,47.8877939,10.0746777,48.0811623,10.8551251,05:15:00,06:22:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
Aichstetten Bahnhof,Kißlegg Bahnhof,Train Longue Distance Nuit,47.8878722,10.0747137,47.793258,9.8819621,22:51:00,23:25:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
Aichstetten Bahnhof,Leutkirch Bahnhof,Train Longue Distance Nuit,47.8878722,10.0747137,47.8261984,10.0160088,22:51:00,23:05:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
Aichstetten Bahnhof,Lindau-Insel,Train Longue Distance Nuit,47.8878722,10.0747137,47.5450478,9.6811168,23:51:00,25:27:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
Aichstetten Bahnhof,Lindau-Reutin,Train Longue Distance Nuit,47.8879204,10.0752526,47.5523177,9.7012121,05:16:00,06:19:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
Aichstetten Bahnhof,Lindau-Reutin Bstg 1,Train Longue Distance Nuit,47.8878722,10.0747137,47.5527784,9.7024518,23:51:00,25:20:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
Aichstetten Bahnhof,Memmingen,Train Longue Distance Nuit,47.8878722,10.0747137,47.9842199,10.186509,23:21:00,24:02:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
Aichstetten Bahnhof,Mindelheim,Train Longue Distance Nuit,47.8877939,10.0746777,48.045069,10.5020333,05:15:00,05:56:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
Aichstetten Bahnhof,München Hbf Gleis 24,Train Longue Distance Nuit,47.8877939,10.0746777,48.14086,11.5576615,05:15:00,07:03:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
Aichstetten Bahnhof,Pasing Gleis 3,Train Longue Distance Nuit,47.8877939,10.0746777,48.1496771,11.4616496,05:15:00,06:53:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
Aichstetten Bahnhof,Rammingen (Bay),Train Longue Distance Nuit,47.8877939,10.0746777,48.0524134,10.5899424,05:50:00,06:34:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769
