route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order,continuous_pickup,continuous_drop_off
zenbus:Line:359610003:LOC,,Ales'y,Ales'y Bleue,,3,,3F9CC9,000000,0,,
zenbus:Line:365440001:LOC,,Ales'y,Ales'y Orange,,3,,EB9718,000000,0,,
