trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
vvs-31-422-1-1-1-R-0-Special#6-49-203,11:53:00,11:53:00,de:08118:5492:0:4,17,,0,0,6091.21
vvs-31-422-1-1-1-R-0-Special#6-49-203,11:54:00,11:54:00,de:08118:3429:0:3,18,,0,0,6629.26
vvs-31-422-1-1-1-R-0-Special#6-49-203,11:55:00,11:55:00,de:08118:5457:0:3,19,,0,0,6962.19
vvs-31-422-1-1-1-R-0-Special#6-49-203,11:57:00,11:57:00,de:08118:5494:1:3,20,,0,0,7095.65
vvs-31-422-1-1-1-R-0-Special#26-122-204,11:35:00,11:35:00,de:08118:5502:0:4,1,,0,0,0.0
vvs-31-422-1-1-1-R-0-Special#26-122-204,11:36:00,11:36:00,de:08118:5501:0:4,2,,0,0,337.55
vvs-31-422-1-1-1-R-0-Special#26-122-204,11:37:00,11:37:00,de:08118:7432:0:4,3,,0,0,542.37
vvs-31-422-1-1-1-R-0-Special#26-122-204,11:39:00,11:39:00,de:08118:5500:0:4,4,,0,0,823.61
vvs-31-422-1-1-1-R-0-Special#26-122-204,11:40:00,11:40:00,de:08118:5499:0:4,5,,0,0,1299.48
vvs-31-422-1-1-1-R-0-Special#26-122-204,11:41:00,11:41:00,de:08118:5498:0:4,6,,0,0,1553.11
vvs-31-422-1-1-1-R-0-Special#26-122-204,11:43:00,11:43:00,de:08118:4894:0:3,7,,0,0,1829.11
vvs-31-422-1-1-1-R-0-Special#26-122-204,11:44:00,11:44:00,de:08118:5497:0:4,8,,0,0,2238.34
vvs-31-422-1-1-1-R-0-Special#26-122-204,11:46:00,11:46:00,de:08118:3419:2:3,9,,0,0,2590.37
vvs-31-422-1-1-1-R-0-Special#26-122-204,11:47:00,11:47:00,de:08118:3408:1:3,10,,0,0,2966.84
vvs-31-422-1-1-1-R-0-Special#26-122-204,11:49:00,11:51:00,de:08118:7402:5:8,11,,0,0,3533.06
vvs-31-422-1-1-1-R-0-Special#26-122-204,11:53:00,11:53:00,de:08118:5472:0:6,12,,0,0,4267.33
vvs-31-422-1-1-1-R-0-Special#26-122-204,11:54:00,11:54:00,de:08118:5488:0:4,13,,0,0,4737.91
vvs-31-422-1-1-1-R-0-Special#26-122-204,11:55:00,11:55:00,de:08118:5489:0:3,14,,0,0,5136.47
vvs-31-422-1-1-1-R-0-Special#26-122-204,11:56:00,11:56:00,de:08118:5490:0:4,15,,0,0,5524.97
