trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:04:00,24:04:00,de:08111:6008:2:2,8,,0,0,11571.33
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:10:00,24:10:00,de:08111:6052:1:2,9,,0,0,16530.75
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:11:00,24:12:00,de:08111:6221:1:2,10,,0,0,17259.88
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:13:00,24:13:00,de:08111:6056:1:2,11,,0,0,17960.56
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:15:00,24:15:00,de:08111:6118:1:102,12,,0,0,18940.07
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:19:00,24:19:00,de:08111:6333:1:3,13,,0,0,22428.32
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:22:00,24:22:00,de:08111:34:2:4,14,,0,0,25170.2
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:24:00,24:24:00,de:08111:1300:2:4,15,,0,0,26957.31
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:26:00,24:27:00,de:08119:6500:2:1,16,,0,0,28647.77
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:29:00,24:30:00,de:08119:7604:3:3,17,,0,0,30949.14
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:33:00,24:33:00,de:08119:1602:2:1,18,,0,0,35182.12
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:36:00,24:36:00,de:08119:1603:1:2,19,,0,0,37731.77
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:39:00,24:39:00,de:08119:7605:1:2,20,,0,0,40806.07
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:41:00,24:42:00,de:08119:1601:2:2,21,,0,0,43928.46
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:44:00,24:45:00,de:08119:7601:1:2,22,,0,0,46873.25
ddb-92-T03-1-1-59-R-15-Special#5452-1094-983,24:48:00,24:48:00,de:08119:7600:5:5,23,,0,0,49473.21
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,23:48:00,23:48:00,de:08116:2103:1:1,1,,0,0,0.0
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,23:50:00,23:50:00,de:08116:7003:1:2,2,,0,0,1798.11
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,23:52:00,23:53:00,de:08116:175:2:2,3,,0,0,3958.95
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,23:55:00,23:55:00,de:08116:2105:2:2,4,,0,0,5627.3
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,23:57:00,23:58:00,de:08111:6001:1:3,5,,0,0,7749.04
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:00:00,24:00:00,de:08111:6002:1:3,6,,0,0,9008.42
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:02:00,24:02:00,de:08111:6027:1:2,7,,0,0,10390.71
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:04:00,24:04:00,de:08111:6008:2:2,8,,0,0,11571.33
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:10:00,24:10:00,de:08111:6052:1:2,9,,0,0,16530.75
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:11:00,24:12:00,de:08111:6221:1:2,10,,0,0,17259.88
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:13:00,24:13:00,de:08111:6056:1:2,11,,0,0,17960.56
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:15:00,24:15:00,de:08111:6118:1:102,12,,0,0,18940.07
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:19:00,24:19:00,de:08111:6333:1:3,13,,0,0,22428.32
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:22:00,24:22:00,de:08111:34:2:4,14,,0,0,25170.2
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:24:00,24:24:00,de:08111:1300:2:4,15,,0,0,26957.31
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:26:00,24:27:00,de:08119:6500:2:1,16,,0,0,28647.77
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:29:00,24:30:00,de:08119:7604:3:3,17,,0,0,30949.14
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:33:00,24:33:00,de:08119:1602:2:1,18,,0,0,35182.12
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:36:00,24:36:00,de:08119:1603:1:2,19,,0,0,37731.77
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:39:00,24:39:00,de:08119:7605:1:2,20,,0,0,40806.07
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:41:00,24:42:00,de:08119:1601:2:2,21,,0,0,43928.46
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:44:00,24:45:00,de:08119:7601:1:2,22,,0,0,46873.25
ddb-92-T03-1-1-59-R-15-Special#9805-1085-984,24:48:00,24:48:00,de:08119:7600:5:5,23,,0,0,49473.21
