stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,platform_code,tts_stop_name,import_id,ext_id,city_name,direction_id,area_name,ext_aleop_abri,ext_aleop_poteau,ext_bench,ext_bikepark,ext_carcharging,ext_carpark,ext_carpooling,ext_conventionnement,ext_diag_date,ext_gare_conventionnee,ext_gestionnaire,ext_id_py7,ext_id_tad,ext_non_aleop_abri,ext_non_aleop_poteau,ext_photo_url_1,ext_photo_url_2,ext_photo_url_3,ext_photo_url_4,ext_priority,ext_pwd_nooverhang,ext_pwd_pathway,ext_pwd_readability,ext_pwd_slopes,ext_pwd_sound,ext_pwd_tactilpaving,ext_pwd_visualway,ext_pwd_wheelchair_z,ext_quay_height,ext_quay_length,ext_region_insee,ext_region_name,ext_schedule,ext_sec_A13A,ext_sec_C6,ext_sec_bikepark,ext_sec_config,ext_sec_intown,ext_sec_light,ext_sec_pedxing,ext_sec_zebra,ext_sec_zebra_damaged,ext_secure_iti,ext_stop_schedule,ext_trashbin,ext_type_tad,ext_zone_tad,old_id,pegase_code
53FUTAacac,,1 -Acacias,,48.43117050,-1.01752480,ZONE_N/A,,1,,1,,,,,Saint-Mars-sur-la-Futaie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53FOUGauna,,1 -L'aunay,,48.48019760,-0.97382320,ZONE_N/A,,1,,1,,,,,Fougerolles-du-Plessis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53COLObruy,,1 -Lotissement Bruyeres,,48.39020160,-0.84037970,ZONE_N/A,,1,,1,,,,,Colombiers-du-Plessis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49CHERprie,,1 rue Albert Prieur,,47.70957800,-0.56055200,ZONE_N/A,,1,,2,,Cherré,,,Les Hauts-d'Anjou,,Cherré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85GUIBjarc,,1 Rue du Jarc,,46.57995489,-1.23684291,ZONE_N/A,,1,,0,,,,,Château-Guibert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49YVONfleu,,1 rue Fleur de lys,,47.72275900,-0.67291500,ZONE_N/A,,1,,2,,,,,La Jaille-Yvon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49SEICregn,,1 Rue Henri Regnier,,47.57447981,-0.35789418,ZONE_N/A,,1,,2,,,,,Seiches-sur-le-Loir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53AZE1sabl,,10 Route de Sablé,,47.83134280,-0.69001425,ZONE_N/A,,1,,2,,,,,Château-Gontier-sur-Mayenne,,Azé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53LAVAnove,,11 Novembre,,48.07056575,-0.77230761,ZONE_N/A,,1,,1,,,,,Laval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85BEUGrn13,,119-125 RN137,,46.52246353,-1.08385652,ZONE_N/A,,1,,2,,,,,Saint-Jean-d'Hermine,,Saint-Jean-de-Beugné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53HILAchem,,13-Chemin La Tour,,48.21762200,-0.92581800,ZONE_N/A,,1,,1,,,,,Saint-Hilaire-du-Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53CHAIhila,,13-Saint Hilaire,,48.22459430,-0.87385590,ZONE_N/A,,1,,1,,,,,Chailland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85LARSgran,,14 Rue des Grands Bois,,46.59229269,-0.97915479,ZONE_N/A,,1,,2,,,,,Saint-Martin-en-Lars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53ERNEbell,,14-Bellevue,,48.29022530,-0.89134800,ZONE_N/A,,1,,1,,,,,Montenay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53FOUGpote,,14-Le Poteau,,48.48501600,-0.96638000,ZONE_N/A,,1,,1,,,,,Fougerolles-du-Plessis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49HUILloye,,15 Rue Pierre Le Loyer,,47.64799600,-0.30400600,ZONE_N/A,,1,,2,,,,,Huillé-Lézigné,,Huillé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85TIFFabri,,"15, place du champ de foire (abribus)",,47.01237151,-1.11126909,ZONE_N/A,,1,,2,,,,,Tiffauges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85JUIRjuir,,16 Route de Saint-Juire,,46.57547046,-1.00522475,ZONE_N/A,,1,,2,,,,,Saint-Juire-Champgillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85LAIRocea,,17 rue Océane,,46.44720449,-1.26713128,ZONE_N/A,,1,,1,,,,,Lairoux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53ANDOepin,,17-Residence L'epinay,,48.17282470,-0.77954320,ZONE_N/A,,1,,1,,,,,Andouillé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85PEAUprin,,18 Rue Principale,,46.50115626,-1.22002980,ZONE_N/A,,1,,0,,,,,Péault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53BACOmati,,2 -Henri Matisse,,48.18001520,-0.89621550,ZONE_N/A,,1,,1,,,,,La Baconnière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53ERNEorna,,2 -Ornaux,,48.28759960,-0.89372700,ZONE_N/A,,1,,1,,,,,Montenay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44ERBRgue2,,2 Rue du Gué,,47.65533530,-1.31699752,ZONE_N/A,,1,,2,,ERBRAY - Deux Rue du Gué,,,Erbray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85MOREnati,,22 rue Nationale,,46.42095938,-1.08450900,ZONE_N/A,,1,,2,,,,,Moreilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53CHATmarc,,22-Place Marche,,48.33841760,-0.74367540,ZONE_N/A,,1,,1,,,,,Châtillon-sur-Colmont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85HERMnant,,227 Route de Nantes,,46.56534934,-1.05728342,ZONE_N/A,,1,,2,,,,,Saint-Jean-d'Hermine,,Sainte-Hermine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85THEMegli,,23 rue de l'église,,46.55932938,-0.95782489,ZONE_N/A,,1,,2,,,,,La Chapelle-Thémer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53GORRmoul,,24-Moulin,,48.40953120,-0.80824860,ZONE_N/A,,1,,1,,,,,Gorron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53GONTmili,,27 Bd Miliana,,47.81818333,-0.71735010,ZONE_N/A,,1,,1,,,,,Château-Gontier-sur-Mayenne,,Château-Gontier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49MESNnati,,27 Rue Nationale,,47.36649100,-0.93516700,ZONE_N/A,,1,,2,,,,,Mauges-sur-Loire,,Le-Mesnil-en-Vallée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85CHASclem,,29 rue Clémenceau,,46.46050426,-1.23049399,ZONE_N/A,,1,,2,,,,,Chasnais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85PINEocea,,29 rue de l'Océan,,46.59529162,-1.18110670,ZONE_N/A,,1,,1,,,,,Les Pineaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53DENIchev,,3 -Cheverus,,48.34233500,-0.85632900,ZONE_N/A,,1,,1,,,,,Saint-Denis-de-Gastines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53LANDcomb,,3 -Combattants,,48.47681670,-1.02871890,ZONE_N/A,,1,,1,,,,,Landivy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53GUIL3001,,3 -L'ecole,,48.20621730,-0.82574260,ZONE_N/A,,1,,1,,,,,Saint-Germain-le-Guillaume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53GORRmart,,3 -La Fontaine Saint Martin,,48.41200210,-0.81255670,ZONE_N/A,,1,,1,,,,,Gorron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53HILAhoul,,3 -Route La Houllerie,,48.19632600,-0.92340400,ZONE_N/A,,1,,1,,,,,Saint-Hilaire-du-Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44REZEmoul,,3 Moulins,,47.17836665,-1.54435619,ZONE_N/A,,1,,1,,REZÉ - St-Paul Salengro,,,Rezé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85PEXIpont,,3 Rue du Pont,,46.56112735,-1.13934215,ZONE_N/A,,1,,2,,,,,Sainte-Pexine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72FLECverd,,30 Avenue de Verdun,,47.69729500,-0.09017100,ZONE_N/A,,1,,2,,,,,La Flèche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85THIRmair,,34 Rue de la Mairie,,46.54834714,-1.00685142,ZONE_N/A,,1,,2,,,,,Thiré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53LANDgran,,36-Grande rue,,48.48126600,-1.03504100,ZONE_N/A,,1,,1,,,,,Landivy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85MAGNsabl,,38 rue des Sables,,46.46094337,-1.20135117,ZONE_N/A,,1,,2,,,,,Les Magnils-Reigniers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53LAVA42rt,,42RT,,48.07617713,-0.78595638,ZONE_N/A,,1,,2,,,,,Laval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49LEZIpark,,43 rue de la gare,,47.63671135,-0.29485285,ZONE_N/A,,1,,1,,,,,Huillé-Lézigné,,Lezigné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49LEZIgare,,43 rue de la Gare (travaux),,47.63807046,-0.30004025,ZONE_N/A,,1,,2,,,,,Huillé-Lézigné,,Lezigné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53ERNEvenu,,46 Avenue A. Briand,,48.29580119,-0.92797957,ZONE_N/A,,1,,2,,,,,Ernée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53ERNEaven,,49 Avenue de Paris,,48.29706373,-0.91438387,ZONE_N/A,,1,,1,,,,,Ernée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53GORRaugu,,5 -Pierre Auguste Renoir,,48.40826190,-0.82061270,ZONE_N/A,,1,,1,,,,,Gorron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85LAY1luco,,5 Route de Luçon,,46.55351446,-1.15745594,ZONE_N/A,,1,,0,,,,,Moutiers-sur-le-Lay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85NOYEegli,,5 Rue de l'Eglise,,46.37633638,-1.05942941,ZONE_N/A,,1,,2,,,,,Sainte-Radégonde-des-Noyers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53CHATanci,,51-Anciens Combattants,,48.33965370,-0.73920980,ZONE_N/A,,1,,1,,,,,Châtillon-sur-Colmont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53PIERaimo,,53-Le Bois Aimont,,48.27424700,-1.01992500,ZONE_N/A,,1,,1,,,,,Saint-Pierre-des-Landes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49MAUVsain,,55 Rue Saint Almand,,47.39803579,-0.44915685,ZONE_N/A,,1,,1,,,,,Les Garennes-sur-Loire,,Saint-Jean-des-Mauvrets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85PLAIjean,,6 Rue Saint-Jean,,46.50809709,-1.05898353,ZONE_N/A,,1,,2,,,,,Saint-Aubin-la-Plaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85ELLEroug,,7 rue du Moulin rouge,,46.32890265,-0.94765838,ZONE_N/A,,1,,2,,,,,L'île-d'Elle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85BESSprin,,7 Rue Principale,,46.53825657,-1.15518394,ZONE_N/A,,1,,0,,,,,Bessay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ANGEsonn,,7 Sonnettes,,47.48590948,-0.51496745,ZONE_N/A,,1,,1,,,,,Angers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49BRAIanjo,,8 rue d'Anjou,,47.58429857,-0.76360038,ZONE_N/A,,1,,2,,,,,Erdre-en-Anjou,,Brain-sur-Longuenée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53AMBRtouc,,8 rue de la Touche,,48.40113800,-0.62252300,ZONE_N/A,,1,,2,,,,,Ambrières-les-Vallées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53COURanjo,,9 rue d'Anjou,,47.99157138,-0.88815223,ZONE_N/A,,1,,0,,,,,Courbeveille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53GLAIdivi,,9 rue Division Leclerc,,47.85253700,-0.61297200,ZONE_N/A,,1,,2,,,,,Gennes-Longuefuye,,Gennes-sur-Glaize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72PARIabel,,Abel Tirand,,47.94029018,0.35773429,ZONE_N/A,,1,,1,,,,,Parigné-l'Évêque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49AVIRanjo,,Abri 30 rue d'Anjou,,47.70713683,-0.79293698,ZONE_N/A,,1,,2,,,,,Segré-en-Anjou Bleu,,Aviré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49RIRIabri,,Abri Eglise,,47.62075700,-0.20255700,ZONE_N/A,,1,,2,,,,,Montigné-lès-Rairies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49POUAblot,,Abri lotissement la Blottaie,,47.73920948,-1.16577131,ZONE_N/A,,1,,2,,,,,Ombrée-d'Anjou,,Pouancé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49LAUDbell,,Abri rue Bellevue,,47.60955066,-0.30911181,ZONE_N/A,,1,,2,,,,,La Chapelle-Saint-Laud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49MARCprin,,Abri rue Principale,,47.58023105,-0.32534876,ZONE_N/A,,1,,2,,,,,Marcé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49GEN1abri,,Abri Rue St Pierre,,47.63057300,-0.80262000,ZONE_N/A,,1,,2,,,,,Erdre-en-Anjou,,Gené,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49HULLabri,,Abri église,,47.75813700,-1.07015581,ZONE_N/A,,1,,2,,,,,Ombrée-d'Anjou,,La Chapelle-Hullin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53CIGNabri,,Abribus,,48.42259300,-0.60849500,ZONE_N/A,,1,,2,,,,,Ambrières-les-Vallées,,Cigné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53SACEderr,,Abribus derrière église,,48.18583703,-0.71328173,ZONE_N/A,,1,,2,,,,,Sacé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53BRICecol,,Abribus Parking Ecole,,47.85744264,-0.44274263,ZONE_N/A,,1,,2,,,,,Saint-Brice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49SOUSmarc,,Abribus rte de Marcilly,,47.55908000,0.17397800,ZONE_N/A,,1,,2,,,,,Noyant-Villages,,Chalonnes-sous-le-Lude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53FLECabri,,Abribus Rue des 4 Vents,,48.03720197,-0.50882712,ZONE_N/A,,1,,2,,,,,Saint-Georges-le-Fléchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53DENAtenn,,Abribus Tennis,,47.88482684,-0.88893927,ZONE_N/A,,1,,2,,,,,Denazé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49DAUMabri,,Abris bus rue des Ecoles,,47.70057300,-0.35847300,ZONE_N/A,,1,,2,,,,,Morannes sur Sarthe- Daumeray,,Daumeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53BELGmugu,,Abris Bus Rue du Muguet,,48.25110000,-0.54831400,ZONE_N/A,,1,,1,,,,,Belgeard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72MANSacac,,Acacias,,47.99812707,0.18096234,ZONE_N/A,,1,,1,,,,,Le Mans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53EVROvala,,Accueil de Loisirs,,48.15806000,-0.39613600,ZONE_N/A,,1,,1,,,,,Évron,,Évron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72FAY1aigr,,Aigreville,,48.00607828,0.07503269,ZONE_N/A,,1,,2,,,,,Fay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49FLEEvoit,,Aire co-voiturage,,47.75225200,-0.79339100,ZONE_N/A,,1,,2,,,,,Segré-en-Anjou Bleu,,Saint Sauveur-de-Flée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44DERVcovo,,Aire covoiturage Super U Gendarmerie,,47.66839000,-1.66152000,ZONE_N/A,,1,,1,,,,,Derval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49BOURauto,,Aire d'arrêt d'Autocars,,47.31153490,-0.83561486,ZONE_N/A,,1,,2,,,,,Mauges-sur-Loire,,Bourgneuf-en-Mauges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44ISSEcovo,,Aire de covoiturage,,47.62329183,-1.45234727,ZONE_N/A,,1,,1,,,,,Issé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44MEILcovo,,Aire de covoiturage,,47.55888200,-1.40155500,ZONE_N/A,,1,,1,,,,,La Meilleraye-de-Bretagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44RIVIcovo,,Aire de covoiturage,,47.62008400,-1.37401900,ZONE_N/A,,1,,1,,,,,Moisdon-la-Rivière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44TOUCcovo,,Aire de Covoiturage,,47.44240294,-1.43387999,ZONE_N/A,,1,,1,,LES TOUCHES - Aire de covoiturage,,,Les Touches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44VUE1airc,,Aire de covoiturage,,47.20021268,-1.86986673,ZONE_N/A,,1,,0,,VUE - Aire de covoiturage,,,Vue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49HOTEcovo,,Aire de Covoiturage,,47.74322258,-0.88824275,ZONE_N/A,,1,,2,,,,,Segré-en-Anjou Bleu,,L'Hôtellerie-de-Flée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49SEGRcovo,,Aire de Covoiturage Europe,,47.68496799,-0.85770670,ZONE_N/A,,1,,2,,,,,Segré-en-Anjou Bleu,,Segré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49LIONdurv,,Aire de Durval,,47.62193436,-0.72620833,ZONE_N/A,,1,,0,,,,,Le Lion-d'Angers,,Le Lion-d'Angers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49BECOeuro,,Aire de l'Europe,,47.50257281,-0.79074934,ZONE_N/A,,1,,0,,,,,Bécon-les-Granits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49LIONgran,,Aire de la Grange,,47.61300636,-0.71021065,ZONE_N/A,,1,,0,,,,,Le Lion-d'Angers,,Le Lion-d'Angers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49LIONfees,,Aire de la Roche Aux Fées,,47.63661387,-0.72339397,ZONE_N/A,,1,,0,,,,,Le Lion-d'Angers,,Le Lion-d'Angers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49CONTsall,,Aire de La Salle,,47.70129533,-0.54145023,ZONE_N/A,,1,,0,,,,,Les Hauts-d'Anjou,,Contigné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49SATUrepo,,Aire de repos,,47.39241583,-0.43287288,ZONE_N/A,,1,,1,,,,,Brissac-Loire-Aubance,,Saint-Saturnin-sur-Loire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44SAVEgolf,,Aire du golfeur,,47.36776712,-1.93547125,ZONE_N/A,,1,,1,,SAVENAY - Aire du golfeur,,,Savenay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49AUTEmult,,Aire multimodale,,47.28509281,-1.18688403,ZONE_N/A,,1,,2,,,,,Orée-d'Anjou,,Saint Laurent Des Autels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49MELAmult,,Aire Multimodale Haute Perche,,47.39957707,-0.51199745,ZONE_N/A,,1,,2,,,,,Saint-Melaine-sur-Aubance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85CHAIaisn,,Aisne,,46.37819870,-1.01426948,ZONE_N/A,,1,,2,,,,,Chaillé-les-Marais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53AZE1terr,,Aldi,,47.82551900,-0.68600100,ZONE_N/A,,1,,1,,,,,Château-Gontier-sur-Mayenne,,Azé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53CRAOnant,,Aldi,,47.84320000,-0.96810600,ZONE_N/A,,1,,1,,,,,Craon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53EVROanne,,Aldi,,48.14710000,-0.40370800,ZONE_N/A,,1,,1,,,,,Évron,,Évron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53MAYElint,,Aldi,,48.30862900,-0.60535600,ZONE_N/A,,1,,1,,,,,Mayenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ANGEalla,,Allard,,47.44918222,-0.53873130,ZONE_N/A,,1,,1,,,,,Angers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44BOUGalle,,Allende,,47.17534184,-1.62353962,ZONE_N/A,,1,,1,,BOUGUENAIS - Allende,,,Bouguenais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49TRELallu,,Allumettes,,47.44506579,-0.50221678,ZONE_N/A,,1,,1,,,,,Trélazé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44LUMIgare,,Allée des Garennes,,47.08568600,-1.33051200,ZONE_N/A,,1,,0,,,,,Saint-Lumine-de-Clisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49DRAIjard,,Allée des Jardins,,47.34024700,-1.20556900,ZONE_N/A,,1,,1,,,,,Orée-d'Anjou,,Drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44HAUTalle,,Allée du Château,,47.19540322,-1.41491613,ZONE_N/A,,1,,2,,HAUTE-GOULAINE - Allée du château,,,Haute-Goulaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72MNTBvign,,allée du Vignou,,48.15603057,0.18124465,ZONE_N/A,,1,,2,,,,,Montbizot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49POMMjmon,,"Allée J.Monnet, ESAT Loire Mauges",,47.34763958,-0.85664217,ZONE_N/A,,1,,0,,,,,Mauges-sur-Loire,,La Pommeraye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53SUZAalou,,Alouettes,,48.09737740,-0.35823070,ZONE_N/A,,1,,1,,,,,Sainte-Suzanne-et-Chammes,,Sainte-Suzanne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
