origin,destination,distance_km,co2_saved_kg,is_substitutable,cluster_kmeans,cluster_dbscan
Gare de Angers Saint-Laud,Gare de Le Pouliguen,142.7353749003057,87.78178263251513,1,0,0
Gare de Angers Saint-Laud,Gare de Mer,157.03821353576552,101.86970830074608,1,0,0
Gare de Angers Saint-Laud,Gare de Meung-sur-Loire,173.27380497566878,104.46761299315592,1,0,0
Gare de Angers Saint-Laud,Gare de Onzain - Chaumont-sur-Loire,131.0146559588578,84.9055194040372,1,0,0
Gare de Angers Saint-Laud,Gare de Orléans,190.6900933952656,78.81603108555784,1,0,0
Gare de Angers Saint-Laud,Gare de Pornichet,136.38129542805925,87.83222131536583,1,0,0
Gare de Angers Saint-Laud,Gare de Rennes,109.53651231033768,66.32121929981302,1,0,0
Gare de Angers Saint-Laud,Gare de Saint-Nazaire,126.1320278831638,78.43394757986657,1,0,0
Gare de Angers Saint-Laud,Gare de Savenay,105.57339467157422,70.39175072452251,1,0,0
Gare de Argentan,Gare de Château-du-Loir,121.78396072739858,78.71976451413308,1,2,-1
Gare de Argentan,Gare de Folligny,101.75592653493317,73.8621663276751,1,0,0
Gare de Argentan,Gare de Granville,114.9850170189044,73.75715380741333,1,0,0
Gare de Argentan,Gare de Paris Montparnasse Hall 1 - 2,172.21991062098007,102.23755967523913,1,0,0
Gare de Argentan,Gare de Paris Montparnasse Vaugirard,172.21991062098007,102.23755967523913,1,0,0
Gare de Argentan,Gare de Saint-Pierre-des-Corps,160.34438310396112,96.169073694601,1,2,0
Gare de Argentan,Gare de Tours,159.17521391056027,96.17835455965825,1,0,0
Gare de Argentan,Gare de Versailles Chantiers,158.51685489289568,96.10667008651286,1,2,0
Gare de Arras,Gare de Longuerue - Vieux-Manoir,134.8425159019506,97.69512352256903,1,0,0
Gare de Arras,Gare de Montérolier - Buchy,128.35714774997408,95.47291029372498,1,0,0
Gare de Arras,Gare de Morgny,138.79698613364403,97.61839098219326,1,0,0
Gare de Arras,Gare de Rouen Rive Droite,152.59929710635038,97.35057094007888,1,0,0
Gare de Audrieu,Gare de Dol-de-Bretagne,112.73255503877326,72.31303310465758,1,0,0
Gare de Audrieu,Gare de Pontchaillou,146.14700544124057,98.24247428566645,1,0,0
Gare de Audrieu,Gare de Rennes,146.82964317548848,98.237055507332,1,0,0
Gare de Auffay,Gare de Paris Saint-Lazare,128.98025517967406,89.72428864742642,1,0,0
Gare de Auray,Gare de Brest,135.32916459634853,95.01812827557728,1,0,0
Gare de Auray,Gare de Nantes,121.05080006509672,66.20308156896402,1,0,0
Gare de Batz-sur-Mer,Gare de Amboise,261.1530142980163,97.97247697381904,1,0,0
Gare de Batz-sur-Mer,Gare de Angers Saint-Laud,146.17324467701118,87.75449282222765,1,0,0
Gare de Batz-sur-Mer,Gare de Beaugency,313.0748992752962,118.07711034622776,1,0,0
Gare de Batz-sur-Mer,Gare de Blois - Chambord,287.9934341711524,106.71359018869693,1,0,0
Gare de Batz-sur-Mer,Gare de Le Mans,215.34575412117556,80.730813414478,1,0,0
Gare de Batz-sur-Mer,Gare de Mer,303.08836014902613,118.15638349381209,1,0,0
Gare de Batz-sur-Mer,Gare de Meung-sur-Loire,318.8455368455178,119.81595584795323,1,0,0
Gare de Batz-sur-Mer,Gare de Onzain - Chaumont-sur-Loire,276.8861712352258,106.8017596418823,1,0,0
Gare de Batz-sur-Mer,Gare de Orléans,335.9406990091849,105.45531793181271,1,0,0
Gare de Batz-sur-Mer,Gare de Sablé-sur-Sarthe,172.03462542193543,93.49729734175918,1,0,0
Gare de Batz-sur-Mer,Gare de Saint-Pierre-des-Corps,241.60096499767744,91.6098075475266,1,2,0
Gare de Batz-sur-Mer,Gare de Saumur,181.62566427994855,106.57521413838968,1,0,0
Gare de Batz-sur-Mer,Gare de Tours,239.30257926176404,91.62805213349829,1,0,0
Gare de Bayeux,Gare de Dol-de-Bretagne,111.46122038792788,68.49456008583994,1,0,0
Gare de Bayeux,Gare de Mantes-la-Jolie,177.47328474790248,116.21637966729509,1,2,-1
Gare de Bayeux,Gare de Paris Saint-Lazare,224.5249043032911,94.66229988676383,1,0,0
Gare de Bayeux,Gare de Pontchaillou,147.2886781142356,96.83307609574533,1,0,0
Gare de Bayeux,Gare de Rennes,148.1016495413439,96.82662272855694,1,0,0
Gare de Bayeux,Gare de Évreux Normandie,137.26494704218797,95.64365558714888,1,0,0
Gare de Beaugency,Gare de Ancenis,215.1726727797946,83.00953417385908,1,0,0
Gare de Beaugency,Gare de Angers Saint-Laud,167.26302364897745,101.7885437580674,1,0,0
Gare de Beaugency,Gare de Batz-sur-Mer,313.0748992752962,118.07711034622776,1,0,0
Gare de Beaugency,Gare de La Baule les Pins,304.59931021641313,118.14438957217718,1,0,0
Gare de Beaugency,Gare de La Baule-Escoublac,306.28112988529045,118.13103928764562,1,0,0
Gare de Beaugency,Gare de Le Croisic,314.9773854616025,118.06200841088086,1,0,0
Gare de Beaugency,Gare de Le Pouliguen,309.6591720040533,118.10422438930688,1,0,0
Gare de Beaugency,Gare de Nantes,246.01434516349244,98.32522027043836,1,0,0
Gare de Beaugency,Gare de Pornichet,303.4236725879091,118.15372178367224,1,0,0
Gare de Beaugency,Gare de Saint-Nazaire,293.1813721314846,112.26726517353411,1,0,0
Gare de Beaugency,Gare de Saumur,139.46681317824778,87.7745439981839,1,0,0
Gare de Beaugency,Gare de Savenay,272.3611219267663,107.3645822078804,1,0,0
Gare de Beaumont-le-Roger,Gare de Paris Saint-Lazare,115.4373244300982,87.14055915285363,1,0,0
Gare de Bernay,Gare de Carentan,135.871910000843,95.9408735973669,1,0,0
Gare de Bernay,Gare de Cherbourg,171.6726291417892,100.9582102297246,1,0,0
Gare de Bernay,Gare de Lison,120.70099630863496,64.79913086329928,1,2,-1
Gare de Bernay,Gare de Paris Saint-Lazare,128.38102168807436,87.0378120840198,1,0,0
Gare de Bernay,Gare de Valognes,157.52773906408422,101.07049236716144,1,0,0
Gare de Blois - Chambord,Gare de Ancenis,189.5211651066743,114.95828319389938,1,0,0
Gare de Blois - Chambord,Gare de Angers Saint-Laud,141.83601158421044,84.81961948308314,1,0,0
Gare de Blois - Chambord,Gare de Batz-sur-Mer,287.9934341711524,106.71359018869693,1,0,0
Gare de Blois - Chambord,Gare de La Baule les Pins,279.4424485986885,106.78146791217114,1,0,0
Gare de Blois - Chambord,Gare de La Baule-Escoublac,281.1789507720268,106.76768355791916,1,0,0
Gare de Blois - Chambord,Gare de Le Croisic,289.979510648645,106.6978247136186,1,0,0
Gare de Blois - Chambord,Gare de Le Pouliguen,284.55196765932897,106.74090854986775,1,0,0
Gare de Blois - Chambord,Gare de Nantes,219.524010470536,86.06306693301501,1,0,0
Gare de Blois - Chambord,Gare de Pornichet,278.160049726904,106.79164759441537,1,0,0
Gare de Blois - Chambord,Gare de Saint-Nazaire,267.9142743307845,100.91191551233824,1,0,0
Gare de Blois - Chambord,Gare de Saumur,110.69243451109666,66.62836337174876,1,0,0
Gare de Blois - Chambord,Gare de Savenay,247.408926191244,96.40917261700535,1,0,0
Gare de Bournezeau,Gare de Langeais,141.78193767290085,96.10977228848267,1,0,0
Gare de Bournezeau,Gare de Saumur,108.497086769917,72.26958561794551,1,0,0
Gare de Bournezeau,Gare de Tours,163.88966102050065,113.53140187276814,1,0,0
Gare de Brest,Gare de Auray,135.32916459634853,95.01812827557728,1,0,0
Gare de Brest,Gare de Broons,165.93735854431398,108.24138617562716,1,0,0
Gare de Brest,Gare de Caulnes,172.21421823100502,108.1915604634342,1,0,0
Gare de Brest,Gare de Guingamp,100.31662573459631,67.75207384905515,1,0,0
Gare de Brest,Gare de Lamballe,145.52500813023016,73.11182092720834,1,0,0
Gare de Brest,Gare de Lorient,108.58434775118924,66.78805009490766,1,0,0
Gare de Brest,Gare de Montauban-de-Bretagne,180.93945967852852,112.52443747653956,1,0,0
Gare de Brest,Gare de Montfort-sur-Meu,189.3870146950316,112.45738078481858,1,0,0
Gare de Brest,Gare de Nantes,255.09699050524603,100.48388981114223,1,0,0
Gare de Brest,Gare de Plestan,150.47813031863896,108.36410152928256,1,0,0
Gare de Brest,Gare de Plénée-Jugon,156.98473343471306,108.31245211374716,1,0,0
Gare de Brest,Gare de Quédillac,173.35066631635277,112.58467731824852,1,0,0
Gare de Brest,Gare de Redon,195.8335571106044,77.2566474850432,1,0,0
Gare de Brest,Gare de Rennes,210.2713901975119,80.1739319170333,1,0,0
Gare de Brest,Gare de Saint-Brieuc,127.21282621091528,73.25718302728387,1,0,0
Gare de Brest,Gare de Vannes,151.5328576379902,94.88950336021271,1,0,0
Gare de Brest,Gare de Yffiniac,135.17363818106392,73.19399010186483,1,0,0
Gare de Bretoncelles,Gare de Angers Maître École,150.96705304417296,98.30877813040982,1,0,0
Gare de Bretoncelles,Gare de Angers Saint-Laud,152.42907944836756,98.29717256481332,1,0,0
Gare de Bretoncelles,Gare de Le Vieux Briollay,139.9775589619674,98.39601273443436,1,0,0
Gare de Bretoncelles,Gare de Morannes,124.20030825381046,87.52543194999781,1,0,0
Gare de Bretoncelles,Gare de Sablé-sur-Sarthe,112.72813042237532,87.61649809762375,1,0,0
Gare de Bretoncelles,Gare de Tiercé,135.9107362573752,92.9363291246499,1,0,0
Gare de Bretoncelles,Gare de Étriché - Châteauneuf,132.53094504464093,92.9631579072966,1,0,0
Gare de Bretteville - Norrey,Gare de Dol-de-Bretagne,116.47576126856552,72.28331953360549,1,0,0
Gare de Bretteville - Norrey,Gare de Pontchaillou,148.45366114662124,98.22416405267714,1,0,0
Gare de Bretteville - Norrey,Gare de Pontorson - Mont-Saint-Michel,102.4655218253448,64.86069232178197,1,0,0
Gare de Bretteville - Norrey,Gare de Rennes,149.05525633712557,98.21938859005492,1,0,0
Gare de Briouze,Gare de Dreux,127.57424357000814,91.0371979200491,1,0,0
Gare de Briouze,Gare de Nonancourt,114.76714515329002,86.36564226153243,1,0,0
Gare de Briouze,Gare de Paris Montparnasse Hall 1 - 2,197.63884949184765,81.06022788281788,1,0,0
Gare de Briouze,Gare de Paris Montparnasse Vaugirard,197.63884949184765,81.06022788281788,1,0,0
Gare de Briouze,Gare de Versailles Chantiers,183.88228748337255,77.17807645604297,1,2,0
Gare de Bréauté - Beuzeville,Gare de Paris Saint-Lazare,160.37265547333678,103.94016416960508,1,0,0
Gare de Caen,Gare de Château-du-Loir,175.28855456841043,116.79212707551484,1,2,-1
Gare de Caen,Gare de Dol-de-Bretagne,124.38820815543788,72.2205105302175,1,0,0
Gare de Caen,Gare de La Bonneville-sur-Iton,102.84339359826804,78.10863088399721,1,2,0
Gare de Caen,Gare de La Guierche,124.634608755515,73.73450496996367,1,0,0
Gare de Caen,Gare de La Hutte Coulombiers,102.61077441584088,68.93750980513099,1,0,0
Gare de Caen,Gare de Le Mans,137.1725331885832,91.84441255622858,1,0,0
Gare de Caen,Gare de Mantes-la-Jolie,150.79839043665098,99.08683625232136,1,2,0
Gare de Caen,Gare de Montbizot,120.64229566612252,73.76619595126726,1,0,0
Gare de Caen,Gare de Neuville,129.3766077123356,91.90629661265903,1,0,0
Gare de Caen,Gare de Paris Saint-Lazare,197.71481218340045,83.85872210540886,1,0,0
Gare de Caen,Gare de Pontchaillou,153.53468929632265,98.1838308512248,1,0,0
Gare de Caen,Gare de Pontorson - Mont-Saint-Michel,109.42923147183495,64.80541439460814,1,0,0
Gare de Caen,Gare de Rennes,153.97905768372388,98.18030345496562,1,0,0
Gare de Caen,Gare de Rouen Rive Droite,108.80825026055444,76.61090932503612,1,0,0
Gare de Caen,Gare de Saint-Pierre-des-Corps,214.25650217709892,84.0568744356043,1,2,0
Gare de Caen,Gare de Teillé,117.50542660530364,73.79109641787204,1,0,0
Gare de Caen,Gare de Tours,213.03864280728325,84.0665418032819,1,0,0
Gare de Caen,Gare de Vivoin - Beaumont,111.24119531100509,73.84082188588619,1,0,0
Gare de Caen,Gare de Écommoy,157.02962539466785,91.68678695829668,1,0,0
Gare de Caen,Gare de Évreux Normandie,110.40817099289217,78.04858168103868,1,0,0
Gare de Carentan,Gare de Bernay,135.871910000843,95.9408735973669,1,0,0
Gare de Carentan,Gare de Lisieux,108.74503317389018,76.33462415815005,1,0,0
Gare de Carentan,Gare de Mantes-la-Jolie,217.23336649406127,92.138879447478,1,2,0
Gare de Carentan,Gare de Paris Saint-Lazare,264.2433370388036,114.16739366476936,1,0,0
Gare de Carentan,Gare de Évreux Normandie,176.94797976635206,78.98242307979415,1,0,0
Gare de Cerizay,Gare de Tours,121.02621777828392,77.80864187722064,1,0,0
Gare de Cesson-Sévigné,Gare de Le Mans,134.02604237425757,91.75297034331248,1,0,0
Gare de Cesson-Sévigné,Gare de Sillé-le-Guillaume,109.56704866306592,71.05966419615343,1,0,0
Gare de Champagné,Gare de Maintenon,112.21797162862347,77.41974166873227,1,2,0
Gare de Champagné,Gare de Paris Montparnasse Hall 1 - 2,172.58487467327257,110.2884903769816,1,0,0
Gare de Champagné,Gare de Rambouillet,130.54499841252272,84.41463081156427,1,2,0
Gare de Champagné,Gare de Versailles Chantiers,158.43704484589446,106.49821530265407,1,2,0
Gare de Champagné,Gare de Épernon,118.91564892391554,84.50694458780482,1,2,0
Gare de Champtocé-sur-Loire,Gare de Le Mans,102.67700082522887,64.77694345192464,1,0,0
Gare de Chantonnay,Gare de Langeais,131.4803711242695,77.78452417240425,1,0,0
Gare de Chantonnay,Gare de Tours,153.5471391948048,95.0183440384063,1,0,0
Gare de Chartres,Gare de Angers Maître École,185.43825198040423,116.0066902806827,1,0,0
Gare de Chartres,Gare de Angers Saint-Laud,187.0590623922668,115.99382428763334,1,0,0
Gare de Chartres,Gare de La Suze,124.33540101898916,71.43702034900465,1,0,0
Gare de Chartres,Gare de Le Mans,107.92093783650158,71.56731835774724,1,0,0
Gare de Chartres,Gare de Le Vieux Briollay,175.5117421612042,116.08548691562753,1,0,0
Gare de Chartres,Gare de Morannes,161.60964757343433,107.0467457144274,1,0,0
Gare de Chartres,Gare de Noyen,133.4017350874042,89.71286121480381,1,0,0
Gare de Chartres,Gare de Sablé-sur-Sarthe,151.1497486527518,107.12977639205975,1,0,0
Gare de Chartres,Gare de Tiercé,171.95356331193508,110.04777484596764,1,0,0
Gare de Chartres,Gare de Voivres,118.4185062928538,71.48398865934071,1,0,0
Gare de Chartres,Gare de Étriché - Châteauneuf,169.06241352575483,110.07072479297034,1,0,0
Gare de Cherbourg,Gare de Bernay,171.6726291417892,100.9582102297246,1,0,0
Gare de Cherbourg,Gare de Lisieux,144.96059190123708,82.60000654134086,1,0,0
Gare de Cherbourg,Gare de Mantes-la-Jolie,251.40603229375097,93.66778166263929,1,2,0
Gare de Cherbourg,Gare de Paris Saint-Lazare,298.52481352080196,115.85838689811398,1,0,0
Gare de Cherbourg,Gare de Évreux Normandie,212.127475289548,81.65200981548635,1,0,0
Gare de Château-du-Loir,Gare de Argentan,121.78396072739858,78.71976451413308,1,0,-1
Gare de Château-du-Loir,Gare de Caen,175.28855456841043,116.79212707551484,1,0,-1
Gare de Château-du-Loir,Gare de Mézidon - Canon,158.47605246740412,102.3601521445311,1,0,-1
Gare de Château-du-Loir,Gare de Saint-Pierre-sur-Dives,152.7304514438064,102.40576072545642,1,0,-1
Gare de Château-du-Loir,Gare de Surdon,111.09554169819732,78.80460918438688,1,0,-1
Gare de Château-du-Loir,Gare de Sées,103.5796920132207,78.86426999918622,1,0,-1
Gare de Châteaubourg,Gare de Conlie,103.47442784036582,75.0697499467029,1,0,0
Gare de Châteaubourg,Gare de Le Mans,119.39754689010206,81.7723443324723,1,0,0
Gare de Cinq-Mars-la-Pile,Gare de Ancenis,123.25149393041268,71.48194046065584,1,0,0
Gare de Cinq-Mars-la-Pile,Gare de Batz-sur-Mer,221.51991440543583,79.50171677125032,1,0,0
Gare de Cinq-Mars-la-Pile,Gare de Chantonnay,135.81818830425985,77.75009057962949,1,0,0
Gare de Cinq-Mars-la-Pile,Gare de La Baule les Pins,212.91853465011212,79.56999452374808,1,0,0
Gare de Cinq-Mars-la-Pile,Gare de La Baule-Escoublac,214.72351284658984,79.55566660682445,1,0,0
Gare de Cinq-Mars-la-Pile,Gare de La Roche-sur-Yon,161.92015445903868,95.94991512363433,1,0,0
Gare de Cinq-Mars-la-Pile,Gare de Le Croisic,223.61583586434335,79.48507934670951,1,0,0
Gare de Cinq-Mars-la-Pile,Gare de Le Pouliguen,218.0646457301784,79.52914469399451,1,0,0
Gare de Cinq-Mars-la-Pile,Gare de Nantes,151.54606340593668,94.28568984118918,1,0,0
Gare de Cinq-Mars-la-Pile,Gare de Pornichet,211.48783812370377,79.5813513927747,1,0,0
Gare de Cinq-Mars-la-Pile,Gare de Pouzauges,116.79938668074522,71.36593957332316,1,0,0
Gare de Cinq-Mars-la-Pile,Gare de Saint-Nazaire,201.3142403386398,118.28060095633228,1,0,0
Gare de Cinq-Mars-la-Pile,Gare de Savenay,181.48796622433687,111.28037749380552,1,0,0
Gare de Clères,Gare de Paris Saint-Lazare,119.56027825906249,80.43483442607032,1,0,0
Gare de Condé-sur-Huisne,Gare de Angers Maître École,144.8303718312579,95.69515171992542,1,0,0
Gare de Condé-sur-Huisne,Gare de Angers Saint-Laud,146.30513226709084,95.68344507158578,1,0,0
Gare de Condé-sur-Huisne,Gare de Le Vieux Briollay,133.91502437025278,95.78179774807089,1,0,0
Gare de Condé-sur-Huisne,Gare de Morannes,118.31859266336966,85.89823386337794,1,0,0
Gare de Condé-sur-Huisne,Gare de Sablé-sur-Sarthe,106.9734169542266,85.98829186815712,1,0,0
Gare de Condé-sur-Huisne,Gare de Tiercé,129.89088234041603,90.01436939414442,1,0,0
Gare de Condé-sur-Huisne,Gare de Étriché - Châteauneuf,126.55707089267534,90.04083318941659,1,0,0
Gare de Conlie,Gare de Cesson-Sévigné,118.07193013388982,86.84842855687255,1,0,0
Gare de Conlie,Gare de Châteaubourg,103.47442784036582,75.0697499467029,1,0,0
Gare de Conlie,Gare de Noyal - Acigné,112.53999719996784,74.99778745712638,1,2,0
Gare de Conlie,Gare de Rennes,123.34328879254709,86.80658451184013,1,0,0
Gare de Conlie,Gare de Servon,107.91292062050564,75.03451719101415,1,0,0
Gare de Connerré - Beillé,Gare de Angers Maître École,101.75930311497874,70.12518621008059,1,0,0
Gare de Connerré - Beillé,Gare de Angers Saint-Laud,103.29721010635812,70.11297830438302,1,0,0
Gare de Connerré - Beillé,Gare de Paris Montparnasse Hall 1 - 2,159.88496434459168,88.08704303777776,1,0,0
Gare de Connerré - Beillé,Gare de Versailles Chantiers,145.75824434594705,83.42566730834369,1,2,0
Gare de Corbie,Gare de Rouen Rive Droite,113.49358346017776,64.88287488852865,1,0,0
Gare de Courville-sur-Eure,Gare de Angers Maître École,171.1644083306245,105.67538993426037,1,0,0
Gare de Courville-sur-Eure,Gare de Angers Saint-Laud,172.7264867673601,105.66299015562954,1,0,0
Gare de Courville-sur-Eure,Gare de Le Vieux Briollay,160.7836391402846,105.75779248009329,1,0,0
Gare de Courville-sur-Eure,Gare de Morannes,146.09620256750347,96.2056029984232,1,0,0
Gare de Courville-sur-Eure,Gare de Noyen,117.86424637118506,79.89449318385479,1,0,0
Gare de Courville-sur-Eure,Gare de Sablé-sur-Sarthe,135.20689898889484,96.2920422902302,1,0,0
Gare de Courville-sur-Eure,Gare de Tiercé,157.0124185891088,99.86983660308915,1,0,0
Gare de Courville-sur-Eure,Gare de Étriché - Châteauneuf,153.91861702266692,99.8943951999236,1,0,0
Gare de Coutances,Gare de Pontchaillou,104.40023512460868,80.68254623791361,1,0,0
Gare de Coutances,Gare de Rennes,105.83127818973033,80.67118661806268,1,0,0
Gare de Dieppe,Gare de Paris Saint-Lazare,147.04184250729423,83.24110227671386,1,0,0
Gare de Dol-de-Bretagne,Gare de Audrieu,112.73255503877326,72.31303310465758,1,0,0
Gare de Dol-de-Bretagne,Gare de Bayeux,111.46122038792788,68.49456008583994,1,0,0
Gare de Dol-de-Bretagne,Gare de Bretteville - Norrey,116.47576126856552,72.28331953360549,1,0,0
Gare de Dol-de-Bretagne,Gare de Caen,124.38820815543788,72.2205105302175,1,0,0
Gare de Dol-de-Bretagne,Gare de Le Molay-Littry,100.93098970416568,68.57814905700765,1,0,0
Gare de Douai,Gare de Abancourt,121.04214810077254,68.62295331935051,1,0,0
Gare de Douai,Gare de Longuerue - Vieux-Manoir,158.24307342811116,104.44860499182214,1,0,0
Gare de Douai,Gare de Montérolier - Buchy,151.81480097818138,102.9275814596324,1,0,0
Gare de Douai,Gare de Morgny,162.13668262171336,104.37305339902947,1,0,0
Gare de Douai,Gare de Rouen Rive Droite,175.94414318388172,104.10513343428116,1,0,0
Gare de Douai,Gare de Serqueux,138.033244990752,68.29325807529735,1,0,0
Gare de Dreux,Gare de Briouze,127.57424357000814,91.0371979200491,1,0,0
Gare de Dreux,Gare de Flers,142.51803835741958,90.91857407702662,1,0,0
Gare de Dreux,Gare de Folligny,203.78496345244147,85.10437815131422,1,0,0
Gare de Dreux,Gare de Granville,217.00814413443925,84.99941254306052,1,0,0
Gare de Dreux,Gare de Villedieu-les-Poêles,190.50605891623977,80.3090571538467,1,2,0
Gare de Dreux,Gare de Vire,165.5433313286869,90.7357993014207,1,0,0
Gare de Flers,Gare de Dreux,142.51803835741958,90.91857407702662,1,0,0
Gare de Flers,Gare de Nonancourt,129.49623816659425,86.24872272119282,1,0,0
Gare de Flers,Gare de Paris Montparnasse Hall 1 - 2,212.23279610144775,80.94438113463087,1,0,0
Gare de Flers,Gare de Paris Montparnasse Vaugirard,212.23279610144775,80.94438113463087,1,0,0
Gare de Flers,Gare de Verneuil-sur-Avre,110.16290141126734,67.46596740181226,1,0,0
Gare de Flers,Gare de Versailles Chantiers,198.61032149191615,77.06116532208316,1,2,0
Gare de Folligny,Gare de Argentan,101.75592653493317,73.8621663276751,1,0,0
Gare de Folligny,Gare de Dreux,203.78496345244147,85.10437815131422,1,0,0
Gare de Folligny,Gare de L'Aigle,148.650948096196,103.50180181509732,1,0,0
Gare de Folligny,Gare de Nonancourt,190.5112228873892,81.43070056249721,1,0,0
Gare de Folligny,Gare de Paris Montparnasse Hall 1 - 2,272.81231412534055,109.07033452709278,1,0,0
Gare de Folligny,Gare de Sainte-Gauburge,135.0786079022565,103.6095390515568,1,0,0
Gare de Folligny,Gare de Surdon,114.51256703939288,73.7609041153507,1,0,0
Gare de Folligny,Gare de Verneuil-sur-Avre,171.44220513000744,113.45152344658312,1,0,0
Gare de Folligny,Gare de Versailles Chantiers,259.44501880165495,105.07755707042568,1,2,0
Gare de Fougeré,Gare de Langeais,144.45849744892158,96.08852575698064,1,0,0
Gare de Fougeré,Gare de Saumur,110.73405362365588,72.25182857506053,1,0,0
Gare de Fougeré,Gare de Tours,166.65946406257513,113.50941517622016,1,0,0
Gare de Frénouville - Cagny,Gare de Évreux Normandie,103.59421025988388,65.51897156179406,1,0,0
Gare de Gazeran,Gare de Champagné,125.76293890803376,84.4525907999109,1,0,0
Gare de Gazeran,Gare de Le Mans,136.19631842720804,84.36977063328769,1,0,0
Gare de Gazeran,Gare de Montfort-le-Gesnois,120.103017618793,84.49751925510489,1,0,0
Gare de Gazeran,Gare de Saint-Mars-la-Brière,123.35779531452576,84.47168282975616,1,0,0
Gare de Granville,Gare de Argentan,114.9850170189044,73.75715380741333,1,0,0
Gare de Granville,Gare de Dreux,217.00814413443925,84.99941254306052,1,0,0
Gare de Granville,Gare de L'Aigle,161.87380075163756,103.39683881071842,1,0,0
Gare de Granville,Gare de Nonancourt,203.72236490680407,81.3258305171471,1,0,0
Gare de Granville,Gare de Paris Montparnasse Hall 1 - 2,285.97968129151997,108.96581196652764,1,0,0
Gare de Granville,Gare de Paris Montparnasse Vaugirard,285.97968129151997,108.96581196652764,1,0,0
Gare de Granville,Gare de Sainte-Gauburge,148.30938051292216,103.50451317857332,1,0,0
Gare de Granville,Gare de Surdon,127.7065295860424,73.65617044065539,1,0,0
Gare de Granville,Gare de Verneuil-sur-Avre,184.6678835280653,113.34653801145932,1,0,0
Gare de Granville,Gare de Versailles Chantiers,272.63576003262256,104.97284896653424,1,2,0
Gare de Guingamp,Gare de Brest,100.31662573459631,67.75207384905515,1,0,0
Gare de Guingamp,Gare de Rennes,119.77695411598872,76.02429789561901,1,0,0
Gare de Hennebont,Gare de Nantes,146.06493016303,97.13353089027414,1,0,0
Gare de Hennebont,Gare de Rennes,124.80485701421432,83.46092257483228,1,0,0
Gare de Hennebont,Gare de Savenay,111.45977277722142,71.96788432046164,1,0,0
Gare de Ingrandes,Gare de Le Mans,106.02805189346854,64.75034280854496,1,0,0
Gare de Jouy,Gare de Champagné,105.60995788266486,78.5829340181091,1,0,0
Gare de Jouy,Gare de Le Mans,116.12669680058843,78.49945214457863,1,0,0
Gare de Jouy,Gare de Saint-Mars-la-Brière,103.1958653964267,78.60209708426487,1,0,0
Gare de L'Aigle,Gare de Folligny,148.650948096196,103.50180181509732,1,0,0
Gare de L'Aigle,Gare de Granville,161.87380075163756,103.39683881071842,1,0,0
Gare de L'Aigle,Gare de Paris Montparnasse Hall 1 - 2,124.81624287370096,71.73079813656885,1,0,0
Gare de L'Aigle,Gare de Paris Montparnasse Vaugirard,124.81624287370096,71.73079813656885,1,0,0
Gare de L'Aigle,Gare de Versailles Chantiers,111.115532170879,65.54310258691656,1,2,0
Gare de L'Aigle,Gare de Villedieu-les-Poêles,135.37183478414997,96.14800660162804,1,2,0
Gare de La Baule les Pins,Gare de Amboise,252.5605385309297,98.04068404645818,1,0,0
Gare de La Baule les Pins,Gare de Angers Saint-Laud,137.6345007464922,87.8222733715481,1,0,0
Gare de La Baule les Pins,Gare de Beaugency,304.59931021641313,118.14438957217718,1,0,0
Gare de La Baule les Pins,Gare de Blois - Chambord,279.4424485986885,106.78146791217114,1,0,0
Gare de La Baule les Pins,Gare de Le Mans,207.3194909041384,80.79452589189485,1,0,0
Gare de La Baule les Pins,Gare de Mer,294.5823204369318,118.2239044370467,1,0,0
Gare de La Baule les Pins,Gare de Meung-sur-Loire,310.3940003811604,119.88304414440732,1,0,0
Gare de La Baule les Pins,Gare de Onzain - Chaumont-sur-Loire,268.3079151914478,106.8698538383578,1,0,0
Gare de La Baule les Pins,Gare de Orléans,327.51914716448044,105.522168210356,1,0,0
Gare de La Baule les Pins,Gare de Sablé-sur-Sarthe,163.98140799558186,93.56122378168956,1,0,0
Gare de La Baule les Pins,Gare de Saint-Pierre-des-Corps,233.0036987486911,91.67805264701104,1,2,0
Gare de La Baule les Pins,Gare de Saumur,173.02608368192696,106.64347760917676,1,0,0
Gare de La Baule les Pins,Gare de Tours,230.7059548122459,91.69629213837857,1,0,0
Gare de La Baule-Escoublac,Gare de Amboise,254.3438923024764,98.02652778421964,1,0,0
Gare de La Baule-Escoublac,Gare de Angers Saint-Laud,139.3604489398111,87.80857279478954,1,0,0
Gare de La Baule-Escoublac,Gare de Beaugency,306.28112988529045,118.13103928764562,1,0,0
Gare de La Baule-Escoublac,Gare de Blois - Chambord,281.1789507720268,106.76768355791916,1,0,0
Gare de La Baule-Escoublac,Gare de Le Mans,208.785488393541,80.78288880382397,1,0,0
Gare de La Baule-Escoublac,Gare de Mer,296.284237756839,118.21039461736127,1,0,0
Gare de La Baule-Escoublac,Gare de Meung-sur-Loire,312.0610917488811,119.86981077313034,1,0,0
Gare de La Baule-Escoublac,Gare de Onzain - Chaumont-sur-Loire,270.0715877327542,106.85585380572492,1,0,0
Gare de La Baule-Escoublac,Gare de Orléans,329.16895970918773,105.5090719983761,1,0,0
Gare de La Baule-Escoublac,Gare de Sablé-sur-Sarthe,165.45704316256774,93.54951018973404,1,0,0
Gare de La Baule-Escoublac,Gare de Saint-Pierre-des-Corps,234.79638436371332,91.663822308599,1,2,0
