trip_id,agency_name,route_name,train_type,service_type,origin_stop_name,origin_country,destination_stop_name,destination_country,departure_time,arrival_time,distance_km,duration_h,emission_gco2e_pkm,total_emission_kgco2e,source_dataset
PKP TLK 35172,PKP Intercity S.A.,Rozewie,Train régional,National,Kraków Gł.,PL,Gdynia Gł.,PL,19:56,06:01,,10:05:00,17.092615894039735,,Back-on-Track
PKP TLK 35190,PKP Intercity S.A.,Korsarz,Train régional,National,Kraków Gł.,PL,Łeba,PL,18:35,06:39,703.0,12:04:00,34.57,24.3,Back-on-Track
PKP TLK 38170,PKP Intercity S.A.,Ustronie,Train régional,National,Kraków Gł.,PL,Kołobrzeg,PL,20:49,10:11,,13:22:00,17.092615894039735,,Back-on-Track
PKP TLK 404,PKP Intercity S.A.,Pirat,Train régional,National,Kołobrzeg,PL,Zebrzydowice,PL,19:15,06:04,,10:49:00,17.092615894039735,,Back-on-Track
PKP TLK 405,PKP Intercity S.A.,Pirat,Train régional,National,Zebrzydowice,PL,Kołobrzeg,PL,21:00,07:18,,10:18:00,17.092615894039735,,Back-on-Track
PKP TLK 46174/38174,PKP Intercity S.A.,Wolin,Train régional,National,Bielsko-Biała Gł.,PL,Świnoujście,PL,21:56,07:42,680.0,9:46:00,38.82,26.4,Back-on-Track
PKP TLK 53170,PKP Intercity S.A.,Karpaty,Train régional,National,Gdynia Gł.,PL,Zakopane,PL,19:13,06:21,,11:08:00,17.092615894039735,,Back-on-Track
PKP TLK 53172,PKP Intercity S.A.,Rozewie,Train régional,National,Gdynia Gł.,PL,Kraków Gł.,PL,22:13,08:36,,10:23:00,17.092615894039735,,Back-on-Track
PKP TLK 53190,PKP Intercity S.A.,Korsarz,Train régional,National,Łeba,PL,Kraków Gł.,PL,21:20,09:00,703.0,11:40:00,34.57,24.3,Back-on-Track
PKP TLK 61190,PKP Intercity S.A.,Karkonosze,Train régional,National,Jelenia Góra,PL,Warszawa Centralna,PL,21:16,05:50,638.0,8:34:00,35.27,22.5,Back-on-Track
PKP TLK 81170,PKP Intercity S.A.,Uznam,Train régional,National,Świnoujście,PL,Rzepin,PL,21:01,06:41,,9:40:00,17.092615894039735,,Back-on-Track
PKP TLK 83170,PKP Intercity S.A.,Ustronie,Train régional,National,Kołobrzeg,PL,Kraków Gł.,PL,20:17,08:44,,12:27:00,17.092615894039735,,Back-on-Track
PKP TLK 83174/64174,PKP Intercity S.A.,Wolin,Train régional,National,Świnoujście,PL,Bielsko-Biała Gł.,PL,20:17,05:49,680.0,9:32:00,38.82,26.4,Back-on-Track
PKP/ÖBB EN 406,Opérateur non renseigné,EN 406 = EN 407,Train régional,International,München Hbf,AT,Warszawa Wschodnia,CZ,18:35,09:01,1139.0,14:26:00,21.07,24.0,Back-on-Track
PKP/ÖBB EN 407,Opérateur non renseigné,EN 406 = EN 407,Train régional,International,Warszawa Wschodnia,AT,München Hbf,CZ,19:38,10:01,1139.0,14:23:00,21.07,24.0,Back-on-Track
PKP/ČD EC 460,Opérateur non renseigné,Baltic Express,Train régional,International,Praha hl.n.,PL,Gdynia Gł.,CZ,18:51,05:20,856.0,10:29:00,31.66,27.1,Back-on-Track
PKP/ČD EC 461,Opérateur non renseigné,Baltic Express,Train régional,International,Gdynia Gł.,PL,Praha hl.n.,CZ,23:13,09:06,856.0,9:53:00,31.66,27.1,Back-on-Track
RJ 1020,RegioJet a.s.,1020 = 1021,Train régional,International,Chop,SK,Praha hl.n.,CZ,17:35,05:46,672.0,12:11:00,17.56,11.8,Back-on-Track
RJ 1021,RegioJet a.s.,1020 = 1021,Train régional,International,Praha hl.n.,SK,Chop,CZ,21:52,10:34,672.0,12:42:00,17.56,11.8,Back-on-Track
RJ 1038,RegioJet a.s.,1038 = 1039,Train régional,International,Przemyśl Gł.,PL,Praha hl.n.,CZ,22:12,08:56,740.0,10:44:00,27.84,20.6,Back-on-Track
RJ 1039,RegioJet a.s.,1038 = 1039,Train régional,International,Praha hl.n.,PL,Przemyśl Gł.,CZ,20:56,07:33,740.0,10:37:00,27.84,20.6,Back-on-Track
SJ 1,SJ AB,1 = 2,Train régional,National,Stockholm C,SE,Malmö C,SE,23:10,06:59,614.0,7:49:00,1.09,0.67,Back-on-Track
SJ 2,SJ AB,1 = 2,Train régional,National,Malmö C,SE,Stockholm C,SE,22:30,05:50,614.0,7:20:00,1.09,0.67,Back-on-Track
SJ 70 (D),SJ AB,70 (D) = 71 (S),Train régional,National,Stockholm C,SE,Duved,SE,22:39,09:17,652.0,10:38:00,1.15,0.75,Back-on-Track
SJ 70 (U),SJ AB,70 (U) = 77 (S),Train régional,National,Stockholm C,SE,Umeå C,SE,22:39,08:16,704.0,9:37:00,1.01,0.71,Back-on-Track
SJ 71 (G),Opérateur non renseigné,Non renseigné,Train de nuit,National,Duved,XX,Göteborg C,XX,19:01,08:15,,13.23,14.0,,Back-on-Track
SJ 71 (S),SJ AB,70 (D) = 71 (S),Train régional,National,Duved,SE,Stockholm C,SE,19:01,05:04,652.0,10:03:00,1.15,0.75,Back-on-Track
SJ 74 (D),Opérateur non renseigné,Non renseigné,Train de nuit,National,Göteborg C,XX,Duved,XX,19:29,09:17,,13.8,14.0,,Back-on-Track
SJ 74 (U),Opérateur non renseigné,Non renseigné,Train de nuit,National,Göteborg C,XX,Umeå C,XX,19:29,08:16,,12.78,14.0,,Back-on-Track
SJ 77 (G),Opérateur non renseigné,Non renseigné,Train de nuit,National,Umeå C,XX,Göteborg C,XX,19:41,08:15,,12.57,14.0,,Back-on-Track
SJ 77 (S),SJ AB,70 (U) = 77 (S),Train régional,National,Umeå C,SE,Stockholm C,SE,19:41,05:04,704.0,9:23:00,1.01,0.71,Back-on-Track
SJ 91,Opérateur non renseigné,Non renseigné,Train de nuit,National,Luleå C,XX,Stockholm C,XX,21:10,10:09,,12.98,14.0,,Back-on-Track
SJ 92,Opérateur non renseigné,Non renseigné,Train de nuit,National,Stockholm C,XX,Luleå C,XX,21:55,11:53,,13.97,14.0,,Back-on-Track
SJ EN 345,SJ AB,EN 345 = EN 346,Train régional,International,Stockholm C,DE,Berlin Hbf,SE,17:34,09:24,1439.0,15:50:00,11.19,16.1,Back-on-Track
SJ EN 346,SJ AB,EN 345 = EN 346,Train régional,International,Berlin Hbf,DE,Stockholm C,SE,18:34,9:55,1439.0,15:21:00,11.19,16.1,Back-on-Track
SJ Nattåg 91,SJ AB,Nattåg 91 = Nattåg 92,Train régional,National,Luleå C,SE,Stockholm C,SE,17:00,06:35,1052.0,13:35:00,1.05,1.1,Back-on-Track
SJ Nattåg 92,SJ AB,Nattåg 91 = Nattåg 92,Train régional,National,Stockholm C,SE,Luleå C,SE,21:55,11:53,1052.0,13:58:00,1.05,1.1,Back-on-Track
SJ Nattåg 93 (L),SJ AB,Nattåg 93 (L) = Nattåg 94 (L),Train régional,National,Luleå C,SE,Stockholm C,SE,21:10,10:09,1052.0,12:59:00,1.05,1.1,Back-on-Track
SJ Nattåg 93 (N),SJ AB,Arctic Circle,Train régional,International,Narvik,SE,Stockholm C,NO,15:11,10:09,1456.0,18:58:00,0.96,1.4,Back-on-Track
SJ Nattåg 94 (L),SJ AB,Nattåg 93 (L) = Nattåg 94 (L),Train régional,National,Stockholm C,SE,Luleå C,SE,18:08,06:44,1052.0,12:36:00,1.05,1.1,Back-on-Track
SJ Nattåg 94 (N),SJ AB,Arctic Circle,Train régional,International,Stockholm C,SE,Narvik,NO,18:08,12:40,1456.0,18:32:00,0.96,1.4,Back-on-Track
SJN 405,SJ Norge AS,F6,Train régional,National,Oslo S,NO,Trondheim,NO,22:50,06:24,556.0,7:34:00,0.32,0.18,Back-on-Track
SJN 406,SJ Norge AS,F6,Train régional,National,Trondheim,NO,Oslo S,NO,23:17,06:50,556.0,7:33:00,0.32,0.18,Back-on-Track
SJN 475,SJ Norge AS,F7,Train régional,National,Trondheim,NO,Bodø,NO,23:05,09:05,725.0,10:00:00,0.32,0.23,Back-on-Track
SJN 476,SJ Norge AS,F7,Train régional,National,Bodø,NO,Trondheim,NO,21:09,07:15,725.0,10:06:00,0.32,0.23,Back-on-Track
SNCF IC Nuit 3731,SNCF Voyageurs SA,Le Pyrénéen,Train régional,National,Tarbes,FR,Paris Austerlitz,FR,19:00,07:23,841.0,12:32:00,3.45,2.9,Back-on-Track
SNCF IC Nuit 3740,SNCF Voyageurs SA,Le Pyrénéen,Train régional,National,Paris Austerlitz,FR,Tarbes,FR,22:11,09:34,841.0,11:56:00,3.45,2.9,Back-on-Track
SNCF IC Nuit 3750,SNCF Voyageurs SA,IC Nuit 3750 = IC Nuit 3751,Train régional,National,Toulouse Matabiau,FR,Paris Austerlitz,FR,19:44,07:03,714.0,11:19:00,3.08,2.2,Back-on-Track
SNCF IC Nuit 3751,SNCF Voyageurs SA,IC Nuit 3750 = IC Nuit 3751,Train régional,National,Paris Austerlitz,FR,Toulouse Matabiau,FR,22:13,07:44,714.0,9:31:00,3.08,2.2,Back-on-Track
SNCF IC Nuit 3754,SNCF Voyageurs SA,L'Occitan,Train régional,National,Rodez,FR,Paris Austerlitz,FR,22:37,08:31,712.0,10:13:00,2.81,2.0,Back-on-Track
SNCF IC Nuit 3754 (Sun),SNCF Voyageurs SA,L'Occitan,Train régional,National,Albi Ville,FR,Paris Austerlitz,FR,20:50,08:31,792.0,11:42:00,2.78,2.2,Back-on-Track
SNCF IC Nuit 3755,SNCF Voyageurs SA,L'Occitan,Train régional,National,Paris Austerlitz,FR,Rodez,FR,18:51,07:06,712.0,11:41:00,2.81,2.0,Back-on-Track
SNCF IC Nuit 3755 (Sun),SNCF Voyageurs SA,L'Occitan,Train régional,National,Paris Austerlitz,FR,Albi Ville,FR,18:51,09:02,792.0,13:35:00,2.78,2.2,Back-on-Track
SNCF IC Nuit 3789,SNCF Voyageurs SA,IC Nuit 3789 = IC Nuit 3790,Train régional,National,Paris Austerlitz,FR,Aurillac,FR,19:27,07:30,602.0,12:08:00,6.48,3.9,Back-on-Track
SNCF IC Nuit 3790,SNCF Voyageurs SA,IC Nuit 3789 = IC Nuit 3790,Train régional,National,Aurillac,FR,Paris Austerlitz,FR,22:41,08:31,602.0,10:51:00,6.48,3.9,Back-on-Track
SNCF IC Nuit 3970,SNCF Voyageurs SA,Le Pyrénéen,Train régional,National,Latour-de-Carol,FR,Paris Austerlitz,FR,18:48,07:03,875.0,12:15:00,2.97,2.6,Back-on-Track
SNCF IC Nuit 3971,SNCF Voyageurs SA,Le Pyrénéen,Train régional,National,Paris Austerlitz,FR,Latour-de-Carol,FR,21:40,10:07,875.0,12:27:00,2.97,2.6,Back-on-Track
SNCF IC Nuit 5737,SNCF Voyageurs SA,IC Nuit 5737 = IC Nuit 5738,Train régional,National,Paris Austerlitz,FR,Cerbère,FR,20:10,09:16,952.0,13:06:00,2.84,2.7,Back-on-Track
SNCF IC Nuit 5738,SNCF Voyageurs SA,IC Nuit 5737 = IC Nuit 5738,Train régional,National,Cerbère,FR,Paris Austerlitz,FR,18:53,08:50,952.0,13:57:00,2.84,2.7,Back-on-Track
SNCF IC Nuit 5772,SNCF Voyageurs SA,Le Train Bleu,Train régional,National,Nice Ville,FR,Paris Austerlitz,FR,17:55,8:08,989.0,14:13:00,3.13,3.1,Back-on-Track
SNCF IC Nuit 5781,SNCF Voyageurs SA,Le Train Bleu,Train régional,National,Paris Austerlitz,FR,Nice Ville,FR,20:51,09:25,989.0,12:34:00,3.13,3.1,Back-on-Track
SNCF IC Nuit 5787,SNCF Voyageurs SA,IC Nuit 5787 = IC Nuit 5792,Train régional,National,Paris Austerlitz,FR,Briançon,FR,20:51,08:21,796.0,11:30:00,3.02,2.4,Back-on-Track
SNCF IC Nuit 5792,SNCF Voyageurs SA,IC Nuit 5787 = IC Nuit 5792,Train régional,National,Briançon,FR,Paris Austerlitz,FR,19:58,08:08,796.0,12:10:00,3.02,2.4,Back-on-Track
ST 300,Merresor AB,Berlinaren,Train régional,International,Stockholm C,DE,Berlin Hbf,SE,16:20,07:46,1481.0,15:26:00,10.87,16.1,Back-on-Track
ST 301,Merresor AB,Berlinaren,Train régional,International,Berlin Hbf,DE,Stockholm C,SE,21:10,13:20,1481.0,16:10:00,10.87,16.1,Back-on-Track
ST 304,Merresor AB,304 = 305,Train régional,International,Innsbruck Hbf,SE,Malmö C,AT,18:00,16:21,1847.0,22:21:00,16.46,30.4,Back-on-Track
ST 305,Merresor AB,304 = 305,Train régional,International,Malmö C,SE,Innsbruck Hbf,AT,14:40,13:00,1847.0,22:20:00,16.46,30.4,Back-on-Track
ST 3904,Merresor AB,3904 = 3905,Train régional,National,Malmö C,SE,Duved,SE,17:15,08:20,1265.0,15:05:00,1.11,1.4,Back-on-Track
ST 3905,Merresor AB,3904 = 3905,Train régional,National,Duved,SE,Malmö C,SE,18:30,08:55,1265.0,14:25:00,1.11,1.4,Back-on-Track
ST 3920,Merresor AB,3920 = 3921,Train régional,National,Malmö C,SE,Storlien,SE,16:35,08:55,1314.0,16:20:00,1.14,1.5,Back-on-Track
ST 3921,Merresor AB,3920 = 3921,Train régional,National,Storlien,SE,Malmö C,SE,15:25,07:15,1314.0,15:50:00,1.14,1.5,Back-on-Track
TCDD 12002,TCDD Taşımacılık A.Ş.,Ankara Ekspresi,Train régional,National,İstanbul Halkalı,TR,Ankara,TR,22:00,06:58,567.0,8:58:00,21.16,12.0,Back-on-Track
TCDD 22001,TCDD Taşımacılık A.Ş.,Ankara Ekspresi,Train régional,National,Ankara,TR,İstanbul Halkalı,TR,22:00,06:19,567.0,8:19:00,21.16,12.0,Back-on-Track
TCDD 22006,TCDD Taşımacılık A.Ş.,Izmir Mavi,Train régional,National,Ankara,TR,İzmir Basmane,TR,20:00,09:35,811.0,13:35:00,22.19,18.0,Back-on-Track
TCDD 22010,TCDD Taşımacılık A.Ş.,Dogu Ekspresi,Train régional,National,Ankara,TR,Kars,TR,17:55,20:20,1339.0,26:25:00,22.78,30.5,Back-on-Track
TCDD 22012,TCDD Taşımacılık A.Ş.,Vangölü Ekspresi,Train régional,National,Ankara,TR,Tatvan,TR,11:20,13:31,1261.0,26:11:00,22.76,28.7,Back-on-Track
TCDD 22014,TCDD Taşımacılık A.Ş.,Güney Ekspresi,Train régional,National,Ankara,TR,Kurtalan,TR,11:20,14:31,1263.0,27:11:00,22.8,28.8,Back-on-Track
TCDD 22018,TCDD Taşımacılık A.Ş.,4 Eylül Mavi,Train régional,National,Ankara,TR,Malatya,TR,19:10,10:56,851.0,15:46:00,22.8,19.4,Back-on-Track
TCDD 32005,TCDD Taşımacılık A.Ş.,Izmir Mavi,Train régional,National,İzmir Basmane,TR,Ankara,TR,19:05,08:33,811.0,13:28:00,22.19,18.0,Back-on-Track
TCDD 32007,TCDD Taşımacılık A.Ş.,Konya Mavi,Train régional,National,İzmir Basmane,TR,Konya,TR,20:05,09:01,669.0,12:56:00,24.22,16.2,Back-on-Track
TCDD 42009,TCDD Taşımacılık A.Ş.,Dogu Ekspresi,Train régional,National,Kars,TR,Ankara,TR,08:00,09:39,1339.0,25:39:00,22.78,30.5,Back-on-Track
TCDD 52011,TCDD Taşımacılık A.Ş.,Vangölü Ekspresi,Train régional,National,Tatvan,TR,Ankara,TR,10:30,11:56,1261.0,25:26:00,22.76,28.7,Back-on-Track
TCDD 52013,TCDD Taşımacılık A.Ş.,Güney Ekspresi,Train régional,National,Kurtalan,TR,Ankara,TR,09:30,11:56,1263.0,26:26:00,22.8,28.8,Back-on-Track
TCDD 52019,TCDD Taşımacılık A.Ş.,4 Eylül Mavi,Train régional,National,Malatya,TR,Ankara,TR,15:30,07:23,851.0,15:53:00,22.8,19.4,Back-on-Track
TCDD 72008,TCDD Taşımacılık A.Ş.,Konya Mavi,Train régional,National,Konya,TR,İzmir Basmane,TR,19:00,07:37,669.0,12:37:00,24.22,16.2,Back-on-Track
TCDD/BDŽ 12503/492,Opérateur non renseigné,Balkan Express,Train régional,International,İstanbul Halkalı,BG,София,TR,20:00,09:40,591.0,13:40:00,23.52,13.9,Back-on-Track
TCDD/BDŽ 493/12504,Opérateur non renseigné,Balkan Express,Train régional,International,София,BG,İstanbul Halkalı,TR,18:45,06:34,591.0,11:49:00,23.52,13.9,Back-on-Track
TCDD/BDŽ/CFR 12503/460,Opérateur non renseigné,Bosphor Express,Train régional,International,İstanbul Halkalı,RO,București Nord,TR,20:00,17:08,799.0,21:08:00,22.15,17.7,Back-on-Track
TCDD/BDŽ/CFR 461/12504,Opérateur non renseigné,Bosphor Express,Train régional,International,București Nord,RO,İstanbul Halkalı,TR,10:50,06:34,799.0,19:44:00,22.15,17.7,Back-on-Track
UEX 1856,Train4you Vertriebs GmbH,1856 = 1857,Train régional,National,München Ost,DE,Hamburg Altona,DE,21:49,07:36,,9:47:00,17.092615894039735,,Back-on-Track
UEX 1857,Train4you Vertriebs GmbH,1856 = 1857,Train régional,National,Hamburg Altona,DE,München Ost,DE,21:32,07:20,,9:48:00,17.092615894039735,,Back-on-Track
UEX 1858,Train4you Vertriebs GmbH,1858 = 1859,Train régional,National,Freiburg (Breisgau) Hbf,DE,Hamburg Altona,DE,20:36,07:35,847.0,10:59:00,17.092615894039735,14.48,Back-on-Track
UEX 1859,Train4you Vertriebs GmbH,1858 = 1859,Train régional,National,Hamburg Altona,DE,Freiburg (Breisgau) Hbf,DE,21:32,08:05,847.0,10:33:00,17.092615894039735,14.48,Back-on-Track
UEX 302/322,Train4you Vertriebs GmbH,302/322 = 303/323,Train régional,National,Innsbruck Hbf,DE,Hamburg Altona,DE,21:00,08:26,,11:26:00,17.092615894039735,,Back-on-Track
UEX 303/323,Train4you Vertriebs GmbH,302/322 = 303/323,Train régional,National,Hamburg Altona,DE,Innsbruck Hbf,DE,20:14,08:23,,12:09:00,17.092615894039735,,Back-on-Track
UEX 320/324,Train4you Vertriebs GmbH,320/324 = 321/325,Train régional,National,Villach Hbf,DE,Hamburg Altona,DE,19:06,09:37,,14:31:00,17.092615894039735,,Back-on-Track
UEX 321/325,Train4you Vertriebs GmbH,320/324 = 321/325,Train régional,National,Hamburg Altona,DE,Villach Hbf,DE,19:00,08:38,,13:38:00,17.092615894039735,,Back-on-Track
UEX 332/1372,Train4you Vertriebs GmbH,332/1372 = 333/1373,Train régional,National,Innsbruck Hbf,DE,Düsseldorf Hbf,DE,21:00,07:45,,10:45:00,17.092615894039735,,Back-on-Track
UEX 333/1373,Train4you Vertriebs GmbH,332/1372 = 333/1373,Train régional,National,Düsseldorf Hbf,DE,Innsbruck Hbf,DE,20:43,08:23,,11:40:00,17.092615894039735,,Back-on-Track
UEX 334/1374,Train4you Vertriebs GmbH,334/1374 = 335/1375,Train régional,National,Villach Hbf,DE,Düsseldorf Hbf,DE,19:06,08:39,,13:33:00,17.092615894039735,,Back-on-Track
UEX 335/1375,Train4you Vertriebs GmbH,334/1374 = 335/1375,Train régional,National,Düsseldorf Hbf,DE,Villach Hbf,DE,19:53,08:38,,12:45:00,17.092615894039735,,Back-on-Track
UZ 001 D,Укрзалізниця,001 D = 001 L,Train régional,National,Харків,UA,Івано-Франківськ,UA,18:55,11:28,1197.0,16:33:00,19.13,22.9,Back-on-Track
UZ 001 L,Укрзалізниця,001 D = 001 L,Train régional,National,Івано-Франківськ,UA,Харків,UA,19:53,12:33,1197.0,16:40:00,19.13,22.9,Back-on-Track
UZ 003,Укрзалізниця,003 = 004,Train régional,National,Ужгород,UA,Запоріжжя 1,UA,16:35,13:08,1484.0,20:33:00,17.12,25.41,Back-on-Track
UZ 004,Укрзалізниця,003 = 004,Train régional,National,Запоріжжя 1,UA,Ужгород,UA,17:53,14:27,1484.0,20:34:00,17.12,25.41,Back-on-Track
UZ 006 L,Укрзалізниця,006 L = 006 P,Train régional,National,Ясіня,UA,Запоріжжя 1,UA,12:23,11:05,1465.0,22:42:00,17.27,25.3,Back-on-Track
UZ 006 P,Укрзалізниця,006 L = 006 P,Train régional,National,Запоріжжя 1,UA,Ясіня,UA,13:00,10:43,1465.0,21:43:00,17.27,25.3,Back-on-Track
UZ 007 K,Укрзалізниця,007 K = 008 L,Train régional,National,Київ Пасажирський,UA,Чернівці,UA,20:21,08:05,919.0,11:44:00,16.97,15.6,Back-on-Track
UZ 007 O/059 O,Укрзалізниця,007 O/059 O = 008 Š/060 Š,Train régional,National,Харків,UA,Одеса Головна,UA,17:55,08:10,758.0,14:15:00,15.04,11.4,Back-on-Track
UZ 008 L,Укрзалізниця,007 K = 008 L,Train régional,National,Чернівці,UA,Київ Пасажирський,UA,19:12,07:02,919.0,11:50:00,16.97,15.6,Back-on-Track
UZ 008 Š/060 Š,Укрзалізниця,007 O/059 O = 008 Š/060 Š,Train régional,National,Одеса Головна,UA,Харків,UA,19:56,09:58,758.0,14:02:00,15.04,11.4,Back-on-Track
UZ 009,Укрзалізниця,009 / 010,Train régional,International,Київ Пасажирський,HU,Budapest Keleti,UA,10:16,06:00,1171.0,19:44:00,19.21,22.49,Back-on-Track
UZ 010,Укрзалізниця,009 / 010,Train régional,International,Budapest Keleti,HU,Київ Пасажирський,UA,22:40,19:11,1171.0,20:31:00,19.21,22.49,Back-on-Track
UZ 012 L,Укрзалізниця,012 L = 012 Š,Train régional,National,Львів,UA,Одеса Головна,UA,19:46,06:23,737.0,10:37:00,19.13,14.1,Back-on-Track
UZ 012 Š,Укрзалізниця,012 L = 012 Š,Train régional,National,Одеса Головна,UA,Львів,UA,19:46,06:18,737.0,10:32:00,19.13,14.1,Back-on-Track
UZ 013 K,Укрзалізниця,013 K = 013 L,Train régional,National,Київ Пасажирський,UA,Солотвино 1,UA,15:58,10:58,1503.0,19:00:00,17.03,25.6,Back-on-Track
UZ 013 L,Укрзалізниця,013 K = 013 L,Train régional,National,Солотвино 1,UA,Київ Пасажирський,UA,14:00,08:54,1503.0,18:54:00,17.03,25.6,Back-on-Track
UZ 015,Укрзалізниця,015 = 016,Train régional,National,Харків,UA,Ясіня,UA,14:07,10:06,1337.0,19:59:00,16.9,22.6,Back-on-Track
UZ 016,Укрзалізниця,015 = 016,Train régional,National,Ясіня,UA,Харків,UA,13:28,09:10,1337.0,19:42:00,16.9,22.6,Back-on-Track
UZ 017 L/045 L,Укрзалізниця,017 O/045 D = 017 L/045 L,Train régional,National,Ужгород,UA,Харків,UA,13:38,08:50,1400.0,19:12:00,17.86,25.0,Back-on-Track
UZ 017 O/045 D,Укрзалізниця,017 O/045 D = 017 L/045 L,Train régional,National,Харків,UA,Ужгород,UA,14:36,08:34,1400.0,17:58:00,17.86,25.0,Back-on-Track
UZ 019,Укрзалізниця,019 = 020,Train régional,International,Київ Пасажирський,UA,Chelm,PL,18:19,04:55,540.0,10:36:00,21.48,11.6,Back-on-Track
UZ 020,Укрзалізниця,019 = 020,Train régional,International,Chelm,UA,Київ Пасажирський,PL,23:40,12:17,540.0,12:37:00,21.48,11.6,Back-on-Track
UZ 021,Укрзалізниця,021 = 022,Train régional,National,Харків,UA,Львів,UA,19:38,11:30,1115.0,15:52:00,17.22,19.2,Back-on-Track
UZ 022,Укрзалізниця,021 = 022,Train régional,National,Львів,UA,Харків,UA,18:42,10:17,1115.0,15:35:00,17.22,19.2,Back-on-Track
UZ 023,Укрзалізниця,023 = 024,Train régional,International,Київ Пасажирський,UA,Chelm,PL,22:40,11:05,540.0,12:25:00,21.48,11.6,Back-on-Track
UZ 024,Укрзалізниця,023 = 024,Train régional,International,Chelm,UA,Київ Пасажирський,PL,16:42,05:39,540.0,12:57:00,21.48,11.6,Back-on-Track
UZ 029 K,Укрзалізниця,029 K = 029 L,Train régional,National,Київ Пасажирський,UA,Ужгород,UA,19:19,07:33,876.0,12:14:00,17.58,15.4,Back-on-Track
UZ 029 L,Укрзалізниця,029 K = 029 L,Train régional,National,Ужгород,UA,Київ Пасажирський,UA,18:55,07:09,876.0,12:14:00,17.58,15.4,Back-on-Track
UZ 032 D,Укрзалізниця,032 D = 032 P,Train régional,National,Przemyśl Gł.,UA,Запоріжжя 1,UA,18:07,14:37,1305.0,20:30:00,16.02,20.91,Back-on-Track
UZ 032 P,Укрзалізниця,032 D = 032 P,Train régional,National,Запоріжжя 1,UA,Przemyśl Gł.,UA,20:47,15:21,1305.0,18:34:00,16.02,20.91,Back-on-Track
UZ 036 L,Укрзалізниця,036 Š = 036 L,Train régional,International,Przemyśl Gł.,PL,Одеса Головна,UA,20:28,12:55,840.0,16:27:00,19.76,16.6,Back-on-Track
UZ 036 Š,Укрзалізниця,036 Š = 036 L,Train régional,International,Одеса Головна,PL,Przemyśl Gł.,UA,14:45,05:53,840.0,15:08:00,19.76,16.6,Back-on-Track
UZ 037,Укрзалізниця,037 = 038 O/Š,Train régional,National,Ужгород,UA,Одеса Головна,UA,19:27,12:55,1029.0,17:28:00,17.98,18.5,Back-on-Track
UZ 038 K,Укрзалізниця,038 K = 038 P,Train régional,National,Київ Пасажирський,UA,Запоріжжя 1,UA,22:17,07:34,658.0,9:17:00,16.41,10.8,Back-on-Track
UZ 038 O/Š,Укрзалізниця,037 = 038 O/Š,Train régional,National,Одеса Головна,UA,Ужгород,UA,14:45,08:55,1029.0,18:10:00,17.98,18.5,Back-on-Track
UZ 038 P,Укрзалізниця,038 K = 038 P,Train régional,National,Запоріжжя 1,UA,Київ Пасажирський,UA,20:35,05:58,658.0,9:23:00,16.41,10.8,Back-on-Track
UZ 041,Укрзалізниця,041 = 042,Train régional,National,Дніпро Головний,UA,Трускавець,UA,14:35,11:13,1238.0,20:38:00,13.65,16.9,Back-on-Track
UZ 042,Укрзалізниця,041 = 042,Train régional,National,Трускавець,UA,Дніпро Головний,UA,12:55,09:25,1238.0,20:30:00,13.65,16.9,Back-on-Track
UZ 043 L,Укрзалізниця,043 L = 043 Š,Train régional,National,Івано-Франківськ,UA,Черкаси,UA,20:04,13:11,956.0,17:07:00,18.41,17.6,Back-on-Track
UZ 043 Š,Укрзалізниця,043 L = 043 Š,Train régional,National,Черкаси,UA,Івано-Франківськ,UA,16:50,09:56,956.0,17:06:00,18.41,17.6,Back-on-Track
UZ 049,Укрзалізниця,049 = 050,Train régional,National,Київ Пасажирський,UA,Трускавець,UA,21:48,07:23,702.0,9:35:00,17.95,12.6,Back-on-Track
UZ 050,Укрзалізниця,049 = 050,Train régional,National,Трускавець,UA,Київ Пасажирський,UA,20:54,06:36,702.0,9:42:00,17.95,12.6,Back-on-Track
UZ 051,Укрзалізниця,051 = 052 K,Train régional,International,Київ Пасажирський,PL,Przemyśl Gł.,UA,19:27,05:53,700.0,10:26:00,18.43,12.9,Back-on-Track
UZ 052 K,Укрзалізниця,051 = 052 K,Train régional,International,Przemyśl Gł.,PL,Київ Пасажирський,UA,20:28,07:34,700.0,11:06:00,18.43,12.9,Back-on-Track
UZ 052 P/053,Укрзалізниця,052 P/053 = 052 Š/054,Train régional,National,Дніпро Головний,UA,Одеса Головна,UA,18:30,08:00,754.0,13:30:00,12.47,9.4,Back-on-Track
UZ 052 Š/054,Укрзалізниця,052 P/053 = 052 Š/054,Train régional,National,Одеса Головна,UA,Дніпро Головний,UA,21:10,11:03,754.0,13:53:00,12.47,9.4,Back-on-Track
UZ 055,Укрзалізниця,055 = 056,Train régional,National,Київ Пасажирський,UA,Рахів,UA,15:58,07:50,892.0,15:52:00,17.092615894039735,15.25,Back-on-Track
UZ 056,Укрзалізниця,055 = 056,Train régional,National,Рахів,UA,Київ Пасажирський,UA,16:30,08:54,892.0,16:24:00,17.092615894039735,15.25,Back-on-Track
UZ 059 K,Укрзалізниця,059 K = 060 L,Train régional,National,Київ Пасажирський,UA,Chop,UA,20:37,12:59,917.0,16:22:00,16.58,15.2,Back-on-Track
UZ 060 L,Укрзалізниця,059 K = 060 L,Train régional,National,Chop,UA,Київ Пасажирський,UA,14:30,07:47,917.0,17:17:00,16.58,15.2,Back-on-Track
