stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding,platform_code
at:48:452:0:4,,Bregenz Bahnhof C,47.5021233,9.7395612,,,,0,C
at:48:466:5:6,,Bregenz Hafen Bahnhof,47.5061406,9.7483378,,,,0,
at:49:1349:0:35,,Wien Hauptbahnhof,48.1851041,16.377114,,,,0,
at:49:289:0:1,,Wien Erdberg,48.1904463,16.4154002,,,,0,
be:26:8812005:10:1,,Bruxelles-Nord,50.8614481,4.3599642,,,,0,
be:26:8821121:11:Flix,,Antwerpen-Berchem,51.2012555,4.4359437,,,,0,
be:26092:11716:0:1,,Namur (B) Flixbus,50.4664894,4.8710247,,,,0,
ch:230001:3297,,"Auw, Sinserstrasse",47.2109883,8.3659473,,,,0,
ch:23001:13920:0:1,,"Rheinfelden, Albrechtsplatz",47.5551974,7.794502,,,,0,
ch:23001:18880:90,,Klingnau,47.5815568,8.2502982,,,,0,
ch:23001:18924:30,,"Würenlos, Bahnhof",47.4467477,8.3588506,,,,0,
ch:23001:19169:90,,Rietheim,47.6007498,8.2773285,,,,0,
ch:23001:19182:90,,Rekingen,47.5699698,8.3271221,,,,0,
ch:23001:19304:90,,Mellikon,47.5684849,8.3525085,,,,0,
ch:23001:19464:90,,Koblenz Dorf,47.6093868,8.2401652,,,,0,
ch:23001:19518:90,,Hallwil,47.3286373,8.1759446,,,,0,
ch:23001:19760:90,,Birrwil,47.2878576,8.1990134,,,,0,
ch:23001:19993:30,,"Mägenwil, Bahnhof",47.4144366,8.2354041,,,,0,
ch:23001:20003:90,,Frick,47.5073482,8.0130891,,,,0,
ch:23001:20019:90,,Baden,47.4764222,8.3077095,,,,0,
ch:23001:20020:30,,"Kaiserstuhl AG, Bahnhof",47.566515,8.4183371,,,,0,
ch:23001:20020:90,,"Kaiserstuhl AG, Bahnhof",47.5664483,8.4191635,,,,0,
ch:23001:20186:90,,Rheinfelden,47.5512142,7.7921664,,,,0,
ch:23001:20189:90,,Möhlin,47.5618598,7.8338662,,,,0,
ch:23001:20198:90,,Brugg AG,47.4808604,8.2088409,,,,0,
ch:23001:20200:90,,Döttingen,47.5752728,8.2563618,,,,0,
ch:23001:20201:90,,Siggenthal-Würenlingen,47.5206902,8.2406593,,,,0,
ch:23001:20202:30,,"Bad Zurzach, Bahnhof",47.5882158,8.2953218,,,,0,
ch:23001:20202:90,,"Bad Zurzach, Bahnhof",47.5883127,8.2955913,,,,0,
ch:23001:20204:30,,"Koblenz, Bahnhof",47.6002834,8.2266725,,,,0,
ch:23001:20204:90,,"Koblenz, Bahnhof",47.6003379,8.2270498,,,,0,
ch:23001:20210:30,,"Dottikon-Dintikon, Bahnhof",47.3735346,8.2344609,,,,0,
ch:23001:20218:30,,"Muri AG, Bahnhof",47.2764983,8.3396896,,,,0,
ch:23001:20221:90,,Stein-Säckingen,47.5416095,7.9488416,,,,0,
ch:23001:20466:90,,"Seon, Post/Bahnhof",47.3461516,8.1588048,,,,0,
ch:23001:20467:90,,"Boniswil, Bahnhof",47.3150394,8.1845595,,,,0,
ch:23001:20510:30,,"Beinwil am See, Bahnhof",47.2676175,8.2021575,,,,0,
ch:23001:20510:90,,"Beinwil am See, Bahnhof",47.2672213,8.2022383,,,,0,
ch:23001:20513:30,,"Rümikon, Bahnhof",47.5655997,8.3747777,,,,0,
ch:23001:20513:90,,"Rümikon, Bahnhof",47.5653815,8.3736638,,,,0,
ch:23001:21561:0:2,,"Rheinfelden, Altersheim",47.5546033,7.798778,,,,0,
ch:23001:26017,,"Baden, Bahnhof West",47.4764526,8.306937,,,,0,
ch:23001:26505:0:1,,"Rheinfelden, Waldfriedhof",47.5547731,7.8047608,,,,0,
ch:23001:27264:30,,"Mellingen Heitersberg, Bahnhof",47.4283431,8.2762415,,,,0,
ch:23001:27714:30,,"Brugg AG, Bahnhof/Campus",47.4806661,8.2098201,,,,0,
ch:23001:27715,,"Eiken, Poststrasse",47.5324398,7.9882327,,,,0,
ch:23001:27716,,"Rupperswil, Bahnhof",47.4030801,8.1269056,,,,0,
ch:23001:31688:0:1,,"Rheinfelden, Stadtpark",47.556028,7.7984726,,,,0,
ch:23001:31836,,"Neuenhof, Landhaus",47.4497913,8.3269874,,,,0,
ch:23001:31866:30,,"Wettingen, Bahnhof",47.4591698,8.3150847,,,,0,
ch:23001:3418:0:1,,"Rheinfelden, Regionalspital",47.556416,7.8065574,,,,0,
ch:23001:3418:0:2,,"Rheinfelden, Regionalspital",47.5563614,7.8064047,,,,0,
ch:23001:3425:30,,"Möhlin, Bahnhof",47.5615749,7.8332104,,,,0,
ch:23001:3445:1,,"Laufenburg AG, Bahnhof",47.5594835,8.0602596,,,,0,
ch:23001:3454:30,,"Mumpf, Bahnhof",47.5475278,7.9101601,,,,0,
ch:23001:3476:30,,"Döttingen AG, Bahnhof",47.5756485,8.2558139,,,,0,
ch:23001:3477,,"Siggenthal-W., Bahnhof",47.5198894,8.2406772,,,,0,
ch:23001:3483,,"Birr, Bahnhof",47.4374399,8.2167641,,,,0,
ch:23001:3510,,"Ehrendingen, Tiefenwaag",47.5056794,8.3461484,,,,0,
ch:23001:3531,,"Benzenschwil, Bahnhof",47.2480344,8.3638632,,,,0,
ch:23001:3540,,"Küngoldingen, Post",47.3037834,7.943829,,,,0,
ch:23001:3552,,"Brittnau-Wikon, Bahnhof",47.2625395,7.9569174,,,,0,
ch:23001:3557:30,,"Stein-Säckingen, Bahnhof",47.5414215,7.9499375,,,,0,
ch:23001:3713,,"Oberentfelden, Bahnhof",47.356997,8.0486354,,,,0,
ch:23001:3735,,"Boswil-Bünzen, Bahnhof",47.3053733,8.3152913,,,,0,
ch:23001:4979,,"Sins, Bahnhof",47.188161,8.3974872,,,,0,
ch:23001:4983,,"Oberrüti, Dorf",47.1651589,8.3944149,,,,0,
ch:23001:518:90,,Lenzburg,47.3911982,8.1703931,,,,0,
ch:23001:5283:30,,"Rheinfelden, Augarten Zentrum",47.547649,7.7674448,,,,0,
ch:23001:5373:30,,"Lenzburg, Bahnhof",47.3908273,8.1712375,,,,0,
ch:23001:5388,,"Rekingen AG, Dorf",47.5700243,8.3217412,,,,0,
ch:23001:540:1,,"Frick, Bahnhof",47.5068081,8.0128375,,,,0,
ch:23001:6058,,"Koblenz, Landstrasse/Dorf",47.6094776,8.2387638,,,,0,
ch:23001:6059,,"Rietheim, Hauptstrasse",47.6006892,8.2784963,,,,0,
ch:23001:6167:30,,"Othmarsingen, Bahnhof",47.406874,8.2151651,,,,0,
ch:23001:64434,,"Schinznach Bad, Steinbruch",47.4491838,8.1685874,,,,0,
ch:23001:6454,,"Kölliken, Bahnhof",47.3374469,8.0258541,,,,0,
ch:23001:6455,,"Oberentfelden, Ref. Kirche",47.3575203,8.0482581,,,,0,
ch:23001:6456:30,,Suhr,47.3715818,8.081891,,,,0,
ch:23001:64882:0:1,,"Rheinfelden, HPS",47.5464181,7.7958405,,,,0,
ch:23001:64882:0:2,,"Rheinfelden, HPS",47.5464848,7.7958854,,,,0,
ch:23001:64883:0:1,,"Rheinfelden, Lichsweg",47.5502199,7.7964424,,,,0,
ch:23001:64884:0:1,,"Rheinfelden, Rosengässchen",47.5526451,7.7992271,,,,0,
ch:23001:64885:0:2,,"Rheinfelden, Sonnenbergstrasse",47.5498015,7.7991463,,,,0,
ch:23001:66251:0:1,,"Rheinfelden, Habich-Dietschy-S",47.5519054,7.7876838,,,,0,
ch:23001:66251:0:2,,"Rheinfelden, Habich-Dietschy-S",47.552063,7.7877916,,,,0,
ch:23001:663:30,,"Wohlen AG, Bahnhof",47.349274,8.2691718,,,,0,
ch:23001:67102,,"Zofingen, Bahnhofplatz",47.2881684,7.9436493,,,,0,
ch:23001:67320,,"Wildegg, Bahnhof/Talstrasse",47.4159016,8.1622543,,,,0,
ch:23001:684:30,,"Aarau, Bahnhof",47.3918611,8.051007,,,,0,
ch:23001:69267,,"Hunzenschwil, Bahnhof",47.3881209,8.1253875,,,,0,
ch:23001:69269,,"Safenwil, Striegel Passhöhe",47.3169822,7.9689099,,,,0,
ch:23001:69807,,Seon Nord,47.3531569,8.1602511,,,,0,
ch:23001:73048:30,,"Wettingen, Bahnhofplatz",47.4600626,8.3157584,,,,0,
ch:23001:75374,,"Holderbank AG, Hauptstr./Bhf.",47.4287016,8.1673927,,,,0,
ch:23001:78019,,"Kölliken, Oberdorf",47.3247465,8.0192246,,,,0,
ch:23001:78473,,"Mühlau, Dorf",47.2300118,8.3893125,,,,0,
ch:23001:78939,,"Lupfig, Bahnhof",47.4448644,8.2147069,,,,0,
ch:23001:78994,,"Mellikon, Bahnhof",47.5681333,8.3523827,,,,0,
ch:23001:78998,,"Rekingen AG, Bahnhof",47.5695395,8.3276342,,,,0,
ch:23001:8139:0:1,,"Rheinfelden, Untere Marktgasse",47.5547488,7.7908459,,,,0,
ch:23001:8139:0:2,,"Rheinfelden, Untere Marktgasse",47.5548822,7.790747,,,,0,
ch:23001:817:90,,Turgi,47.491757,8.2534603,,,,0,
ch:23001:818:90,,Wettingen,47.4596375,8.31601,,,,0,
ch:23001:819:1,,Killwangen-Spreitenbach,47.433156,8.3542512,,,,0,
ch:23001:8373:0:1,,"Rheinfelden, Post",47.5527057,7.7947625,,,,0,
ch:23001:8373:0:2,,"Rheinfelden, Post",47.5528754,7.7948793,,,,0,
ch:23001:8450:30,,"Rheinfelden, Bahnhof",47.5513476,7.7918879,,,,0,
ch:23001:8450:30:1,,"Rheinfelden, Bahnhof",47.5513597,7.7921394,,,,0,
ch:23001:8450:30:2,,"Rheinfelden, Bahnhof",47.5513112,7.7919957,,,,0,
ch:23001:846,,"Schneisingen, Murzlen",47.51216,8.3643303,,,,0,
ch:23001:950:30,,"Turgi, Bahnhof",47.4919391,8.2536848,,,,0,
ch:23001:99010:0:2,,"Rheinfelden, Dianapark",47.5526147,7.8005836,,,,0,
ch:23001:99011:0:2,,"Rheinfelden, Kohlplatz",47.5533301,7.8041858,,,,0,
ch:23001:99408,,"Klingnau, Dorfstrasse",47.5816114,8.2480704,,,,0,
ch:23001:99424,,"Hendschiken, Bahnhof",47.3889845,8.2075653,,,,0,
ch:23001:99425,,"Safenwil, Bahnhof",47.3216774,7.9838669,,,,0,
ch:23001:99426,,"Oberrüti, Bahnhof",47.1659162,8.4034071,,,,0,
ch:23002:20460:90,,Herisau,47.3901644,9.2768121,,,,0,
ch:23004:1002:1:2,,"Allschwil, Friedhof",47.5548458,7.5370538,,,,0,
ch:23004:1005:1:1,,"Allschwil, Grabenring",47.5546943,7.5390211,,,,0,
ch:23004:1005:1:2,,"Allschwil, Grabenring",47.5545972,7.5398476,,,,0,
ch:23004:1006:1:1,,"Allschwil, Hagmattstrasse",47.5559492,7.5448692,,,,0,
ch:23004:1006:1:2,,"Allschwil, Hagmattstrasse",47.5555976,7.5441775,,,,0,
ch:23004:1007:1:1,,"Allschwil, Im Brühl",47.5573193,7.5471509,,,,0,
ch:23004:1007:1:2,,"Allschwil, Im Brühl",47.5574466,7.5472767,,,,0,
ch:23004:1009:1:1,,"Allschwil, Kreuzstrasse",47.5597987,7.5512562,,,,0,
ch:23004:1009:1:2,,"Allschwil, Kreuzstrasse",47.5591804,7.5501872,,,,0,
ch:23004:1010:1:1,,"Allschwil, Wänglismatten",47.5616961,7.5544183,,,,0,
ch:23004:1010:1:2,,"Allschwil, Wänglismatten",47.5615749,7.5541937,,,,0,
ch:23004:19076:90,,Sommerau,47.4390197,7.8514821,,,,0,
ch:23004:19136:90,,Rümlingen,47.4253773,7.8505389,,,,0,
ch:23004:19640:90,,Diepflingen,47.4495604,7.83772,,,,0,
ch:23004:19722:90,,Buckten,47.4089897,7.8477991,,,,0,
ch:23004:3361:1,,"Zwingen, Bahnhof",47.433551,7.5305231,,,,0,
ch:23004:3371:1,,"Laufen, Bahnhof",47.4190077,7.5022082,,,,0,
ch:23004:3420:30,,"Gelterkinden, Bahnhof",47.4660387,7.8485986,,,,0,
ch:23004:3423:30,,"Tecknau, Bahnhof",47.4461706,7.8875405,,,,0,
ch:23004:5255:90,,Sissach,47.4627531,7.8120281,,,,0,
ch:23004:541:1,,"Grellingen, Bahnhof",47.4415047,7.5919409,,,,0,
ch:23004:562:1,,"Aesch BL, Bahnhof",47.4675933,7.6026847,,,,0,
ch:23004:61226,,"Duggingen, Hofackerbühne/Bhf.",47.4521725,7.6044814,,,,0,
ch:23004:6127:1,,"Liestal, Bahnhof",47.4843208,7.7316559,,,,0,
ch:23004:6128:1,,"Lausen, Bahnhof Nord",47.4704291,7.7597552,,,,0,
ch:23004:6148:1,,"Sissach, Bahnhof",47.4626377,7.8128546,,,,0,
ch:23004:6199:1,,"Münchenstein, Bahnhof",47.5133795,7.6179022,,,,0,
ch:23004:6287:1,,"Muttenz, Bahnhof",47.5334163,7.6476005,,,,0,
ch:23004:62872:30,,"Pratteln, Bahnhof Nord",47.5231714,7.6908813,,,,0,
ch:23004:630:1,,"Frenkendorf-Füllinsdorf, Bahnhof",47.5018259,7.7191693,,,,0,
ch:23004:649:90,,Läufelfingen,47.3921348,7.8562342,,,,0,
ch:23004:69557,,"Pratteln, Längipark",47.5332586,7.7060898,,,,0,
ch:23004:77146,,"Itingen, Landstrasse/Bahnhof",47.4669192,7.7867945,,,,0,
ch:23005:1:4:1,,Aeschenplatz A,47.5511051,7.5946718,,,,0,A
ch:23005:1:4:2,,Aeschenplatz B,47.5507049,7.593998,,,,0,B
ch:23005:1:4:4,,Aeschenplatz,47.5512081,7.5949862,,,,0,
ch:23005:102:1:3,,Universitätsspital D,47.5611323,7.586533,,0,ch:23005:102_Parent,0,D
ch:23005:102:1:4,,Universitätsspital A,47.5618113,7.5852934,,0,ch:23005:102_Parent,0,A
ch:23005:102:1:41,,Universitätsspital,47.5618355,7.5859042,,0,ch:23005:102_Parent,0,
ch:23005:102:1:43,,Universitätsspital,47.5618901,7.5847723,,0,ch:23005:102_Parent,0,
ch:23005:102_Parent,,Universitätsspital,47.5615082,7.5860479,,1,,,
ch:23005:103:1:2,,Rankstrasse,47.5607929,7.6154498,,,,0,
ch:23005:103:2:1,,Rankstrasse,47.5610657,7.6170578,,,,0,
ch:23005:105:1:1,,Rheingasse,47.5611263,7.5920128,,0,ch:23005:105_Parent,0,
ch:23005:105:1:2,,Rheingasse,47.560902,7.5912582,,0,ch:23005:105_Parent,0,
ch:23005:105:1:3,,Rheingasse,47.5610899,7.5919229,,0,ch:23005:105_Parent,0,
ch:23005:105:1:4,,Rheingasse,47.5609687,7.591357,,0,ch:23005:105_Parent,0,
ch:23005:105_Parent,,Rheingasse,47.561005,7.5916265,,1,,,
ch:23005:106:1:1,,Riehenring,47.5669696,7.5976721,,,,0,
ch:23005:106:1:2,,Riehenring,47.5663756,7.5976452,,,,0,
ch:23005:108:1:1,,Rosengartenweg,47.5587985,7.6039783,,,,0,
ch:23005:108:1:2,,Rosengartenweg,47.5587985,7.6034214,,,,0,
ch:23005:11:1:1,,Bernerring,47.5490133,7.5696447,,,,0,
ch:23005:11:1:2,,Bernerring,47.5491224,7.5698064,,,,0,
ch:23005:111:1:2,,Novartis Campus,47.5707456,7.5816372,,,,0,
ch:23005:112:1:1,,Sportzentrum Rankhof,47.5610778,7.6215494,,,,0,
ch:23005:112:1:2,,Sportzentrum Rankhof,47.5609444,7.6208217,,,,0,
ch:23005:114:1:2,,Schifflände C,47.5593683,7.5872158,,0,ch:23005:114_Parent,0,C
ch:23005:114:4:10,,Schifflände E,47.5598351,7.588168,,0,ch:23005:114_Parent,0,E
ch:23005:114:4:11,,Schifflände F,47.5596593,7.5883836,,0,ch:23005:114_Parent,0,F
ch:23005:114:4:3,,Schifflände F,47.5596593,7.5883836,,0,ch:23005:114_Parent,0,F
ch:23005:114_Parent,,Schifflände,47.5594411,7.5877547,,1,,,
ch:23005:116:1:1,,Schützenhaus A,47.5532938,7.5770917,,0,ch:23005:116_Parent,0,A
ch:23005:116:1:2,,Schützenhaus B,47.5536636,7.5768582,,0,ch:23005:116_Parent,0,B
ch:23005:116:2:3,,Schützenhaus E,47.5530452,7.576975,,0,ch:23005:116_Parent,0,E
ch:23005:116:2:4,,Schützenhaus F,47.5527906,7.5765258,,0,ch:23005:116_Parent,0,F
ch:23005:116_Parent,,Schützenhaus,47.5532028,7.5772265,,1,,,
ch:23005:119:1:1,,Tinguely Museum B,47.5597381,7.6122967,,,,0,B
ch:23005:119:2:2,,Tinguely Museum C,47.5597927,7.6117577,,,,0,C
ch:23005:123:1:3,,Strassburgerallee,47.5636358,7.5713874,,,,0,
ch:23005:123:1:4,,Strassburgerallee,47.5630963,7.570534,,,,0,
ch:23005:125:1:1,,Surinam,47.5695516,7.6084699,,,,0,
ch:23005:127:1:1,,Theater G,47.5533423,7.5898658,,,,0,G
ch:23005:129:1:3,,Thomaskirche A,47.5643693,7.5622606,,,,0,A
ch:23005:129:1:4,,Thomaskirche B,47.5643329,7.562548,,,,0,B
ch:23005:13:1:2,,Birmannsgasse,47.557677,7.5751424,,,,0,
ch:23005:132:1:4,,Voltaplatz A,47.5708244,7.5770378,,,,0,A
ch:23005:137:1:1,,Wettsteinplatz,47.5592592,7.5983099,,0,ch:23005:137_Parent,0,
ch:23005:137:1:2,,Wettsteinplatz,47.5589622,7.5981033,,0,ch:23005:137_Parent,0,
ch:23005:137:1:3,,Wettsteinplatz,47.5591986,7.5985705,,0,ch:23005:137_Parent,0,
ch:23005:137:1:4,,Wettsteinplatz,47.5593501,7.5983638,,0,ch:23005:137_Parent,0,
ch:23005:137:1:41,,Wettsteinplatz,47.5590106,7.5993969,,0,ch:23005:137_Parent,0,
ch:23005:137:1:42,,Wettsteinplatz,47.5589379,7.6004749,,0,ch:23005:137_Parent,0,
ch:23005:137_Parent,,Wettsteinplatz,47.5591622,7.5983818,,1,,,
ch:23005:139:1:1,,Wiesenplatz,47.5767938,7.5914289,,,,0,
ch:23005:139:1:2,,Wiesenplatz,47.5764181,7.5912312,,,,0,
ch:23005:139:1:3,,Wiesenplatz,47.5771756,7.5916624,,,,0,
ch:23005:14:1:1,,Bläsiring,47.569097,7.5904048,,,,0,
ch:23005:14:1:2,,Bläsiring,47.5688,7.5903688,,,,0,
ch:23005:141:1:2,,MParc,47.5388199,7.6066283,,,,0,
ch:23005:141:1:3,,MParc,47.5392566,7.606269,,,,0,
ch:23005:145:1:1,,Zoo Bachletten,47.5507655,7.5806581,,,,0,
ch:23005:145:1:2,,Zoo Bachletten,47.5510081,7.5802538,,,,0,
ch:23005:15:1:1,,Blotzheimerstrasse,47.5616355,7.5691956,,,,0,
ch:23005:15:1:2,,Blotzheimerstrasse,47.5616173,7.5685398,,,,0,
ch:23005:16:1:1,,Brausebad E,47.5551186,7.57587,,,,0,E
ch:23005:16:1:2,,Brausebad D,47.5554642,7.5758072,,,,0,D
ch:23005:18:1:1,,Brombacherstrasse,47.5707092,7.5943843,,,,0,
ch:23005:18:1:2,,Brombacherstrasse,47.5706547,7.5948874,,,,0,
ch:23005:22:1:1,,Bundesplatz,47.5512809,7.5745495,,,,0,
ch:23005:22:1:2,,Bundesplatz,47.5513779,7.5747112,,,,0,
ch:23005:24:2:4,,Burgfelderplatz D,47.5625023,7.5738129,,,,0,D
ch:23005:26:1:1,,Ciba,47.5736062,7.5903329,,,,0,
ch:23005:26:1:2,,Ciba,47.5732304,7.5901802,,,,0,
ch:23005:27:1:1,,Claraplatz,47.5620901,7.5928931,,0,ch:23005:27_Parent,0,
ch:23005:27:1:2,,Claraplatz,47.5617385,7.5932345,,0,ch:23005:27_Parent,0,
ch:23005:27:2:6,,Claraplatz,47.5613869,7.5936657,,0,ch:23005:27_Parent,0,
ch:23005:27:3:11,,Claraplatz,47.5617446,7.5940969,,0,ch:23005:27_Parent,0,
ch:23005:27:3:3,,Claraplatz,47.561884,7.5942765,,0,ch:23005:27_Parent,0,
ch:23005:27:3:5,,Claraplatz,47.5618113,7.5942316,,0,ch:23005:27_Parent,0,
ch:23005:27_Parent,,Claraplatz,47.561684,7.5934321,,1,,,
ch:23005:28:1:1,,Clarastrasse,47.5626235,7.596693,,,,0,
ch:23005:28:1:2,,Clarastrasse,47.5627266,7.5968816,,,,0,
ch:23005:30:1:2,,Denkmal,47.548025,7.5981213,,,,0,
ch:23005:300,,Basel SBB,47.54747,7.5894,,0,ch:23005:300_Parent,0,
ch:23005:300:4:71,,Basel SBB 1,47.5470184,7.5909797,,0,ch:23005:300_Parent,0,1
ch:23005:300:5:73,,Basel SBB,47.546879,7.5908988,,0,ch:23005:300_Parent,0,
ch:23005:300:5:74,,Basel SBB,47.5468183,7.5907551,,0,ch:23005:300_Parent,0,
ch:23005:300:83:98,,Basel SBB,47.5456966,7.5902161,,0,ch:23005:300_Parent,0,
ch:23005:300:9:82,,Basel SBB,47.5465515,7.5895154,,0,ch:23005:300_Parent,0,
ch:23005:300_Parent,,Basel SBB,47.5473944,7.5893537,,1,,,
ch:23005:33:1:1,,Dreirosenbrücke D,47.5704971,7.5902431,,0,ch:23005:33_Parent,0,D
ch:23005:33:1:2,,Dreirosenbrücke C,47.5710971,7.5900814,,0,ch:23005:33_Parent,0,C
ch:23005:33:1:4,,Dreirosenbrücke A,47.570685,7.5897221,,0,ch:23005:33_Parent,0,A
ch:23005:33:1:83,,Dreirosenbrücke E,47.5707456,7.5907012,,0,ch:23005:33_Parent,0,E
ch:23005:33_Parent,,Dreirosenbrücke,47.5707456,7.5900904,,1,,,
ch:23005:34:1,,Dreispitz,47.5371825,7.6086945,,,,0,
ch:23005:37:1:1,,Feldbergstrasse,47.5660665,7.5911144,,,,0,
ch:23005:37:1:2,,Feldbergstrasse,47.5664726,7.5909168,,,,0,
ch:23005:4:1:1,,Allmendstrasse,47.5623932,7.6264003,,,,0,
ch:23005:4:1:2,,Allmendstrasse,47.5624235,7.6260679,,,,0,
ch:23005:402:1:2,,Weil am Rhein Grenze,47.5889792,7.5930099,,,,0,
ch:23005:403:1:1,,Basel Bachgraben C,47.5636722,7.5574725,,,,0,C
ch:23005:403:1:2,,Basel Bachgraben B,47.563551,7.5572749,,,,0,B
ch:23005:403:1:3,,Basel Bachgraben A,47.563751,7.5566191,,,,0,A
ch:23005:409:1:1,,Otterbach Grenze,47.5804176,7.604122,,,,0,
ch:23005:409:1:2,,Otterbach Grenze,47.5804176,7.604122,,,,0,
ch:23005:42:1:2,,Bahnhof St.Johann C,47.570588,7.5728697,,,,0,C
ch:23005:442:1:1,,Belforterstrasse,47.5651936,7.5592422,,,,0,
ch:23005:442:1:2,,Belforterstrasse,47.5651633,7.5596914,,,,0,
ch:23005:45:1:1,,Gewerbeschule,47.5645511,7.603098,,,,0,
ch:23005:47:1:2,,Grosspeterstrasse,47.5454783,7.5987411,,,,0,
ch:23005:472:1:1,,Ensisheimerstrasse,47.5630721,7.5661682,,,,0,
ch:23005:472:1:2,,Ensisheimerstrasse,47.56326,7.5660514,,,,0,
ch:23005:477:1:1,,Peter Merian,47.5454298,7.5959294,,,,0,
ch:23005:477:1:2,,Peter Merian,47.5452418,7.5964325,,,,0,
ch:23005:480:1:1,,Musical Theater,47.5691455,7.5976452,,,,0,
ch:23005:480:1:2,,Musical Theater,47.5688909,7.5975284,,,,0,
ch:23005:5:1:1,,Allschwilerplatz,47.5571495,7.5708305,,,,0,
ch:23005:5:1:2,,Allschwilerplatz,47.5573435,7.5705251,,,,0,
ch:23005:52:1:2,,Hegenheimerstrasse,47.5604473,7.5743788,,,,0,
ch:23005:56:1:1,,Heuwaage,47.5513294,7.5881859,,,,0,
ch:23005:58:1:1,,Hoffmann-La Roche,47.5590531,7.6079938,,,,0,
ch:23005:58:1:2,,Hoffmann-La Roche,47.5592349,7.6085058,,,,0,
ch:23005:6:1:1,,Badischer Bahnhof G,47.5662483,7.6066553,,0,ch:23005:6_Parent,0,G
ch:23005:6:2:4,,Badischer Bahnhof F,47.5663392,7.607356,,0,ch:23005:6_Parent,0,F
ch:23005:6:3:5,,Badischer Bahnhof A,47.5667817,7.6067721,,0,ch:23005:6_Parent,0,A
ch:23005:6:4:50,,Badischer Bahnhof,47.566515,7.6071404,,0,ch:23005:6_Parent,0,
ch:23005:6:4:72,,Badischer Bahnhof,47.5674484,7.6075446,,0,ch:23005:6_Parent,0,
ch:23005:6:4:73,,Badischer Bahnhof,47.5675212,7.6077512,,0,ch:23005:6_Parent,0,
ch:23005:6:5,,Badischer Bahnhof,47.566515,7.6071404,,0,ch:23005:6_Parent,0,
ch:23005:6:5:7,,Badischer Bahnhof B,47.5671635,7.6069068,,0,ch:23005:6_Parent,0,B
ch:23005:6:6:74,,Badischer Bahnhof,47.5675515,7.6078051,,0,ch:23005:6_Parent,0,
ch:23005:6:6:75,,Badischer Bahnhof,47.5676303,7.6080028,,0,ch:23005:6_Parent,0,
