stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding,platform_code
de:08337:4085:0:2,,Waldshut Parkhaus Kornhaus,47.6227755,8.2175277,,,,0,
de:08337:4086:0:1,,Laufenburg Abzw. Steinmatt,47.5679151,8.0811275,,,,0,
de:08337:4086:0:2,,Laufenburg Abzw. Steinmatt,47.5679394,8.0810646,,,,0,
de:08337:4087:0:1,,Brenden Innere Höfe,47.7354714,8.2274091,,,,0,
de:08337:4088:0:1,,Tiengen (Hochrhein) Stadthalle,47.6309124,8.2756666,,,,0,
de:08337:4090:0:1,,Tiengen (WT) Hebelschule,47.6337697,8.271723,,,,0,
de:08337:4092:0:1,,Tiengen (WT) Terrassenhäuser West,47.6388422,8.2820626,,,,0,
de:08337:4093:0:1,,Waldshut Gewerbepark West,47.6159816,8.2406144,,,,0,
de:08337:4093:0:2,,Waldshut Gewerbepark West,47.616242,8.2405784,,,,0,
de:08337:4094:0:1,,Waldshut Schmittenau,47.6124935,8.22855,,,,0,
de:08337:4094:0:2,,Waldshut Schmittenau,47.6105798,8.2308048,,,,0,
de:08337:4095:0:1,,Waldshut Gewerbepark Süd/B34,47.6143163,8.2397789,,,,0,
de:08337:4095:0:2,,Waldshut Gewerbepark Süd/B34,47.6145949,8.2412162,,,,0,
de:08337:4096:0:1,,Waldshut Ettikon Abzw.,47.6208621,8.2561552,,,,0,
de:08337:4096:0:2,,Waldshut Ettikon Abzw.,47.6204383,8.2551222,,,,0,
de:08337:4097:0:1,,Tiengen (WT) Industriestraße,47.6252336,8.2639795,,,,0,
de:08337:4097:0:2,,Tiengen (WT) Industriestraße,47.6251549,8.263746,,,,0,
de:08337:4098:0:1,,Tiengen (WT) Waldshuter Straße,47.6302586,8.2673033,,,,0,
de:08337:4098:0:2,,Tiengen (WT) Waldshuter Straße,47.6294655,8.2666475,,,,0,
de:08337:4099:0:1,,Tiengen (WT) Schulzentrum,47.6301556,8.2747593,,0,de:08337:4099_Parent,0,
de:08337:4099:0:2,,Tiengen (WT) Schulzentrum,47.6303312,8.274957,,0,de:08337:4099_Parent,0,
de:08337:4099:0:5,,Tiengen (WT) Schulzentrum,47.6296532,8.2747054,,0,de:08337:4099_Parent,0,
de:08337:4099:0:6,,Tiengen (WT) Schulzentrum,47.6294958,8.2748671,,0,de:08337:4099_Parent,0,
de:08337:4099_Parent,,Tiengen (WT) Schulzentrum,47.6302949,8.2749929,,1,,,
de:08337:4100:0:1,,Tiengen (WT) Stadtmitte,47.6338,8.2781909,,,,0,
de:08337:4100:0:2,,Tiengen (WT) Stadtmitte,47.6338121,8.2778226,,,,0,
de:08337:4100:0:3,,Tiengen (WT) Stadtmitte,47.6335215,8.2763493,,,,0,
de:08337:4101:0:1,,Tiengen (WT) Schaffhauser Straße,47.6347745,8.2860242,,,,0,
de:08337:4101:0:2,,Tiengen (WT) Schaffhauser Straße,47.6348472,8.2860332,,,,0,
de:08337:4102:0:1,,Lauchringen Deutscher Kaiser,47.6326195,8.2988971,,,,0,
de:08337:4102:0:2,,Lauchringen Deutscher Kaiser,47.6326922,8.2987893,,,,0,
de:08337:4103:0:1,,Lauchringen Kirche,47.6309366,8.3039546,,,,0,
de:08337:4103:0:2,,Lauchringen Kirche,47.6310213,8.3038737,,,,0,
de:08337:4104:0:1,,Lauchringen Rathaus,47.6278793,8.3152554,,,,0,
de:08337:4104:0:2,,Lauchringen Rathaus,47.6280791,8.3142493,,,,0,
de:08337:4106:0:1,,Lauchringen Adler,47.6222487,8.3258106,,,,0,
de:08337:4106:0:2,,Lauchringen Adler,47.6219944,8.3259363,,,,0,
de:08337:4107:0:1,,Küssaberg Bechtersbohl Abzw,47.6128084,8.3486997,,,,0,
de:08337:4107:0:2,,Küssaberg Bechtersbohl Abzw,47.6128387,8.3493105,,,,0,
