origin,destination,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,departure_time,arrival_time,shape_distance_km,source,provider,origin_city,destination_city,distance_km,co2_kg
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 23:00:00,2026-03-16 11:57:00,,back_on_track,BackOnTrack,Roma Termini,Palermo Centrale,427.9256667607793,19.248952342233373
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 23:00:00,2026-03-16 11:57:00,,back_on_track,BackOnTrack,Roma Termini,Palermo Centrale,427.9256667607793,19.248952342233373
Roma Termini,Siracusa,InterCity,41.90049,12.50279,37.06891,15.28173,2026-03-16 20:31:00,2026-03-16 09:01:00,,back_on_track,BackOnTrack,Roma Termini,Siracusa,587.7107886813169,26.436406696463
Roma Termini,Siracusa,InterCity,41.90049,12.50279,37.06891,15.28173,2026-03-16 20:31:00,2026-03-16 09:01:00,,back_on_track,BackOnTrack,Roma Termini,Siracusa,587.7107886813169,26.436406696463
Roma Termini,Siracusa,InterCity,41.90049,12.50279,37.06891,15.28173,2026-03-16 20:31:00,2026-03-16 09:01:00,,back_on_track,BackOnTrack,Roma Termini,Siracusa,587.7107886813169,26.436406696463
Roma Termini,Siracusa,InterCity,41.90049,12.50279,37.06891,15.28173,2026-03-16 20:31:00,2026-03-16 09:01:00,,back_on_track,BackOnTrack,Roma Termini,Siracusa,587.7107886813169,26.436406696463
Siracusa,Roma Termini,InterCity,37.06891,15.28173,41.90049,12.50279,2026-03-16 19:10:00,2026-03-16 07:18:00,,back_on_track,BackOnTrack,Siracusa,Roma Termini,587.7107886813169,26.436406696463
Siracusa,Roma Termini,InterCity,37.06891,15.28173,41.90049,12.50279,2026-03-16 19:10:00,2026-03-16 07:18:00,,back_on_track,BackOnTrack,Siracusa,Roma Termini,587.7107886813169,26.436406696463
Siracusa,Roma Termini,InterCity,37.06891,15.28173,41.90049,12.50279,2026-03-16 19:10:00,2026-03-16 07:18:00,,back_on_track,BackOnTrack,Siracusa,Roma Termini,587.7107886813169,26.436406696463
Siracusa,Roma Termini,InterCity,37.06891,15.28173,41.90049,12.50279,2026-03-16 19:10:00,2026-03-16 07:18:00,,back_on_track,BackOnTrack,Siracusa,Roma Termini,587.7107886813169,26.436406696463
Roma Termini,Siracusa,InterCity,41.90049,12.50279,37.06891,15.28173,2026-03-16 23:00:00,2026-03-16 11:29:00,,back_on_track,BackOnTrack,Roma Termini,Siracusa,587.7107886813169,26.436406696463
Roma Termini,Siracusa,InterCity,41.90049,12.50279,37.06891,15.28173,2026-03-16 23:00:00,2026-03-16 11:29:00,,back_on_track,BackOnTrack,Roma Termini,Siracusa,587.7107886813169,26.436406696463
Roma Termini,Siracusa,InterCity,41.90049,12.50279,37.06891,15.28173,2026-03-16 23:00:00,2026-03-16 11:29:00,,back_on_track,BackOnTrack,Roma Termini,Siracusa,587.7107886813169,26.436406696463
Roma Termini,Siracusa,InterCity,41.90049,12.50279,37.06891,15.28173,2026-03-16 23:00:00,2026-03-16 11:29:00,,back_on_track,BackOnTrack,Roma Termini,Siracusa,587.7107886813169,26.436406696463
Siracusa,Roma Termini,InterCity,37.06891,15.28173,41.90049,12.50279,2026-03-16 21:45:00,2026-03-16 09:51:00,,back_on_track,BackOnTrack,Siracusa,Roma Termini,587.7107886813169,26.436406696463
Siracusa,Roma Termini,InterCity,37.06891,15.28173,41.90049,12.50279,2026-03-16 21:45:00,2026-03-16 09:51:00,,back_on_track,BackOnTrack,Siracusa,Roma Termini,587.7107886813169,26.436406696463
Siracusa,Roma Termini,InterCity,37.06891,15.28173,41.90049,12.50279,2026-03-16 21:45:00,2026-03-16 09:51:00,,back_on_track,BackOnTrack,Siracusa,Roma Termini,587.7107886813169,26.436406696463
Siracusa,Roma Termini,InterCity,37.06891,15.28173,41.90049,12.50279,2026-03-16 21:45:00,2026-03-16 09:51:00,,back_on_track,BackOnTrack,Siracusa,Roma Termini,587.7107886813169,26.436406696463
Siracusa,Milano Centrale,InterCity,37.06891,15.28173,45.48727,9.20511,2026-03-16 13:35:00,2026-03-16 10:10:00,,back_on_track,BackOnTrack,Siracusa,Milano Centrale,1064.1675173548674,47.868383265656654
Siracusa,Milano Centrale,InterCity,37.06891,15.28173,45.48727,9.20511,2026-03-16 13:35:00,2026-03-16 10:10:00,,back_on_track,BackOnTrack,Siracusa,Milano Centrale,1064.1675173548674,47.868383265656654
Siracusa,Milano Centrale,InterCity,37.06891,15.28173,45.48727,9.20511,2026-03-16 13:35:00,2026-03-16 10:10:00,,back_on_track,BackOnTrack,Siracusa,Milano Centrale,1064.1675173548674,47.868383265656654
Siracusa,Milano Centrale,InterCity,37.06891,15.28173,45.48727,9.20511,2026-03-16 13:35:00,2026-03-16 10:10:00,,back_on_track,BackOnTrack,Siracusa,Milano Centrale,1064.1675173548674,47.868383265656654
Milano Centrale,Siracusa,InterCity,45.48727,9.20511,37.06891,15.28173,2026-03-16 20:10:00,2026-03-16 15:48:00,,back_on_track,BackOnTrack,Milano Centrale,Siracusa,1064.1675173548674,47.868383265656654
Milano Centrale,Siracusa,InterCity,45.48727,9.20511,37.06891,15.28173,2026-03-16 20:10:00,2026-03-16 15:48:00,,back_on_track,BackOnTrack,Milano Centrale,Siracusa,1064.1675173548674,47.868383265656654
Milano Centrale,Siracusa,InterCity,45.48727,9.20511,37.06891,15.28173,2026-03-16 20:10:00,2026-03-16 15:48:00,,back_on_track,BackOnTrack,Milano Centrale,Siracusa,1064.1675173548674,47.868383265656654
Milano Centrale,Siracusa,InterCity,45.48727,9.20511,37.06891,15.28173,2026-03-16 20:10:00,2026-03-16 15:48:00,,back_on_track,BackOnTrack,Milano Centrale,Siracusa,1064.1675173548674,47.868383265656654
Palermo Centrale,Milano Centrale,InterCity,38.10942,13.36747,45.48727,9.20511,2026-03-16 12:58:00,2026-03-16 10:10:00,,back_on_track,BackOnTrack,Palermo Centrale,Milano Centrale,889.6585344822922,40.01862019808247
Palermo Centrale,Milano Centrale,InterCity,38.10942,13.36747,45.48727,9.20511,2026-03-16 12:58:00,2026-03-16 10:10:00,,back_on_track,BackOnTrack,Palermo Centrale,Milano Centrale,889.6585344822922,40.01862019808247
Palermo Centrale,Milano Centrale,InterCity,38.10942,13.36747,45.48727,9.20511,2026-03-16 12:58:00,2026-03-16 10:10:00,,back_on_track,BackOnTrack,Palermo Centrale,Milano Centrale,889.6585344822922,40.01862019808247
Palermo Centrale,Milano Centrale,InterCity,38.10942,13.36747,45.48727,9.20511,2026-03-16 12:58:00,2026-03-16 10:10:00,,back_on_track,BackOnTrack,Palermo Centrale,Milano Centrale,889.6585344822922,40.01862019808247
Milano Centrale,Palermo Centrale,InterCity,45.48727,9.20511,38.10942,13.36747,2026-03-16 20:10:00,2026-03-16 16:55:00,,back_on_track,BackOnTrack,Milano Centrale,Palermo Centrale,889.6585344822922,40.01862019808247
Milano Centrale,Palermo Centrale,InterCity,45.48727,9.20511,38.10942,13.36747,2026-03-16 20:10:00,2026-03-16 16:55:00,,back_on_track,BackOnTrack,Milano Centrale,Palermo Centrale,889.6585344822922,40.01862019808247
Milano Centrale,Palermo Centrale,InterCity,45.48727,9.20511,38.10942,13.36747,2026-03-16 20:10:00,2026-03-16 16:55:00,,back_on_track,BackOnTrack,Milano Centrale,Palermo Centrale,889.6585344822922,40.01862019808247
Milano Centrale,Palermo Centrale,InterCity,45.48727,9.20511,38.10942,13.36747,2026-03-16 20:10:00,2026-03-16 16:55:00,,back_on_track,BackOnTrack,Milano Centrale,Palermo Centrale,889.6585344822922,40.01862019808247
Lecce,Milano Centrale,InterCity,40.34594,18.16583,45.48727,9.20511,2026-03-16 19:50:00,2026-03-16 07:12:00,,back_on_track,BackOnTrack,Lecce,Milano Centrale,926.0141480652627,41.65396840827166
Lecce,Milano Centrale,InterCity,40.34594,18.16583,45.48727,9.20511,2026-03-16 19:50:00,2026-03-16 07:12:00,,back_on_track,BackOnTrack,Lecce,Milano Centrale,926.0141480652627,41.65396840827166
Lecce,Milano Centrale,InterCity,40.34594,18.16583,45.48727,9.20511,2026-03-16 19:50:00,2026-03-16 07:12:00,,back_on_track,BackOnTrack,Lecce,Milano Centrale,926.0141480652627,41.65396840827166
Lecce,Milano Centrale,InterCity,40.34594,18.16583,45.48727,9.20511,2026-03-16 19:50:00,2026-03-16 07:12:00,,back_on_track,BackOnTrack,Lecce,Milano Centrale,926.0141480652627,41.65396840827166
Milano Centrale,Lecce,InterCity,45.48727,9.20511,40.34594,18.16583,2026-03-16 21:50:00,2026-03-16 09:30:00,,back_on_track,BackOnTrack,Milano Centrale,Lecce,926.0141480652627,41.65396840827166
Milano Centrale,Lecce,InterCity,45.48727,9.20511,40.34594,18.16583,2026-03-16 21:50:00,2026-03-16 09:30:00,,back_on_track,BackOnTrack,Milano Centrale,Lecce,926.0141480652627,41.65396840827166
Milano Centrale,Lecce,InterCity,45.48727,9.20511,40.34594,18.16583,2026-03-16 21:50:00,2026-03-16 09:30:00,,back_on_track,BackOnTrack,Milano Centrale,Lecce,926.0141480652627,41.65396840827166
Milano Centrale,Lecce,InterCity,45.48727,9.20511,40.34594,18.16583,2026-03-16 21:50:00,2026-03-16 09:30:00,,back_on_track,BackOnTrack,Milano Centrale,Lecce,926.0141480652627,41.65396840827166
Lecce,Torino Lingotto,InterCity,40.34594,18.16583,45.02669,7.65695,2026-03-16 20:25:00,2026-03-16 09:15:00,,back_on_track,BackOnTrack,Lecce,Torino Lingotto,1003.1453798348673,45.123485475732004
Lecce,Torino Lingotto,InterCity,40.34594,18.16583,45.02669,7.65695,2026-03-16 20:25:00,2026-03-16 09:15:00,,back_on_track,BackOnTrack,Lecce,Torino Lingotto,1003.1453798348673,45.123485475732004
Lecce,Torino Lingotto,InterCity,40.34594,18.16583,45.02669,7.65695,2026-03-16 20:25:00,2026-03-16 09:15:00,,back_on_track,BackOnTrack,Lecce,Torino Lingotto,1003.1453798348673,45.123485475732004
Lecce,Torino Lingotto,InterCity,40.34594,18.16583,45.02669,7.65695,2026-03-16 20:25:00,2026-03-16 09:15:00,,back_on_track,BackOnTrack,Lecce,Torino Lingotto,1003.1453798348673,45.123485475732004
Torino Lingotto,Lecce,InterCity,45.02669,7.65695,40.34594,18.16583,2026-03-16 20:58:00,2026-03-16 10:10:00,,back_on_track,BackOnTrack,Torino Lingotto,Lecce,1003.1453798348673,45.123485475732004
Torino Lingotto,Lecce,InterCity,45.02669,7.65695,40.34594,18.16583,2026-03-16 20:58:00,2026-03-16 10:10:00,,back_on_track,BackOnTrack,Torino Lingotto,Lecce,1003.1453798348673,45.123485475732004
Torino Lingotto,Lecce,InterCity,45.02669,7.65695,40.34594,18.16583,2026-03-16 20:58:00,2026-03-16 10:10:00,,back_on_track,BackOnTrack,Torino Lingotto,Lecce,1003.1453798348673,45.123485475732004
Torino Lingotto,Lecce,InterCity,45.02669,7.65695,40.34594,18.16583,2026-03-16 20:58:00,2026-03-16 10:10:00,,back_on_track,BackOnTrack,Torino Lingotto,Lecce,1003.1453798348673,45.123485475732004
Lecce,Milano Centrale,InterCity,40.34594,18.16583,45.48727,9.20511,2026-03-16 18:31:00,2026-03-16 07:05:00,,back_on_track,BackOnTrack,Lecce,Milano Centrale,926.0141480652627,41.65396840827166
Lecce,Milano Centrale,InterCity,40.34594,18.16583,45.48727,9.20511,2026-03-16 18:31:00,2026-03-16 07:05:00,,back_on_track,BackOnTrack,Lecce,Milano Centrale,926.0141480652627,41.65396840827166
Lecce,Milano Centrale,InterCity,40.34594,18.16583,45.48727,9.20511,2026-03-16 18:31:00,2026-03-16 07:05:00,,back_on_track,BackOnTrack,Lecce,Milano Centrale,926.0141480652627,41.65396840827166
Lecce,Milano Centrale,InterCity,40.34594,18.16583,45.48727,9.20511,2026-03-16 18:31:00,2026-03-16 07:05:00,,back_on_track,BackOnTrack,Lecce,Milano Centrale,926.0141480652627,41.65396840827166
Milano Centrale,Bari Centrale,InterCity,45.48727,9.20511,41.11807,16.87061,2026-03-16 21:15:00,2026-03-16 07:00:00,,back_on_track,BackOnTrack,Milano Centrale,Bari Centrale,787.3072704813981,35.41465564079425
Milano Centrale,Bari Centrale,InterCity,45.48727,9.20511,41.11807,16.87061,2026-03-16 21:15:00,2026-03-16 07:00:00,,back_on_track,BackOnTrack,Milano Centrale,Bari Centrale,787.3072704813981,35.41465564079425
Milano Centrale,Bari Centrale,InterCity,45.48727,9.20511,41.11807,16.87061,2026-03-16 21:15:00,2026-03-16 07:00:00,,back_on_track,BackOnTrack,Milano Centrale,Bari Centrale,787.3072704813981,35.41465564079425
Milano Centrale,Bari Centrale,InterCity,45.48727,9.20511,41.11807,16.87061,2026-03-16 21:15:00,2026-03-16 07:00:00,,back_on_track,BackOnTrack,Milano Centrale,Bari Centrale,787.3072704813981,35.41465564079425
Bolzano / Bozen,Roma Termini,InterCity,46.49638,11.35879,41.90049,12.50279,2026-03-16 21:30:00,2026-03-16 06:06:00,,back_on_track,BackOnTrack,Bolzano / Bozen,Roma Termini,519.0967485415856,8.241179979846212
Bolzano / Bozen,Roma Termini,InterCity,46.49638,11.35879,41.90049,12.50279,2026-03-16 21:30:00,2026-03-16 06:06:00,,back_on_track,BackOnTrack,Bolzano / Bozen,Roma Termini,519.0967485415856,8.241179979846212
Roma Termini,Bolzano / Bozen,InterCity,41.90049,12.50279,46.49638,11.35879,2026-03-16 22:05:00,2026-03-16 06:28:00,,back_on_track,BackOnTrack,Roma Termini,Bolzano / Bozen,519.0967485415856,23.350009942897607
Roma Termini,Bolzano / Bozen,InterCity,41.90049,12.50279,46.49638,11.35879,2026-03-16 22:05:00,2026-03-16 06:28:00,,back_on_track,BackOnTrack,Roma Termini,Bolzano / Bozen,519.0967485415856,23.350009942897607
Trieste Centrale,Roma Termini,InterCity,45.65788,13.77251,41.90049,12.50279,2026-03-16 19:11:00,2026-03-16 06:35:00,,back_on_track,BackOnTrack,Trieste Centrale,Roma Termini,430.04222391895206,16.309781384350174
Trieste Centrale,Roma Termini,InterCity,45.65788,13.77251,41.90049,12.50279,2026-03-16 19:11:00,2026-03-16 06:35:00,,back_on_track,BackOnTrack,Trieste Centrale,Roma Termini,430.04222391895206,16.309781384350174
Trieste Centrale,Roma Termini,InterCity,45.65788,13.77251,41.90049,12.50279,2026-03-16 19:11:00,2026-03-16 06:35:00,,back_on_track,BackOnTrack,Trieste Centrale,Roma Termini,430.04222391895206,16.309781384350174
Trieste Centrale,Roma Termini,InterCity,45.65788,13.77251,41.90049,12.50279,2026-03-16 19:11:00,2026-03-16 06:35:00,,back_on_track,BackOnTrack,Trieste Centrale,Roma Termini,430.04222391895206,16.309781384350174
Roma Termini,Trieste Centrale,InterCity,41.90049,12.50279,45.65788,13.77251,2026-03-16 22:35:00,2026-03-16 09:55:00,,back_on_track,BackOnTrack,Roma Termini,Trieste Centrale,430.04222391895206,19.3441593163223
Roma Termini,Trieste Centrale,InterCity,41.90049,12.50279,45.65788,13.77251,2026-03-16 22:35:00,2026-03-16 09:55:00,,back_on_track,BackOnTrack,Roma Termini,Trieste Centrale,430.04222391895206,19.3441593163223
Roma Termini,Trieste Centrale,InterCity,41.90049,12.50279,45.65788,13.77251,2026-03-16 22:35:00,2026-03-16 09:55:00,,back_on_track,BackOnTrack,Roma Termini,Trieste Centrale,430.04222391895206,19.3441593163223
Roma Termini,Trieste Centrale,InterCity,41.90049,12.50279,45.65788,13.77251,2026-03-16 22:35:00,2026-03-16 09:55:00,,back_on_track,BackOnTrack,Roma Termini,Trieste Centrale,430.04222391895206,19.3441593163223
Lecce,Roma Termini,InterCity,40.34594,18.16583,41.90049,12.50279,2026-03-16 22:15:00,2026-03-16 06:10:00,,back_on_track,BackOnTrack,Lecce,Roma Termini,504.74269793977476,22.70433603872695
Lecce,Roma Termini,InterCity,40.34594,18.16583,41.90049,12.50279,2026-03-16 22:15:00,2026-03-16 06:10:00,,back_on_track,BackOnTrack,Lecce,Roma Termini,504.74269793977476,22.70433603872695
Lecce,Roma Termini,InterCity,40.34594,18.16583,41.90049,12.50279,2026-03-16 22:15:00,2026-03-16 06:10:00,,back_on_track,BackOnTrack,Lecce,Roma Termini,504.74269793977476,22.70433603872695
Lecce,Roma Termini,InterCity,40.34594,18.16583,41.90049,12.50279,2026-03-16 22:15:00,2026-03-16 06:10:00,,back_on_track,BackOnTrack,Lecce,Roma Termini,504.74269793977476,22.70433603872695
Roma Termini,Lecce,InterCity,41.90049,12.50279,40.34594,18.16583,2026-03-16 23:58:00,2026-03-16 08:10:00,,back_on_track,BackOnTrack,Roma Termini,Lecce,504.74269793977476,22.70433603872695
Roma Termini,Lecce,InterCity,41.90049,12.50279,40.34594,18.16583,2026-03-16 23:58:00,2026-03-16 08:10:00,,back_on_track,BackOnTrack,Roma Termini,Lecce,504.74269793977476,22.70433603872695
Roma Termini,Lecce,InterCity,41.90049,12.50279,40.34594,18.16583,2026-03-16 23:58:00,2026-03-16 08:10:00,,back_on_track,BackOnTrack,Roma Termini,Lecce,504.74269793977476,22.70433603872695
Roma Termini,Lecce,InterCity,41.90049,12.50279,40.34594,18.16583,2026-03-16 23:58:00,2026-03-16 08:10:00,,back_on_track,BackOnTrack,Roma Termini,Lecce,504.74269793977476,22.70433603872695
Reggio Calabria Centrale,Torino Lingotto,InterCity,38.10453,15.63646,45.02669,7.65695,2026-03-16 21:43:00,2026-03-16 14:32:00,,back_on_track,BackOnTrack,Reggio Calabria Centrale,Torino Lingotto,1015.4047228783116,45.67493524451222
Reggio Calabria Centrale,Torino Lingotto,InterCity,38.10453,15.63646,45.02669,7.65695,2026-03-16 21:43:00,2026-03-16 14:32:00,,back_on_track,BackOnTrack,Reggio Calabria Centrale,Torino Lingotto,1015.4047228783116,45.67493524451222
Reggio Calabria Centrale,Torino Lingotto,InterCity,38.10453,15.63646,45.02669,7.65695,2026-03-16 21:43:00,2026-03-16 14:32:00,,back_on_track,BackOnTrack,Reggio Calabria Centrale,Torino Lingotto,1015.4047228783116,45.67493524451222
Reggio Calabria Centrale,Torino Lingotto,InterCity,38.10453,15.63646,45.02669,7.65695,2026-03-16 21:43:00,2026-03-16 14:32:00,,back_on_track,BackOnTrack,Reggio Calabria Centrale,Torino Lingotto,1015.4047228783116,45.67493524451222
Torino Lingotto,Reggio Calabria Centrale,InterCity,45.02669,7.65695,38.10453,15.63646,2026-03-16 15:29:00,2026-03-16 08:45:00,,back_on_track,BackOnTrack,Torino Lingotto,Reggio Calabria Centrale,1015.4047228783116,45.67493524451222
Torino Lingotto,Reggio Calabria Centrale,InterCity,45.02669,7.65695,38.10453,15.63646,2026-03-16 15:29:00,2026-03-16 08:45:00,,back_on_track,BackOnTrack,Torino Lingotto,Reggio Calabria Centrale,1015.4047228783116,45.67493524451222
Torino Lingotto,Reggio Calabria Centrale,InterCity,45.02669,7.65695,38.10453,15.63646,2026-03-16 15:29:00,2026-03-16 08:45:00,,back_on_track,BackOnTrack,Torino Lingotto,Reggio Calabria Centrale,1015.4047228783116,45.67493524451222
Torino Lingotto,Reggio Calabria Centrale,InterCity,45.02669,7.65695,38.10453,15.63646,2026-03-16 15:29:00,2026-03-16 08:45:00,,back_on_track,BackOnTrack,Torino Lingotto,Reggio Calabria Centrale,1015.4047228783116,45.67493524451222
Salerno,Torino Lingotto,InterCity,40.67531,14.77256,45.02669,7.65695,2026-03-16 20:52:00,2026-03-16 10:32:00,,back_on_track,BackOnTrack,Salerno,Torino Lingotto,754.8545792186109,33.95486868241155
Salerno,Torino Lingotto,InterCity,40.67531,14.77256,45.02669,7.65695,2026-03-16 20:52:00,2026-03-16 10:32:00,,back_on_track,BackOnTrack,Salerno,Torino Lingotto,754.8545792186109,33.95486868241155
Torino Lingotto,Salerno,InterCity,45.02669,7.65695,40.67531,14.77256,2026-03-16 20:23:00,2026-03-16 09:11:00,,back_on_track,BackOnTrack,Torino Lingotto,Salerno,754.8545792186109,33.95486868241155
Torino Lingotto,Salerno,InterCity,45.02669,7.65695,40.67531,14.77256,2026-03-16 20:23:00,2026-03-16 09:11:00,,back_on_track,BackOnTrack,Torino Lingotto,Salerno,754.8545792186109,33.95486868241155
Torino Porta Susa,Salerno,InterCity,45.07176,7.66639,40.67531,14.77256,2026-03-16 20:40:00,2026-03-16 09:46:00,,back_on_track,BackOnTrack,Torino Porta Susa,Salerno,757.3199307043404,34.06576512294264
Torino Porta Susa,Salerno,InterCity,45.07176,7.66639,40.67531,14.77256,2026-03-16 20:40:00,2026-03-16 09:46:00,,back_on_track,BackOnTrack,Torino Porta Susa,Salerno,757.3199307043404,34.06576512294264
Salerno,Torino Porta Susa,InterCity,40.67531,14.77256,45.07176,7.66639,2026-03-16 20:38:00,2026-03-16 09:05:00,,back_on_track,BackOnTrack,Salerno,Torino Porta Susa,757.3199307043404,34.06576512294264
Salerno,Torino Porta Susa,InterCity,40.67531,14.77256,45.07176,7.66639,2026-03-16 20:38:00,2026-03-16 09:05:00,,back_on_track,BackOnTrack,Salerno,Torino Porta Susa,757.3199307043404,34.06576512294264
Oslo S,Stavanger,InterCity,59.9104,10.755,58.96654,5.7324,2026-03-16 22:25:00,2026-03-16 07:20:00,,back_on_track,BackOnTrack,Oslo S,Stavanger,302.65238857004414,0.26693940671877897
Oslo S,Stavanger,InterCity,59.9104,10.755,58.96654,5.7324,2026-03-16 22:25:00,2026-03-16 07:20:00,,back_on_track,BackOnTrack,Oslo S,Stavanger,302.65238857004414,0.26693940671877897
Oslo S,Stavanger,InterCity,59.9104,10.755,58.96654,5.7324,2026-03-16 22:25:00,2026-03-16 07:20:00,,back_on_track,BackOnTrack,Oslo S,Stavanger,302.65238857004414,0.26693940671877897
Oslo S,Stavanger,InterCity,59.9104,10.755,58.96654,5.7324,2026-03-16 22:25:00,2026-03-16 07:20:00,,back_on_track,BackOnTrack,Oslo S,Stavanger,302.65238857004414,0.26693940671877897
Stavanger,Oslo S,InterCity,58.96654,5.7324,59.9104,10.755,2026-03-16 22:15:00,2026-03-16 07:26:00,,back_on_track,BackOnTrack,Stavanger,Oslo S,302.65238857004414,0.26693940671877897
Stavanger,Oslo S,InterCity,58.96654,5.7324,59.9104,10.755,2026-03-16 22:15:00,2026-03-16 07:26:00,,back_on_track,BackOnTrack,Stavanger,Oslo S,302.65238857004414,0.26693940671877897
Stavanger,Oslo S,InterCity,58.96654,5.7324,59.9104,10.755,2026-03-16 22:15:00,2026-03-16 07:26:00,,back_on_track,BackOnTrack,Stavanger,Oslo S,302.65238857004414,0.26693940671877897
Stavanger,Oslo S,InterCity,58.96654,5.7324,59.9104,10.755,2026-03-16 22:15:00,2026-03-16 07:26:00,,back_on_track,BackOnTrack,Stavanger,Oslo S,302.65238857004414,0.26693940671877897
London Paddington,Penzance,EuroNight,51.51686,-0.1769,50.12245,-5.53191,2026-03-16 23:45:00,2026-03-16 07:50:00,,back_on_track,BackOnTrack,London Paddington,Penzance,406.76098562040863,21.525791359032027
Penzance,London Paddington,InterCity,50.12245,-5.53191,51.51686,-0.1769,2026-03-16 21:45:00,2026-03-16 05:08:00,,back_on_track,BackOnTrack,Penzance,London Paddington,406.76098562040863,21.525791359032027
Split,Zagreb Gl. K.,InterCity,43.50489,16.44279,45.80489,15.97961,2026-03-16 21:11:00,2026-03-16 05:49:00,,back_on_track,BackOnTrack,Split,Zagreb Gl. K.,258.35782804844297,26.660977707631023
Split,Zagreb Gl. K.,InterCity,43.50489,16.44279,45.80489,15.97961,2026-03-16 21:11:00,2026-03-16 05:49:00,,back_on_track,BackOnTrack,Split,Zagreb Gl. K.,258.35782804844297,26.660977707631023
Zagreb Gl. K.,Split,InterCity,45.80489,15.97961,43.50489,16.44279,2026-03-16 22:30:00,2026-03-16 07:01:00,,back_on_track,BackOnTrack,Zagreb Gl. K.,Split,258.35782804844297,9.798478986565248
Zagreb Gl. K.,Split,InterCity,45.80489,15.97961,43.50489,16.44279,2026-03-16 22:30:00,2026-03-16 07:01:00,,back_on_track,BackOnTrack,Zagreb Gl. K.,Split,258.35782804844297,9.798478986565248
Vukovar,Split,InterCity,45.36362,18.98981,43.50489,16.44279,2026-03-16 16:57:00,2026-03-16 06:51:00,,back_on_track,BackOnTrack,Vukovar,Split,289.13228068732985,9.180528176384097
Vukovar,Split,InterCity,45.36362,18.98981,43.50489,16.44279,2026-03-16 16:57:00,2026-03-16 06:51:00,,back_on_track,BackOnTrack,Vukovar,Split,289.13228068732985,9.180528176384097
Vukovar,Split,InterCity,45.36362,18.98981,43.50489,16.44279,2026-03-16 16:57:00,2026-03-16 06:51:00,,back_on_track,BackOnTrack,Vukovar,Split,289.13228068732985,9.180528176384097
Vukovar,Split,InterCity,45.36362,18.98981,43.50489,16.44279,2026-03-16 16:57:00,2026-03-16 06:51:00,,back_on_track,BackOnTrack,Vukovar,Split,289.13228068732985,9.180528176384097
Split,Vukovar,InterCity,43.50489,16.44279,45.36362,18.98981,2026-03-16 21:11:00,2026-03-16 11:11:00,,back_on_track,BackOnTrack,Split,Vukovar,289.13228068732985,29.836716573248314
Split,Vukovar,InterCity,43.50489,16.44279,45.36362,18.98981,2026-03-16 21:11:00,2026-03-16 11:11:00,,back_on_track,BackOnTrack,Split,Vukovar,289.13228068732985,29.836716573248314
Split,Vukovar,InterCity,43.50489,16.44279,45.36362,18.98981,2026-03-16 21:11:00,2026-03-16 11:11:00,,back_on_track,BackOnTrack,Split,Vukovar,289.13228068732985,29.836716573248314
Split,Vukovar,InterCity,43.50489,16.44279,45.36362,18.98981,2026-03-16 21:11:00,2026-03-16 11:11:00,,back_on_track,BackOnTrack,Split,Vukovar,289.13228068732985,29.836716573248314
Osijek,Split,InterCity,45.55269,18.68362,43.50489,16.44279,2026-03-16 19:48:00,2026-03-16 09:21:00,,back_on_track,BackOnTrack,Osijek,Split,288.76914352006855,9.168997845049216
Osijek,Split,InterCity,45.55269,18.68362,43.50489,16.44279,2026-03-16 19:48:00,2026-03-16 09:21:00,,back_on_track,BackOnTrack,Osijek,Split,288.76914352006855,9.168997845049216
Osijek,Split,InterCity,45.55269,18.68362,43.50489,16.44279,2026-03-16 19:48:00,2026-03-16 09:21:00,,back_on_track,BackOnTrack,Osijek,Split,288.76914352006855,9.168997845049216
Osijek,Split,InterCity,45.55269,18.68362,43.50489,16.44279,2026-03-16 19:48:00,2026-03-16 09:21:00,,back_on_track,BackOnTrack,Osijek,Split,288.76914352006855,9.168997845049216
Split,Osijek,InterCity,43.50489,16.44279,45.55269,18.68362,2026-03-16 22:23:00,2026-03-16 12:04:00,,back_on_track,BackOnTrack,Split,Osijek,288.76914352006855,29.79924299640995
Split,Osijek,InterCity,43.50489,16.44279,45.55269,18.68362,2026-03-16 22:23:00,2026-03-16 12:04:00,,back_on_track,BackOnTrack,Split,Osijek,288.76914352006855,29.79924299640995
Split,Osijek,InterCity,43.50489,16.44279,45.55269,18.68362,2026-03-16 22:23:00,2026-03-16 12:04:00,,back_on_track,BackOnTrack,Split,Osijek,288.76914352006855,29.79924299640995
Split,Osijek,InterCity,43.50489,16.44279,45.55269,18.68362,2026-03-16 22:23:00,2026-03-16 12:04:00,,back_on_track,BackOnTrack,Split,Osijek,288.76914352006855,29.79924299640995
Zagreb Gl. K.,Stuttgart Hbf,EuroNight,45.80489,15.97961,48.78408,9.18164,2026-03-16 19:38:00,2026-03-16 08:38:00,,back_on_track,BackOnTrack,Zagreb Gl. K.,Stuttgart Hbf,610.0334949829656,23.136130330723955
Stuttgart Hbf,Zagreb Gl. K.,EuroNight,48.78408,9.18164,45.80489,15.97961,2026-03-16 20:29:00,2026-03-16 10:39:00,,back_on_track,BackOnTrack,Stuttgart Hbf,Zagreb Gl. K.,610.0334949829656,34.97322026737342
