stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,platform_code
de:09182:43412,,"Unterdarching, Milchhäusl",47.886836,11.763735,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43412,1,,
de:09182:43412:0:1,,"Unterdarching, Milchhäusl",47.8868059,11.7639956,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43412,0,de:09182:43412,
de:09182:43412:0:2,,"Unterdarching, Milchhäusl",47.8868541,11.7636093,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43412,0,de:09182:43412,
de:09182:43413,,"Unterdarching, Abzw. Valley",47.888824,11.7679751,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43413,1,,
de:09182:43413:0:1,,"Unterdarching, Abzw. Valley",47.8887517,11.7680559,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43413,0,de:09182:43413,
de:09182:43413:0:2,,"Unterdarching, Abzw. Valley",47.8888481,11.7678673,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43413,0,de:09182:43413,
de:09182:43414,,Unterlaindern,47.8782269,11.7479247,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43414,1,,
de:09182:43414:0:1,,Unterlaindern,47.87801,11.7476911,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43414,0,de:09182:43414,
de:09182:43414:0:2,,Unterlaindern,47.8783595,11.7479966,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43414,0,de:09182:43414,
de:09182:43415,,"Waakirchen, Apotheke",47.7718899,11.6708492,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43415,1,,
de:09182:43415:0:1,,"Waakirchen, Apotheke",47.7722038,11.6705797,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43415,0,de:09182:43415,
de:09182:43415:0:2,,"Waakirchen, Apotheke",47.7715457,11.6711996,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43415,0,de:09182:43415,
de:09182:43416,,"Waakirchen, Rathaus",47.7699398,11.6767691,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43416,1,,
de:09182:43416:0:1,,"Waakirchen, Rathaus",47.7700303,11.6767871,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43416,0,de:09182:43416,
de:09182:43416:0:2,,"Waakirchen, Rathaus",47.7698733,11.6767691,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43416,0,de:09182:43416,
de:09182:43417,,Schopfloch,47.7682613,11.6488046,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43417,1,,
de:09182:43417:0:1,,Schopfloch,47.7682975,11.6488315,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43417,0,de:09182:43417,
