route_id,trip_id,shape_id,route_type,route_short_name,route_long_name
vvs-11-040-1,vvs-11-040-1-1-3-R-0-Special#3-4-1,vvs-11-040-1-1-3-R-0,2,RE40,Freudenstadt - Herrenberg
vvs-11-040-1,vvs-11-040-1-1-1-H-1-Special#3-2-2,vvs-11-040-1-1-1-H-1,2,RE40,Freudenstadt - Herrenberg
vvs-11-040-1,vvs-11-040-1-1-2-H-0-Special#3-6-3,vvs-11-040-1-1-2-H-0,2,RE40,Freudenstadt - Herrenberg
vvs-11-041-1,vvs-11-041-1-1-2-R-0-Special#3-1-1,vvs-11-041-1-1-2-R-0,2,RB41,Freudenstadt - Herrenberg
vvs-11-041-1,vvs-11-041-1-1-5-R-1-Special#3-3-2,vvs-11-041-1-1-5-R-1,2,RB41,Freudenstadt - Herrenberg
vvs-11-041-1,vvs-11-041-1-1-4-H-0-Special#3-5-3,vvs-11-041-1-1-4-H-0,2,RB41,Freudenstadt - Herrenberg
vvs-11-SVG-1,vvs-11-SVG-1-1-9-H-0-Special#63-2-1,vvs-11-SVG-1-1-9-H-0,2,SVG,Stuttgart - Horb - Konstanz
vvs-11-SVG-1,vvs-11-SVG-1-1-8-R-0-Special#63-1-2,vvs-11-SVG-1-1-8-R-0,2,SVG,Stuttgart - Horb - Konstanz
vvs-12-046-1,vvs-12-046-1-1-3-R-0-Special#64-132-1,vvs-12-046-1-1-3-R-0,2,RB46,Böblingen - Holzgerlingen - Dettenhausen (Schönbuchbahn)
vvs-12-046-1,vvs-12-046-1-1-3-R-0-Special#65-74-2,vvs-12-046-1-1-3-R-0,2,RB46,Böblingen - Holzgerlingen - Dettenhausen (Schönbuchbahn)
vvs-12-046-1,vvs-12-046-1-1-3-R-0-Special#66-60-3,vvs-12-046-1-1-3-R-0,2,RB46,Böblingen - Holzgerlingen - Dettenhausen (Schönbuchbahn)
vvs-12-046-1,vvs-12-046-1-1-3-R-0-Special#64-77-4,vvs-12-046-1-1-3-R-0,2,RB46,Böblingen - Holzgerlingen - Dettenhausen (Schönbuchbahn)
vvs-12-046-1,vvs-12-046-1-1-6-R-1-Special#64-37-5,vvs-12-046-1-1-6-R-1,2,RB46,Böblingen - Holzgerlingen - Dettenhausen (Schönbuchbahn)
