route_id,trip_id,shape_id,route_type,route_short_name,route_long_name
vvs-61-047-1,vvs-61-047-1-14-2-H-0-Special#1433-33-1,vvs-61-047-1-14-2-H-0,2,FE,Heimerdingen - Hemmingen - Korntal (Strohgäubahn)
vvs-61-047-1,vvs-61-047-1-14-2-H-0-Special#1433-1-2,vvs-61-047-1-14-2-H-0,2,FE,Heimerdingen - Hemmingen - Korntal (Strohgäubahn)
vvs-61-047-1,vvs-61-047-1-14-2-H-0-Special#1433-3-3,vvs-61-047-1-14-2-H-0,2,FE,Heimerdingen - Hemmingen - Korntal (Strohgäubahn)
vvs-61-047-1,vvs-61-047-1-14-1-R-0-Special#1433-36-4,vvs-61-047-1-14-1-R-0,2,FE,Heimerdingen - Hemmingen - Korntal (Strohgäubahn)
vvs-61-047-1,vvs-61-047-1-14-1-R-0-Special#1433-2-5,vvs-61-047-1-14-1-R-0,2,FE,Heimerdingen - Hemmingen - Korntal (Strohgäubahn)
vvs-61-047-1,vvs-61-047-1-14-1-R-0-Special#1433-4-6,vvs-61-047-1-14-1-R-0,2,FE,Heimerdingen - Hemmingen - Korntal (Strohgäubahn)
vvs-61-065-1,vvs-61-065-1-1-3-H-0-Special#1433-1-1,vvs-61-065-1-1-3-H-0,2,SZ,Neuffen - Nürtingen (Tälesbahn)
vvs-61-065-1,vvs-61-065-1-1-3-H-0-Special#1433-2-2,vvs-61-065-1-1-3-H-0,2,SZ,Neuffen - Nürtingen (Tälesbahn)
vvs-61-065-1,vvs-61-065-1-1-3-H-0-Special#1433-3-3,vvs-61-065-1-1-3-H-0,2,SZ,Neuffen - Nürtingen (Tälesbahn)
vvs-61-065-1,vvs-61-065-1-1-2-R-0-Special#1433-12-4,vvs-61-065-1-1-2-R-0,2,SZ,Neuffen - Nürtingen (Tälesbahn)
vvs-61-065-1,vvs-61-065-1-1-2-R-0-Special#1433-4-5,vvs-61-065-1-1-2-R-0,2,SZ,Neuffen - Nürtingen (Tälesbahn)
vvs-61-065-1,vvs-61-065-1-1-2-R-0-Special#1433-5-6,vvs-61-065-1-1-2-R-0,2,SZ,Neuffen - Nürtingen (Tälesbahn)
