route_id,trip_id,shape_id,route_type,route_short_name,route_long_name
sbb-91-02EY-1,sbb-91-02EY-1-1-1-R-0-Special#4779-4-1,sbb-91-02EY-1-1-1-R-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-1-R-0-Special#1367-7-2,sbb-91-02EY-1-1-1-R-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-1-R-0-Special#1367-1-3,sbb-91-02EY-1-1-1-R-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-1-R-0-Special#305-8-4,sbb-91-02EY-1-1-1-R-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-2-R-1-Special#4780-10-5,sbb-91-02EY-1-1-2-R-1,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-1-R-0-Special#4781-3-6,sbb-91-02EY-1-1-1-R-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-3-H-0-Special#305-15-7,sbb-91-02EY-1-1-3-H-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-3-H-0-Special#4782-23-8,sbb-91-02EY-1-1-3-H-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-3-H-0-Special#4782-14-9,sbb-91-02EY-1-1-3-H-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-3-H-0-Special#127-17-10,sbb-91-02EY-1-1-3-H-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-3-H-0-Special#4783-29-11,sbb-91-02EY-1-1-3-H-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-6-H-3-Special#36-34-12,sbb-91-02EY-1-1-6-H-3,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-3-H-0-Special#38-26-13,sbb-91-02EY-1-1-3-H-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-3-H-0-Special#4784-27-14,sbb-91-02EY-1-1-3-H-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-3-H-0-Special#1191-28-15,sbb-91-02EY-1-1-3-H-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-3-H-0-Special#36-13-16,sbb-91-02EY-1-1-3-H-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-3-H-0-Special#4785-21-17,sbb-91-02EY-1-1-3-H-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-3-H-0-Special#4786-24-18,sbb-91-02EY-1-1-3-H-0,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-4-H-1-Special#1202-32-19,sbb-91-02EY-1-1-4-H-1,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-4-H-1-Special#4779-30-20,sbb-91-02EY-1-1-4-H-1,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-5-H-2-Special#4780-33-21,sbb-91-02EY-1-1-5-H-2,2,IC,
sbb-91-02EY-1,sbb-91-02EY-1-1-3-H-0-Special#4787-18-22,sbb-91-02EY-1-1-3-H-0,2,IC,
sbb-91-02PY-1,sbb-91-02PY-1-1-1-R-0-Special#4788-5-1,sbb-91-02PY-1-1-1-R-0,2,IC,
sbb-91-02PY-1,sbb-91-02PY-1-1-1-R-0-Special#4788-1-2,sbb-91-02PY-1-1-1-R-0,2,IC,
sbb-91-02PY-1,sbb-91-02PY-1-1-1-R-0-Special#4788-6-3,sbb-91-02PY-1-1-1-R-0,2,IC,
sbb-91-02PY-1,sbb-91-02PY-1-1-1-R-0-Special#4788-12-4,sbb-91-02PY-1-1-1-R-0,2,IC,
sbb-91-02PY-1,sbb-91-02PY-1-1-1-R-0-Special#4788-13-5,sbb-91-02PY-1-1-1-R-0,2,IC,
sbb-91-02PY-1,sbb-91-02PY-1-1-1-R-0-Special#4788-4-6,sbb-91-02PY-1-1-1-R-0,2,IC,
sbb-91-02PY-1,sbb-91-02PY-1-1-1-R-0-Special#4788-15-7,sbb-91-02PY-1-1-1-R-0,2,IC,
sbb-91-02PY-1,sbb-91-02PY-1-1-1-R-0-Special#4789-14-8,sbb-91-02PY-1-1-1-R-0,2,IC,
sbb-91-02PY-1,sbb-91-02PY-1-1-1-R-0-Special#4789-8-9,sbb-91-02PY-1-1-1-R-0,2,IC,
sbb-91-02PY-1,sbb-91-02PY-1-1-1-R-0-Special#4789-18-10,sbb-91-02PY-1-1-1-R-0,2,IC,
