origin,destination,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,departure_time,arrival_time,shape_distance_km,source,provider
Gare de Frénouville - Cagny,Gare de Lisieux,EuroNight,49.1411537,-0.26041,49.1382984,0.2311429,06:41:00,07:07:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Frénouville - Cagny,Gare de Moult - Argences,EuroNight,49.1411537,-0.26041,49.111185,-0.1864355,06:41:00,06:47:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Frénouville - Cagny,Gare de Mézidon - Canon,EuroNight,49.1411537,-0.26041,49.070913,-0.0749139,06:41:00,06:54:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Frénouville - Cagny,Gare de Romilly-la-Puthenaye,Train Longue Distance,49.1411537,-0.26041,49.0039198,0.854862,18:28:00,19:28:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Frénouville - Cagny,Gare de Serquigny,Train Longue Distance,49.1411537,-0.26041,49.107754,0.7192894,18:28:00,19:16:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Frénouville - Cagny,Gare de Évreux Normandie,Train Longue Distance,49.1411537,-0.26041,49.0187469,1.1496289,18:28:00,19:47:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Fécamp,Gare de Bréauté - Beuzeville,Train Longue Distance Nuit,49.7592761,0.375287,49.6033957,0.4174892,06:44:00,07:05:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Fécamp,Gare de Goderville,Train Longue Distance,49.7592761,0.375287,49.6455816,0.3677846,07:09:00,07:28:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Fécamp,Gare de Harfleur,Train Longue Distance Nuit,49.7592761,0.375287,49.5136166,0.1990896,06:44:00,07:22:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Fécamp,Gare de Le Havre,Train Longue Distance Nuit,49.7592761,0.375287,49.4926229,0.1246437,06:44:00,07:28:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Fécamp,Gare de Saint-Laurent - Gainneville,Train Longue Distance Nuit,49.7592761,0.375287,49.5285643,0.2522966,06:44:00,07:17:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Fécamp,Gare de Étainhus - Saint-Romain,Train Longue Distance Nuit,49.7592761,0.375287,49.5604867,0.3304938,06:44:00,07:11:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Gaillon - Aubevoye,Gare de Bonnières,EuroNight,49.1746642,1.3526086,49.0386531,1.5816305,18:39:00,18:59:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Gaillon - Aubevoye,Gare de Bréauté - Beuzeville,Train Longue Distance Nuit,49.1746642,1.3526086,49.6033957,0.4174892,22:07:00,23:17:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Gaillon - Aubevoye,Gare de Le Havre,Train Longue Distance Nuit,49.1746642,1.3526086,49.4926229,0.1246437,22:07:00,23:31:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Gaillon - Aubevoye,Gare de Mantes-la-Jolie,EuroNight,49.1746642,1.3526086,48.9898402,1.70337,18:39:00,19:12:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Gaillon - Aubevoye,Gare de Oissel,Train Longue Distance Nuit,49.1746642,1.3526086,49.3430833,1.1019373,22:07:00,22:28:00,,mobility_db,FR_BreizhGo_mdb-1837
Gare de Gaillon - Aubevoye,Gare de Paris Saint-Lazare,Train Longue Distance,49.1746642,1.3526086,48.8762428,2.3253309,16:14:00,17:34:00,,mobility_db,FR_BreizhGo_mdb-1837
