route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order,continuous_pickup,continuous_drop_off
zenbus:Line:30030155:LOC,,IBUS,URBAIN DE BERNAY,PUBLISH_AS_LINE_ID=30030155,3,,0080FF,000000,0,0,0
