origin,destination,vehicule_type,co2_train_kg,co2_avion_kg,co2_saved_kg,is_substitutable,distance_km,station_lat,station_long,station_lat_dest,station_long_dest,origin_city,destination_city,trip_count_corridor,trip_count_origin,service_share,origin_station_traffic,origin_city_population,dest_station_traffic,dest_city_population
Gare de Villedieu-les-Poêles,Gare de Nonancourt,EuroNight,1.4067256827671881,79.09152962704562,77.68480394427843,1,177.21411977414817,48.8341501,-1.2254182,48.7757617,1.1928376,Gare de Villedieu-les-Poêles,Gare de Nonancourt,4.0,84.0,0.047619047619047616,89813.0,535.0,11803.0,2321.0
Gare de Villedieu-les-Poêles,Gare de Paris Montparnasse Hall 1 - 2,EuroNight,2.059887778998047,106.74871887826482,104.68883109926678,1,259.49707470370964,48.8341501,-1.2254182,48.8411711,2.3205138,Gare de Villedieu-les-Poêles,Gare de Paris Montparnasse Hall 1 - 2,31.0,84.0,0.36904761904761907,89813.0,535.0,68925312.0,2103778.0
Gare de Villedieu-les-Poêles,Gare de Paris Montparnasse Vaugirard,EuroNight,2.059887778998047,106.74871887826482,104.68883109926678,1,259.49707470370964,48.8341501,-1.2254182,48.8411711,2.3205138,Gare de Villedieu-les-Poêles,Gare de Paris Montparnasse Vaugirard,2.0,84.0,0.023809523809523808,89813.0,535.0,68925312.0,2103778.0
Gare de Villedieu-les-Poêles,Gare de Sainte-Gauburge,EuroNight,0.9673576392836348,97.22258822614461,96.25523058686097,1,121.86415208914524,48.8341501,-1.2254182,48.7172834,0.4281636,Gare de Villedieu-les-Poêles,Gare de Sainte-Gauburge,4.0,84.0,0.047619047619047616,89813.0,535.0,1370.0,75580.0
Gare de Villedieu-les-Poêles,Gare de Surdon,EuroNight,0.8053896632159232,66.32527497583553,65.5198853126196,1,101.46002308086712,48.8341501,-1.2254182,48.6647706,0.1344098,Gare de Villedieu-les-Poêles,Gare de Surdon,33.0,84.0,0.39285714285714285,89813.0,535.0,92366.0,75580.0
Gare de Villedieu-les-Poêles,Gare de Verneuil-sur-Avre,EuroNight,1.2555547044963802,105.91667892735097,104.6611242228546,1,158.17015677706982,48.8341501,-1.2254182,48.7424865,0.9291927,Gare de Villedieu-les-Poêles,Gare de Verneuil-sur-Avre,38.0,84.0,0.4523809523809524,89813.0,535.0,28711.0,836.0
Gare de Villedieu-les-Poêles,Gare de Versailles Chantiers,EuroNight,1.9538178480859287,102.8048225833216,100.85100473523566,1,246.13477552102904,48.8341501,-1.2254182,48.795829,2.1358823,Gare de Villedieu-les-Poêles,Gare de Versailles Chantiers,7.0,84.0,0.08333333333333333,89813.0,535.0,24372929.0,84095.0
Gare de Vire,Gare de Dreux,EuroNight,1.3140829640871166,92.04988226550782,90.7357993014207,1,165.5433313286869,48.8463297,-0.8828841,48.731493,1.3701634,Gare de Vire,Gare de Dreux,32.0,80.0,0.4,100571.0,1225.0,28711.0,31543.0
Gare de Vire,Gare de L'Aigle,EuroNight,0.8765206494342831,,,0,110.42084271029013,48.8463297,-0.8828841,48.7662297,0.620014,Gare de Vire,Gare de L'Aigle,43.0,80.0,0.5375,100571.0,1225.0,213643.0,7663.0
Gare de Vire,Gare de Nonancourt,EuroNight,1.2081327053560789,87.27666385975924,86.06853115440316,1,152.1961080065607,48.8463297,-0.8828841,48.7757617,1.1928376,Gare de Vire,Gare de Nonancourt,4.0,80.0,0.05,100571.0,1225.0,11803.0,2321.0
Gare de Vire,Gare de Paris Montparnasse Hall 1 - 2,EuroNight,1.8607061615320182,82.62908507008417,80.76837890855215,1,234.404908230287,48.8463297,-0.8828841,48.8411711,2.3205138,Gare de Vire,Gare de Paris Montparnasse Hall 1 - 2,31.0,80.0,0.3875,100571.0,1225.0,68925312.0,2103778.0
Gare de Vire,Gare de Paris Montparnasse Vaugirard,EuroNight,1.8607061615320182,82.62908507008417,80.76837890855215,1,234.404908230287,48.8463297,-0.8828841,48.8411711,2.3205138,Gare de Vire,Gare de Paris Montparnasse Vaugirard,2.0,80.0,0.025,100571.0,1225.0,68925312.0,2103778.0
Gare de Vire,Gare de Verneuil-sur-Avre,EuroNight,1.0576168985328793,68.3404405132149,67.28282361468202,1,133.2346810950969,48.8463297,-0.8828841,48.7424865,0.9291927,Gare de Vire,Gare de Verneuil-sur-Avre,38.0,80.0,0.475,100571.0,1225.0,28711.0,836.0
Gare de Vire,Gare de Versailles Chantiers,EuroNight,1.7548311448264604,78.63773405408598,76.88290290925953,1,221.06716362137317,48.8463297,-0.8828841,48.795829,2.1358823,Gare de Vire,Gare de Versailles Chantiers,7.0,80.0,0.0875,100571.0,1225.0,24372929.0,84095.0
Gare de Vitré,Gare de Batz-sur-Mer,EuroNight,1.0576393714811199,69.74506828903272,68.6874289175516,1,133.23751215433612,48.1226727,-1.2117541,47.28086,-2.4788695,Gare de Vitré,Gare de Batz-sur-Mer,3.0,282.0,0.010638297872340425,1197732.0,19365.0,336887.0,2892.0
Gare de Vitré,Gare de La Baule les Pins,EuroNight,1.0088869640965616,69.74506828903272,68.73618132493615,1,127.09586345383744,48.1226727,-1.2117541,47.2834533,-2.3648905,Gare de Vitré,Gare de La Baule les Pins,3.0,282.0,0.010638297872340425,1197732.0,19365.0,27557.0,75580.0
Gare de Vitré,Gare de La Baule-Escoublac,EuroNight,1.0155168891418198,69.74506828903272,68.7295513998909,1,127.9310769893953,48.1226727,-1.2117541,47.2884613,-2.389211,Gare de Vitré,Gare de La Baule-Escoublac,3.0,282.0,0.010638297872340425,1197732.0,19365.0,27557.0,16912.0
Gare de Vitré,Gare de Le Croisic,EuroNight,1.0641709676964952,69.74506828903272,68.68089732133622,1,134.0603385861042,48.1226727,-1.2117541,47.2898903,-2.5073397,Gare de Vitré,Gare de Le Croisic,3.0,282.0,0.010638297872340425,1197732.0,19365.0,152113.0,4056.0
Gare de Vitré,Gare de Le Mans,EuroNight,0.8360381698193572,74.30400441847063,73.46796624865127,1,105.32100904753807,48.1226727,-1.2117541,47.9956159,0.1926141,Gare de Vitré,Gare de Le Mans,8.0,282.0,0.028368794326241134,1197732.0,19365.0,5440432.0,146249.0
Gare de Vitré,Gare de Le Pouliguen,EuroNight,1.037431724023293,69.74506828903272,68.70763656500942,1,130.6918271634282,48.1226727,-1.2117541,47.2825083,-2.4331287,Gare de Vitré,Gare de Le Pouliguen,3.0,282.0,0.010638297872340425,1197732.0,19365.0,125948.0,4173.0
Gare de Vitré,Gare de Nantes,EuroNight,0.8227405127459152,,,0,103.64581919197722,48.1226727,-1.2117541,47.2174913,-1.542077,Gare de Vitré,Gare de Nantes,44.0,282.0,0.15602836879432624,1197732.0,19365.0,17553626.0,327734.0
Gare de Vitré,Gare de Pornichet,EuroNight,1.0094450075098356,69.74506828903272,68.73562328152288,1,127.16616370746227,48.1226727,-1.2117541,47.2704262,-2.3448644,Gare de Vitré,Gare de Pornichet,3.0,282.0,0.010638297872340425,1197732.0,19365.0,230185.0,12800.0
Gare de Vitré,Gare de Saint-Nazaire,EuroNight,0.9471342790842712,,,0,119.31648766493717,48.1226727,-1.2117541,47.2864903,-2.211079,Gare de Vitré,Gare de Saint-Nazaire,3.0,282.0,0.010638297872340425,1197732.0,19365.0,1371500.0,74568.0
Gare de Vitré,Gare de Savenay,EuroNight,0.804599877679931,,,0,101.36052880825535,48.1226727,-1.2117541,47.3586008,-1.951011,Gare de Vitré,Gare de Savenay,3.0,282.0,0.010638297872340425,1197732.0,19365.0,38477.0,9543.0
Gare de Vivoin - Beaumont,Gare de Caen,EuroNight,0.8830326083787583,74.72385449426494,73.84082188588619,1,111.24119531100507,48.2301948,0.1448486,49.1763537,-0.347613,Gare de Vivoin - Beaumont,Gare de Caen,32.0,137.0,0.23357664233576642,45002.0,892.0,4255508.0,109400.0
Gare de Vivoin - Beaumont,Gare de Tours,EuroNight,0.8097296273040768,,,0,102.00675577022889,48.2301948,0.1448486,47.3898771,0.6928408,Gare de Vivoin - Beaumont,Gare de Tours,12.0,137.0,0.08759124087591241,45002.0,892.0,7013155.0,139259.0
Gare de Yvetot,Gare de Paris Saint-Lazare,Train Longue Distance Nuit,1.121189570229116,92.9418973912768,91.82070782104768,1,141.24333210243333,49.6221158,0.7501387,48.8762428,2.3253309,Gare de Yvetot,Gare de Paris Saint-Lazare,64.0,276.0,0.2318840579710145,1115168.0,11438.0,114093491.0,2103778.0
Gare de Écommoy,Gare de Argentan,EuroNight,0.8250726476752209,,,0,103.93961295984138,47.8245481,0.2690699,48.7385458,-0.0252909,Gare de Écommoy,Gare de Argentan,16.0,140.0,0.11428571428571428,90899.0,4868.0,398579.0,13527.0
Gare de Écommoy,Gare de Caen,EuroNight,1.2465011663828733,92.93328812467955,91.68678695829668,1,157.02962539466785,47.8245481,0.2690699,49.1763537,-0.347613,Gare de Écommoy,Gare de Caen,16.0,140.0,0.11428571428571428,90899.0,4868.0,4255508.0,109400.0
Gare de Écommoy,Gare de Mézidon - Canon,EuroNight,1.11840174953913,78.73397934480339,77.61557759526426,1,140.89213272097885,47.8245481,0.2690699,49.070913,-0.0749139,Gare de Écommoy,Gare de Mézidon - Canon,16.0,140.0,0.11428571428571428,90899.0,4868.0,,75580.0
Gare de Écommoy,Gare de Saint-Pierre-sur-Dives,EuroNight,1.0733586425277615,78.73397934480339,77.66062070227562,1,135.21776801811055,47.8245481,0.2690699,49.0231056,-0.0405856,Gare de Écommoy,Gare de Saint-Pierre-sur-Dives,13.0,140.0,0.09285714285714286,90899.0,4868.0,75554.0,85038.0
Gare de Épernon,Gare de Champagné,Train Longue Distance,0.9439524211580415,85.45089700896287,84.50694458780482,1,118.91564892391554,48.6052007,1.681363,48.0197494,0.3356649,Gare de Épernon,Gare de Champagné,6.0,88.0,0.06818181818181818,1574579.0,5715.0,203396.0,3666.0
Gare de Épernon,Gare de Connerré - Beillé,Train Longue Distance,0.8433272489764103,,,0,106.23926039007435,48.6052007,1.681363,48.0737072,0.4869016,Gare de Épernon,Gare de Connerré - Beillé,35.0,88.0,0.3977272727272727,1574579.0,5715.0,109988.0,2780.0
Gare de Épernon,Gare de Le Mans,Train Longue Distance,1.0264444422689325,85.45089700896287,84.42445256669393,1,129.30768988018804,48.6052007,1.681363,47.9956159,0.1926141,Gare de Épernon,Gare de Le Mans,35.0,88.0,0.3977272727272727,1574579.0,5715.0,5440432.0,146249.0
Gare de Épernon,Gare de Montfort-le-Gesnois,Train Longue Distance,0.8991293719092364,85.45089700896287,84.55176763705363,1,113.26900628738174,48.6052007,1.681363,48.0405728,0.4062319,Gare de Épernon,Gare de Montfort-le-Gesnois,6.0,88.0,0.06818181818181818,1574579.0,5715.0,19174.0,2939.0
Gare de Épernon,Gare de Saint-Mars-la-Brière,Train Longue Distance,0.9249045599565631,85.45089700896287,84.52599244900631,1,116.51606953345465,48.6052007,1.681363,48.0285279,0.3657048,Gare de Épernon,Gare de Saint-Mars-la-Brière,6.0,88.0,0.06818181818181818,1574579.0,5715.0,6668.0,2681.0
Gare de Étriché - Châteauneuf,Gare de Batz-sur-Mer,Train Longue Distance,1.248919093314343,95.6056522248216,94.35673313150726,1,157.3342269229457,47.6567338,-0.460868,47.28086,-2.4788695,Gare de Étriché - Châteauneuf,Gare de Batz-sur-Mer,2.0,57.0,0.03508771929824561,28711.0,1600.0,336887.0,2892.0
Gare de Étriché - Châteauneuf,Gare de La Baule les Pins,Train Longue Distance,1.1828314370658228,95.6056522248216,94.42282078775577,1,149.00874742577764,47.6567338,-0.460868,47.2834533,-2.3648905,Gare de Étriché - Châteauneuf,Gare de La Baule les Pins,2.0,57.0,0.03508771929824561,28711.0,1600.0,27557.0,75580.0
Gare de Étriché - Châteauneuf,Gare de La Baule-Escoublac,Train Longue Distance,1.1955118818098789,95.6056522248216,94.41014034301172,1,150.60618314561336,47.6567338,-0.460868,47.2884613,-2.389211,Gare de Étriché - Châteauneuf,Gare de La Baule-Escoublac,2.0,57.0,0.03508771929824561,28711.0,1600.0,27557.0,16912.0
Gare de Étriché - Châteauneuf,Gare de Le Croisic,Train Longue Distance,1.2631351933842712,95.6056522248216,94.34251703143732,1,159.12511884407547,47.6567338,-0.460868,47.2898903,-2.5073397,Gare de Étriché - Châteauneuf,Gare de Le Croisic,2.0,57.0,0.03508771929824561,28711.0,1600.0,152113.0,4056.0
Gare de Étriché - Châteauneuf,Gare de Le Pouliguen,Train Longue Distance,1.2222195223819887,95.6056522248216,94.3834327024396,1,153.9707133260253,47.6567338,-0.460868,47.2825083,-2.4331287,Gare de Étriché - Châteauneuf,Gare de Le Pouliguen,2.0,57.0,0.03508771929824561,28711.0,1600.0,125948.0,4173.0
Gare de Étriché - Châteauneuf,Gare de Pornichet,Train Longue Distance,1.1747801208044701,95.6056522248216,94.43087210401713,1,147.99447226057828,47.6567338,-0.460868,47.2704262,-2.3448644,Gare de Étriché - Châteauneuf,Gare de Pornichet,2.0,57.0,0.03508771929824561,28711.0,1600.0,230185.0,12800.0
Gare de Étriché - Châteauneuf,Gare de Saint-Nazaire,Train Longue Distance,1.0941635512306531,86.1232792842572,85.02911573302654,1,137.83869378063153,47.6567338,-0.460868,47.2864903,-2.211079,Gare de Étriché - Châteauneuf,Gare de Saint-Nazaire,2.0,57.0,0.03508771929824561,28711.0,1600.0,1371500.0,74568.0
Gare de Étriché - Châteauneuf,Gare de Savenay,Train Longue Distance,0.9266065044000197,77.92742760301911,77.0008210986191,1,116.73047422524814,47.6567338,-0.460868,47.3586008,-1.951011,Gare de Étriché - Châteauneuf,Gare de Savenay,2.0,57.0,0.03508771929824561,28711.0,1600.0,38477.0,9543.0
Gare de Évreux Normandie,Gare de Bayeux,Train Longue Distance Nuit,1.089609149620888,96.73326473676977,95.64365558714888,1,137.26494704218797,49.0187469,1.1496289,49.2697288,-0.6980999,Gare de Évreux Normandie,Gare de Bayeux,12.0,264.0,0.045454545454545456,89813.0,49360.0,662073.0,12659.0
Gare de Évreux Normandie,Gare de Caen,Train Longue Distance Nuit,0.8764200613415779,78.92500174238026,78.04858168103868,1,110.40817099289215,49.0187469,1.1496289,49.1763537,-0.347613,Gare de Évreux Normandie,Gare de Caen,37.0,264.0,0.14015151515151514,89813.0,49360.0,4255508.0,109400.0
Gare de Évreux Normandie,Gare de Carentan,Train Longue Distance Nuit,1.4046130633853027,80.38703614317944,78.98242307979415,1,176.94797976635206,49.0187469,1.1496289,49.302483,-1.2449382,Gare de Évreux Normandie,Gare de Carentan,12.0,264.0,0.045454545454545456,89813.0,49360.0,227651.0,75580.0
Gare de Évreux Normandie,Gare de Cherbourg,Train Longue Distance Nuit,1.6838678988484321,83.33587771433479,81.65200981548635,1,212.12747528954802,49.0187469,1.1496289,49.6335183,-1.6214867,Gare de Évreux Normandie,Gare de Cherbourg,12.0,264.0,0.045454545454545456,89813.0,49360.0,,75580.0
Gare de Évreux Normandie,Gare de Frénouville - Cagny,Train Longue Distance Nuit,0.8223308410429581,66.34130240283702,65.51897156179406,1,103.59421025988387,49.0187469,1.1496289,49.1411537,-0.26041,Gare de Évreux Normandie,Gare de Frénouville - Cagny,2.0,264.0,0.007575757575757576,89813.0,49360.0,25986.0,2050.0
Gare de Évreux Normandie,Gare de Lison,Train Longue Distance Nuit,1.2839717804261244,96.73326473676977,95.44929295634364,1,161.75003532705017,49.0187469,1.1496289,49.2268337,-1.0503391,Gare de Évreux Normandie,Gare de Lison,12.0,264.0,0.045454545454545456,89813.0,49360.0,211039.0,451.0
Gare de Évreux Normandie,Gare de Valognes,Train Longue Distance Nuit,1.5743066308343727,83.33587771433479,81.76157108350041,1,198.3253503192709,49.0187469,1.1496289,49.5054544,-1.4798601,Gare de Évreux Normandie,Gare de Valognes,12.0,264.0,0.045454545454545456,89813.0,49360.0,282866.0,6969.0
Gdynia Gł.,Praha hl.n.,InterCity,54.44606701535311,138.58355628079153,84.13748926543842,1,566.3324285438963,54.52084,18.52956,50.08321,14.43531,Gdynia Gł.,Praha hl.n.,,,,,257000.0,,
Gdynia Gł.,Zakopane,InterCity,56.5759770160649,142.1962797286109,85.620302712546,1,588.4871436483481,54.52084,18.52956,49.30245,19.96219,Gdynia Gł.,Zakopane,,,,,257000.0,,27266.0
Geisingen Bahnhof,Blaubeuren,Train Longue Distance,5.73896087421131,71.69443648770864,65.95547561349733,1,100.1039747812892,47.9214268,8.6523841,48.4038261,9.7919599,Geisingen Bahnhof,Blaubeuren,42.0,176.0,0.23863636363636365,,,28711.0,
Geisingen Bahnhof,Blaustein,Train Longue Distance,6.237750885994159,73.57205037624536,67.3342994902512,1,108.80430640143308,47.9214268,8.6523841,48.4142257,9.919898,Geisingen Bahnhof,Blaustein,2.0,176.0,0.011363636363636364,,,106903.0,
Geisingen Bahnhof,Herrlingen,Train Longue Distance,6.166572314435036,71.69443648770864,65.52786417327361,1,107.56274750453576,47.9214268,8.6523841,48.4176719,9.8974491,Geisingen Bahnhof,Herrlingen,23.0,176.0,0.13068181818181818,,,503.0,
Geisingen Bahnhof,Ulm Hbf,Train Longue Distance,6.423574360175459,73.57205037624536,67.14847601606989,1,112.04560195666244,47.9214268,8.6523841,48.3993472,9.9823129,Geisingen Bahnhof,Ulm Hbf,21.0,176.0,0.11931818181818182,,,,120451.0
Geislingen (Steige) Gleis 2,Enzisweiler,Train Longue Distance,1.8741912071781937,77.05150851608066,75.17731730890246,1,118.05185230399306,48.6192303,9.8417176,47.5641329,9.6651717,Geislingen (Steige) Gleis 2,Enzisweiler,7.0,434.0,0.016129032258064516,,,,
Geislingen (Steige) Gleis 2,Eriskirch Bahnhof,Train Longue Distance,1.787906187779166,73.56657906690694,71.77867287912777,1,112.61691784953173,48.6192303,9.8417176,47.6285332,9.5265347,Geislingen (Steige) Gleis 2,Eriskirch Bahnhof,7.0,434.0,0.016129032258064516,,,,
Geislingen (Steige) Gleis 2,Friedrichshafen Stadtbahnhof,Train Longue Distance,1.7596216013072419,73.56657906690694,71.8069574655997,1,110.83532384147405,48.6192303,9.8417176,47.6532219,9.4735251,Geislingen (Steige) Gleis 2,Friedrichshafen Stadtbahnhof,95.0,434.0,0.21889400921658986,,,,58403.0
Geislingen (Steige) Gleis 2,Kressbronn Bahnhof,Train Longue Distance,1.8322128305231657,77.05150851608066,75.2192956855575,1,115.40771167316488,48.6192303,9.8417176,47.5940803,9.5989479,Geislingen (Steige) Gleis 2,Kressbronn Bahnhof,7.0,434.0,0.016129032258064516,,,,
Geislingen (Steige) Gleis 2,Langenargen Bahnhof,Train Longue Distance,1.8339470657201478,73.56657906690694,71.73263200118679,1,115.51694795415392,48.6192303,9.8417176,47.5994777,9.5445998,Geislingen (Steige) Gleis 2,Langenargen Bahnhof,7.0,434.0,0.016129032258064516,,,,
Geislingen (Steige) Gleis 2,Lindau-Aeschach,Train Longue Distance,1.880341733569161,77.05150851608066,75.17116678251149,1,118.43926263348206,48.6192303,9.8417176,47.5592531,9.684746,Geislingen (Steige) Gleis 2,Lindau-Aeschach,7.0,434.0,0.016129032258064516,,,,24518.0
Geislingen (Steige) Gleis 2,Lindau-Reutin,Train Longue Distance,1.8907268312216912,77.05150851608066,75.16078168485897,1,119.0934008076147,48.6192303,9.8417176,47.5523177,9.7012121,Geislingen (Steige) Gleis 2,Lindau-Reutin,7.0,434.0,0.016129032258064516,,,28711.0,24518.0
Geislingen (Steige) Gleis 2,Meckenbeuren Bahnhof,Train Longue Distance,1.6568829085654628,73.56657906690694,71.90969615834148,1,104.36400280709643,48.6192303,9.8417176,47.6998799,9.5584339,Geislingen (Steige) Gleis 2,Meckenbeuren Bahnhof,95.0,434.0,0.21889400921658986,,,28711.0,
Geislingen (Steige) Gleis 2,Nonnenhorn,Train Longue Distance,1.862742132838949,77.05150851608066,75.18876638324171,1,117.33069619796858,48.6192303,9.8417176,47.5752,9.6126293,Geislingen (Steige) Gleis 2,Nonnenhorn,7.0,434.0,0.016129032258064516,,,,
Geislingen (Steige) Gleis 2,Wasserburg (Bodensee),Train Longue Distance,1.864379717960318,77.05150851608066,75.18712879812034,1,117.43384466870233,48.6192303,9.8417176,47.5718123,9.6392733,Geislingen (Steige) Gleis 2,Wasserburg (Bodensee),7.0,434.0,0.016129032258064516,,,,
Geltendorf,Hergatz,Train Longue Distance Nuit,1.6472203273939912,77.8231159113743,76.1758955839803,1,103.75537461539375,48.1060563,11.03804,47.6466862,9.82712,Geltendorf,Hergatz,234.0,803.0,0.29140722291407223,,,,
Geltendorf,Lindau-Insel,Train Longue Distance Nuit,1.8892673384411895,77.8231159113743,75.93384857293312,1,119.0014700454264,48.1060563,11.03804,47.5451508,9.6804521,Geltendorf,Lindau-Insel,100.0,803.0,0.12453300124533001,,,,24518.0
Geltendorf,Lindau-Reutin,Train Longue Distance Nuit,1.8597161116249885,77.8231159113743,75.96339979974931,1,117.14009269494763,48.1060563,11.03804,47.5524814,9.7029189,Geltendorf,Lindau-Reutin,234.0,803.0,0.29140722291407223,,,28711.0,24518.0
Gerlenhofen,Fischen,Train Longue Distance Nuit,1.605501112884054,,,0,101.12755813076683,48.3518617,10.0371012,47.4561086,10.2717771,Gerlenhofen,Fischen,18.0,109.0,0.1651376146788991,,,,
Gerlenhofen,Langenwang (Schwab),Train Longue Distance Nuit,1.6405869204157424,,,0,103.33754852706869,48.3518617,10.0371012,47.4364373,10.2760441,Gerlenhofen,Langenwang (Schwab),18.0,109.0,0.1651376146788991,,,,
Gerlenhofen,Oberstdorf,Train Longue Distance Nuit,1.6846941802155788,,,0,106.11578358626726,48.3518617,10.0371012,47.4113789,10.2785683,Gerlenhofen,Oberstdorf,18.0,109.0,0.1651376146788991,,,,
Giengen (Brenz),Bahnhof Überlingen,Train Longue Distance,1.9636079378283184,85.13099220211114,83.16738426428283,1,123.6840474822574,48.619741,10.2380274,47.7689677,9.1630584,Giengen (Brenz),Bahnhof Überlingen,1.0,590.0,0.001694915254237288,169298.0,,,
Giengen (Brenz),Friedrichshafen Stadtbahnhof,Train Longue Distance,1.9292091986823454,76.44780816370294,74.5185989650206,1,121.51733425814723,48.619741,10.2380274,47.6532824,9.4735701,Giengen (Brenz),Friedrichshafen Stadtbahnhof,1.0,590.0,0.001694915254237288,169298.0,,,58403.0
Giengen (Brenz),Ludwigshafen(Bodensee) Bahnhof,Train Longue Distance,1.9893253328682212,83.52727031512343,81.53794498225521,1,125.30393883019786,48.619741,10.2380274,47.8156006,9.0531495,Giengen (Brenz),Ludwigshafen(Bodensee) Bahnhof,1.0,590.0,0.001694915254237288,169298.0,,,
Giengen (Brenz),Radolfzell Bahnhof,Train Longue Distance,2.1599727390182912,83.52727031512343,81.36729757610514,1,136.05270464967822,48.619741,10.2380274,47.735852,8.969157,Giengen (Brenz),Radolfzell Bahnhof,1.0,590.0,0.001694915254237288,169298.0,,,31734.0
Giengen (Brenz),"Salem, Bahnhof",Train Longue Distance,1.8821266731830535,71.82434999752037,69.94222332433732,1,118.5516926923062,48.619741,10.2380274,47.7577,9.2969523,Giengen (Brenz),"Salem, Bahnhof",1.0,590.0,0.001694915254237288,169298.0,,,
Giengen (Brenz),Singen (Htw) Bahnhof,Train Longue Distance,2.2369305749747395,92.88230329085494,90.6453727158802,1,140.90013699765305,48.619741,10.2380274,47.7596204,8.8421802,Giengen (Brenz),Singen (Htw) Bahnhof,1.0,590.0,0.001694915254237288,169298.0,,,47621.0
Giengen (Brenz),Sipplingen Bahnhof,Train Longue Distance,1.9807154561169016,83.52727031512343,81.54655485900653,1,124.76161855107719,48.619741,10.2380274,47.7955392,9.0956039,Giengen (Brenz),Sipplingen Bahnhof,1.0,590.0,0.001694915254237288,169298.0,,,
Giengen (Brenz),Uhldingen-Mühlhofen Bahnhof,Train Longue Distance,1.9456153688637579,85.13099220211114,83.18537683324739,1,122.55072870142088,48.619741,10.2380274,47.7369033,9.24856,Giengen (Brenz),Uhldingen-Mühlhofen Bahnhof,1.0,590.0,0.001694915254237288,169298.0,,14285.0,
Giengen (Brenz),Überlingen Bahnhof Therme,Train Longue Distance,1.976967233308175,85.13099220211114,83.15402496880297,1,124.52552489973387,48.619741,10.2380274,47.7694386,9.1446878,Giengen (Brenz),Überlingen Bahnhof Therme,1.0,590.0,0.001694915254237288,169298.0,,,21507.0
Glasgow Central,London Euston,InterCity,29.24423769669532,139.64541920560148,110.40118150890616,1,552.6122013736833,55.85858,-4.25838,51.52817,-0.13308,Glasgow Central,London Euston,,,,,626410.0,106903.0,8961989.0
Graz Hbf,Berlin Hbf,Nightjet,9.90344419017237,150.7139023639589,140.81045817378654,0,623.7997096354479,47.0723,15.41644,52.52508,13.3694,Graz Hbf,Berlin Hbf,,,,,303270.0,,3426354.0
Graz Hbf,Zürich HB,Nightjet,8.258651644303502,140.74897942003642,132.4903277757329,1,520.1972565068972,47.0723,15.41644,47.37818,8.54021,Graz Hbf,Zürich HB,,,,,303270.0,,415367.0
Grenzach Bahnhof Bstg 2,Bahnhof Überlingen,Train Longue Distance Nuit,0.10159940761934426,67.43431751076349,67.33271810314415,1,115.1920721307758,47.5509596,7.6593864,47.7689677,9.1630584,Grenzach Bahnhof Bstg 2,Bahnhof Überlingen,1.0,8.0,0.125,,,,
Grenzach Bahnhof Bstg 2,Bermatingen-Ahausen Bahnhof,Train Longue Distance Nuit,0.11275554077820911,79.65498511743743,79.54222957665922,1,127.84074918164298,47.5509596,7.6593864,47.7305231,9.3448325,Grenzach Bahnhof Bstg 2,Bermatingen-Ahausen Bahnhof,1.0,8.0,0.125,,,106903.0,
Grenzach Bahnhof Bstg 2,Friedrichshafen Stadtbahnhof,Train Longue Distance Nuit,0.12038775044434123,85.15239397633096,85.03200622588662,1,136.49404812283586,47.5509596,7.6593864,47.6533671,9.473588,Grenzach Bahnhof Bstg 2,Friedrichshafen Stadtbahnhof,1.0,8.0,0.125,,,,58403.0
Grenzach Bahnhof Bstg 2,Ludwigshafen(Bodensee) Bahnhof,Train Longue Distance Nuit,0.09561072856434172,,,0,108.4021865808863,47.5509596,7.6593864,47.8155463,9.0531316,Grenzach Bahnhof Bstg 2,Ludwigshafen(Bodensee) Bahnhof,1.0,8.0,0.125,,,,
Grenzach Bahnhof Bstg 2,Markdorf Bahnhof,Train Longue Distance Nuit,0.11542088800798708,79.65498511743743,79.53956422942944,1,130.86268481631188,47.5509596,7.6593864,47.7168416,9.3884457,Grenzach Bahnhof Bstg 2,Markdorf Bahnhof,1.0,8.0,0.125,,,,
Grenzach Bahnhof Bstg 2,Radolfzell Bahnhof,Train Longue Distance Nuit,0.08841882948322877,,,0,100.2481059900553,47.5509596,7.6593864,47.7356829,8.9691391,Grenzach Bahnhof Bstg 2,Radolfzell Bahnhof,1.0,8.0,0.125,,,,31734.0
Grenzach Bahnhof Bstg 2,"Salem, Bahnhof",Train Longue Distance Nuit,0.11006359159503316,77.05398519591597,76.94392160432093,1,124.78865260207841,47.5509596,7.6593864,47.7577,9.2969523,Grenzach Bahnhof Bstg 2,"Salem, Bahnhof",1.0,8.0,0.125,,,,
Grenzach Bahnhof Bstg 2,Uhldingen-Mühlhofen Bahnhof,Train Longue Distance Nuit,0.106577899442586,67.43431751076349,67.32773961132091,1,120.83662068320409,47.5509596,7.6593864,47.7369576,9.248578,Grenzach Bahnhof Bstg 2,Uhldingen-Mühlhofen Bahnhof,1.0,8.0,0.125,,,14285.0,
Göppingen Gleis 6,Enzisweiler,Train Longue Distance,2.0051145093180307,75.70462044939134,73.69950594007331,1,126.2984699746807,48.699928,9.6519395,47.5641329,9.6651717,Göppingen Gleis 6,Enzisweiler,7.0,609.0,0.011494252873563218,,58040.0,,
Göppingen Gleis 6,Eriskirch Bahnhof,Train Longue Distance,1.8971205273356517,70.63408378155901,68.73696325422335,1,119.49612795009143,48.699928,9.6519395,47.6285332,9.5265347,Göppingen Gleis 6,Eriskirch Bahnhof,7.0,609.0,0.011494252873563218,,58040.0,,
