origin,destination,vehicule_type,co2_train_kg,co2_avion_kg,co2_saved_kg,is_substitutable,distance_km,station_lat,station_long,station_lat_dest,station_long_dest,origin_city,destination_city,trip_count_corridor,trip_count_origin,service_share,origin_station_traffic,origin_city_population,dest_station_traffic,dest_city_population
Gare de Chartres,Gare de Sablé-sur-Sarthe,Train Longue Distance Nuit,1.1998267048055438,108.32960309686531,107.12977639205977,1,151.1497486527518,48.4482028,1.4813126,47.8417564,-0.3419969,Gare de Chartres,Gare de Sablé-sur-Sarthe,2.0,138.0,0.014492753623188406,3536538.0,38324.0,662172.0,12326.0
Gare de Chartres,Gare de Tiercé,Train Longue Distance Nuit,1.3649673855701407,111.41274223153778,110.04777484596764,1,171.95356331193508,48.4482028,1.4813126,47.6175243,-0.4694093,Gare de Chartres,Gare de Tiercé,2.0,138.0,0.014492753623188406,3536538.0,38324.0,120085.0,4589.0
Gare de Chartres,Gare de Voivres,Train Longue Distance Nuit,0.9400061029526735,72.42399476229339,71.48398865934071,1,118.4185062928538,48.4482028,1.4813126,47.9305033,0.0852852,Gare de Chartres,Gare de Voivres,2.0,138.0,0.014492753623188406,3536538.0,38324.0,,75580.0
Gare de Chartres,Gare de Étriché - Châteauneuf,Train Longue Distance Nuit,1.342017438567442,111.41274223153778,110.07072479297034,1,169.06241352575483,48.4482028,1.4813126,47.6567338,-0.460868,Gare de Chartres,Gare de Étriché - Châteauneuf,2.0,138.0,0.014492753623188406,3536538.0,38324.0,28711.0,1600.0
Gare de Cherbourg,Gare de Bernay,Train Longue Distance,1.3627373301275227,102.32094755985213,100.95821022972461,1,171.6726291417892,49.6335183,-1.6214867,49.0871158,0.5956878,Gare de Cherbourg,Gare de Bernay,11.0,139.0,0.07913669064748201,,75580.0,655294.0,9765.0
Gare de Cherbourg,Gare de Caen,Train Longue Distance,0.8355416291092004,,,0,105.25845667790381,49.6335183,-1.6214867,49.1763537,-0.347613,Gare de Cherbourg,Gare de Caen,65.0,139.0,0.4676258992805755,,75580.0,4255508.0,109400.0
Gare de Cherbourg,Gare de Lisieux,Train Longue Distance,1.15069717851202,83.75070371985288,82.60000654134086,1,144.96059190123708,49.6335183,-1.6214867,49.1382984,0.2311429,Gare de Cherbourg,Gare de Lisieux,14.0,139.0,0.10071942446043165,,75580.0,1232672.0,19645.0
Gare de Cherbourg,Gare de Mantes-la-Jolie,Train Longue Distance,1.9956610843477947,95.66344274698707,93.66778166263927,1,251.40603229375094,49.6335183,-1.6214867,48.9898402,1.70337,Gare de Cherbourg,Gare de Mantes-la-Jolie,5.0,139.0,0.03597122302158273,,75580.0,9911587.0,43526.0
Gare de Cherbourg,Gare de Paris Saint-Lazare,Train Longue Distance,2.369689969728126,118.2280768678421,115.85838689811398,1,298.52481352080196,49.6335183,-1.6214867,48.8762428,2.3253309,Gare de Cherbourg,Gare de Paris Saint-Lazare,51.0,139.0,0.3669064748201439,,75580.0,114093491.0,2103778.0
Gare de Cherbourg,Gare de Évreux Normandie,Train Longue Distance,1.6838678988484321,83.33587771433479,81.65200981548635,1,212.12747528954802,49.6335183,-1.6214867,49.0187469,1.1496289,Gare de Cherbourg,Gare de Évreux Normandie,11.0,139.0,0.07913669064748201,,75580.0,89813.0,49360.0
Gare de Château-du-Loir,Gare de Argentan,EuroNight,0.9667210802540899,79.68648559438716,78.71976451413308,1,121.78396072739858,47.6833356,0.4149592,48.7385458,-0.0252909,Gare de Château-du-Loir,Gare de Argentan,18.0,149.0,0.12080536912751678,155829.0,229.0,398579.0,13527.0
Gare de Château-du-Loir,Gare de Caen,EuroNight,1.391440546164042,118.18356762167888,116.79212707551483,1,175.28855456841043,47.6833356,0.4149592,49.1763537,-0.347613,Gare de Château-du-Loir,Gare de Caen,18.0,149.0,0.12080536912751678,155829.0,229.0,4255508.0,109400.0
Gare de Château-du-Loir,Gare de Mézidon - Canon,EuroNight,1.257982904486254,103.61813504901735,102.3601521445311,1,158.47605246740412,47.6833356,0.4149592,49.070913,-0.0749139,Gare de Château-du-Loir,Gare de Mézidon - Canon,18.0,149.0,0.12080536912751678,155829.0,229.0,,75580.0
Gare de Château-du-Loir,Gare de Saint-Pierre-sur-Dives,EuroNight,1.2123743235609352,103.61813504901735,102.40576072545642,1,152.7304514438064,47.6833356,0.4149592,49.0231056,-0.0405856,Gare de Château-du-Loir,Gare de Saint-Pierre-sur-Dives,13.0,149.0,0.087248322147651,155829.0,229.0,75554.0,85038.0
Gare de Château-du-Loir,Gare de Surdon,EuroNight,0.8818764100002903,79.68648559438716,78.80460918438688,1,111.09554169819732,47.6833356,0.4149592,48.6647706,0.1344098,Gare de Château-du-Loir,Gare de Surdon,16.0,149.0,0.10738255033557047,155829.0,229.0,92366.0,75580.0
Gare de Château-du-Loir,Gare de Sées,EuroNight,0.8222155952009459,79.68648559438716,78.86426999918622,1,103.5796920132207,47.6833356,0.4149592,48.5999675,0.1664085,Gare de Château-du-Loir,Gare de Sées,18.0,149.0,0.12080536912751678,155829.0,229.0,103413.0,4168.0
Gare de Châteaubourg,Gare de Conlie,EuroNight,0.821380008196824,75.89112995489972,75.0697499467029,1,103.47442784036582,48.1063608,-1.4051588,48.1272219,-0.0116197,Gare de Châteaubourg,Gare de Conlie,4.0,192.0,0.020833333333333332,683698.0,7533.0,68499.0,1833.0
Gare de Châteaubourg,Gare de Le Mans,EuroNight,0.94777772721363,82.72012205968593,81.7723443324723,1,119.39754689010205,48.1063608,-1.4051588,47.9956159,0.1926141,Gare de Châteaubourg,Gare de Le Mans,8.0,192.0,0.041666666666666664,683698.0,7533.0,5440432.0,146249.0
Gare de Cinq-Mars-la-Pile,Gare de Ancenis,Train Longue Distance,0.9783703588196159,72.46031081947545,71.48194046065584,1,123.25149393041268,47.3451747,0.4581184,47.369337,-1.1777593,Gare de Cinq-Mars-la-Pile,Gare de Ancenis,16.0,114.0,0.14035087719298245,186647.0,4015.0,1179679.0,75580.0
Gare de Cinq-Mars-la-Pile,Gare de Batz-sur-Mer,Train Longue Distance,1.7584250805503494,81.26014185180067,79.50171677125032,1,221.5199144054358,47.3451747,0.4581184,47.28086,-2.4788695,Gare de Cinq-Mars-la-Pile,Gare de Batz-sur-Mer,5.0,114.0,0.043859649122807015,186647.0,4015.0,336887.0,2892.0
Gare de Cinq-Mars-la-Pile,Gare de Cerizay,Train Longue Distance,0.8212512353671436,,,0,103.45820551362354,47.3451747,0.4581184,46.8175516,-0.6673134,Gare de Cinq-Mars-la-Pile,Gare de Cerizay,5.0,114.0,0.043859649122807015,186647.0,4015.0,56169.0,4793.0
Gare de Cinq-Mars-la-Pile,Gare de Chantonnay,Train Longue Distance,1.0781247787592148,78.8282153583887,77.75009057962949,1,135.81818830425985,47.3451747,0.4581184,46.6902585,-1.0542092,Gare de Cinq-Mars-la-Pile,Gare de Chantonnay,5.0,114.0,0.043859649122807015,186647.0,4015.0,16990.0,8557.0
Gare de Cinq-Mars-la-Pile,Gare de La Baule les Pins,Train Longue Distance,1.69014732805259,81.26014185180067,79.56999452374808,1,212.91853465011212,47.3451747,0.4581184,47.2834533,-2.3648905,Gare de Cinq-Mars-la-Pile,Gare de La Baule les Pins,5.0,114.0,0.043859649122807015,186647.0,4015.0,27557.0,75580.0
Gare de Cinq-Mars-la-Pile,Gare de La Baule-Escoublac,Train Longue Distance,1.70447524497623,81.26014185180067,79.55566660682445,1,214.72351284658984,47.3451747,0.4581184,47.2884613,-2.389211,Gare de Cinq-Mars-la-Pile,Gare de La Baule-Escoublac,5.0,114.0,0.043859649122807015,186647.0,4015.0,27557.0,16912.0
Gare de Cinq-Mars-la-Pile,Gare de La Roche-sur-Yon,Train Longue Distance,1.285322186095849,97.23523730973017,95.94991512363431,1,161.92015445903868,47.3451747,0.4581184,46.6720757,-1.4356603,Gare de Cinq-Mars-la-Pile,Gare de La Roche-sur-Yon,5.0,114.0,0.043859649122807015,186647.0,4015.0,1218501.0,54849.0
Gare de Cinq-Mars-la-Pile,Gare de Le Croisic,Train Longue Distance,1.7750625050911577,81.26014185180067,79.48507934670951,1,223.61583586434335,47.3451747,0.4581184,47.2898903,-2.5073397,Gare de Cinq-Mars-la-Pile,Gare de Le Croisic,5.0,114.0,0.043859649122807015,186647.0,4015.0,152113.0,4056.0
Gare de Cinq-Mars-la-Pile,Gare de Le Pouliguen,Train Longue Distance,1.730997157806156,81.26014185180067,79.52914469399451,1,218.0646457301784,47.3451747,0.4581184,47.2825083,-2.4331287,Gare de Cinq-Mars-la-Pile,Gare de Le Pouliguen,5.0,114.0,0.043859649122807015,186647.0,4015.0,125948.0,4173.0
Gare de Cinq-Mars-la-Pile,Gare de Nantes,Train Longue Distance,1.2029726513163252,95.48866249250551,94.28568984118918,1,151.54606340593668,47.3451747,0.4581184,47.2174913,-1.542077,Gare de Cinq-Mars-la-Pile,Gare de Nantes,16.0,114.0,0.14035087719298245,186647.0,4015.0,17553626.0,327734.0
Gare de Cinq-Mars-la-Pile,Gare de Pornichet,Train Longue Distance,1.6787904590259604,81.26014185180067,79.5813513927747,1,211.48783812370377,47.3451747,0.4581184,47.2704262,-2.3448644,Gare de Cinq-Mars-la-Pile,Gare de Pornichet,5.0,114.0,0.043859649122807015,186647.0,4015.0,230185.0,12800.0
Gare de Cinq-Mars-la-Pile,Gare de Pouzauges,Train Longue Distance,0.9271535314717555,72.29309310479492,71.36593957332316,1,116.79938668074522,47.3451747,0.4581184,46.7524179,-0.8145972,Gare de Cinq-Mars-la-Pile,Gare de Pouzauges,5.0,114.0,0.043859649122807015,186647.0,4015.0,2187.0,5668.0
Gare de Cinq-Mars-la-Pile,Gare de Saint-Nazaire,Train Longue Distance,1.5980324398081225,119.8786333961404,118.28060095633228,1,201.3142403386398,47.3451747,0.4581184,47.2864903,-2.211079,Gare de Cinq-Mars-la-Pile,Gare de Saint-Nazaire,5.0,114.0,0.043859649122807015,186647.0,4015.0,1371500.0,74568.0
Gare de Cinq-Mars-la-Pile,Gare de Savenay,Train Longue Distance,1.440651475888786,112.7210289696943,111.28037749380552,1,181.48796622433687,47.3451747,0.4581184,47.3586008,-1.951011,Gare de Cinq-Mars-la-Pile,Gare de Savenay,5.0,114.0,0.043859649122807015,186647.0,4015.0,38477.0,9543.0
Gare de Clisson,Gare de La Rochelle,Train Longue Distance,0.8281908978864785,,,0,104.33243863523288,47.0860158,-1.2862919,46.1527022,-1.1458576,Gare de Clisson,Gare de La Rochelle,2.0,493.0,0.004056795131845842,1124278.0,7452.0,3137015.0,79851.0
Gare de Clères,Gare de Paris Saint-Lazare,Train Longue Distance,0.9490694888204381,81.38390391489077,80.43483442607032,1,119.56027825906249,49.5991119,1.1061752,48.8762428,2.3253309,Gare de Clères,Gare de Paris Saint-Lazare,2.0,121.0,0.01652892561983471,157511.0,1381.0,114093491.0,2103778.0
Gare de Conches,Gare de Paris Saint-Lazare,Train Longue Distance,0.8083116386600959,,,0,101.82812278408868,48.962359,0.9378896,48.8762428,2.3253309,Gare de Conches,Gare de Paris Saint-Lazare,6.0,25.0,0.24,,75580.0,114093491.0,2103778.0
Gare de Condé-sur-Huisne,Gare de Angers Maître École,Train Longue Distance Nuit,1.1496634915965256,96.84481521152195,95.69515171992542,1,144.83037183125793,48.383367,0.8488811,47.466953,-0.5324366,Gare de Condé-sur-Huisne,Gare de Angers Maître École,2.0,52.0,0.038461538461538464,24049.0,226.0,46045.0,159022.0
Gare de Condé-sur-Huisne,Gare de Angers Saint-Laud,Train Longue Distance Nuit,1.1613701399361671,96.84481521152195,95.68344507158578,1,146.30513226709084,48.383367,0.8488811,47.4646464,-0.5567748,Gare de Condé-sur-Huisne,Gare de Angers Saint-Laud,2.0,52.0,0.038461538461538464,24049.0,226.0,7116373.0,159022.0
Gare de Condé-sur-Huisne,Gare de Le Vieux Briollay,Train Longue Distance Nuit,1.0630174634510665,96.84481521152195,95.78179774807089,1,133.91502437025278,48.383367,0.8488811,47.5736883,-0.4830019,Gare de Condé-sur-Huisne,Gare de Le Vieux Briollay,2.0,52.0,0.038461538461538464,24049.0,226.0,29188.0,75580.0
Gare de Condé-sur-Huisne,Gare de Morannes,Train Longue Distance Nuit,0.9392129885618284,86.83744685193977,85.89823386337794,1,118.31859266336966,48.383367,0.8488811,47.7390037,-0.4181549,Gare de Condé-sur-Huisne,Gare de Morannes,2.0,52.0,0.038461538461538464,24049.0,226.0,38346.0,75580.0
Gare de Condé-sur-Huisne,Gare de Paris Montparnasse Hall 1 - 2,Train Longue Distance,0.9491032526170347,,,0,119.56453169778719,48.383367,0.8488811,48.8411711,2.3205138,Gare de Condé-sur-Huisne,Gare de Paris Montparnasse Hall 1 - 2,13.0,52.0,0.25,24049.0,226.0,68925312.0,2103778.0
Gare de Condé-sur-Huisne,Gare de Sablé-sur-Sarthe,Train Longue Distance Nuit,0.8491549837826508,86.83744685193977,85.98829186815712,1,106.9734169542266,48.383367,0.8488811,47.8417564,-0.3419969,Gare de Condé-sur-Huisne,Gare de Sablé-sur-Sarthe,2.0,52.0,0.038461538461538464,24049.0,226.0,662172.0,12326.0
Gare de Condé-sur-Huisne,Gare de Tiercé,Train Longue Distance Nuit,1.0310738240182225,91.04544321816265,90.01436939414442,1,129.89088234041603,48.383367,0.8488811,47.6175243,-0.4694093,Gare de Condé-sur-Huisne,Gare de Tiercé,2.0,52.0,0.038461538461538464,24049.0,226.0,120085.0,4589.0
Gare de Condé-sur-Huisne,Gare de Versailles Chantiers,Train Longue Distance,0.8349368863063213,,,0,105.18227340719594,48.383367,0.8488811,48.795829,2.1358823,Gare de Condé-sur-Huisne,Gare de Versailles Chantiers,13.0,52.0,0.25,24049.0,226.0,24372929.0,84095.0
Gare de Condé-sur-Huisne,Gare de Étriché - Châteauneuf,Train Longue Distance Nuit,1.0046100287460569,91.04544321816265,90.04083318941659,1,126.55707089267534,48.383367,0.8488811,47.6567338,-0.460868,Gare de Condé-sur-Huisne,Gare de Étriché - Châteauneuf,2.0,52.0,0.038461538461538464,24049.0,226.0,28711.0,1600.0
Gare de Conlie,Gare de Cesson-Sévigné,EuroNight,0.9372549814028174,87.78568353827536,86.84842855687255,1,118.07193013388982,48.1272219,-0.0116197,48.1128111,-1.6021099,Gare de Conlie,Gare de Cesson-Sévigné,7.0,126.0,0.05555555555555555,68499.0,1833.0,207859.0,18761.0
Gare de Conlie,Gare de Châteaubourg,EuroNight,0.821380008196824,75.89112995489972,75.0697499467029,1,103.47442784036582,48.1272219,-0.0116197,48.1063608,-1.4051588,Gare de Conlie,Gare de Châteaubourg,7.0,126.0,0.05555555555555555,68499.0,1833.0,683698.0,7533.0
Gare de Conlie,Gare de Noyal - Acigné,EuroNight,0.8933424977733447,75.89112995489972,74.99778745712638,1,112.53999719996784,48.1272219,-0.0116197,48.1187915,-1.5277647,Gare de Conlie,Gare de Noyal - Acigné,7.0,126.0,0.05555555555555555,68499.0,1833.0,332259.0,985.0
Gare de Conlie,Gare de Rennes,EuroNight,0.9790990264352386,87.78568353827536,86.80658451184013,1,123.34328879254707,48.1272219,-0.0116197,48.1035178,-1.6727439,Gare de Conlie,Gare de Rennes,7.0,126.0,0.05555555555555555,68499.0,1833.0,15689647.0,230890.0
Gare de Conlie,Gare de Servon,EuroNight,0.8566127638855737,75.89112995489972,75.03451719101415,1,107.91292062050563,48.1272219,-0.0116197,48.1122139,-1.4652101,Gare de Conlie,Gare de Servon,7.0,126.0,0.05555555555555555,68499.0,1833.0,,3565.0
Gare de Connerré - Beillé,Gare de Angers Maître École,Train Longue Distance,0.8077653481267012,70.9329515582073,70.12518621008059,1,101.75930311497874,48.0737072,0.4869016,47.466953,-0.5324366,Gare de Connerré - Beillé,Gare de Angers Maître École,2.0,163.0,0.012269938650306749,109988.0,2780.0,46045.0,159022.0
Gare de Connerré - Beillé,Gare de Angers Saint-Laud,Train Longue Distance,0.8199732538242708,70.9329515582073,70.11297830438302,1,103.29721010635811,48.0737072,0.4869016,47.4646464,-0.5567748,Gare de Connerré - Beillé,Gare de Angers Saint-Laud,2.0,163.0,0.012269938650306749,109988.0,2780.0,7116373.0,159022.0
Gare de Connerré - Beillé,Gare de Paris Montparnasse Hall 1 - 2,Train Longue Distance Nuit,1.269166846967369,89.35620988474514,88.08704303777778,1,159.88496434459168,48.0737072,0.4869016,48.8411711,2.3205138,Gare de Connerré - Beillé,Gare de Paris Montparnasse Hall 1 - 2,43.0,163.0,0.26380368098159507,109988.0,2780.0,68925312.0,2103778.0
Gare de Connerré - Beillé,Gare de Rambouillet,Train Longue Distance Nuit,0.9354591892659639,,,0,117.84570285537464,48.0737072,0.4869016,48.6437724,1.83154,Gare de Connerré - Beillé,Gare de Rambouillet,38.0,163.0,0.2331288343558282,109988.0,2780.0,5579876.0,27724.0
Gare de Connerré - Beillé,Gare de Versailles Chantiers,Train Longue Distance Nuit,1.1570289436181276,84.58269625196182,83.42566730834369,1,145.75824434594705,48.0737072,0.4869016,48.795829,2.1358823,Gare de Connerré - Beillé,Gare de Versailles Chantiers,43.0,163.0,0.26380368098159507,109988.0,2780.0,24372929.0,84095.0
Gare de Connerré - Beillé,Gare de Épernon,Train Longue Distance Nuit,0.8433272489764103,,,0,106.23926039007435,48.0737072,0.4869016,48.6052007,1.681363,Gare de Connerré - Beillé,Gare de Épernon,38.0,163.0,0.2331288343558282,109988.0,2780.0,1574579.0,5715.0
Gare de Corbie,Gare de Rouen Rive Droite,EuroNight,0.9009120655068908,65.78378695403553,64.88287488852865,1,113.49358346017775,49.9116341,2.4999483,49.4486637,1.0941026,Gare de Corbie,Gare de Rouen Rive Droite,10.0,20.0,0.5,485815.0,5982.0,7773267.0,117662.0
Gare de Courville-sur-Eure,Gare de Angers Maître École,Train Longue Distance Nuit,1.3587030733284973,107.03409300758885,105.67538993426035,1,171.1644083306245,48.4513371,1.2349025,47.466953,-0.5324366,Gare de Courville-sur-Eure,Gare de Angers Maître École,2.0,138.0,0.014492753623188406,28711.0,2791.0,46045.0,159022.0
Gare de Courville-sur-Eure,Gare de Angers Saint-Laud,Train Longue Distance Nuit,1.3711028519593045,107.03409300758885,105.66299015562954,1,172.7264867673601,48.4513371,1.2349025,47.4646464,-0.5567748,Gare de Courville-sur-Eure,Gare de Angers Saint-Laud,2.0,138.0,0.014492753623188406,28711.0,2791.0,7116373.0,159022.0
Gare de Courville-sur-Eure,Gare de La Suze,Train Longue Distance Nuit,0.8656992597022796,,,0,109.05760389295536,48.4513371,1.2349025,47.8922362,0.0265714,Gare de Courville-sur-Eure,Gare de La Suze,2.0,138.0,0.014492753623188406,28711.0,2791.0,,75580.0
Gare de Courville-sur-Eure,Gare de Le Vieux Briollay,Train Longue Distance Nuit,1.276300527495579,107.03409300758885,105.75779248009327,1,160.78363914028458,48.4513371,1.2349025,47.5736883,-0.4830019,Gare de Courville-sur-Eure,Gare de Le Vieux Briollay,2.0,138.0,0.014492753623188406,28711.0,2791.0,29188.0,75580.0
Gare de Courville-sur-Eure,Gare de Morannes,Train Longue Distance Nuit,1.1597116559808425,97.36531465440403,96.20560299842319,1,146.09620256750347,48.4513371,1.2349025,47.7390037,-0.4181549,Gare de Courville-sur-Eure,Gare de Morannes,2.0,138.0,0.014492753623188406,28711.0,2791.0,38346.0,75580.0
Gare de Courville-sur-Eure,Gare de Noyen,Train Longue Distance Nuit,0.935606387694467,80.83009957154925,79.89449318385479,1,117.86424637118506,48.4513371,1.2349025,47.874387,-0.0982489,Gare de Courville-sur-Eure,Gare de Noyen,2.0,138.0,0.014492753623188406,28711.0,2791.0,,75580.0
Gare de Courville-sur-Eure,Gare de Sablé-sur-Sarthe,Train Longue Distance Nuit,1.073272364173847,97.36531465440403,96.29204229023019,1,135.20689898889484,48.4513371,1.2349025,47.8417564,-0.3419969,Gare de Courville-sur-Eure,Gare de Sablé-sur-Sarthe,2.0,138.0,0.014492753623188406,28711.0,2791.0,662172.0,12326.0
Gare de Courville-sur-Eure,Gare de Tiercé,Train Longue Distance Nuit,1.2463645787603455,101.11620118184952,99.86983660308917,1,157.0124185891088,48.4513371,1.2349025,47.6175243,-0.4694093,Gare de Courville-sur-Eure,Gare de Tiercé,2.0,138.0,0.014492753623188406,28711.0,2791.0,120085.0,4589.0
Gare de Courville-sur-Eure,Gare de Voivres,Train Longue Distance Nuit,0.817881718067045,,,0,103.0337261359341,48.4513371,1.2349025,47.9305033,0.0852852,Gare de Courville-sur-Eure,Gare de Voivres,2.0,138.0,0.014492753623188406,28711.0,2791.0,,75580.0
Gare de Courville-sur-Eure,Gare de Étriché - Châteauneuf,Train Longue Distance Nuit,1.2218059819259302,101.11620118184952,99.8943951999236,1,153.91861702266692,48.4513371,1.2349025,47.6567338,-0.460868,Gare de Courville-sur-Eure,Gare de Étriché - Châteauneuf,2.0,138.0,0.014492753623188406,28711.0,2791.0,28711.0,1600.0
Gare de Coutances,Gare de Pontchaillou,EuroNight,0.8287290664191437,81.51127530433276,80.68254623791361,1,104.40023512460868,49.042928,-1.4417261,48.1186426,-1.6911174,Gare de Coutances,Gare de Pontchaillou,10.0,101.0,0.09900990099009901,222446.0,8321.0,405981.0,75580.0
Gare de Coutances,Gare de Rennes,EuroNight,0.8400886862700793,81.51127530433276,80.67118661806268,1,105.83127818973033,49.042928,-1.4417261,48.1035178,-1.6727439,Gare de Coutances,Gare de Rennes,10.0,101.0,0.09900990099009901,222446.0,8321.0,15689647.0,230890.0
Gare de Dieppe,Gare de Paris Saint-Lazare,Train Longue Distance,7.781454305486012,91.02255658219987,83.24110227671386,1,147.04184250729423,49.9217887,1.0811328,48.8762428,2.3253309,Gare de Dieppe,Gare de Paris Saint-Lazare,2.0,121.0,0.01652892561983471,695838.0,28496.0,114093491.0,2103778.0
Gare de Dol-de-Bretagne,Gare de Audrieu,EuroNight,0.894871021897782,73.20790412655536,72.31303310465758,1,112.73255503877326,48.5442508,-1.7505361,49.216131,-0.5960138,Gare de Dol-de-Bretagne,Gare de Audrieu,1.0,326.0,0.003067484662576687,654150.0,5829.0,28711.0,1167.0
Gare de Dol-de-Bretagne,Gare de Bayeux,EuroNight,0.8847791674393716,69.3793392532793,68.49456008583992,1,111.46122038792788,48.5442508,-1.7505361,49.2697288,-0.6980999,Gare de Dol-de-Bretagne,Gare de Bayeux,9.0,326.0,0.027607361963190184,654150.0,5829.0,662073.0,12659.0
Gare de Dol-de-Bretagne,Gare de Bretteville - Norrey,EuroNight,0.9245845929498733,73.20790412655536,72.28331953360549,1,116.47576126856553,48.5442508,-1.7505361,49.2034122,-0.5127396,Gare de Dol-de-Bretagne,Gare de Bretteville - Norrey,1.0,326.0,0.003067484662576687,654150.0,5829.0,22271.0,1027.0
Gare de Dol-de-Bretagne,Gare de Caen,EuroNight,0.9873935963378658,73.20790412655536,72.2205105302175,1,124.38820815543787,48.5442508,-1.7505361,49.1763537,-0.347613,Gare de Dol-de-Bretagne,Gare de Caen,9.0,326.0,0.027607361963190184,654150.0,5829.0,4255508.0,109400.0
Gare de Dol-de-Bretagne,Gare de Le Molay-Littry,EuroNight,0.8011901962716672,69.3793392532793,68.57814905700764,1,100.93098970416568,48.5442508,-1.7505361,49.2493264,-0.8809742,Gare de Dol-de-Bretagne,Gare de Le Molay-Littry,1.0,326.0,0.003067484662576687,654150.0,5829.0,56169.0,3124.0
Gare de Douai,Gare de Abancourt,EuroNight,2.34870184174739,70.9716551610979,68.62295331935051,1,121.04214810077251,50.3716757,3.0899613,49.6856202,1.7742912,Gare de Douai,Gare de Abancourt,10.0,20.0,0.5,3472422.0,40250.0,90965.0,569.0
Gare de Douai,Gare de Longuerue - Vieux-Manoir,EuroNight,3.070548596799069,107.51915358862121,104.44860499182214,1,158.24307342811116,50.3716757,3.0899613,49.5566792,1.2762275,Gare de Douai,Gare de Longuerue - Vieux-Manoir,3.0,20.0,0.15,3472422.0,40250.0,19440.0,346.0
Gare de Douai,Gare de Montérolier - Buchy,EuroNight,2.9458143981806315,105.87339585781304,102.9275814596324,1,151.81480097818138,50.3716757,3.0899613,49.6031673,1.334721,Gare de Douai,Gare de Montérolier - Buchy,10.0,20.0,0.5,3472422.0,40250.0,32330.0,591.0
Gare de Douai,Gare de Morgny,EuroNight,3.1461001895917255,107.51915358862121,104.37305339902949,1,162.13668262171333,50.3716757,3.0899613,49.5228742,1.2473588,Gare de Douai,Gare de Morgny,8.0,20.0,0.4,3472422.0,40250.0,,650.0
Gare de Douai,Gare de Poix-de-Picardie,EuroNight,1.9905443475227262,,,0,102.58422735120213,50.3716757,3.0899613,49.7777843,1.9898979,Gare de Douai,Gare de Poix-de-Picardie,10.0,20.0,0.5,3472422.0,40250.0,89813.0,2282.0
Gare de Douai,Gare de Rouen Rive Droite,EuroNight,3.41402015434004,107.51915358862121,104.10513343428117,1,175.9441431838817,50.3716757,3.0899613,49.4486637,1.0941026,Gare de Douai,Gare de Rouen Rive Droite,10.0,20.0,0.5,3472422.0,40250.0,7773267.0,117662.0
Gare de Douai,Gare de Serqueux,EuroNight,2.6783970858005515,70.9716551610979,68.29325807529735,1,138.03324499075197,50.3716757,3.0899613,49.6315502,1.5394027,Gare de Douai,Gare de Serqueux,10.0,20.0,0.5,3472422.0,40250.0,80617.0,943.0
Gare de Dreux,Gare de Argentan,EuroNight,0.8123834563938618,,,0,102.34107538345451,48.731493,1.3701634,48.7385458,-0.0252909,Gare de Dreux,Gare de Argentan,34.0,78.0,0.4358974358974359,28711.0,31543.0,398579.0,13527.0
Gare de Dreux,Gare de Briouze,EuroNight,1.0126843454587244,92.04988226550782,91.0371979200491,1,127.57424357000814,48.731493,1.3701634,48.7018635,-0.3682037,Gare de Dreux,Gare de Briouze,20.0,78.0,0.2564102564102564,28711.0,31543.0,45439.0,1512.0
Gare de Dreux,Gare de Flers,EuroNight,1.1313081884811966,92.04988226550782,90.91857407702662,1,142.51803835741958,48.731493,1.3701634,48.7447856,-0.5732157,Gare de Dreux,Gare de Flers,24.0,78.0,0.3076923076923077,28711.0,31543.0,155284.0,14432.0
Gare de Dreux,Gare de Folligny,EuroNight,1.6176450398854807,86.7220231911997,85.10437815131422,1,203.78496345244147,48.731493,1.3701634,48.8299473,-1.407223,Gare de Dreux,Gare de Folligny,10.0,78.0,0.1282051282051282,28711.0,31543.0,440344.0,1119.0
Gare de Dreux,Gare de Granville,EuroNight,1.7226106481391787,86.7220231911997,84.99941254306052,1,217.00814413443925,48.731493,1.3701634,48.8383212,-1.5875472,Gare de Dreux,Gare de Granville,24.0,78.0,0.3076923076923077,28711.0,31543.0,375919.0,12510.0
Gare de Dreux,Gare de Villedieu-les-Poêles,EuroNight,1.512237095677111,81.8212942495238,80.3090571538467,1,190.50605891623974,48.731493,1.3701634,48.8341501,-1.2254182,Gare de Dreux,Gare de Villedieu-les-Poêles,24.0,78.0,0.3076923076923077,28711.0,31543.0,89813.0,535.0
Gare de Dreux,Gare de Vire,EuroNight,1.3140829640871166,92.04988226550782,90.7357993014207,1,165.5433313286869,48.731493,1.3701634,48.8463297,-0.8828841,Gare de Dreux,Gare de Vire,24.0,78.0,0.3076923076923077,28711.0,31543.0,100571.0,1225.0
Gare de Flers,Gare de Dreux,EuroNight,1.1313081884811966,92.04988226550782,90.91857407702662,1,142.51803835741958,48.7447856,-0.5732157,48.731493,1.3701634,Gare de Flers,Gare de Dreux,32.0,80.0,0.4,155284.0,14432.0,28711.0,31543.0
Gare de Flers,Gare de Nonancourt,EuroNight,1.0279411385664252,87.27666385975924,86.24872272119282,1,129.49623816659425,48.7447856,-0.5732157,48.7757617,1.1928376,Gare de Flers,Gare de Nonancourt,4.0,80.0,0.05,155284.0,14432.0,11803.0,2321.0
