origin,destination,vehicule_type,origin_city,destination_city,station_lat,station_long,station_lat_dest,station_long_dest,distance_km,co2_kg,departure_time,arrival_time,source,provider
Altona,Ostbahnhof Gleis 8,EuroNight,Altona,Ostbahnhof Gleis 8,53.5519791,9.9343519,48.1273047,11.6055327,614.4582494975222,35.22689144369295,19:55:00,29:02:00,mobility_db,FR_BBS_Schapfl_mdb-770
Altona,Pasing Gleis 9,Avion,Altona,Pasing Gleis 9,53.5352783203125,9.835556030273438,48.228675,11.422134,600.4324282103984,147.58071884118212,,,airports,OurAirports
Altona,Pasing Gleis 9,EuroNight,Altona,Pasing Gleis 9,53.5519791,9.9343519,48.1500966,11.461955,610.121063131595,34.97824054933434,07:57:00,14:15:00,mobility_db,FR_BBS_Schapfl_mdb-770
Altona,Rosenheim,Avion,Altona,Rosenheim,53.5352783203125,9.835556030273438,47.74075,12.11548,663.9881309184939,177.0967895165617,,,airports,OurAirports
Altona,Rosenheim,EuroNight,Altona,Rosenheim,53.5519791,9.9343519,47.8501304,12.119432,652.3419836262987,37.398765921295706,19:55:00,31:28:00,mobility_db,FR_BBS_Schapfl_mdb-770
Altstädten (Allgäu),Ulm Hbf,Train Longue Distance Nuit,Altstädten (Allgäu),Ulm Hbf,47.4883577,10.280886,48.3993531,9.9825824,103.70601495362367,0.09146870518909607,05:50:00,07:43:00,mobility_db,FR_BBS_Schapfl_mdb-770
Amsterdam Centraal,Innsbruck Hbf,Avion,Amsterdam Centraal,Innsbruck Hbf,52.308601,4.76389,47.260201,11.344,733.0795329465248,183.30433797467967,,,airports,OurAirports
Amsterdam Centraal,Innsbruck Hbf,Nightjet,Amsterdam Centraal,Innsbruck Hbf,52.37921,4.90029,47.26337,11.40111,734.988320977054,36.95080284880041,2026-04-28 18:59:00,2026-04-28 08:49:00,back_on_track,BackOnTrack
Amsterdam Centraal,Milano Centrale,Avion,Amsterdam Centraal,Milano Centrale,52.308601,4.76389,45.541389,9.202222,818.986203393274,222.89528511551345,,,airports,OurAirports
Amsterdam Centraal,Milano Centrale,InterCity,Amsterdam Centraal,Milano Centrale,52.37921,4.90029,45.48727,9.20511,827.9841081104923,41.62607305114689,,,back_on_track,BackOnTrack
Amsterdam Centraal,Wien Hbf,Avion,Amsterdam Centraal,Wien Hbf,52.308601,4.76389,48.110298,16.5697,959.4795093414516,240.8216810086296,,,airports,OurAirports
Amsterdam Centraal,Wien Hbf,Nightjet,Amsterdam Centraal,Wien Hbf,52.37921,4.90029,48.1851,16.37711,937.867979856593,47.15037481931036,2026-04-28 18:01:00,2026-04-28 09:48:00,back_on_track,BackOnTrack
Amsterdam Centraal,Zürich HB,Avion,Amsterdam Centraal,Zürich HB,52.308601,4.76389,47.398602,8.64823,612.6696712008417,150.58851960661812,,,airports,OurAirports
Amsterdam Centraal,Zürich HB,Nightjet,Amsterdam Centraal,Zürich HB,52.37921,4.90029,47.37818,8.54021,614.0212783148834,30.869305746002446,2026-04-28 21:01:00,2026-04-28 08:05:00,back_on_track,BackOnTrack
"Amsterdam, Centraal",Dortmund Hbf,Avion,"Amsterdam, Centraal",Dortmund Hbf,52.308601,4.76389,51.518299,7.61224,214.20461414492013,86.32928664663707,,,airports,OurAirports
"Amsterdam, Centraal",Dortmund Hbf,EuroNight,"Amsterdam, Centraal",Dortmund Hbf,52.3789574,4.9006063,51.5177175,7.4587657,199.76218554310623,10.042844115994122,18:01:00,21:03:00,mobility_db,FR_BBS_Schapfl_mdb-770
"Amsterdam, Centraal",Freilassing,Avion,"Amsterdam, Centraal",Freilassing,52.308601,4.76389,47.793301,13.0043,772.6254696680666,210.27774782486105,,,airports,OurAirports
"Amsterdam, Centraal",Freilassing,EuroNight,"Amsterdam, Centraal",Freilassing,52.3789574,4.9006063,47.8367638,12.9764786,765.2063951860704,38.4699863115845,18:01:00,30:41:00,mobility_db,FR_BBS_Schapfl_mdb-770
"Amsterdam, Centraal",Ingolstadt Hbf,Avion,"Amsterdam, Centraal",Ingolstadt Hbf,52.308601,4.76389,48.81028,11.42096,609.8636200392078,149.8988182712433,,,airports,OurAirports
"Amsterdam, Centraal",Ingolstadt Hbf,EuroNight,"Amsterdam, Centraal",Ingolstadt Hbf,52.3789574,4.9006063,48.7446003,11.4372693,613.1702332033904,30.82652030406724,17:01:00,29:07:00,mobility_db,FR_BBS_Schapfl_mdb-770
"Amsterdam, Centraal",Kufstein Bahnhof,Avion,"Amsterdam, Centraal",Kufstein Bahnhof,52.308601,4.76389,47.564713,12.127576,744.940665712609,186.27017863944073,,,airports,OurAirports
"Amsterdam, Centraal",Kufstein Bahnhof,EuroNight,"Amsterdam, Centraal",Kufstein Bahnhof,52.3789574,4.9006063,47.5830959,12.1655874,743.7666856580714,37.39212635477388,18:59:00,31:53:00,mobility_db,FR_BBS_Schapfl_mdb-770
"Amsterdam, Centraal",München Hbf Gleis 10,Avion,"Amsterdam, Centraal",München Hbf Gleis 10,52.308601,4.76389,48.239166,11.559334,661.2808168833863,176.37470338052273,,,airports,OurAirports
"Amsterdam, Centraal",München Hbf Gleis 10,EuroNight,"Amsterdam, Centraal",München Hbf Gleis 10,52.3789574,4.9006063,48.1401586,11.5538976,667.2043772497559,33.54303286185423,18:59:00,30:13:00,mobility_db,FR_BBS_Schapfl_mdb-770
"Amsterdam, Centraal",München Hbf Gleis 14,Avion,"Amsterdam, Centraal",München Hbf Gleis 14,52.308601,4.76389,48.239166,11.559334,661.2808168833863,176.37470338052273,,,airports,OurAirports
"Amsterdam, Centraal",München Hbf Gleis 14,EuroNight,"Amsterdam, Centraal",München Hbf Gleis 14,52.3789574,4.9006063,48.1400807,11.5575178,667.3925253812719,33.55249182101806,18:01:00,30:13:00,mobility_db,FR_BBS_Schapfl_mdb-770
"Amsterdam, Centraal",München Hbf Gleis 15,Avion,"Amsterdam, Centraal",München Hbf Gleis 15,52.308601,4.76389,48.239166,11.559334,661.2808168833863,176.37470338052273,,,airports,OurAirports
"Amsterdam, Centraal",München Hbf Gleis 15,EuroNight,"Amsterdam, Centraal",München Hbf Gleis 15,52.3789574,4.9006063,48.1401826,11.5575268,667.3846356135747,33.55209517083685,18:30:00,30:13:00,mobility_db,FR_BBS_Schapfl_mdb-770
