dep_name,arr_name,dep_city,arr_city,distance_km,is_long_distance
Gare de Gazeran,Gare de Montfort-le-Gesnois,Gare de Gazeran,Gare de Montfort-le-Gesnois,120.10301761879299,true
Gare de Gazeran,Gare de Saint-Mars-la-Brière,Gare de Gazeran,Gare de Saint-Mars-la-Brière,123.35779531452577,true
Gare de Gazeran,Gare de Sceaux - Boëssé,Gare de Gazeran,Gare de Sceaux - Boëssé,104.81503091929343,true
Gare de Granville,Gare de Argentan,Gare de Granville,Gare de Argentan,114.98501701890441,true
Gare de Granville,Gare de Dreux,Gare de Granville,Gare de Dreux,217.00814413443925,true
Gare de Granville,Gare de L'Aigle,Gare de Granville,Gare de L'Aigle,161.87380075163756,true
Gare de Granville,Gare de Nonancourt,Gare de Granville,Gare de Nonancourt,203.72236490680407,true
Gare de Granville,Gare de Paris Montparnasse Hall 1 - 2,Gare de Granville,Gare de Paris Montparnasse Hall 1 - 2,285.97968129151997,true
Gare de Granville,Gare de Paris Montparnasse Vaugirard,Gare de Granville,Gare de Paris Montparnasse Vaugirard,285.97968129151997,true
Gare de Granville,Gare de Sainte-Gauburge,Gare de Granville,Gare de Sainte-Gauburge,148.30938051292216,true
Gare de Granville,Gare de Surdon,Gare de Granville,Gare de Surdon,127.70652958604241,true
Gare de Granville,Gare de Verneuil-sur-Avre,Gare de Granville,Gare de Verneuil-sur-Avre,184.6678835280653,true
Gare de Granville,Gare de Versailles Chantiers,Gare de Granville,Gare de Versailles Chantiers,272.63576003262256,true
Gare de Guingamp,Gare de Brest,Gare de Guingamp,Gare de Brest,100.31662573459633,true
Gare de Guingamp,Gare de Rennes,Gare de Guingamp,Gare de Rennes,119.77695411598873,true
Gare de Hennebont,Gare de Nantes,Gare de Hennebont,Gare de Nantes,146.06493016303,true
Gare de Hennebont,Gare de Rennes,Gare de Hennebont,Gare de Rennes,124.80485701421433,true
Gare de Hennebont,Gare de Savenay,Gare de Hennebont,Gare de Savenay,111.45977277722142,true
Gare de Ingrandes,Gare de Le Mans,Gare de Ingrandes,Gare de Le Mans,106.02805189346851,true
Gare de Jouy,Gare de Champagné,Gare de Jouy,Gare de Champagné,105.60995788266486,true
Gare de Jouy,Gare de Le Mans,Gare de Jouy,Gare de Le Mans,116.12669680058843,true
Gare de Jouy,Gare de Saint-Mars-la-Brière,Gare de Jouy,Gare de Saint-Mars-la-Brière,103.1958653964267,true
Gare de L'Aigle,Gare de Folligny,Gare de L'Aigle,Gare de Folligny,148.650948096196,true
Gare de L'Aigle,Gare de Granville,Gare de L'Aigle,Gare de Granville,161.87380075163756,true
Gare de L'Aigle,Gare de Paris Montparnasse Hall 1 - 2,Gare de L'Aigle,Gare de Paris Montparnasse Hall 1 - 2,124.81624287370096,true
Gare de L'Aigle,Gare de Paris Montparnasse Vaugirard,Gare de L'Aigle,Gare de Paris Montparnasse Vaugirard,124.81624287370096,true
Gare de L'Aigle,Gare de Versailles Chantiers,Gare de L'Aigle,Gare de Versailles Chantiers,111.115532170879,true
Gare de L'Aigle,Gare de Villedieu-les-Poêles,Gare de L'Aigle,Gare de Villedieu-les-Poêles,135.37183478414997,true
Gare de L'Aigle,Gare de Vire,Gare de L'Aigle,Gare de Vire,110.42084271029013,true
Gare de La Baule les Pins,Gare de Amboise,Gare de La Baule les Pins,Gare de Amboise,252.5605385309297,true
Gare de La Baule les Pins,Gare de Angers Saint-Laud,Gare de La Baule les Pins,Gare de Angers Saint-Laud,137.6345007464922,true
Gare de La Baule les Pins,Gare de Beaugency,Gare de La Baule les Pins,Gare de Beaugency,304.59931021641313,true
Gare de La Baule les Pins,Gare de Blois - Chambord,Gare de La Baule les Pins,Gare de Blois - Chambord,279.4424485986885,true
Gare de La Baule les Pins,Gare de Le Mans,Gare de La Baule les Pins,Gare de Le Mans,207.3194909041384,true
Gare de La Baule les Pins,Gare de Mer,Gare de La Baule les Pins,Gare de Mer,294.5823204369318,true
Gare de La Baule les Pins,Gare de Meung-sur-Loire,Gare de La Baule les Pins,Gare de Meung-sur-Loire,310.3940003811604,true
Gare de La Baule les Pins,Gare de Onzain - Chaumont-sur-Loire,Gare de La Baule les Pins,Gare de Onzain - Chaumont-sur-Loire,268.3079151914478,true
Gare de La Baule les Pins,Gare de Orléans,Gare de La Baule les Pins,Gare de Orléans,327.51914716448044,true
Gare de La Baule les Pins,Gare de Sablé-sur-Sarthe,Gare de La Baule les Pins,Gare de Sablé-sur-Sarthe,163.98140799558186,true
Gare de La Baule les Pins,Gare de Saint-Pierre-des-Corps,Gare de La Baule les Pins,Gare de Saint-Pierre-des-Corps,233.00369874869114,true
Gare de La Baule les Pins,Gare de Saumur,Gare de La Baule les Pins,Gare de Saumur,173.02608368192696,true
Gare de La Baule les Pins,Gare de Tours,Gare de La Baule les Pins,Gare de Tours,230.70595481224586,true
Gare de La Baule-Escoublac,Gare de Amboise,Gare de La Baule-Escoublac,Gare de Amboise,254.34389230247638,true
Gare de La Baule-Escoublac,Gare de Angers Saint-Laud,Gare de La Baule-Escoublac,Gare de Angers Saint-Laud,139.3604489398111,true
Gare de La Baule-Escoublac,Gare de Beaugency,Gare de La Baule-Escoublac,Gare de Beaugency,306.28112988529045,true
Gare de La Baule-Escoublac,Gare de Blois - Chambord,Gare de La Baule-Escoublac,Gare de Blois - Chambord,281.1789507720268,true
Gare de La Baule-Escoublac,Gare de Le Mans,Gare de La Baule-Escoublac,Gare de Le Mans,208.785488393541,true
Gare de La Baule-Escoublac,Gare de Mer,Gare de La Baule-Escoublac,Gare de Mer,296.284237756839,true
Gare de La Baule-Escoublac,Gare de Meung-sur-Loire,Gare de La Baule-Escoublac,Gare de Meung-sur-Loire,312.0610917488811,true
Gare de La Baule-Escoublac,Gare de Onzain - Chaumont-sur-Loire,Gare de La Baule-Escoublac,Gare de Onzain - Chaumont-sur-Loire,270.0715877327542,true
Gare de La Baule-Escoublac,Gare de Orléans,Gare de La Baule-Escoublac,Gare de Orléans,329.16895970918773,true
Gare de La Baule-Escoublac,Gare de Sablé-sur-Sarthe,Gare de La Baule-Escoublac,Gare de Sablé-sur-Sarthe,165.45704316256774,true
Gare de La Baule-Escoublac,Gare de Saint-Pierre-des-Corps,Gare de La Baule-Escoublac,Gare de Saint-Pierre-des-Corps,234.79638436371332,true
Gare de La Baule-Escoublac,Gare de Saumur,Gare de La Baule-Escoublac,Gare de Saumur,174.85831777182833,true
Gare de La Baule-Escoublac,Gare de Tours,Gare de La Baule-Escoublac,Gare de Tours,232.4972295827897,true
Gare de La Bonneville-sur-Iton,Gare de Caen,Gare de La Bonneville-sur-Iton,Gare de Caen,102.84339359826804,true
Gare de La Chaize-le-Vicomte,Gare de Langeais,Gare de La Chaize-le-Vicomte,Gare de Langeais,147.19745430773224,true
Gare de La Chaize-le-Vicomte,Gare de Saumur,Gare de La Chaize-le-Vicomte,Gare de Saumur,113.11043507512305,true
Gare de La Chaize-le-Vicomte,Gare de Tours,Gare de La Chaize-le-Vicomte,Gare de Tours,169.47111346735255,true
Gare de La Chapelle-sur-Loire,Gare de Ancenis,Gare de La Chapelle-sur-Loire,Gare de Ancenis,106.08225666252685,true
Gare de La Chapelle-sur-Loire,Gare de Nantes,Gare de La Chapelle-sur-Loire,Gare de Nantes,132.97535688913098,true
Gare de La Ferté-Bernard,Gare de Angers Maître École,Gare de La Ferté-Bernard,Gare de Angers Maître École,118.55070584507621,true
Gare de La Ferté-Bernard,Gare de Angers Saint-Laud,Gare de La Ferté-Bernard,Gare de Angers Saint-Laud,120.07035676019359,true
Gare de La Ferté-Bernard,Gare de Le Vieux Briollay,Gare de La Ferté-Bernard,Gare de Le Vieux Briollay,107.93306112580932,true
Gare de La Ferté-Bernard,Gare de Paris Montparnasse Hall 1 - 2,Gare de La Ferté-Bernard,Gare de Paris Montparnasse Hall 1 - 2,143.6376404372168,true
Gare de La Ferté-Bernard,Gare de Rambouillet,Gare de La Ferté-Bernard,Gare de Rambouillet,101.61735260161778,true
Gare de La Ferté-Bernard,Gare de Tiercé,Gare de La Ferté-Bernard,Gare de Tiercé,104.08929743458751,true
Gare de La Ferté-Bernard,Gare de Versailles Chantiers,Gare de La Ferté-Bernard,Gare de Versailles Chantiers,129.42671816130442,true
Gare de La Ferté-Bernard,Gare de Étriché - Châteauneuf,Gare de La Ferté-Bernard,Gare de Étriché - Châteauneuf,100.9553522396772,true
Gare de La Guierche,Gare de Caen,Gare de La Guierche,Gare de Caen,124.63460875551499,true
Gare de La Guierche,Gare de Mézidon - Canon,Gare de La Guierche,Gare de Mézidon - Canon,108.22054359773996,true
Gare de La Guierche,Gare de Saint-Pierre-sur-Dives,Gare de La Guierche,Gare de Saint-Pierre-sur-Dives,102.54627015641549,true
Gare de La Hutte Coulombiers,Gare de Caen,Gare de La Hutte Coulombiers,Gare de Caen,102.61077441584087,true
Gare de La Loupe,Gare de Angers Maître École,Gare de La Loupe,Gare de Angers Maître École,160.41814904086678,true
Gare de La Loupe,Gare de Angers Saint-Laud,Gare de La Loupe,Gare de Angers Saint-Laud,161.90010433719,true
Gare de La Loupe,Gare de Le Vieux Briollay,Gare de La Loupe,Gare de Le Vieux Briollay,149.53267983504705,true
Gare de La Loupe,Gare de Morannes,Gare de La Loupe,Gare de Morannes,133.91826884679296,true
Gare de La Loupe,Gare de Noyen,Gare de La Loupe,Gare de Noyen,105.8624654101607,true
Gare de La Loupe,Gare de Paris Montparnasse Hall 1 - 2,Gare de La Loupe,Gare de Paris Montparnasse Hall 1 - 2,104.50371384718868,true
Gare de La Loupe,Gare de Sablé-sur-Sarthe,Gare de La Loupe,Gare de Sablé-sur-Sarthe,122.51365080558122,true
Gare de La Loupe,Gare de Tiercé,Gare de La Loupe,Gare de Tiercé,145.51381262737354,true
Gare de La Loupe,Gare de Étriché - Châteauneuf,Gare de La Loupe,Gare de Étriché - Châteauneuf,142.17831005021796,true
Gare de La Membrolle-sur-Choisille,Gare de Alençon,Gare de La Membrolle-sur-Choisille,Gare de Alençon,118.57020550748226,true
Gare de La Membrolle-sur-Choisille,Gare de La Hutte Coulombiers,Gare de La Membrolle-sur-Choisille,Gare de La Hutte Coulombiers,104.85282483652412,true
Gare de La Roche-sur-Yon,Gare de Brion-près-Thouet,Gare de La Roche-sur-Yon,Gare de Brion-près-Thouet,103.91100260013258,true
Gare de La Roche-sur-Yon,Gare de Langeais,Gare de La Roche-sur-Yon,Gare de Langeais,157.60592735469476,true
Gare de La Roche-sur-Yon,Gare de Montreuil-Bellay,Gare de La Roche-sur-Yon,Gare de Montreuil-Bellay,110.0364778500217,true
Gare de La Roche-sur-Yon,Gare de Saumur,Gare de La Roche-sur-Yon,Gare de Saumur,122.96445361801993,true
Gare de La Roche-sur-Yon,Gare de Tours,Gare de La Roche-sur-Yon,Gare de Tours,179.97733540289371,true
Gare de La Rochelle,Gare de Nantes,Gare de La Rochelle,Gare de Nantes,122.19542283082342,true
Gare de La Suze,Gare de Ancenis,Gare de La Suze,Gare de Ancenis,107.35304870450578,true
Gare de La Suze,Gare de Batz-sur-Mer,Gare de La Suze,Gare de Batz-sur-Mer,199.81181153709863,true
Gare de La Suze,Gare de La Baule les Pins,Gare de La Suze,Gare de La Baule les Pins,191.6906256581237,true
Gare de La Suze,Gare de La Baule-Escoublac,Gare de La Suze,Gare de La Baule-Escoublac,193.19561231806898,true
Gare de La Suze,Gare de Le Croisic,Gare de La Suze,Gare de Le Croisic,201.4692824934889,true
Gare de La Suze,Gare de Le Pouliguen,Gare de La Suze,Gare de Le Pouliguen,196.52392035180554,true
Gare de La Suze,Gare de Nantes,Gare de La Suze,Gare de Nantes,139.5899308697578,true
Gare de La Suze,Gare de Pornichet,Gare de La Suze,Gare de Pornichet,190.8270310611282,true
Gare de La Suze,Gare de Saint-Nazaire,Gare de La Suze,Gare de Saint-Nazaire,180.81525730928308,true
Gare de La Suze,Gare de Savenay,Gare de La Suze,Gare de Savenay,159.63638960477448,true
Gare de La Villette Saint-Prest,Gare de Champagné,Gare de La Villette Saint-Prest,Gare de Champagné,101.869394157093,true
Gare de La Villette Saint-Prest,Gare de Le Mans,Gare de La Villette Saint-Prest,Gare de Le Mans,112.42587811661241,true
Gare de Lamballe,Gare de Brest,Gare de Lamballe,Gare de Brest,145.52500813023016,true
Gare de Lamballe,Gare de Landerneau,Gare de Lamballe,Gare de Landerneau,128.67685055914228,true
Gare de Lamballe,Gare de Landivisiau,Gare de Lamballe,Gare de Landivisiau,115.81350071672182,true
Gare de Landerneau,Gare de Broons,Gare de Landerneau,Gare de Broons,149.796560936439,true
Gare de Landerneau,Gare de Caulnes,Gare de Landerneau,Gare de Caulnes,156.32696303119994,true
Gare de Landerneau,Gare de Lamballe,Gare de Landerneau,Gare de Lamballe,128.67685055914228,true
Gare de Landerneau,Gare de Montauban-de-Bretagne,Gare de Landerneau,Gare de Montauban-de-Bretagne,165.55328024728016,true
Gare de Landerneau,Gare de Montfort-sur-Meu,Gare de Landerneau,Gare de Montfort-sur-Meu,174.233181663451,true
Gare de Landerneau,Gare de Plestan,Gare de Landerneau,Gare de Plestan,133.85054744004125,true
Gare de Landerneau,Gare de Plénée-Jugon,Gare de Landerneau,Gare de Plénée-Jugon,140.6244442085185,true
Gare de Landerneau,Gare de Quédillac,Gare de Landerneau,Gare de Quédillac,157.6703963472319,true
Gare de Landerneau,Gare de Rennes,Gare de Landerneau,Gare de Rennes,195.11502016295373,true
Gare de Landerneau,Gare de Saint-Brieuc,Gare de Landerneau,Gare de Saint-Brieuc,110.10001465331419,true
Gare de Landerneau,Gare de Yffiniac,Gare de Landerneau,Gare de Yffiniac,118.28971426356027,true
Gare de Landivisiau,Gare de Lamballe,Gare de Landivisiau,Gare de Lamballe,115.81350071672182,true
Gare de Landivisiau,Gare de Rennes,Gare de Landivisiau,Gare de Rennes,183.48430247939604,true
Gare de Langeais,Gare de Ancenis,Gare de Langeais,Gare de Ancenis,119.70830549731859,true
Gare de Langeais,Gare de Batz-sur-Mer,Gare de Langeais,Gare de Batz-sur-Mer,217.85438125339334,true
Gare de Langeais,Gare de Chantonnay,Gare de Langeais,Gare de Chantonnay,131.4803711242695,true
Gare de Langeais,Gare de La Baule les Pins,Gare de Langeais,Gare de La Baule les Pins,209.25190637866865,true
Gare de Langeais,Gare de La Baule-Escoublac,Gare de Langeais,Gare de La Baule-Escoublac,211.06386122476127,true
Gare de Langeais,Gare de La Roche-sur-Yon,Gare de Langeais,Gare de La Roche-sur-Yon,157.60592735469476,true
Gare de Langeais,Gare de Le Croisic,Gare de Langeais,Gare de Le Croisic,219.96188012422522,true
Gare de Langeais,Gare de Le Pouliguen,Gare de Langeais,Gare de Le Pouliguen,214.39939168110266,true
Gare de Langeais,Gare de Nantes,Gare de Langeais,Gare de Nantes,147.73561966219478,true
Gare de Langeais,Gare de Pornichet,Gare de Langeais,Gare de Pornichet,207.80454783863135,true
Gare de Langeais,Gare de Pouzauges,Gare de Langeais,Gare de Pouzauges,112.46176706834767,true
Gare de Langeais,Gare de Saint-Nazaire,Gare de Langeais,Gare de Saint-Nazaire,197.64562139980833,true
Gare de Langeais,Gare de Savenay,Gare de Langeais,Gare de Savenay,177.9149200645628,true
Gare de Laval,Gare de Batz-sur-Mer,Gare de Laval,Gare de Batz-sur-Mer,156.0848611152262,true
Gare de Laval,Gare de La Baule les Pins,Gare de Laval,Gare de La Baule les Pins,148.95964625317686,true
Gare de Laval,Gare de La Baule-Escoublac,Gare de Laval,Gare de La Baule-Escoublac,150.10067105901624,true
Gare de Laval,Gare de Le Croisic,Gare de Laval,Gare de Le Croisic,157.27580910441134,true
Gare de Laval,Gare de Le Pouliguen,Gare de Laval,Gare de Le Pouliguen,153.16850353456132,true
Gare de Laval,Gare de Nantes,Gare de Laval,Gare de Nantes,111.99250211049272,true
Gare de Laval,Gare de Pornichet,Gare de Laval,Gare de Pornichet,148.63441099649532,true
Gare de Laval,Gare de Saint-Nazaire,Gare de Laval,Gare de Saint-Nazaire,139.62947338295731,true
Gare de Laval,Gare de Savenay,Gare de Laval,Gare de Savenay,119.55667366418234,true
Gare de Le Croisic,Gare de Amboise,Gare de Le Croisic,Gare de Amboise,263.2133282109692,true
Gare de Le Croisic,Gare de Ancenis,Gare de Le Croisic,Gare de Ancenis,100.59212085489028,true
Gare de Le Croisic,Gare de Angers Saint-Laud,Gare de Le Croisic,Gare de Angers Saint-Laud,148.14876860615473,true
Gare de Le Croisic,Gare de Beaugency,Gare de Le Croisic,Gare de Beaugency,314.9773854616025,true
Gare de Le Croisic,Gare de Blois - Chambord,Gare de Le Croisic,Gare de Blois - Chambord,289.979510648645,true
Gare de Le Croisic,Gare de Le Mans,Gare de Le Croisic,Gare de Le Mans,216.94798421585372,true
Gare de Le Croisic,Gare de Mer,Gare de Le Croisic,Gare de Mer,305.0212903539292,true
Gare de Le Croisic,Gare de Meung-sur-Loire,Gare de Le Croisic,Gare de Meung-sur-Loire,320.7259365182442,true
Gare de Le Croisic,Gare de Onzain - Chaumont-sur-Loire,Gare de Le Croisic,Gare de Onzain - Chaumont-sur-Loire,278.9148835996967,true
Gare de Le Croisic,Gare de Orléans,Gare de Le Croisic,Gare de Orléans,337.79508936096494,true
Gare de Le Croisic,Gare de Sablé-sur-Sarthe,Gare de Le Croisic,Gare de Sablé-sur-Sarthe,173.65669102820002,true
Gare de Le Croisic,Gare de Saint-Pierre-des-Corps,Gare de Le Croisic,Gare de Saint-Pierre-des-Corps,243.6765886998857,true
Gare de Le Croisic,Gare de Saumur,Gare de Le Croisic,Gare de Saumur,183.7675134033134,true
Gare de Le Croisic,Gare de Tours,Gare de Le Croisic,Gare de Tours,241.3759372411304,true
Gare de Le Havre,Gare de Paris Saint-Lazare,Gare de Le Havre,Gare de Paris Saint-Lazare,174.00320428267304,true
Gare de Le Havre,Gare de Vernon - Giverny,Gare de Le Havre,Gare de Vernon - Giverny,107.82127701663255,true
Gare de Le Mans,Gare de Amilly - Ouerray,Gare de Le Mans,Gare de Amilly - Ouerray,101.41508705719751,true
Gare de Le Mans,Gare de Ancenis,Gare de Le Mans,Gare de Ancenis,123.98774242632932,true
Gare de Le Mans,Gare de Batz-sur-Mer,Gare de Le Mans,Gare de Batz-sur-Mer,215.3457541211755,true
Gare de Le Mans,Gare de Caen,Gare de Le Mans,Gare de Caen,137.17253318858317,true
Gare de Le Mans,Gare de Cesson-Sévigné,Gare de Le Mans,Gare de Cesson-Sévigné,134.02604237425754,true
Gare de Le Mans,Gare de Chartres,Gare de Le Mans,Gare de Chartres,107.92093783650158,true
Gare de Le Mans,Gare de Châteaubourg,Gare de Le Mans,Gare de Châteaubourg,119.39754689010205,true
Gare de Le Mans,Gare de La Baule les Pins,Gare de Le Mans,Gare de La Baule les Pins,207.3194909041384,true
Gare de Le Mans,Gare de La Baule-Escoublac,Gare de Le Mans,Gare de La Baule-Escoublac,208.785488393541,true
Gare de Le Mans,Gare de Le Croisic,Gare de Le Mans,Gare de Le Croisic,216.94798421585372,true
Gare de Le Mans,Gare de Le Pouliguen,Gare de Le Mans,Gare de Le Pouliguen,212.0934918933134,true
Gare de Le Mans,Gare de Maintenon,Gare de Le Mans,Gare de Maintenon,122.56059021698034,true
Gare de Le Mans,Gare de Mézidon - Canon,Gare de Le Mans,Gare de Mézidon - Canon,121.1791356052228,true
Gare de Le Mans,Gare de Nantes,Gare de Le Mans,Gare de Nantes,156.19599956587234,true
Gare de Le Mans,Gare de Noyal - Acigné,Gare de Le Mans,Gare de Noyal - Acigné,128.58968096457164,true
Gare de Le Mans,Gare de Paris Montparnasse Hall 1 - 2,Gare de Le Mans,Gare de Paris Montparnasse Hall 1 - 2,183.0206472320865,true
Gare de Le Mans,Gare de Pornichet,Gare de Le Mans,Gare de Pornichet,206.516856235288,true
Gare de Le Mans,Gare de Rambouillet,Gare de Le Mans,Gare de Rambouillet,140.99226941794404,true
Gare de Le Mans,Gare de Rennes,Gare de Le Mans,Gare de Rennes,139.17123183659922,true
Gare de Le Mans,Gare de Saint-Nazaire,Gare de Le Mans,Gare de Saint-Nazaire,196.57982303050272,true
Gare de Le Mans,Gare de Saint-Pierre-sur-Dives,Gare de Le Mans,Gare de Saint-Pierre-sur-Dives,115.53578003464834,true
Gare de Le Mans,Gare de Savenay,Gare de Le Mans,Gare de Savenay,175.4178307999511,true
Gare de Le Mans,Gare de Servon,Gare de Le Mans,Gare de Servon,123.89741863631295,true
Gare de Le Mans,Gare de Versailles Chantiers,Gare de Le Mans,Gare de Versailles Chantiers,168.81804784372875,true
Gare de Le Mans,Gare de Vitré,Gare de Le Mans,Gare de Vitré,105.32100904753807,true
Gare de Le Mans,Gare de Épernon,Gare de Le Mans,Gare de Épernon,129.30768988018804,true
Gare de Le Molay-Littry,Gare de Dol-de-Bretagne,Gare de Le Molay-Littry,Gare de Dol-de-Bretagne,100.93098970416568,true
Gare de Le Molay-Littry,Gare de Pontchaillou,Gare de Le Molay-Littry,Gare de Pontchaillou,139.08167186944706,true
Gare de Le Molay-Littry,Gare de Rennes,Gare de Le Molay-Littry,Gare de Rennes,140.0422727192513,true
Gare de Le Pouliguen,Gare de Amboise,Gare de Le Pouliguen,Gare de Amboise,257.6991821862513,true
Gare de Le Pouliguen,Gare de Angers Saint-Laud,Gare de Le Pouliguen,Gare de Angers Saint-Laud,142.7353749003057,true
Gare de Le Pouliguen,Gare de Beaugency,Gare de Le Pouliguen,Gare de Beaugency,309.6591720040533,true
Gare de Le Pouliguen,Gare de Blois - Chambord,Gare de Le Pouliguen,Gare de Blois - Chambord,284.55196765932897,true
Gare de Le Pouliguen,Gare de Le Mans,Gare de Le Pouliguen,Gare de Le Mans,212.0934918933134,true
Gare de Le Pouliguen,Gare de Mer,Gare de Le Pouliguen,Gare de Mer,299.66201919237386,true
Gare de Le Pouliguen,Gare de Meung-sur-Loire,Gare de Le Pouliguen,Gare de Meung-sur-Loire,315.4383161754115,true
Gare de Le Pouliguen,Gare de Onzain - Chaumont-sur-Loire,Gare de Le Pouliguen,Gare de Onzain - Chaumont-sur-Loire,273.43619344990725,true
Gare de Le Pouliguen,Gare de Orléans,Gare de Le Pouliguen,Gare de Orléans,332.54423315470865,true
Gare de Le Pouliguen,Gare de Sablé-sur-Sarthe,Gare de Le Pouliguen,Gare de Sablé-sur-Sarthe,168.77102212972747,true
Gare de Le Pouliguen,Gare de Saint-Pierre-des-Corps,Gare de Le Pouliguen,Gare de Saint-Pierre-des-Corps,238.14611668068855,true
Gare de Le Pouliguen,Gare de Saumur,Gare de Le Pouliguen,Gare de Saumur,178.1739826096871,true
Gare de Le Pouliguen,Gare de Tours,Gare de Le Pouliguen,Gare de Tours,235.84784810254635,true
Gare de Le Theil - La Rouge,Gare de Angers Maître École,Gare de Le Theil - La Rouge,Gare de Angers Maître École,127.64776607780438,true
Gare de Le Theil - La Rouge,Gare de Angers Saint-Laud,Gare de Le Theil - La Rouge,Gare de Angers Saint-Laud,129.1340425681915,true
Gare de Le Theil - La Rouge,Gare de Le Vieux Briollay,Gare de Le Theil - La Rouge,Gare de Le Vieux Briollay,116.81345998371613,true
Gare de Le Theil - La Rouge,Gare de Morannes,Gare de Le Theil - La Rouge,Gare de Morannes,101.49640946799313,true
Gare de Le Theil - La Rouge,Gare de Paris Montparnasse Hall 1 - 2,Gare de Le Theil - La Rouge,Gare de Paris Montparnasse Hall 1 - 2,135.63022107570706,true
Gare de Le Theil - La Rouge,Gare de Tiercé,Gare de Le Theil - La Rouge,Gare de Tiercé,112.84618416300248,true
Gare de Le Theil - La Rouge,Gare de Versailles Chantiers,Gare de Le Theil - La Rouge,Gare de Versailles Chantiers,121.32531311102663,true
Gare de Le Theil - La Rouge,Gare de Étriché - Châteauneuf,Gare de Le Theil - La Rouge,Gare de Étriché - Châteauneuf,109.58009142502803,true
Gare de Le Vieux Briollay,Gare de Batz-sur-Mer,Gare de Le Vieux Briollay,Gare de Batz-sur-Mer,153.6269590558762,true
Gare de Le Vieux Briollay,Gare de La Baule les Pins,Gare de Le Vieux Briollay,Gare de La Baule les Pins,145.19185458210717,true
Gare de Le Vieux Briollay,Gare de La Baule-Escoublac,Gare de Le Vieux Briollay,Gare de La Baule-Escoublac,146.84809510347938,true
Gare de Le Vieux Briollay,Gare de Le Croisic,Gare de Le Vieux Briollay,Gare de Le Croisic,155.5008742617357,true
Gare de Le Vieux Briollay,Gare de Le Pouliguen,Gare de Le Vieux Briollay,Gare de Le Pouliguen,150.22443963347214,true
Gare de Le Vieux Briollay,Gare de Pornichet,Gare de Le Vieux Briollay,Gare de Pornichet,144.07256548852,true
Gare de Le Vieux Briollay,Gare de Saint-Nazaire,Gare de Le Vieux Briollay,Gare de Saint-Nazaire,133.85183772932547,true
Gare de Le Vieux Briollay,Gare de Savenay,Gare de Le Vieux Briollay,Gare de Savenay,112.91129204701976,true
Gare de Les Rosiers-sur-Loire,Gare de Nantes,Gare de Les Rosiers-sur-Loire,Gare de Nantes,101.04386643157129,true
Gare de Lille Flandres,Gare de Abancourt,Gare de Lille Flandres,Gare de Abancourt,140.3480344821261,true
Gare de Lille Flandres,Gare de Longuerue - Vieux-Manoir,Gare de Lille Flandres,Gare de Longuerue - Vieux-Manoir,175.45624206127624,true
Gare de Lille Flandres,Gare de Montérolier - Buchy,Gare de Lille Flandres,Gare de Montérolier - Buchy,168.83582393666882,true
Gare de Lille Flandres,Gare de Morgny,Gare de Lille Flandres,Gare de Morgny,179.56768211947713,true
Gare de Lille Flandres,Gare de Poix-de-Picardie,Gare de Lille Flandres,Gare de Poix-de-Picardie,122.57809000837072,true
Gare de Lille Flandres,Gare de Rouen Rive Droite,Gare de Lille Flandres,Gare de Rouen Rive Droite,193.26111854161437,true
Gare de Lille Flandres,Gare de Serqueux,Gare de Lille Flandres,Gare de Serqueux,156.16118200948134,true
Gare de Lisieux,Gare de Carentan,Gare de Lisieux,Gare de Carentan,108.74503317389018,true
Gare de Lisieux,Gare de Cherbourg,Gare de Lisieux,Gare de Cherbourg,144.96059190123708,true
Gare de Lisieux,Gare de Paris Saint-Lazare,Gare de Lisieux,Gare de Paris Saint-Lazare,155.49875143051614,true
Gare de Lisieux,Gare de Valognes,Gare de Lisieux,Gare de Valognes,130.5536701203894,true
Gare de Lison,Gare de Bernay,Gare de Lison,Gare de Bernay,120.70099630863496,true
Gare de Lison,Gare de Mantes-la-Jolie,Gare de Lison,Gare de Mantes-la-Jolie,202.16016438035743,true
Gare de Lison,Gare de Paris Saint-Lazare,Gare de Lison,Gare de Paris Saint-Lazare,249.04948135965213,true
Gare de Lison,Gare de Pontchaillou,Gare de Lison,Gare de Pontchaillou,131.90126948138428,true
Gare de Lison,Gare de Rennes,Gare de Lison,Gare de Rennes,133.00659756913183,true
Gare de Lison,Gare de Évreux Normandie,Gare de Lison,Gare de Évreux Normandie,161.75003532705017,true
Gare de Longuerue - Vieux-Manoir,Gare de Albert,Gare de Longuerue - Vieux-Manoir,Gare de Albert,110.18241632096364,true
Gare de Longuerue - Vieux-Manoir,Gare de Arras,Gare de Longuerue - Vieux-Manoir,Gare de Arras,134.8425159019506,true
Gare de Longuerue - Vieux-Manoir,Gare de Douai,Gare de Longuerue - Vieux-Manoir,Gare de Douai,158.24307342811116,true
Gare de Longuerue - Vieux-Manoir,Gare de Lille Flandres,Gare de Longuerue - Vieux-Manoir,Gare de Lille Flandres,175.45624206127624,true
Gare de Lorient,Gare de Brest,Gare de Lorient,Gare de Brest,108.58434775118924,true
Gare de Lorient,Gare de Nantes,Gare de Lorient,Gare de Nantes,149.55456388135477,true
Gare de Lorient,Gare de Pontchâteau,Gare de Lorient,Gare de Pontchâteau,102.2111327177882,true
Gare de Lorient,Gare de Rennes,Gare de Lorient,Gare de Rennes,131.96782986128065,true
