dep_name,arr_name,dep_city,arr_city,distance_km,is_long_distance
Gare de Rouen Rive Droite,Gare de Paris Saint-Lazare,Gare de Rouen Rive Droite,Gare de Paris Saint-Lazare,109.84367355231086,true
Gare de Sablé-sur-Sarthe,Gare de Batz-sur-Mer,Gare de Sablé-sur-Sarthe,Gare de Batz-sur-Mer,172.0346254219354,true
Gare de Sablé-sur-Sarthe,Gare de La Baule les Pins,Gare de Sablé-sur-Sarthe,Gare de La Baule les Pins,163.98140799558186,true
Gare de Sablé-sur-Sarthe,Gare de La Baule-Escoublac,Gare de Sablé-sur-Sarthe,Gare de La Baule-Escoublac,165.45704316256774,true
Gare de Sablé-sur-Sarthe,Gare de Le Croisic,Gare de Sablé-sur-Sarthe,Gare de Le Croisic,173.65669102820002,true
Gare de Sablé-sur-Sarthe,Gare de Le Pouliguen,Gare de Sablé-sur-Sarthe,Gare de Le Pouliguen,168.77102212972747,true
Gare de Sablé-sur-Sarthe,Gare de Nantes,Gare de Sablé-sur-Sarthe,Gare de Nantes,113.73767829905505,true
Gare de Sablé-sur-Sarthe,Gare de Pornichet,Gare de Sablé-sur-Sarthe,Gare de Pornichet,163.16744463470943,true
Gare de Sablé-sur-Sarthe,Gare de Rennes,Gare de Sablé-sur-Sarthe,Gare de Rennes,103.25116323865069,true
Gare de Sablé-sur-Sarthe,Gare de Saint-Nazaire,Gare de Sablé-sur-Sarthe,Gare de Saint-Nazaire,153.222736960345,true
Gare de Sablé-sur-Sarthe,Gare de Savenay,Gare de Sablé-sur-Sarthe,Gare de Savenay,132.0600536633633,true
Gare de Saint-Antoine-du-Rocher,Gare de Alençon,Gare de Saint-Antoine-du-Rocher,Gare de Alençon,110.39056094763403,true
Gare de Saint-Brieuc,Gare de Brest,Gare de Saint-Brieuc,Gare de Brest,127.21282621091527,true
Gare de Saint-Brieuc,Gare de Landerneau,Gare de Saint-Brieuc,Gare de Landerneau,110.10001465331419,true
Gare de Saint-Genouph,Gare de Ancenis,Gare de Saint-Genouph,Gare de Ancenis,133.6436067012202,true
Gare de Saint-Genouph,Gare de Nantes,Gare de Saint-Genouph,Gare de Nantes,162.2101287045115,true
Gare de Saint-Lô,Gare de Pontchaillou,Gare de Saint-Lô,Gare de Pontchaillou,119.22235082431898,true
Gare de Saint-Lô,Gare de Rennes,Gare de Saint-Lô,Gare de Rennes,120.31244809631903,true
Gare de Saint-Mars-la-Brière,Gare de Maintenon,Gare de Saint-Mars-la-Brière,Gare de Maintenon,109.82534739282657,true
Gare de Saint-Mars-la-Brière,Gare de Paris Montparnasse Hall 1 - 2,Gare de Saint-Mars-la-Brière,Gare de Paris Montparnasse Hall 1 - 2,170.1778676062793,true
Gare de Saint-Mars-la-Brière,Gare de Rambouillet,Gare de Saint-Mars-la-Brière,Gare de Rambouillet,128.13795015749668,true
Gare de Saint-Mars-la-Brière,Gare de Versailles Chantiers,Gare de Saint-Mars-la-Brière,Gare de Versailles Chantiers,156.03711381278822,true
Gare de Saint-Mars-la-Brière,Gare de Épernon,Gare de Saint-Mars-la-Brière,Gare de Épernon,116.51606953345465,true
Gare de Saint-Nazaire,Gare de Amboise,Gare de Saint-Nazaire,Gare de Amboise,240.97028165950854,true
Gare de Saint-Nazaire,Gare de Angers Saint-Laud,Gare de Saint-Nazaire,Gare de Angers Saint-Laud,126.13202788316381,true
Gare de Saint-Nazaire,Gare de Beaugency,Gare de Saint-Nazaire,Gare de Beaugency,293.1813721314846,true
Gare de Saint-Nazaire,Gare de Blois - Chambord,Gare de Saint-Nazaire,Gare de Blois - Chambord,267.9142743307845,true
Gare de Saint-Nazaire,Gare de Le Mans,Gare de Saint-Nazaire,Gare de Le Mans,196.57982303050272,true
Gare de Saint-Nazaire,Gare de Mer,Gare de Saint-Nazaire,Gare de Mer,283.12011064155996,true
Gare de Saint-Nazaire,Gare de Meung-sur-Loire,Gare de Saint-Nazaire,Gare de Meung-sur-Loire,299.0109440338461,true
Gare de Saint-Nazaire,Gare de Onzain - Chaumont-sur-Loire,Gare de Saint-Nazaire,Gare de Onzain - Chaumont-sur-Loire,256.73916218378366,true
Gare de Saint-Nazaire,Gare de Orléans,Gare de Saint-Nazaire,Gare de Orléans,316.17889747905593,true
Gare de Saint-Nazaire,Gare de Sablé-sur-Sarthe,Gare de Saint-Nazaire,Gare de Sablé-sur-Sarthe,153.222736960345,true
Gare de Saint-Nazaire,Gare de Saint-Pierre-des-Corps,Gare de Saint-Nazaire,Gare de Saint-Pierre-des-Corps,221.4060537031766,true
Gare de Saint-Nazaire,Gare de Saumur,Gare de Saint-Nazaire,Gare de Saumur,161.423056845564,true
Gare de Saint-Nazaire,Gare de Tours,Gare de Saint-Nazaire,Gare de Tours,219.109332358133,true
Gare de Saint-Patrice,Gare de Ancenis,Gare de Saint-Patrice,Gare de Ancenis,112.48717609737179,true
Gare de Saint-Patrice,Gare de Nantes,Gare de Saint-Patrice,Gare de Nantes,139.9641895108467,true
Gare de Saint-Piat,Gare de Champagné,Gare de Saint-Piat,Gare de Champagné,109.57153915603938,true
Gare de Saint-Piat,Gare de Le Mans,Gare de Saint-Piat,Gare de Le Mans,120.03349964982854,true
Gare de Saint-Piat,Gare de Montfort-le-Gesnois,Gare de Saint-Piat,Gare de Montfort-le-Gesnois,103.90561732866921,true
Gare de Saint-Piat,Gare de Saint-Mars-la-Brière,Gare de Saint-Piat,Gare de Saint-Mars-la-Brière,107.16373105401668,true
Gare de Saint-Pierre-des-Corps,Gare de Alençon,Gare de Saint-Pierre-des-Corps,Gare de Alençon,125.47063305884618,true
Gare de Saint-Pierre-des-Corps,Gare de Ancenis,Gare de Saint-Pierre-des-Corps,Gare de Ancenis,143.17104836412358,true
Gare de Saint-Pierre-des-Corps,Gare de Argentan,Gare de Saint-Pierre-des-Corps,Gare de Argentan,160.34438310396112,true
Gare de Saint-Pierre-des-Corps,Gare de Batz-sur-Mer,Gare de Saint-Pierre-des-Corps,Gare de Batz-sur-Mer,241.60096499767744,true
Gare de Saint-Pierre-des-Corps,Gare de Caen,Gare de Saint-Pierre-des-Corps,Gare de Caen,214.25650217709892,true
Gare de Saint-Pierre-des-Corps,Gare de La Baule les Pins,Gare de Saint-Pierre-des-Corps,Gare de La Baule les Pins,233.00369874869114,true
Gare de Saint-Pierre-des-Corps,Gare de La Baule-Escoublac,Gare de Saint-Pierre-des-Corps,Gare de La Baule-Escoublac,234.79638436371332,true
Gare de Saint-Pierre-des-Corps,Gare de Le Croisic,Gare de Saint-Pierre-des-Corps,Gare de Le Croisic,243.6765886998857,true
Gare de Saint-Pierre-des-Corps,Gare de Le Pouliguen,Gare de Saint-Pierre-des-Corps,Gare de Le Pouliguen,238.14611668068855,true
Gare de Saint-Pierre-des-Corps,Gare de Mézidon - Canon,Gare de Saint-Pierre-des-Corps,Gare de Mézidon - Canon,196.4492998355937,true
Gare de Saint-Pierre-des-Corps,Gare de Nantes,Gare de Saint-Pierre-des-Corps,Gare de Nantes,171.8598690727835,true
Gare de Saint-Pierre-des-Corps,Gare de Orléans,Gare de Saint-Pierre-des-Corps,Gare de Orléans,105.77578390427469,true
Gare de Saint-Pierre-des-Corps,Gare de Pornichet,Gare de Saint-Pierre-des-Corps,Gare de Pornichet,231.60109585379507,true
Gare de Saint-Pierre-des-Corps,Gare de Saint-Nazaire,Gare de Saint-Pierre-des-Corps,Gare de Saint-Nazaire,221.4060537031766,true
Gare de Saint-Pierre-des-Corps,Gare de Savenay,Gare de Saint-Pierre-des-Corps,Gare de Savenay,201.4197963213341,true
Gare de Saint-Pierre-des-Corps,Gare de Surdon,Gare de Saint-Pierre-des-Corps,Gare de Surdon,148.7729237202397,true
Gare de Saint-Pierre-des-Corps,Gare de Sées,Gare de Saint-Pierre-des-Corps,Gare de Sées,141.19382806903533,true
Gare de Saint-Pierre-sur-Dives,Gare de Château-du-Loir,Gare de Saint-Pierre-sur-Dives,Gare de Château-du-Loir,152.7304514438064,true
Gare de Saint-Pierre-sur-Dives,Gare de La Guierche,Gare de Saint-Pierre-sur-Dives,Gare de La Guierche,102.54627015641549,true
Gare de Saint-Pierre-sur-Dives,Gare de Le Mans,Gare de Saint-Pierre-sur-Dives,Gare de Le Mans,115.53578003464834,true
Gare de Saint-Pierre-sur-Dives,Gare de Neuville,Gare de Saint-Pierre-sur-Dives,Gare de Neuville,107.391807494156,true
Gare de Saint-Pierre-sur-Dives,Gare de Tours,Gare de Saint-Pierre-sur-Dives,Gare de Tours,189.56282071835946,true
Gare de Saint-Pierre-sur-Dives,Gare de Écommoy,Gare de Saint-Pierre-sur-Dives,Gare de Écommoy,135.21776801811055,true
Gare de Sainte-Gauburge,Gare de Folligny,Gare de Sainte-Gauburge,Gare de Folligny,135.0786079022565,true
Gare de Sainte-Gauburge,Gare de Granville,Gare de Sainte-Gauburge,Gare de Granville,148.30938051292216,true
Gare de Sainte-Gauburge,Gare de Paris Montparnasse Hall 1 - 2,Gare de Sainte-Gauburge,Gare de Paris Montparnasse Hall 1 - 2,139.3376012715138,true
Gare de Sainte-Gauburge,Gare de Paris Montparnasse Vaugirard,Gare de Sainte-Gauburge,Gare de Paris Montparnasse Vaugirard,139.3376012715138,true
Gare de Sainte-Gauburge,Gare de Versailles Chantiers,Gare de Sainte-Gauburge,Gare de Versailles Chantiers,125.4882484492729,true
Gare de Sainte-Gauburge,Gare de Villedieu-les-Poêles,Gare de Sainte-Gauburge,Gare de Villedieu-les-Poêles,121.86415208914524,true
Gare de Saumur,Gare de Batz-sur-Mer,Gare de Saumur,Gare de Batz-sur-Mer,181.62566427994855,true
Gare de Saumur,Gare de Beaugency,Gare de Saumur,Gare de Beaugency,139.46681317824778,true
Gare de Saumur,Gare de Blois - Chambord,Gare de Saumur,Gare de Blois - Chambord,110.69243451109666,true
Gare de Saumur,Gare de La Baule les Pins,Gare de Saumur,Gare de La Baule les Pins,173.02608368192696,true
Gare de Saumur,Gare de La Baule-Escoublac,Gare de Saumur,Gare de La Baule-Escoublac,174.85831777182833,true
Gare de Saumur,Gare de La Roche-sur-Yon,Gare de Saumur,Gare de La Roche-sur-Yon,122.96445361801993,true
Gare de Saumur,Gare de Le Croisic,Gare de Saumur,Gare de Le Croisic,183.7675134033134,true
Gare de Saumur,Gare de Le Pouliguen,Gare de Saumur,Gare de Le Pouliguen,178.1739826096871,true
Gare de Saumur,Gare de Mer,Gare de Saumur,Gare de Mer,128.11774053125802,true
Gare de Saumur,Gare de Meung-sur-Loire,Gare de Saumur,Gare de Meung-sur-Loire,146.29826273527604,true
Gare de Saumur,Gare de Nantes,Gare de Saumur,Gare de Nantes,111.16540184694121,true
Gare de Saumur,Gare de Orléans,Gare de Saumur,Gare de Orléans,164.30941858641518,true
Gare de Saumur,Gare de Pornichet,Gare de Saumur,Gare de Pornichet,171.5291594883047,true
Gare de Saumur,Gare de Saint-Nazaire,Gare de Saumur,Gare de Saint-Nazaire,161.423056845564,true
Gare de Saumur,Gare de Savenay,Gare de Saumur,Gare de Savenay,142.04668259247015,true
Gare de Savenay,Gare de Amboise,Gare de Savenay,Gare de Amboise,220.87491251494566,true
Gare de Savenay,Gare de Angers Saint-Laud,Gare de Savenay,Gare de Angers Saint-Laud,105.57339467157422,true
Gare de Savenay,Gare de Beaugency,Gare de Savenay,Gare de Beaugency,272.3611219267663,true
Gare de Savenay,Gare de Blois - Chambord,Gare de Savenay,Gare de Blois - Chambord,247.40892619124398,true
Gare de Savenay,Gare de Hennebont,Gare de Savenay,Gare de Hennebont,111.45977277722142,true
Gare de Savenay,Gare de Le Mans,Gare de Savenay,Gare de Le Mans,175.4178307999511,true
Gare de Savenay,Gare de Lorient,Gare de Savenay,Gare de Lorient,115.00521442622636,true
Gare de Savenay,Gare de Mer,Gare de Savenay,Gare de Mer,262.3995175336142,true
Gare de Savenay,Gare de Meung-sur-Loire,Gare de Savenay,Gare de Meung-sur-Loire,278.127703608079,true
Gare de Savenay,Gare de Onzain - Chaumont-sur-Loire,Gare de Savenay,Gare de Onzain - Chaumont-sur-Loire,236.45083916087714,true
Gare de Savenay,Gare de Orléans,Gare de Savenay,Gare de Orléans,295.2319064576074,true
Gare de Savenay,Gare de Quimper,Gare de Savenay,Gare de Quimper,175.19393682071907,true
Gare de Savenay,Gare de Quimperlé,Gare de Savenay,Gare de Quimperlé,132.8129724926896,true
Gare de Savenay,Gare de Rosporden,Gare de Savenay,Gare de Rosporden,155.99327975342123,true
Gare de Savenay,Gare de Sablé-sur-Sarthe,Gare de Savenay,Gare de Sablé-sur-Sarthe,132.0600536633633,true
Gare de Savenay,Gare de Saint-Pierre-des-Corps,Gare de Savenay,Gare de Saint-Pierre-des-Corps,201.4197963213341,true
Gare de Savenay,Gare de Saumur,Gare de Savenay,Gare de Saumur,142.04668259247015,true
Gare de Savenay,Gare de Tours,Gare de Savenay,Gare de Tours,199.10804217697932,true
Gare de Savonnières,Gare de Ancenis,Gare de Savonnières,Gare de Ancenis,129.6892001497216,true
Gare de Savonnières,Gare de Nantes,Gare de Savonnières,Gare de Nantes,158.15034398314478,true
Gare de Sceaux - Boëssé,Gare de Angers Maître École,Gare de Sceaux - Boëssé,Gare de Angers Maître École,110.08145568016904,true
Gare de Sceaux - Boëssé,Gare de Angers Saint-Laud,Gare de Sceaux - Boëssé,Gare de Angers Saint-Laud,111.61992735554178,true
Gare de Sceaux - Boëssé,Gare de Paris Montparnasse Hall 1 - 2,Gare de Sceaux - Boëssé,Gare de Paris Montparnasse Hall 1 - 2,151.6373715061088,true
Gare de Sceaux - Boëssé,Gare de Rambouillet,Gare de Sceaux - Boëssé,Gare de Rambouillet,109.59759075463349,true
Gare de Sceaux - Boëssé,Gare de Versailles Chantiers,Gare de Sceaux - Boëssé,Gare de Versailles Chantiers,137.49054544719638,true
Gare de Serqueux,Gare de Achiet,Gare de Serqueux,Gare de Achiet,104.87112772965041,true
Gare de Serqueux,Gare de Arras,Gare de Serqueux,Gare de Arras,114.83108083377346,true
Gare de Serqueux,Gare de Douai,Gare de Serqueux,Gare de Douai,138.03324499075197,true
Gare de Serqueux,Gare de Lille Flandres,Gare de Serqueux,Gare de Lille Flandres,156.16118200948134,true
Gare de Serquigny,Gare de Paris Saint-Lazare,Gare de Serquigny,Gare de Paris Saint-Lazare,119.97208509862132,true
Gare de Servon,Gare de Le Mans,Gare de Servon,Gare de Le Mans,123.89741863631295,true
Gare de Sillé-le-Guillaume,Gare de Cesson-Sévigné,Gare de Sillé-le-Guillaume,Gare de Cesson-Sévigné,109.56704866306593,true
Gare de Sillé-le-Guillaume,Gare de Noyal - Acigné,Gare de Sillé-le-Guillaume,Gare de Noyal - Acigné,104.01284689801547,true
Gare de Sillé-le-Guillaume,Gare de Rennes,Gare de Sillé-le-Guillaume,Gare de Rennes,114.87895701704254,true
Gare de Surdon,Gare de Château-du-Loir,Gare de Surdon,Gare de Château-du-Loir,111.09554169819732,true
Gare de Surdon,Gare de Folligny,Gare de Surdon,Gare de Folligny,114.51256703939288,true
Gare de Surdon,Gare de Granville,Gare de Surdon,Gare de Granville,127.70652958604241,true
Gare de Surdon,Gare de Paris Montparnasse Hall 1 - 2,Gare de Surdon,Gare de Paris Montparnasse Hall 1 - 2,161.45681955498824,true
Gare de Surdon,Gare de Paris Montparnasse Vaugirard,Gare de Surdon,Gare de Paris Montparnasse Vaugirard,161.45681955498824,true
Gare de Surdon,Gare de Tours,Gare de Surdon,Gare de Tours,147.71784950942632,true
Gare de Surdon,Gare de Versailles Chantiers,Gare de Surdon,Gare de Versailles Chantiers,147.51452967697432,true
Gare de Surdon,Gare de Villedieu-les-Poêles,Gare de Surdon,Gare de Villedieu-les-Poêles,101.46002308086712,true
Gare de Sées,Gare de Château-du-Loir,Gare de Sées,Gare de Château-du-Loir,103.5796920132207,true
Gare de Sées,Gare de Tours,Gare de Sées,Gare de Tours,140.14101284647106,true
Gare de Teillé,Gare de Caen,Gare de Teillé,Gare de Caen,117.50542660530363,true
Gare de Teillé,Gare de Mézidon - Canon,Gare de Teillé,Gare de Mézidon - Canon,100.83451636651611,true
Gare de Tiercé,Gare de Batz-sur-Mer,Gare de Tiercé,Gare de Batz-sur-Mer,155.66431848405057,true
Gare de Tiercé,Gare de La Baule les Pins,Gare de Tiercé,Gare de La Baule les Pins,147.2839568925189,true
Gare de Tiercé,Gare de La Baule-Escoublac,Gare de Tiercé,Gare de La Baule-Escoublac,148.9096979528658,true
Gare de Tiercé,Gare de Le Croisic,Gare de Tiercé,Gare de Le Croisic,157.4949292691906,true
Gare de Tiercé,Gare de Le Pouliguen,Gare de Tiercé,Gare de Le Pouliguen,152.28115222034515,true
Gare de Tiercé,Gare de Pornichet,Gare de Tiercé,Gare de Pornichet,146.21990394547697,true
Gare de Tiercé,Gare de Saint-Nazaire,Gare de Tiercé,Gare de Saint-Nazaire,136.02899963703692,true
Gare de Tiercé,Gare de Savenay,Gare de Tiercé,Gare de Savenay,114.98711221756133,true
Gare de Tours,Gare de Alençon,Gare de Tours,Gare de Alençon,124.25069765639644,true
Gare de Tours,Gare de Ancenis,Gare de Tours,Gare de Ancenis,140.8606547853401,true
Gare de Tours,Gare de Argentan,Gare de Tours,Gare de Argentan,159.17521391056027,true
Gare de Tours,Gare de Batz-sur-Mer,Gare de Tours,Gare de Batz-sur-Mer,239.302579261764,true
Gare de Tours,Gare de Bressuire,Gare de Tours,Gare de Bressuire,108.8806970735048,true
Gare de Tours,Gare de Caen,Gare de Tours,Gare de Caen,213.03864280728322,true
Gare de Tours,Gare de Cerizay,Gare de Tours,Gare de Cerizay,121.02621777828391,true
Gare de Tours,Gare de Chantonnay,Gare de Tours,Gare de Chantonnay,153.5471391948048,true
Gare de Tours,Gare de La Baule les Pins,Gare de Tours,Gare de La Baule les Pins,230.70595481224586,true
Gare de Tours,Gare de La Baule-Escoublac,Gare de Tours,Gare de La Baule-Escoublac,232.4972295827897,true
Gare de Tours,Gare de La Hutte Coulombiers,Gare de Tours,Gare de La Hutte Coulombiers,110.61790265025436,true
Gare de Tours,Gare de La Roche-sur-Yon,Gare de Tours,Gare de La Roche-sur-Yon,179.97733540289371,true
Gare de Tours,Gare de Le Croisic,Gare de Tours,Gare de Le Croisic,241.3759372411304,true
Gare de Tours,Gare de Le Pouliguen,Gare de Tours,Gare de Le Pouliguen,235.84784810254635,true
Gare de Tours,Gare de Mézidon - Canon,Gare de Tours,Gare de Mézidon - Canon,195.37902856017195,true
Gare de Tours,Gare de Nantes,Gare de Tours,Gare de Nantes,169.59939455912993,true
Gare de Tours,Gare de Orléans,Gare de Tours,Gare de Orléans,107.48055348360818,true
Gare de Tours,Gare de Pornichet,Gare de Tours,Gare de Pornichet,229.3066692222966,true
Gare de Tours,Gare de Pouzauges,Gare de Tours,Gare de Pouzauges,134.37514101773522,true
Gare de Tours,Gare de Saint-Nazaire,Gare de Tours,Gare de Saint-Nazaire,219.109332358133,true
Gare de Tours,Gare de Saint-Pierre-sur-Dives,Gare de Tours,Gare de Saint-Pierre-sur-Dives,189.56282071835946,true
Gare de Tours,Gare de Savenay,Gare de Tours,Gare de Savenay,199.10804217697932,true
Gare de Tours,Gare de Surdon,Gare de Tours,Gare de Surdon,147.71784950942632,true
Gare de Tours,Gare de Sées,Gare de Tours,Gare de Sées,140.14101284647106,true
Gare de Tours,Gare de Vivoin - Beaumont,Gare de Tours,Gare de Vivoin - Beaumont,102.00675577022889,true
Gare de Trouville - Deauville,Gare de Paris Saint-Lazare,Gare de Trouville - Deauville,Gare de Paris Saint-Lazare,171.7391634000595,true
Gare de Valognes,Gare de Bernay,Gare de Valognes,Gare de Bernay,157.5277390640842,true
Gare de Valognes,Gare de Lisieux,Gare de Valognes,Gare de Lisieux,130.5536701203894,true
Gare de Valognes,Gare de Mantes-la-Jolie,Gare de Valognes,Gare de Mantes-la-Jolie,238.04777518497016,true
Gare de Valognes,Gare de Paris Saint-Lazare,Gare de Valognes,Gare de Paris Saint-Lazare,285.20397121216814,true
Gare de Valognes,Gare de Évreux Normandie,Gare de Valognes,Gare de Évreux Normandie,198.3253503192709,true
Gare de Vannes,Gare de Brest,Gare de Vannes,Gare de Brest,151.5328576379902,true
Gare de Vannes,Gare de Nantes,Gare de Vannes,Gare de Nantes,103.7479995413415,true
Gare de Vannes,Gare de Quimper,Gare de Vannes,Gare de Quimper,106.49432389902486,true
Gare de Varades - Saint-Florent-le-Vieil,Gare de Le Mans,Gare de Varades - Saint-Florent-le-Vieil,Gare de Le Mans,114.04254762169285,true
Gare de Verneuil-sur-Avre,Gare de Flers,Gare de Verneuil-sur-Avre,Gare de Flers,110.16290141126734,true
Gare de Verneuil-sur-Avre,Gare de Folligny,Gare de Verneuil-sur-Avre,Gare de Folligny,171.44220513000744,true
Gare de Verneuil-sur-Avre,Gare de Granville,Gare de Verneuil-sur-Avre,Gare de Granville,184.6678835280653,true
Gare de Verneuil-sur-Avre,Gare de Paris Montparnasse Hall 1 - 2,Gare de Verneuil-sur-Avre,Gare de Paris Montparnasse Hall 1 - 2,102.50856667631031,true
Gare de Verneuil-sur-Avre,Gare de Paris Montparnasse Vaugirard,Gare de Verneuil-sur-Avre,Gare de Paris Montparnasse Vaugirard,102.50856667631031,true
Gare de Verneuil-sur-Avre,Gare de Villedieu-les-Poêles,Gare de Verneuil-sur-Avre,Gare de Villedieu-les-Poêles,158.17015677706982,true
Gare de Verneuil-sur-Avre,Gare de Vire,Gare de Verneuil-sur-Avre,Gare de Vire,133.2346810950969,true
Gare de Vernon - Giverny,Gare de Le Havre,Gare de Vernon - Giverny,Gare de Le Havre,107.82127701663255,true
Gare de Versailles Chantiers,Gare de Argentan,Gare de Versailles Chantiers,Gare de Argentan,158.51685489289568,true
Gare de Versailles Chantiers,Gare de Briouze,Gare de Versailles Chantiers,Gare de Briouze,183.88228748337255,true
Gare de Versailles Chantiers,Gare de Champagné,Gare de Versailles Chantiers,Gare de Champagné,158.43704484589446,true
Gare de Versailles Chantiers,Gare de Condé-sur-Huisne,Gare de Versailles Chantiers,Gare de Condé-sur-Huisne,105.18227340719594,true
Gare de Versailles Chantiers,Gare de Connerré - Beillé,Gare de Versailles Chantiers,Gare de Connerré - Beillé,145.75824434594705,true
Gare de Versailles Chantiers,Gare de Flers,Gare de Versailles Chantiers,Gare de Flers,198.61032149191615,true
Gare de Versailles Chantiers,Gare de Folligny,Gare de Versailles Chantiers,Gare de Folligny,259.44501880165495,true
Gare de Versailles Chantiers,Gare de Granville,Gare de Versailles Chantiers,Gare de Granville,272.63576003262256,true
Gare de Versailles Chantiers,Gare de L'Aigle,Gare de Versailles Chantiers,Gare de L'Aigle,111.115532170879,true
Gare de Versailles Chantiers,Gare de La Ferté-Bernard,Gare de Versailles Chantiers,Gare de La Ferté-Bernard,129.42671816130442,true
Gare de Versailles Chantiers,Gare de Le Mans,Gare de Versailles Chantiers,Gare de Le Mans,168.81804784372875,true
Gare de Versailles Chantiers,Gare de Le Theil - La Rouge,Gare de Versailles Chantiers,Gare de Le Theil - La Rouge,121.32531311102663,true
Gare de Versailles Chantiers,Gare de Montfort-le-Gesnois,Gare de Versailles Chantiers,Gare de Montfort-le-Gesnois,152.78894018028035,true
Gare de Versailles Chantiers,Gare de Nogent-le-Rotrou,Gare de Versailles Chantiers,Gare de Nogent-le-Rotrou,110.66916553413898,true
Gare de Versailles Chantiers,Gare de Saint-Mars-la-Brière,Gare de Versailles Chantiers,Gare de Saint-Mars-la-Brière,156.03711381278822,true
Gare de Versailles Chantiers,Gare de Sainte-Gauburge,Gare de Versailles Chantiers,Gare de Sainte-Gauburge,125.4882484492729,true
Gare de Versailles Chantiers,Gare de Sceaux - Boëssé,Gare de Versailles Chantiers,Gare de Sceaux - Boëssé,137.49054544719638,true
Gare de Versailles Chantiers,Gare de Surdon,Gare de Versailles Chantiers,Gare de Surdon,147.51452967697432,true
Gare de Versailles Chantiers,Gare de Villedieu-les-Poêles,Gare de Versailles Chantiers,Gare de Villedieu-les-Poêles,246.13477552102904,true
Gare de Versailles Chantiers,Gare de Vire,Gare de Versailles Chantiers,Gare de Vire,221.06716362137317,true
Gare de Villedieu-les-Poêles,Gare de Dreux,Gare de Villedieu-les-Poêles,Gare de Dreux,190.50605891623974,true
Gare de Villedieu-les-Poêles,Gare de L'Aigle,Gare de Villedieu-les-Poêles,Gare de L'Aigle,135.37183478414997,true
Gare de Villedieu-les-Poêles,Gare de Nonancourt,Gare de Villedieu-les-Poêles,Gare de Nonancourt,177.21411977414817,true
Gare de Villedieu-les-Poêles,Gare de Paris Montparnasse Hall 1 - 2,Gare de Villedieu-les-Poêles,Gare de Paris Montparnasse Hall 1 - 2,259.49707470370964,true
Gare de Villedieu-les-Poêles,Gare de Paris Montparnasse Vaugirard,Gare de Villedieu-les-Poêles,Gare de Paris Montparnasse Vaugirard,259.49707470370964,true
Gare de Villedieu-les-Poêles,Gare de Sainte-Gauburge,Gare de Villedieu-les-Poêles,Gare de Sainte-Gauburge,121.86415208914524,true
Gare de Villedieu-les-Poêles,Gare de Surdon,Gare de Villedieu-les-Poêles,Gare de Surdon,101.46002308086712,true
Gare de Villedieu-les-Poêles,Gare de Verneuil-sur-Avre,Gare de Villedieu-les-Poêles,Gare de Verneuil-sur-Avre,158.17015677706982,true
Gare de Villedieu-les-Poêles,Gare de Versailles Chantiers,Gare de Villedieu-les-Poêles,Gare de Versailles Chantiers,246.13477552102904,true
Gare de Vire,Gare de Dreux,Gare de Vire,Gare de Dreux,165.5433313286869,true
Gare de Vire,Gare de L'Aigle,Gare de Vire,Gare de L'Aigle,110.42084271029013,true
Gare de Vire,Gare de Nonancourt,Gare de Vire,Gare de Nonancourt,152.1961080065607,true
Gare de Vire,Gare de Paris Montparnasse Hall 1 - 2,Gare de Vire,Gare de Paris Montparnasse Hall 1 - 2,234.404908230287,true
Gare de Vire,Gare de Paris Montparnasse Vaugirard,Gare de Vire,Gare de Paris Montparnasse Vaugirard,234.404908230287,true
Gare de Vire,Gare de Verneuil-sur-Avre,Gare de Vire,Gare de Verneuil-sur-Avre,133.2346810950969,true
Gare de Vire,Gare de Versailles Chantiers,Gare de Vire,Gare de Versailles Chantiers,221.06716362137317,true
Gare de Vitré,Gare de Batz-sur-Mer,Gare de Vitré,Gare de Batz-sur-Mer,133.23751215433612,true
Gare de Vitré,Gare de La Baule les Pins,Gare de Vitré,Gare de La Baule les Pins,127.09586345383744,true
Gare de Vitré,Gare de La Baule-Escoublac,Gare de Vitré,Gare de La Baule-Escoublac,127.9310769893953,true
Gare de Vitré,Gare de Le Croisic,Gare de Vitré,Gare de Le Croisic,134.0603385861042,true
Gare de Vitré,Gare de Le Mans,Gare de Vitré,Gare de Le Mans,105.32100904753807,true
Gare de Vitré,Gare de Le Pouliguen,Gare de Vitré,Gare de Le Pouliguen,130.6918271634282,true
Gare de Vitré,Gare de Nantes,Gare de Vitré,Gare de Nantes,103.64581919197722,true
Gare de Vitré,Gare de Pornichet,Gare de Vitré,Gare de Pornichet,127.16616370746227,true
Gare de Vitré,Gare de Saint-Nazaire,Gare de Vitré,Gare de Saint-Nazaire,119.31648766493717,true
Gare de Vitré,Gare de Savenay,Gare de Vitré,Gare de Savenay,101.36052880825535,true
Gare de Vivoin - Beaumont,Gare de Caen,Gare de Vivoin - Beaumont,Gare de Caen,111.24119531100507,true
Gare de Vivoin - Beaumont,Gare de Tours,Gare de Vivoin - Beaumont,Gare de Tours,102.00675577022889,true
Gare de Yvetot,Gare de Paris Saint-Lazare,Gare de Yvetot,Gare de Paris Saint-Lazare,141.24333210243333,true
Gare de Écommoy,Gare de Argentan,Gare de Écommoy,Gare de Argentan,103.93961295984138,true
Gare de Écommoy,Gare de Caen,Gare de Écommoy,Gare de Caen,157.02962539466785,true
