route_id,agency_id,route_short_name,route_long_name,route_type
12-435-s24-3,1,435,Rosenheim - Vogtareuth - Griesstätt - Wasserburg Stadt,3
12-436-s24-1,1,436,Rosenheim - Pfaffenhofen - Rott a. Inn - Attel - Wasserburg Bf (Reitmehring) - Wasserburg Stadt,3
12-437-s24-1,1,437,Wasserburg Stadt - Wasserburg Bf (Reitmehring) - Ebersberg - Grafing Bahnhof,3
12-438-s24-1,1,9441,Trostberg - Altenmarkt - Obing - Kirchensur - Wasserburg Stadt,3
12-439-s24-1,1,439,Wasserburg Stadt - Eiselfing - Evenhausen - Amerang,3
12-439-s24-2,1,439,Wasserburg Stadt - Eiselfing - Evenhausen - Amerang,3
12-467-s24-1,1,9410,Gars - Hohenlinden - Forstinning - Max-Weber-Platz,3
12-481-s24-1,1,481,Ortsverkehr Prien Bahnhof - (Osternach) - Hafen - Harras - Hafen - Bahnhof,3
12-482-s24-1,1,482,"Wildbichl - Sachrang - Aschau - Bernau - Bernau-Felden, Schiff",3
12-482-s24-5,1,482,"Niederndorf (Tirol) - Sachrang - Aschau - Bernau - Bernau-Felden, Schiff",3
12-483-s24-1,1,9480,Amerang - Obing - Pittenhart - Bad Endorf / Prien,3
12-484-s24-1,1,9520,Traunstein - Chieming - Seebruck - Rimsting - Prien,3
12-485-s24-2,1,9505,Reit im Winkl - Marquartstein - Bernau - Prien,3
12-486-s24-5,1,9586,Traunstein - Bernau - Prien - Seebruck - Traunstein,3
12-488-s24-1,1,488,Bad Endorf - Hemhof - Eggstätt - Rimsting - Prien,3
12-489-s24-1,1,489,Riedering - Söllhuben - Prien,3
12-490-s24-1,1,490,Rosenheim - Raubling - Altenmarkt (Inn) - Nußdorf (Inn) - Windshausen,3
12-490-s24-11,1,490,Rosenheim - Raubling - Altenmarkt (Inn) - Nußdorf (Inn) - Windshausen,3
12-491-s24-1,1,491,Rosenheim - Prutting - Krottenmühl - Bad Endorf - Prien,3
12-492-s24-2,1,492,Rosenheim - Prutting - Halfing - Höslwang - Amerang,3
12-493-s24-1,1,493,Rosenheim - Lauterbach - Achenmühle - Grainbach - Roßholzen,3
12-493-s24-2,1,493,Rosenheim - Lauterbach - Achenmühle - Grainbach - Roßholzen,3
12-494-s24-1,1,494,Rosenheim - Rohrdorf - Frasdorf - Prien,3
12-495-s24-1,1,495,Rosenheim - Großkarolinenfeld - Tattenhausen,3
12-496-s24-1,1,496,Rosenheim - Riedering - Söllhuben - Frasdorf - Aschau,3
12-497-s24-1,1,497,Rosenheim - Stephanskirchen - Riedering - Moosen - Mauerkirchen - Prien,3
12-497-s24-2,1,497,Rosenheim - Stephanskirchen - Riedering - Moosen - Mauerkirchen - Prien,3
12-498-s24-1,1,498,Rosenheim - Schloßberg - Stephanskirchen - Baierbach,3
12-498-s24-2,1,498,Rosenheim - Schloßberg - Stephanskirchen - Baierbach,3
12-588-s24-1,1,9411,Wasserburg - Soyen - Haag (- Maitenbeth / Oberornau),3
16-400-0-s24-4,1,4000,Aying - Egmating - Glonn - Baiern,715
