stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,platform_code
18129,St. Wolfgang,48.0096536,12.49688613,,1,,
at:47:61055,"Pertisau, Information",47.44152295,11.70087099,,1,,
at:47:61055:0:1,"Pertisau, Information",47.44145004,11.70065539,,,at:47:61055,
at:47:61055:0:2,"Pertisau, Information",47.44158371,11.70114048,,,at:47:61055,
at:47:61063,"Maurach, Sonnalp",47.42800281,11.74293909,,1,,
at:47:61063:0:1,"Maurach, Sonnalp",47.42819121,11.74273248,,,at:47:61063,
at:47:61063:0:2,"Maurach, Sonnalp",47.42787519,11.74302892,,,at:47:61063,
at:47:61065,"Maurach, Prälatenhaus",47.43549553,11.72817079,,1,,
at:47:61065:0:1,"Maurach, Prälatenhaus",47.43545907,11.72835045,,,at:47:61065,
at:47:61065:0:2,"Maurach, Prälatenhaus",47.43557452,11.72796418,,,at:47:61065,
at:47:61066,"Maurach, Gh. Bergkristall",47.44410506,11.71731914,,1,,
at:47:61066:0:1,"Maurach, Gh. Bergkristall",47.44437237,11.71714846,,,at:47:61066,
at:47:61066:0:2,"Maurach, Gh. Bergkristall",47.44389242,11.71742694,,,at:47:61066,
at:47:61067,"Achenkirch, Christlumlifte",47.51266361,11.69806824,,1,,
at:47:61067:0:1,"Achenkirch, Christlumlifte",47.51266361,11.69806824,,,at:47:61067,
at:47:61068,"Pertisau, Hotel Rieser",47.44096399,11.69690043,,1,,
at:47:61068:0:1,"Pertisau, Hotel Rieser",47.44101259,11.6969184,,,at:47:61068,
at:47:61068:0:2,"Pertisau, Hotel Rieser",47.44092753,11.69685552,,,at:47:61068,
at:47:61070,"Achenkirch, Schwarzenau",47.46918435,11.71487572,,1,,
at:47:61070:0:1,"Achenkirch, Schwarzenau",47.4690629,11.71481284,,,at:47:61070,
at:47:61070:0:2,"Achenkirch, Schwarzenau",47.46929366,11.71492064,,,at:47:61070,
at:47:61077,"Pertisau, Karwendeltäler",47.43959692,11.68806999,,1,,
at:47:61077:0:1,"Pertisau, Karwendeltäler",47.43959085,11.68817779,,,at:47:61077,
at:47:61077:0:2,"Pertisau, Karwendeltäler",47.43959692,11.68795321,,,at:47:61077,
at:47:61079,"Pertisau, Marxenhof",47.44058121,11.69465465,,1,,
at:47:61079:0:1,"Pertisau, Marxenhof",47.44056906,11.69479838,,,at:47:61079,
at:47:61079:0:2,"Pertisau, Marxenhof",47.44059336,11.69445702,,,at:47:61079,
at:47:61435,"Pertisau, Bergland",47.4366561,11.70211066,,1,,
at:47:61435:0:1,"Pertisau, Bergland",47.43666218,11.70211066,,,at:47:61435,
at:47:61701,"Achenkirch, MPREIS",47.51826965,11.70829107,,1,,
at:47:61701:0:1,"Achenkirch, MPREIS",47.51827572,11.70822819,,,at:47:61701,
at:47:61701:0:2,"Achenkirch, MPREIS",47.51825752,11.70834497,,,at:47:61701,
at:47:62025,"Achenwald, Klammbachbrücke",47.56690297,11.67022945,,1,,
at:47:62025:0:2,"Achenwald, Klammbachbrücke",47.56690297,11.67022945,,,at:47:62025,
at:47:62100,"Achenkirch, Arzt",47.512069,11.69994572,,1,,
at:47:62100:0:1,"Achenkirch, Arzt",47.51205686,11.69994572,,,at:47:62100,
at:47:62365,"Achenkirch, Sport Bußlehner",47.51027297,11.70421272,,1,,
at:47:62365:0:1,"Achenkirch, Sport Bußlehner",47.51027297,11.70421272,,,at:47:62365,
at:47:62366,"Achenkirch, Spar",47.50922931,11.70412289,,1,,
at:47:62366:0:1,"Achenkirch, Spar",47.50921111,11.70407797,,,at:47:62366,
at:47:62393,"Hinterriß, Gh. Post",47.47270021,11.46683291,,1,,
at:47:62393:0:1,"Hinterriß, Gh. Post",47.47271842,11.46690477,,,at:47:62393,
at:47:62393:0:2,"Hinterriß, Gh. Post",47.47266985,11.46678799,,,at:47:62393,
at:47:62394,Kaiserhütte,47.49871265,11.45790365,,1,,
at:47:62394:0:1,Kaiserhütte,47.49872479,11.45796653,,,at:47:62394,
at:47:62394:0:2,Kaiserhütte,47.49870051,11.45786772,,,at:47:62394,
at:47:62395,Aufstieg Tölzer Hütte,47.49294064,11.46144301,,1,,
at:47:62395:0:1,Aufstieg Tölzer Hütte,47.49291029,11.46154183,,,at:47:62395,
at:47:62395:0:2,Aufstieg Tölzer Hütte,47.49287387,11.46140708,,,at:47:62395,
at:47:62396,"Hinterriß, Mautstelle",47.4669557,11.48526634,,1,,
at:47:62396:0:1,"Hinterriß, Mautstelle",47.46702857,11.48530227,,,at:47:62396,
at:47:62396:0:2,"Hinterriß, Mautstelle",47.46691319,11.48524837,,,at:47:62396,
at:47:62397,Einstieg Laliderertal,47.44799924,11.54961266,,1,,
at:47:62397:0:1,Einstieg Laliderertal,47.44805998,11.55008877,,,at:47:62397,
at:47:62397:0:2,Einstieg Laliderertal,47.44795064,11.54919944,,,at:47:62397,
at:47:62398,Haglhütte,47.44044147,11.57234902,,1,,
at:47:62398:0:1,Haglhütte,47.44046577,11.57239394,,,at:47:62398,
at:47:62398:0:2,Haglhütte,47.44041109,11.5723041,,,at:47:62398,
at:47:62399,"Eng (Tirol), Gasthaus",47.40245394,11.56710286,,1,,
at:47:62399:0:1,"Eng (Tirol), Gasthaus",47.40248434,11.56711184,,,at:47:62399,
at:47:62402,Kreuzbrücke,47.45703797,11.52993956,,1,,
at:47:62402:0:1,Kreuzbrücke,47.45708048,11.52997549,,,at:47:62402,
at:47:62402:0:2,Kreuzbrücke,47.4570076,11.52989464,,,at:47:62402,
at:47:62403,Einstieg Johannestal,47.46310544,11.50235229,,1,,
at:47:62403:0:1,Einstieg Johannestal,47.46314188,11.50237924,,,at:47:62403,
at:47:62403:0:2,Einstieg Johannestal,47.46308114,11.50232534,,,at:47:62403,
at:47:62438,"Achenwald, Buchmayer",47.57306078,11.65426639,,1,,
at:47:62438:0:1,"Achenwald, Buchmayer",47.57306684,11.65425741,,,at:47:62438,
at:47:62527,"Achenkirch, Alpen Caravan Park",47.49992645,11.70599138,,1,,
at:47:62527:0:1,"Achenkirch, Alpen Caravan Park",47.49992645,11.70599138,,,at:47:62527,
at:47:62528,"Achenkirch, Fischerwirt",47.50208695,11.70659326,,1,,
at:47:62528:0:1,"Achenkirch, Fischerwirt",47.50208695,11.70658427,,,at:47:62528,
at:47:64536,"Maurach, Seespitz",47.42476354,11.73412662,,1,,
at:47:64536:0:2,"Maurach, Seespitz",47.42458729,11.73426137,,,at:47:64536,
at:47:64536:0:3,"Maurach, Seespitz",47.42495195,11.73399187,,,at:47:64536,
at:47:64537,"Pertisau, Gh. Hubertus",47.43105958,11.71717541,,1,,
at:47:64537:0:1,"Pertisau, Gh. Hubertus",47.43106566,11.71740897,,,at:47:64537,
at:47:64537:0:2,"Pertisau, Gh. Hubertus",47.43107781,11.71693286,,,at:47:64537,
at:47:64538,"Pertisau, Knappen",47.43477851,11.70480561,,1,,
at:47:64538:0:1,"Pertisau, Knappen",47.43470559,11.70490442,,,at:47:64538,
at:47:64538:0:2,"Pertisau, Knappen",47.43485143,11.70466188,,,at:47:64538,
at:47:64539,"Pertisau, Hotel Post",47.43889211,11.70372763,,1,,
at:47:64539:0:1,"Pertisau, Hotel Post",47.43874629,11.70380848,,,at:47:64539,
at:47:64539:0:2,"Pertisau, Hotel Post",47.43895287,11.70367373,,,at:47:64539,
at:47:64540,"Pertisau, Bootshaus",47.44102474,11.7034222,,1,,
at:47:64540:0:1,"Pertisau, Bootshaus",47.44099436,11.70349407,,,at:47:64540,
at:47:64540:0:2,"Pertisau, Bootshaus",47.4411098,11.70335034,,,at:47:64540,
at:47:64541,"Pertisau, Karwendellift",47.43743993,11.69660399,,1,,
at:47:64541:0:1,"Pertisau, Karwendellift",47.43749462,11.69654111,,,at:47:64541,
at:47:64541:0:2,"Pertisau, Karwendellift",47.43738525,11.69672975,,,at:47:64541,
at:47:65660,"Ebbs, Feuerwehr",47.6334368,12.21410546,,1,,
at:47:65660:0:1,"Ebbs, Feuerwehr",47.63337021,12.21419529,,,at:47:65660,
at:47:65660:0:2,"Ebbs, Feuerwehr",47.63350339,12.21403359,,,at:47:65660,
at:47:65662,"Niederndorf (Tirol), Postamt",47.64969999,12.21379105,,1,,
at:47:65662:0:1,"Niederndorf (Tirol), Postamt",47.64966973,12.2138719,,,at:47:65662,
at:47:65662:0:2,"Niederndorf (Tirol), Postamt",47.6497242,12.21370122,,,at:47:65662,
at:47:65664,"Niederndorf (Tirol), Sebi",47.64769082,12.23352704,,1,,
at:47:65664:0:1,"Niederndorf (Tirol), Sebi",47.64764846,12.23362585,,,at:47:65664,
at:47:65664:0:2,"Niederndorf (Tirol), Sebi",47.64773318,12.2334372,,,at:47:65664,
at:47:65683,Wildpark Wildbichl,47.67750576,12.25482609,,1,,
at:47:65683:0:1,Wildpark Wildbichl,47.67883639,12.25471829,,,at:47:65683,
at:47:65687,"Ebbs, Oberweidach",47.64158416,12.22046553,,1,,
at:47:65687:0:1,"Ebbs, Oberweidach",47.64175968,12.22057333,,,at:47:65687,
at:47:65687:0:2,"Ebbs, Oberweidach",47.64141469,12.22033977,,,at:47:65687,
at:47:65818,"Pertisau, Klausenhof",47.44073311,11.69138478,,1,,
at:47:65818:0:1,"Pertisau, Klausenhof",47.44072703,11.6912141,,,at:47:65818,
at:47:65818:0:2,"Pertisau, Klausenhof",47.44072703,11.69151054,,,at:47:65818,
at:47:65821,"Pertisau, Karlwirt",47.43841818,11.69154647,,1,,
at:47:65821:0:1,"Pertisau, Karlwirt",47.43845464,11.69154647,,,at:47:65821,
at:47:65821:0:2,"Pertisau, Karlwirt",47.43836958,11.69153749,,,at:47:65821,
at:47:65831,"Maurach, Rofanseilbahn",47.42436849,11.75070054,,1,,
at:47:65831:0:1,"Maurach, Rofanseilbahn",47.42436849,11.75070054,,,at:47:65831,
at:47:65832,"Maurach, Buchau",47.43353282,11.73410865,,1,,
at:47:65832:0:1,"Maurach, Buchau",47.43350243,11.73436018,,,at:47:65832,
at:47:65832:0:2,"Maurach, Buchau",47.43355105,11.73387509,,,at:47:65832,
at:47:65833,"Achenkirch, Achenseehof",47.48366525,11.71405826,,1,,
at:47:65833:0:1,"Achenkirch, Achenseehof",47.48399914,11.71410317,,,at:47:65833,
at:47:65833:0:2,"Achenkirch, Achenseehof",47.48342242,11.71403131,,,at:47:65833,
at:47:65835,"Achenkirch, Abzw. Achensee",47.50527292,11.70640461,,1,,
at:47:65835:0:1,"Achenkirch, Abzw. Achensee",47.50516369,11.70641359,,,at:47:65835,
at:47:65835:0:2,"Achenkirch, Abzw. Achensee",47.50538821,11.70648546,,,at:47:65835,
at:47:65836,"Achenkirch, Abzw. Christlumlifte",47.51003026,11.70326051,,1,,
at:47:65836:0:1,"Achenkirch, Abzw. Christlumlifte",47.51003026,11.70326051,,,at:47:65836,
at:47:65837,"Achenkirch, Zimmerei",47.51513908,11.70732089,,1,,
at:47:65837:0:1,"Achenkirch, Zimmerei",47.5150056,11.70720411,,,at:47:65837,
at:47:65837:0:2,"Achenkirch, Zimmerei",47.51524222,11.70740174,,,at:47:65837,
at:47:65838,"Achenkirch, Fiechtersiedlung",47.52181862,11.70770717,,1,,
at:47:65838:0:1,"Achenkirch, Fiechtersiedlung",47.52181862,11.70777903,,,at:47:65838,
at:47:65838:0:2,"Achenkirch, Fiechtersiedlung",47.52183075,11.70764428,,,at:47:65838,
at:47:65839,"Achenkirch, Bäckerei",47.5263197,11.70743767,,1,,
at:47:65839:0:1,"Achenkirch, Bäckerei",47.52625904,11.70749157,,,at:47:65839,
at:47:65839:0:2,"Achenkirch, Bäckerei",47.52638642,11.70736581,,,at:47:65839,
at:47:65840,"Achenkirch, Gemeindeamt",47.52839419,11.7070514,,1,,
at:47:65840:0:1,"Achenkirch, Gemeindeamt",47.52839419,11.70696157,,,at:47:65840,
at:47:65840:0:2,"Achenkirch, Gemeindeamt",47.52846698,11.70706936,,,at:47:65840,
at:47:65841,"Achenkirch, Loinger",47.53316157,11.7063058,,1,,
at:47:65841:0:1,"Achenkirch, Loinger",47.53320403,11.70633274,,,at:47:65841,
at:47:65841:0:2,"Achenkirch, Loinger",47.53317977,11.70624291,,,at:47:65841,
at:47:65842,"Achenkirch, Tiroler Weinhaus",47.5389049,11.7042756,,1,,
at:47:65842:0:1,"Achenkirch, Tiroler Weinhaus",47.53891097,11.70423967,,,at:47:65842,
at:47:65842:0:2,"Achenkirch, Tiroler Weinhaus",47.53889884,11.7043295,,,at:47:65842,
at:47:65843,"Achenkirch, Abzw. Steinberg a.R.",47.54210683,11.70335932,,1,,
at:47:65843:0:1,"Achenkirch, Abzw. Steinberg a.R.",47.54213715,11.7034761,,,at:47:65843,
at:47:65843:0:2,"Achenkirch, Abzw. Steinberg a.R.",47.54203406,11.70317966,,,at:47:65843,
at:47:65844,"Achenwald, Fa. Haapo",47.54998951,11.69205851,,1,,
at:47:65844:0:1,"Achenwald, Fa. Haapo",47.54995313,11.6920136,,,at:47:65844,
at:47:65844:0:2,"Achenwald, Fa. Haapo",47.55004408,11.6921214,,,at:47:65844,
at:47:65845,"Achenwald, Sojer",47.56335099,11.67325678,,1,,
at:47:65845:0:1,"Achenwald, Sojer",47.56321764,11.67327474,,,at:47:65845,
at:47:65845:0:2,"Achenwald, Sojer",47.56359952,11.6730861,,,at:47:65845,
at:47:65846,"Achenwald, Staatsgrenze",47.57910879,11.64274999,,1,,
at:47:65846:0:1,"Achenwald, Staatsgrenze",47.57910879,11.64274999,,,at:47:65846,
at:47:68090,"Maurach, Mittelschule",47.42438065,11.74927222,,1,,
at:47:68090:0:2,"Maurach, Mittelschule",47.42436849,11.74914645,,,at:47:68090,
at:47:68185,"Achenwald, Altes Zollamt",47.57586065,11.64581324,,1,,
at:47:68185:0:1,"Achenwald, Altes Zollamt",47.57586065,11.64581324,,,at:47:68185,
at:47:68366,"Maurach, Atoll Achensee",47.43080435,11.73766598,,1,,
at:47:68366:0:1,"Maurach, Atoll Achensee",47.43081043,11.73766598,,,at:47:68366,
at:47:68400,"Achenkirch, Volksschule",47.5277027,11.70635969,,1,,
at:47:68400:0:1,"Achenkirch, Volksschule",47.52775729,11.70643156,,,at:47:68400,
de:09162:23:2:2,"München, Grillparzerstraße",48.13619613,11.60855113,2,,de:09162:23,
de:09162:580,Max-Weber-Platz,48.13566257,11.59788812,,1,,
de:09162:580:4:4,Max-Weber-Platz,48.13573451,11.5999812,1,,de:09162:580,
de:09162:580:8:8,Max-Weber-Platz,48.13553667,11.59990035,1,,de:09162:580,
de:09163:1,"Rosenheim, Breitensteinstr.",47.84929854,12.1044032,,1,,
de:09163:1:1:6,"Rosenheim, Breitensteinstr.",47.84929854,12.1044032,,,de:09163:1,
de:09163:10,"Rosenheim, Atrium",47.85338566,12.12202814,,1,,
de:09163:10:1:1,"Rosenheim, Atrium",47.85336758,12.12213594,,,de:09163:10,
de:09163:10:2:6,"Rosenheim, Atrium",47.85337361,12.12190238,,,de:09163:10,
de:09163:101,"Rosenheim, Kastenau Wendeplatte",47.84221464,12.14790861,,1,,
de:09163:101:0:1,"Rosenheim, Kastenau Wendeplatte",47.84221464,12.14790861,,,de:09163:101,
de:09163:11,"Rosenheim, Ellmaierstr.",47.8587563,12.1291428,,1,,
de:09163:11:1:6,"Rosenheim, Ellmaierstr.",47.85876233,12.12934043,,,de:09163:11,
de:09163:11:2:1,"Rosenheim, Ellmaierstr.",47.8587563,12.12890924,,,de:09163:11,
de:09163:11030,"Rosenheim, Bahnhofstraße",47.85137228,12.12032134,,1,,
de:09163:11030:3:3,"Rosenheim, Bahnhofstraße",47.85137228,12.12033033,,,de:09163:11030,
de:09163:118:1:6,"Westerndorf St.Peter, Abzw. Römerstr.",47.87760037,12.11258685,,,de:09163:63,
de:09163:12,"Rosenheim, Stadtmitte",47.85651408,12.12559445,,1,,
de:09163:12:31:11,"Rosenheim, Stadtmitte",47.85671299,12.12474105,,,de:09163:12,
de:09163:12:32:10,"Rosenheim, Stadtmitte",47.85665272,12.12519021,,,de:09163:12,
de:09163:12:32:8,"Rosenheim, Stadtmitte",47.85656833,12.12524411,,,de:09163:12,
de:09163:12:32:9,"Rosenheim, Stadtmitte",47.85653217,12.12538784,,,de:09163:12,
de:09163:12:33:1,"Rosenheim, Stadtmitte",47.85598968,12.12504648,,,de:09163:12,
de:09163:12:33:3,"Rosenheim, Stadtmitte",47.85623078,12.12527106,,,de:09163:12,
de:09163:12:33:4,"Rosenheim, Stadtmitte",47.85593543,12.12513631,,,de:09163:12,
de:09163:12:33:6,"Rosenheim, Stadtmitte",47.8562127,12.12542377,,,de:09163:12,
de:09163:12:33:7,"Rosenheim, Stadtmitte",47.85635737,12.12555852,,,de:09163:12,
de:09163:126,"Rosenheim, Innsbrucker Str./Schule",47.84982301,12.13474829,,1,,
de:09163:126:1:1,"Rosenheim, Innsbrucker Str./Schule",47.84998578,12.13465846,,,de:09163:126,
de:09163:126:2:6,"Rosenheim, Innsbrucker Str./Schule",47.84962408,12.13482015,,,de:09163:126,
de:09163:127,"Rosenheim, Max-Bram-Platz",47.85211375,12.1306879,,1,,
de:09163:127:1:1,"Rosenheim, Max-Bram-Platz",47.85210169,12.13081367,,,de:09163:127,
de:09163:127:2:6,"Rosenheim, Max-Bram-Platz",47.8521258,12.1305801,,,de:09163:127,
de:09163:128,"Rosenheim, Gießerei-/Salinstr.",47.84947337,12.1242919,,1,,
de:09163:128:1:1,"Rosenheim, Gießerei-/Salinstr.",47.84950954,12.12410325,,,de:09163:128,
de:09163:128:2:6,"Rosenheim, Gießerei-/Salinstr.",47.84943117,12.12449851,,,de:09163:128,
de:09163:129,"Rosenheim, Kufsteiner-/Klepperstr.",47.84641084,12.12528903,,1,,
de:09163:129:1:1,"Rosenheim, Kufsteiner-/Klepperstr.",47.84638069,12.12534293,,,de:09163:129,
de:09163:129:2:6,"Rosenheim, Kufsteiner-/Klepperstr.",47.84643495,12.12519021,,,de:09163:129,
de:09163:130,"Rosenheim, Kufsteiner Str./Alpenweg",47.84292609,12.12351036,,1,,
de:09163:130:1:1,"Rosenheim, Kufsteiner Str./Alpenweg",47.8431552,12.12376189,,,de:09163:130,
de:09163:130:2:6,"Rosenheim, Kufsteiner Str./Alpenweg",47.84266683,12.12323188,,,de:09163:130,
de:09163:132,"Rosenheim, Isarstr.",47.84384854,12.1292506,,1,,
de:09163:132:0:1,"Rosenheim, Isarstr.",47.84388472,12.12917873,,,de:09163:132,
de:09163:132:1:6,"Rosenheim, Isarstr.",47.84384854,12.1292506,,,de:09163:132,
de:09163:133,"Rosenheim, Leitzachstr.",47.84331798,12.13258335,,1,,
de:09163:133:0:1,"Rosenheim, Leitzachstr.",47.84331195,12.13267318,,,de:09163:133,
de:09163:133:1:6,"Rosenheim, Leitzachstr.",47.84331798,12.13252945,,,de:09163:133,
de:09163:134,"Rosenheim, Naabstr.",47.84136451,12.13039146,,1,,
de:09163:134:0:1,"Rosenheim, Naabstr.",47.84137054,12.13046332,,,de:09163:134,
de:09163:134:1:6,"Rosenheim, Naabstr.",47.84135245,12.13029264,,,de:09163:134,
de:09163:135,"Rosenheim, Traberhof",47.83863916,12.12611548,,1,,
de:09163:135:0:2,"Rosenheim, Traberhof",47.83866328,12.12632209,,,de:09163:135,
de:09163:135:2:6,"Rosenheim, Traberhof",47.83883814,12.12649277,,,de:09163:135,
de:09163:136,"Rosenheim, Wegkreuz",47.83552776,12.12681616,,1,,
de:09163:136:1:1,"Rosenheim, Wegkreuz",47.83534082,12.12694193,,,de:09163:136,
de:09163:136:2:6,"Rosenheim, Wegkreuz",47.83573278,12.12667243,,,de:09163:136,
de:09163:137,Alt-Happing,47.82899078,12.12768753,,1,,
de:09163:137:1:1,Alt-Happing,47.82859878,12.12776838,,,de:09163:137,
de:09163:148,"Rosenheim, Wittelsbacherstr./Schule",47.8559716,12.11749165,,1,,
de:09163:148:1:6,"Rosenheim, Wittelsbacherstr./Schule",47.8559716,12.11749165,,,de:09163:148,
de:09163:149,"Rosenheim, Finanzamt",47.85548335,12.11411398,,1,,
de:09163:149:1:6,"Rosenheim, Finanzamt",47.85548335,12.11411398,,,de:09163:149,
de:09163:152,"Rosenheim, Ignaz-Günther-Gymnasium",47.8581837,12.11959371,,1,,
de:09163:152:1:1,"Rosenheim, Ignaz-Günther-Gymnasium",47.85836452,12.12068067,,,de:09163:152,
de:09163:152:2:6,"Rosenheim, Ignaz-Günther-Gymnasium",47.85783411,12.12004287,,,de:09163:152,
de:09163:153,"Aising, Schule",47.83004013,12.10635254,,1,,
de:09163:153:1:1,"Aising, Schule",47.83004013,12.10635254,,,de:09163:153,
de:09163:154,"Aising, Kirche",47.82921392,12.10703526,,1,,
de:09163:154:1:1,"Aising, Kirche",47.82928026,12.10734069,,,de:09163:154,
de:09163:154:2:6,"Aising, Kirche",47.82912949,12.10670288,,,de:09163:154,
de:09163:155,"Aising, Aisinger-/Kirnsteinstr.",47.83198197,12.11105073,,1,,
de:09163:155:1:1,"Aising, Aisinger-/Kirnsteinstr.",47.831988,12.11111361,,,de:09163:155,
de:09163:155:2:6,"Aising, Aisinger-/Kirnsteinstr.",47.83198197,12.11096988,,,de:09163:155,
de:09163:156,"Rosenheim, Mangfallstr./Kaltenbrücke",47.83531067,12.11236227,,1,,
de:09163:156:0:2,"Rosenheim, Mangfallstr./Kaltenbrücke",47.83455691,12.11340432,,,de:09163:156,
de:09163:156:0:3,"Rosenheim, Mangfallstr./Kaltenbrücke",47.83478003,12.11340432,,,de:09163:156,
de:09163:156:1:1,"Rosenheim, Mangfallstr./Kaltenbrücke",47.83550967,12.11221854,,,de:09163:156,
de:09163:156:2:6,"Rosenheim, Mangfallstr./Kaltenbrücke",47.8350755,12.11258685,,,de:09163:156,
de:09163:157,"Rosenheim, Mangfall-/Stifterstr.",47.83806634,12.11304499,,1,,
de:09163:157:1:1,"Rosenheim, Mangfall-/Stifterstr.",47.83829547,12.11324262,,,de:09163:157,
de:09163:157:2:6,"Rosenheim, Mangfall-/Stifterstr.",47.83796383,12.11290126,,,de:09163:157,
de:09163:158,"Rosenheim, Mangfallstr. Mitte",47.84046009,12.11278448,,1,,
de:09163:158:0:7,"Rosenheim, Mangfallstr. Mitte",47.83979685,12.11390737,,,de:09163:158,
de:09163:158:1:1,"Rosenheim, Mangfallstr. Mitte",47.84048421,12.11285634,,,de:09163:158,
de:09163:158:2:6,"Rosenheim, Mangfallstr. Mitte",47.84045407,12.11273058,,,de:09163:158,
de:09163:159,"Rosenheim, Mangfallstr./Waldeck",47.84377017,12.11168853,,1,,
de:09163:159:0:2,"Rosenheim, Mangfallstr./Waldeck",47.84380634,12.11141904,,,de:09163:159,
de:09163:159:1:1,"Rosenheim, Mangfallstr./Waldeck",47.84439719,12.11163463,,,de:09163:159,
de:09163:159:2:6,"Rosenheim, Mangfallstr./Waldeck",47.84341445,12.1117065,,,de:09163:159,
de:09163:160,"Rosenheim, Traithenstr.",47.84915989,12.10988292,,1,,
de:09163:160:1:1,"Rosenheim, Traithenstr.",47.84995564,12.11179633,,,de:09163:160,
de:09163:160:2:6,"Rosenheim, Traithenstr.",47.84959996,12.10948766,,,de:09163:160,
de:09163:161,"Rosenheim, Enzenspergerstr./BBG",47.85231267,12.10823002,,1,,
de:09163:161:1:1,"Rosenheim, Enzenspergerstr./BBG",47.85234884,12.10827494,,,de:09163:161,
de:09163:161:2:6,"Rosenheim, Enzenspergerstr./BBG",47.85228253,12.10819409,,,de:09163:161,
de:09163:162,"Rosenheim, Berufsschule",47.86209534,12.11002665,,1,,
de:09163:162:1:1,"Rosenheim, Berufsschule",47.86204713,12.11001767,,,de:09163:162,
de:09163:162:2:6,"Rosenheim, Berufsschule",47.86213753,12.11003563,,,de:09163:162,
de:09163:163,"Rosenheim, Oskar-Maria-Graf-Str.",47.86407817,12.10628966,,1,,
de:09163:163:2:6,"Rosenheim, Oskar-Maria-Graf-Str.",47.86413844,12.10629864,,,de:09163:163,
de:09163:166,"Rosenheim, Küpferlingstr./BÜ",47.85826206,12.10712509,,1,,
de:09163:166:1:1,"Rosenheim, Küpferlingstr./BÜ",47.85826206,12.10712509,,,de:09163:166,
de:09163:175,"Rosenheim, Waldeckweg",47.84346268,12.10827494,,1,,
de:09163:175:1:1,"Rosenheim, Waldeckweg",47.84342651,12.10825697,,,de:09163:175,
de:09163:175:2:6,"Rosenheim, Waldeckweg",47.84349886,12.1082929,,,de:09163:175,
de:09163:177,"Rosenheim, Turner-/Burgweg",47.84395104,12.10301979,,1,,
de:09163:177:1:1,"Rosenheim, Turner-/Burgweg",47.84393898,12.10310064,,,de:09163:177,
de:09163:177:2:6,"Rosenheim, Turner-/Burgweg",47.84390281,12.10282216,,,de:09163:177,
de:09163:178,"Rosenheim, Oberwöhr Kirche",47.84311902,12.09720769,,1,,
de:09163:178:1:1,"Rosenheim, Oberwöhr Kirche",47.84307682,12.0975221,,,de:09163:178,
de:09163:178:2:6,"Rosenheim, Oberwöhr Kirche",47.84317931,12.0968304,,,de:09163:178,
de:09163:179,"Rosenheim, Finkenweg",47.84390884,12.08937438,,1,,
de:09163:179:1:1,"Rosenheim, Finkenweg",47.84386663,12.08939235,,,de:09163:179,
de:09163:179:2:6,"Rosenheim, Finkenweg",47.84395104,12.08935642,,,de:09163:179,
de:09163:18,"Rosenheim, Pettenkoferstr./Klinikum",47.86040174,12.13020281,,1,,
de:09163:18:1:6,"Rosenheim, Pettenkoferstr./Klinikum",47.86040174,12.13020281,,,de:09163:18,
de:09163:181,"Schwaig (Rosenheim), Alte Landstr. Mitte",47.84114745,12.08437077,,1,,
de:09163:181:1:1,"Schwaig (Rosenheim), Alte Landstr. Mitte",47.84117157,12.08442466,,,de:09163:181,
de:09163:181:2:6,"Schwaig (Rosenheim), Alte Landstr. Mitte",47.8411173,12.08432585,,,de:09163:181,
de:09163:182,Brucklach,47.83594383,12.08923065,,1,,
de:09163:182:1:1,Brucklach,47.83578102,12.08929353,,,de:09163:182,
de:09163:182:2:6,Brucklach,47.83617297,12.08918574,,,de:09163:182,
de:09163:183,Hohenofen,47.83192167,12.09124288,,1,,
de:09163:183:1:1,Hohenofen,47.83190357,12.09118,,,de:09163:183,
de:09163:183:2:6,Hohenofen,47.83194579,12.09131474,,,de:09163:183,
de:09163:184,"Pang, Panger Str./Dorfladen",47.82549883,12.09401867,,1,,
de:09163:184:1:1,"Pang, Panger Str./Dorfladen",47.82549883,12.09401867,,,de:09163:184,
de:09163:185,"Pang, Grünthalweg",47.82345421,12.09621954,,1,,
de:09163:185:1:1,"Pang, Grünthalweg",47.82323104,12.09637226,,,de:09163:185,
de:09163:185:2:6,"Pang, Grünthalweg",47.8236834,12.09611175,,,de:09163:185,
de:09163:187,"Pang, Unterkaltbrunnerstr./Am Wasen",47.82433479,12.08302329,,1,,
de:09163:187:1:1,"Pang, Unterkaltbrunnerstr./Am Wasen",47.82440717,12.08318499,,,de:09163:187,
de:09163:187:2:6,"Pang, Unterkaltbrunnerstr./Am Wasen",47.82425638,12.08283465,,,de:09163:187,
de:09163:19,"Rosenheim, Bürgerheim",47.86240874,12.1315413,,1,,
de:09163:19:1:6,"Rosenheim, Bürgerheim",47.86240874,12.1315413,,,de:09163:19,
de:09163:20,"Rosenheim, Pernauerstr.",47.86713966,12.12801092,,1,,
de:09163:20:1:6,"Rosenheim, Pernauerstr.",47.86713966,12.12801092,,,de:09163:20,
de:09163:201,"Rosenheim, Äußere Münchener Str./Aicherpark",47.84915386,12.0936863,,1,,
de:09163:201:1:1,"Rosenheim, Äußere Münchener Str./Aicherpark",47.84923826,12.09385698,,,de:09163:201,
de:09163:201:2:6,"Rosenheim, Äußere Münchener Str./Aicherpark",47.84888258,12.09318324,,,de:09163:201,
de:09163:203,"Rosenheim, Media-Markt",47.84847264,12.08938336,,1,,
