stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,platform_code
de:09177:3490:0:1,"Neufinsing, Rathaus",48.22098547,11.80257824,,,de:09177:3490,
de:09177:3490:0:2,"Neufinsing, Rathaus",48.22106328,11.80263214,,,de:09177:3490,
de:09177:3492,"Finsing, Maibaum",48.21608942,11.82429951,,1,,
de:09177:3492:0:1,"Finsing, Maibaum",48.21604752,11.82430849,,,de:09177:3492,
de:09177:3492:0:2,"Finsing, Maibaum",48.21614329,11.82432646,,,de:09177:3492,
de:09177:3494,"Niederding, Dorfplatz",48.32447693,11.86404996,,1,,
de:09177:3494:0:3,"Niederding, Dorfplatz",48.32433955,11.86394216,,,de:09177:3494,
de:09177:3510,Eching (Lkr.Erding),48.28057442,11.85411459,,1,,
de:09177:3510:0:1,Eching (Lkr.Erding),48.28058039,11.85397984,,,de:09177:3510,
de:09177:3510:0:2,Eching (Lkr.Erding),48.28053257,11.85431222,,,de:09177:3510,
de:09177:3511,Kempfing,48.28977992,11.85779768,,1,,
de:09177:3511:0:1,Kempfing,48.28976797,11.85776175,,,de:09177:3511,
de:09177:3511:0:2,Kempfing,48.28977394,11.8578426,,,de:09177:3511,
de:09177:3512,"Moosinning, Kapelle",48.27696349,11.84482601,,1,,
de:09177:3512:0:1,"Moosinning, Kapelle",48.27671837,11.84573331,,,de:09177:3512,
de:09177:3512:0:4,"Moosinning, Kapelle",48.27711296,11.8455267,,,de:09177:3512,
de:09177:3513,Stammham,48.29570285,11.86858645,,1,,
de:09177:3513:0:1,Stammham,48.29576859,11.86856848,,,de:09177:3513,
de:09177:3513:0:2,Stammham,48.29564308,11.86856848,,,de:09177:3513,
de:09177:3514,"Moosinning, Dorfstraße 2",48.27202496,11.84582314,,1,,
de:09177:3514:1:1,"Moosinning, Dorfstraße 2",48.27204888,11.84584111,,,de:09177:3514,
de:09177:3514:1:2,"Moosinning, Dorfstraße 2",48.27198909,11.84585009,,,de:09177:3514,
de:09177:3516,"Moosinning, Erdinger Str.6",48.27566613,11.8389151,,1,,
de:09177:3516:0:1,"Moosinning, Erdinger Str.6",48.27568406,11.83922052,,,de:09177:3516,
de:09177:3516:0:2,"Moosinning, Erdinger Str.6",48.27565417,11.83861865,,,de:09177:3516,
de:09177:3518,"Moosinning, Fehlbachstraße",48.27603681,11.82809938,,1,,
de:09177:3518:0:1,"Moosinning, Fehlbachstraße",48.27608464,11.82838684,,,de:09177:3518,
de:09177:3518:0:2,"Moosinning, Fehlbachstraße",48.27601887,11.82766819,,,de:09177:3518,
de:09177:3519,"Moosinning, Sonnenstraße",48.2736692,11.84399058,,1,,
de:09177:3519:1:1,"Moosinning, Sonnenstraße",48.27359745,11.84407143,,,de:09177:3519,
de:09177:3519:1:2,"Moosinning, Sonnenstraße",48.27377682,11.84393668,,,de:09177:3519,
de:09177:3520,"Eichenried, Greißlsiedlung",48.277657,11.80662965,,1,,
de:09177:3520:0:1,"Eichenried, Greißlsiedlung",48.27769287,11.80677338,,,de:09177:3520,
de:09177:3520:0:2,"Eichenried, Greißlsiedlung",48.27763906,11.80653083,,,de:09177:3520,
de:09177:3522,"Eichenried, Gfällachbrücke",48.27768091,11.79841904,,1,,
de:09177:3522:0:1,"Eichenried, Gfällachbrücke",48.27768689,11.79754768,,,de:09177:3522,
de:09177:3522:0:2,"Eichenried, Gfällachbrücke",48.27761515,11.79910176,,,de:09177:3522,
de:09177:3524,"Eichenried, Gh. Stangl",48.27667054,11.79109777,,1,,
de:09177:3524:0:1,"Eichenried, Gh. Stangl",48.27672435,11.79116066,,,de:09177:3524,
de:09177:3524:0:2,"Eichenried, Gh. Stangl",48.2765988,11.79098998,,,de:09177:3524,
de:09177:3526,"Eichenried, Am Vierergraben",48.27728633,11.78587856,,1,,
de:09177:3526:0:1,"Eichenried, Am Vierergraben",48.27731623,11.78613907,,,de:09177:3526,
de:09177:3526:0:2,"Eichenried, Am Vierergraben",48.2772684,11.78568992,,,de:09177:3526,
de:09177:3528,"Eichenried, Gh.Pschorrschwaige",48.27616834,11.77451487,,1,,
de:09177:3528:0:1,"Eichenried, Gh.Pschorrschwaige",48.27618627,11.77431725,,,de:09177:3528,
de:09177:3528:0:2,"Eichenried, Gh.Pschorrschwaige",48.27613246,11.77480234,,,de:09177:3528,
de:09177:3530,"Eichenried, Waldstraße",48.27605474,11.76598986,,1,,
de:09177:3530:0:1,"Eichenried, Waldstraße",48.27611453,11.76558562,,,de:09177:3530,
de:09177:3530:0:2,"Eichenried, Waldstraße",48.27600093,11.76640309,,,de:09177:3530,
de:09177:3532,Zengermoos,48.27296966,11.74979324,,1,,
de:09177:3532:0:1,Zengermoos,48.2732985,11.7501346,,,de:09177:3532,
de:09177:3532:0:2,Zengermoos,48.27265277,11.74948781,,,de:09177:3532,
de:09177:3548,Schröding,48.40390368,12.08186447,,1,,
de:09177:3548:0:1,Schröding,48.40396332,12.08192735,,,de:09177:3548,
de:09177:3563,"Schröding, Schule",48.40237695,12.08483789,,1,,
de:09177:3563:0:1,"Schröding, Schule",48.40237099,12.08490077,,,de:09177:3563,
de:09177:3584,"Taufkirchen (Vils), Busbahnhof",48.34512141,12.12932246,,1,,
de:09177:3584:0:1,"Taufkirchen (Vils), Busbahnhof",48.34488855,12.1301579,,,de:09177:3584,
de:09177:3585,"Taufkirchen (Vils), Wieshofstr",48.34037457,12.13006806,,1,,
de:09177:3585:0:1,"Taufkirchen (Vils), Wieshofstr",48.34081644,12.13031959,,,de:09177:3585,
de:09177:3585:0:2,"Taufkirchen (Vils), Wieshofstr",48.33993271,12.12995128,,,de:09177:3585,
de:09177:3587,Sulding,48.40405873,12.14101853,,1,,
de:09177:3587:0:1,Sulding,48.40404084,12.14112633,,,de:09177:3587,
de:09177:3588,"Taufkirchen (Vils), Gewerbegeb.",48.35282885,12.13123587,,1,,
de:09177:3588:0:1,"Taufkirchen (Vils), Gewerbegeb.",48.35284676,12.13137062,,,de:09177:3588,
de:09177:3588:0:2,"Taufkirchen (Vils), Gewerbegeb.",48.35281094,12.13113706,,,de:09177:3588,
de:09177:3589,Emling (b.Taufkirchen),48.35999196,12.124768,,1,,
de:09177:3589:0:1,Emling (b.Taufkirchen),48.35977708,12.12486682,,,de:09177:3589,
de:09177:3589:0:2,Emling (b.Taufkirchen),48.36027249,12.12466919,,,de:09177:3589,
de:09177:3590,Kleinstockach,48.36445645,12.12444461,,1,,
de:09177:3590:0:1,Kleinstockach,48.3646355,12.12447156,,,de:09177:3590,
de:09177:3590:0:2,Kleinstockach,48.36431918,12.12435478,,,de:09177:3590,
de:09177:3592,Großstockach,48.36891459,12.12229764,,1,,
de:09177:3592:0:1,Großstockach,48.3687833,12.12238747,,,de:09177:3592,
de:09177:3592:0:2,Großstockach,48.36899814,12.12218984,,,de:09177:3592,
de:09177:3593,Pfauhub,48.4066469,12.15470885,,1,,
de:09177:3593:0:2,Pfauhub,48.40665883,12.154628,,,de:09177:3593,
de:09177:3594,Hohenpolding,48.38333074,12.13040942,,1,,
de:09177:3594:0:1,Hohenpolding,48.38334864,12.13044536,,,de:09177:3594,
de:09177:3594:0:2,Hohenpolding,48.38336057,12.13035553,,,de:09177:3594,
de:09177:3596,Loiting,48.39138435,12.12953806,,1,,
de:09177:3596:0:1,Loiting,48.39134856,12.12960094,,,de:09177:3596,
de:09177:3597,"Harting, Ort",48.38096811,12.1442884,,1,,
de:09177:3597:0:1,"Harting, Ort",48.38098601,12.14442314,,,de:09177:3597,
de:09177:3598,"Starzell, Abzw.",48.39641869,12.13035553,,1,,
de:09177:3598:0:2,"Starzell, Abzw.",48.39613836,12.13032858,,,de:09177:3598,
de:09177:3599,"Harting, Abzw.",48.37587853,12.14390212,,1,,
de:09177:3599:0:1,"Harting, Abzw.",48.37586063,12.14393805,,,de:09177:3599,
de:09177:3600,"Sulding, Abzw.",48.4049831,12.12627717,,1,,
de:09177:3600:0:2,"Sulding, Abzw.",48.40525146,12.12603463,,,de:09177:3600,
de:09177:3601,"Starzell, Ort",48.39524366,12.13572745,,1,,
de:09177:3601:0:2,"Starzell, Ort",48.39520787,12.13578135,,,de:09177:3601,
de:09177:3602,Dickarting,48.40234713,12.1119221,,1,,
de:09177:3602:0:2,Dickarting,48.40231731,12.11207481,,,de:09177:3602,
de:09177:3603,Reinting,48.374345,12.15019931,,1,,
de:09177:3603:0:1,Reinting,48.37435096,12.1500466,,,de:09177:3603,
de:09177:3604,"Amelgering, Ort",48.39669306,12.09825872,,1,,
de:09177:3604:0:2,"Amelgering, Ort",48.39669903,12.09816889,,,de:09177:3604,
de:09177:3605,Ramperting,48.39428333,12.10657712,,1,,
de:09177:3605:0:1,Ramperting,48.39430123,12.10664,,,de:09177:3605,
de:09177:3606,Niederstraub. Abzw.Krottenthal,48.3943907,12.08618536,,1,,
de:09177:3606:0:1,Niederstraub. Abzw.Krottenthal,48.39444438,12.0861674,,,de:09177:3606,
de:09177:3609,Geislbach,48.36657516,12.1665217,,1,,
de:09177:3609:0:1,Geislbach,48.3665871,12.16654865,,,de:09177:3609,
de:09177:3617,Grucking,48.34215394,11.97271018,,1,,
de:09177:3617:0:1,Grucking,48.3421002,11.97291679,,,de:09177:3617,
de:09177:3617:0:2,Grucking,48.34221365,11.97252153,,,de:09177:3617,
de:09177:3625,Wambach,48.38698783,12.17448077,,1,,
de:09177:3625:0:1,Wambach,48.38701766,12.17442687,,,de:09177:3625,
de:09177:3649,"Dorfen, Krankenhaus Süd",48.27542698,12.15188814,,1,,
de:09177:3649:0:1,"Dorfen, Krankenhaus Süd",48.27543296,12.15200492,,,de:09177:3649,
de:09177:3650,"Dorfen, Krankenhaus Nord",48.27616236,12.15107966,,1,,
de:09177:3650:0:1,"Dorfen, Krankenhaus Nord",48.27615638,12.15102576,,,de:09177:3650,
de:09177:3652,"Dorfen, Marienplatz",48.27316696,12.14926506,,1,,
de:09177:3652:0:2,"Dorfen, Marienplatz",48.27313707,12.14915726,,,de:09177:3652,
de:09177:3656,"Dorfen, Bahnhof",48.26740886,12.15939806,,1,,
de:09177:3656:1:2,"Dorfen, Bahnhof",48.26745669,12.15946992,,,de:09177:3656,
de:09177:3661,Sinzing,48.39935914,12.15303799,,1,,
de:09177:3661:0:2,Sinzing,48.39932932,12.15303799,,,de:09177:3661,
de:09177:3663,Penning,48.3974267,12.14491722,,1,,
de:09177:3663:0:2,Penning,48.39733723,12.14488128,,,de:09177:3663,
de:09177:3667,Waltersberg,48.4024187,12.16307217,,1,,
de:09177:3667:0:2,Waltersberg,48.4024187,12.16313505,,,de:09177:3667,
de:09177:3669:0:1,Schwarzenberg,48.40766067,12.14375839,,,de:09177:149,
de:09177:3671,Kleinaign,48.40894871,12.14701927,,1,,
de:09177:3671:0:1,Kleinaign,48.40890697,12.14700131,,,de:09177:3671,
de:09177:3690,Indorfer Straßhäuseln,48.27912768,11.92759678,,1,,
de:09177:3690:0:1,Indorfer Straßhäuseln,48.27913964,11.92724644,,,de:09177:3690,
de:09177:3690:0:2,Indorfer Straßhäuseln,48.27912171,11.92794713,,,de:09177:3690,
de:09177:3692,Indorf,48.27852387,11.93685841,,1,,
de:09177:3692:0:1,Indorf,48.27839833,11.93705604,,,de:09177:3692,
de:09177:3692:0:2,Indorf,48.27867333,11.936544,,,de:09177:3692,
de:09177:3694,Wattendorf,48.27279626,11.94795261,,1,,
de:09177:3694:0:1,Wattendorf,48.27263483,11.94815024,,,de:09177:3694,
de:09177:3694:0:2,Wattendorf,48.27295172,11.94779091,,,de:09177:3694,
de:09177:3696,Ringelsdorf,48.26591391,11.95121349,,1,,
de:09177:3696:0:1,Ringelsdorf,48.26606939,11.95107874,,,de:09177:3696,
de:09177:3696:0:2,Ringelsdorf,48.26584216,11.95126739,,,de:09177:3696,
de:09177:3698,"Walpertskirchen, Raiff.-Kasse",48.2600294,11.96848809,,1,,
de:09177:3698:1:1,"Walpertskirchen, Raiff.-Kasse",48.26043009,11.96774249,,,de:09177:3698,
de:09177:3698:1:2,"Walpertskirchen, Raiff.-Kasse",48.26043009,11.96793114,,,de:09177:3698,
de:09177:3700,"Walpertskirchen, Ort",48.25776272,11.9772287,,1,,
de:09177:3700:0:1,"Walpertskirchen, Ort",48.25772684,11.97766888,,,de:09177:3700,
de:09177:3700:0:2,"Walpertskirchen, Ort",48.2577687,11.97682446,,,de:09177:3700,
de:09177:3742,"Neufinsing, Gewerbegebiet",48.22923229,11.8136904,,1,,
de:09177:3742:0:1,"Neufinsing, Gewerbegebiet",48.22926819,11.81378024,,,de:09177:3742,
de:09177:3742:0:2,"Neufinsing, Gewerbegebiet",48.22918441,11.81351074,,,de:09177:3742,
de:09177:3752,"Eitting, Ort",48.35875639,11.89072094,,1,,
de:09177:3752:0:1,"Eitting, Ort",48.35876833,11.89064907,,,de:09177:3752,
de:09177:3752:0:2,"Eitting, Ort",48.35873252,11.89077484,,,de:09177:3752,
de:09177:3754,Reisen,48.34194496,11.8746411,,1,,
de:09177:3754:0:1,Reisen,48.34194496,11.87456025,,,de:09177:3754,
de:09177:3754:0:2,Reisen,48.34200467,11.87471296,,,de:09177:3754,
de:09177:3756,"Dorfen, Friedhof",48.27829071,12.14648927,,1,,
de:09177:3756:1:1,"Dorfen, Friedhof",48.27971953,12.14597723,,,de:09177:3756,
de:09177:3756:2:2,"Dorfen, Friedhof",48.27731623,12.14685758,,,de:09177:3756,
de:09177:3760,"Scheideck, Abzw.",48.2871619,12.13066994,,1,,
de:09177:3760:0:1,"Scheideck, Abzw.",48.28786125,12.12907992,,,de:09177:3760,
de:09177:3760:0:2,"Scheideck, Abzw.",48.28600826,12.13204436,,,de:09177:3760,
de:09177:3761,"Kalternbach, Abzw.",48.29285801,12.12575615,,1,,
de:09177:3761:0:1,"Kalternbach, Abzw.",48.29301341,12.12576513,,,de:09177:3761,
de:09177:3761:0:2,"Kalternbach, Abzw.",48.29257711,12.12581903,,,de:09177:3761,
de:09177:3762,Jaibing,48.29879851,12.12182153,,1,,
de:09177:3762:0:1,Jaibing,48.29846385,12.12227967,,,de:09177:3762,
de:09177:3762:0:2,Jaibing,48.29906743,12.12144424,,,de:09177:3762,
de:09177:3764,"Eglafing, Abzw.",48.30445748,12.11918947,,1,,
de:09177:3764:0:1,"Eglafing, Abzw.",48.30427822,12.11928828,,,de:09177:3764,
de:09177:3764:0:2,"Eglafing, Abzw.",48.30461881,12.11909963,,,de:09177:3764,
de:09177:3768,Babing,48.3151582,12.11930625,,1,,
de:09177:3768:0:1,Babing,48.31537326,12.11940506,,,de:09177:3768,
de:09177:3768:0:2,Babing,48.31496105,12.11926133,,,de:09177:3768,
de:09177:3770,Kienraching,48.32121556,12.12193831,,1,,
de:09177:3770:0:1,Kienraching,48.32124543,12.12207306,,,de:09177:3770,
de:09177:3770:0:2,Kienraching,48.3211857,12.12185746,,,de:09177:3770,
de:09177:3772,Frauenvils,48.32605975,12.12473207,,1,,
de:09177:3772:0:1,Frauenvils,48.32613142,12.12495665,,,de:09177:3772,
de:09177:3772:0:2,Frauenvils,48.32601794,12.12452546,,,de:09177:3772,
de:09177:3774,Solching,48.33228304,12.12884636,,1,,
de:09177:3774:0:1,Solching,48.33213971,12.1288733,,,de:09177:3774,
de:09177:3774:0:2,Solching,48.33241443,12.12884636,,,de:09177:3774,
de:09177:3795,"Taufkirchen (Vils), Friedhof",48.3357527,12.13031061,,1,,
de:09177:3795:0:1,"Taufkirchen (Vils), Friedhof",48.33611698,12.13044536,,,de:09177:3795,
de:09177:3795:0:2,"Taufkirchen (Vils), Friedhof",48.33533468,12.13007705,,,de:09177:3795,
de:09177:3802,"Wartenberg, Klinik",48.40255587,12.00004591,,1,,
de:09177:3802:0:1,"Wartenberg, Klinik",48.40254394,11.99991116,,,de:09177:3802,
de:09177:3811,"Wartenberg, Gartenstraße",48.40199526,11.9931738,,1,,
de:09177:3811:0:1,"Wartenberg, Gartenstraße",48.4020549,11.99302108,,,de:09177:3811,
de:09177:3811:0:2,"Wartenberg, Gartenstraße",48.40191773,11.99335346,,,de:09177:3811,
de:09177:3820,Erdmannsdorf,48.37362296,12.11704249,,1,,
de:09177:3820:0:1,Erdmannsdorf,48.37386165,12.11701554,,,de:09177:3820,
de:09177:3820:0:2,Erdmannsdorf,48.37343798,12.11703351,,,de:09177:3820,
de:09177:3862,"Wartenberg, Aufhamerstraße",48.40751158,11.98680474,,1,,
de:09177:3862:0:1,"Wartenberg, Aufhamerstraße",48.40750562,11.98707424,,,de:09177:3862,
de:09177:3862:0:2,"Wartenberg, Aufhamerstraße",48.40752351,11.9865083,,,de:09177:3862,
de:09177:4346,Straßer,48.29123233,12.12631311,,1,,
de:09177:4346:0:1,Straßer,48.29128612,12.12639395,,,de:09177:4346,
de:09177:4346:0:2,Straßer,48.29116658,12.12622327,,,de:09177:4346,
de:09178:2680,Freising,48.39542856,11.744053,,1,,
de:09178:2680:1:8,Freising,48.39578644,11.74453809,,,de:09178:2680,
de:09178:2684,"Freising, Klinikum Süd",48.40349218,11.74434945,,1,,
de:09178:2684:0:1,"Freising, Klinikum Süd",48.40349815,11.74425962,,,de:09178:2684,
de:09178:2691,"Freising, AOK",48.39994363,11.73793548,,1,,
de:09178:2691:1:1,"Freising, AOK",48.39966928,11.73816006,,,de:09178:2691,
de:09178:2691:2:2,"Freising, AOK",48.40110067,11.73701919,,,de:09178:2691,
de:09178:2757,Untergartelshausen,48.42468886,11.73288694,,1,,
de:09178:2757:0:1,Untergartelshausen,48.42459944,11.73297678,,,de:09178:2757,
de:09178:2757:0:2,Untergartelshausen,48.42459348,11.73283305,,,de:09178:2757,
de:09178:2781,Giesenbach,48.38497139,11.61550409,,1,,
de:09178:2781:1:1,Giesenbach,48.38496543,11.61531544,,,de:09178:2781,
de:09178:2781:1:2,Giesenbach,48.38504299,11.61530646,,,de:09178:2781,
de:09178:2840,Moosburg,48.4699623,11.93083072,,1,,
de:09178:2840:1:2,Moosburg,48.46978362,11.93069597,,,de:09178:2840,
de:09178:2853,"Freising, Untere Hauptstraße",48.40153604,11.74861644,,1,,
de:09178:2853:0:1,"Freising, Untere Hauptstraße",48.40157779,11.74835593,,,de:09178:2853,
de:09178:2853:0:2,"Freising, Untere Hauptstraße",48.40118416,11.74864339,,,de:09178:2853,
de:09178:2856,"Freising, Camerloherstraße",48.4064024,11.7382948,,1,,
de:09178:2856:0:1,"Freising, Camerloherstraße",48.40629506,11.73841158,,,de:09178:2856,
de:09178:2856:0:2,"Freising, Camerloherstraße",48.40650378,11.73815107,,,de:09178:2856,
de:09178:2859,"Freising, Schlüterstraße",48.38644495,11.73693835,,1,,
de:09178:2859:1:1,"Freising, Schlüterstraße",48.38648671,11.73703716,,,de:09178:2859,
de:09178:2859:2:2,"Freising, Schlüterstraße",48.38639126,11.7368575,,,de:09178:2859,
de:09178:2862,"Freising, Wallbergstraße",48.41200769,11.73655207,,1,,
de:09178:2862:0:1,"Freising, Wallbergstraße",48.4121031,11.73657004,,,de:09178:2862,
de:09178:2862:0:2,"Freising, Wallbergstraße",48.41193018,11.73654309,,,de:09178:2862,
de:09178:2864,"Freising, Waldsiedlung",48.41752889,11.73553697,,1,,
de:09178:2864:0:1,"Freising, Waldsiedlung",48.41733214,11.73572562,,,de:09178:2864,
de:09178:2864:0:2,"Freising, Waldsiedlung",48.41774353,11.73534833,,,de:09178:2864,
de:09178:2869,Dürneck,48.37012007,11.72430803,,1,,
de:09178:2869:0:1,Dürneck,48.37023346,11.72435295,,,de:09178:2869,
de:09178:2869:0:2,Dürneck,48.37023943,11.7244338,,,de:09178:2869,
de:09178:2870,Eggertshofen,48.36233169,11.71961883,,1,,
de:09178:2870:0:1,Eggertshofen,48.36242719,11.71964578,,,de:09178:2870,
de:09178:2870:0:2,Eggertshofen,48.36240331,11.71975357,,,de:09178:2870,
de:09178:2871,"Achering, Acheringer Hauptstr.",48.34389145,11.70949481,,1,,
de:09178:2871:0:1,"Achering, Acheringer Hauptstr.",48.34399296,11.70960261,,,de:09178:2871,
de:09178:2871:0:2,"Achering, Acheringer Hauptstr.",48.34379592,11.709396,,,de:09178:2871,
de:09178:2881,"Achering, Milanweg",48.3469424,11.70969244,,1,,
de:09178:2881:0:1,"Achering, Milanweg",48.34681105,11.70959363,,,de:09178:2881,
de:09178:2881:0:2,"Achering, Milanweg",48.34679314,11.70966549,,,de:09178:2881,
de:09178:2890,"Freising, Düwellstraße",48.40796479,11.7374414,,1,,
de:09178:2890:0:1,"Freising, Düwellstraße",48.40788727,11.7373875,,,de:09178:2890,
de:09178:2890:0:2,"Freising, Düwellstraße",48.40804828,11.7374953,,,de:09178:2890,
de:09178:2898,"Freising, Landratsamt",48.40711801,11.75789604,,1,,
de:09178:2898:0:1,"Freising, Landratsamt",48.40708223,11.75793197,,,de:09178:2898,
de:09178:2898:0:2,"Freising, Landratsamt",48.40715379,11.75784214,,,de:09178:2898,
de:09178:2902,"Freising, Landshuter Straße",48.40402892,11.75130241,,1,,
de:09178:2902:0:1,"Freising, Landshuter Straße",48.40421379,11.75210191,,,de:09178:2902,
de:09178:2902:0:2,"Freising, Landshuter Straße",48.40385597,11.75054782,,,de:09178:2902,
de:09178:2903,"Freising, Fraunhofer-Institut",48.39477841,11.71034821,,1,,
de:09178:2903:0:1,"Freising, Fraunhofer-Institut",48.3947963,11.71060873,,,de:09178:2903,
de:09178:2904,"Freising, Moosgasse",48.39294123,11.70460798,,1,,
de:09178:2904:0:1,"Freising, Moosgasse",48.39299491,11.70481459,,,de:09178:2904,
de:09178:2904:0:2,"Freising, Moosgasse",48.39288754,11.70441035,,,de:09178:2904,
de:09178:2907,"Freising, Alois-Steinecker-Str",48.40319399,11.74084602,,1,,
de:09178:2907:0:1,"Freising, Alois-Steinecker-Str",48.40320592,11.74073822,,,de:09178:2907,
de:09178:2908,"Freising, Bachstraße",48.3959296,11.71903492,,1,,
de:09178:2908:0:1,"Freising, Bachstraße",48.39594153,11.71897204,,,de:09178:2908,
de:09178:2908:0:2,"Freising, Bachstraße",48.39594153,11.71907984,,,de:09178:2908,
de:09178:2909,"Freising, Angererweg",48.40519778,11.75613534,,1,,
de:09178:2909:0:1,"Freising, Angererweg",48.40516797,11.75627009,,,de:09178:2909,
de:09178:2909:0:2,"Freising, Angererweg",48.40513218,11.75604551,,,de:09178:2909,
de:09178:2911,"Freising, Weihenstephan",48.3977607,11.72335582,,1,,
de:09178:2911:0:1,"Freising, Weihenstephan",48.39785017,11.72393074,,,de:09178:2911,
de:09178:2911:0:2,"Freising, Weihenstephan",48.39771299,11.72274496,,,de:09178:2911,
de:09178:2942,"Freising, Prinz-Ludwig-Straße",48.40384404,11.73962431,,1,,
de:09178:2942:0:1,"Freising, Prinz-Ludwig-Straße",48.40363531,11.73977702,,,de:09178:2942,
de:09178:2942:0:2,"Freising, Prinz-Ludwig-Straße",48.40402892,11.73950753,,,de:09178:2942,
de:09178:3062,Gremertshausen,48.38471486,11.63033527,,1,,
de:09178:3062:0:1,Gremertshausen,48.38478645,11.63039815,,,de:09178:3062,
de:09178:3062:0:2,Gremertshausen,48.38467906,11.63026341,,,de:09178:3062,
de:09178:3063,"Pellhausen, Ort",48.39087731,11.67926651,,1,,
de:09178:3063:0:1,"Pellhausen, Ort",48.3907759,11.67913176,,,de:09178:3063,
de:09178:3065,"Lageltshausen, Ort",48.38235229,11.66990606,,1,,
de:09178:3065:0:1,"Lageltshausen, Ort",48.3822449,11.66979826,,,de:09178:3065,
de:09178:3067,"Sünzhausen, Adlerstraße",48.38915333,11.6627914,,1,,
de:09178:3067:0:1,"Sünzhausen, Adlerstraße",48.38911753,11.66287225,,,de:09178:3067,
de:09178:3068,"Sünzhausen, Maibaum",48.3892786,11.65860525,,1,,
de:09178:3068:0:1,"Sünzhausen, Maibaum",48.38924281,11.65865915,,,de:09178:3068,
de:09178:3068:0:2,"Sünzhausen, Maibaum",48.38930246,11.65855135,,,de:09178:3068,
de:09178:3161,Itzling (FS) Ort,48.43755758,11.73566274,,1,,
de:09178:3161:0:1,Itzling (FS) Ort,48.43766486,11.73566274,,,de:09178:3161,
de:09178:3161:0:2,Itzling (FS) Ort,48.43773042,11.73574359,,,de:09178:3161,
de:09178:3162,Haindlfing,48.44047182,11.72340073,,1,,
de:09178:3162:0:1,Haindlfing,48.44049565,11.72348158,,,de:09178:3162,
de:09178:3162:0:2,Haindlfing,48.4404301,11.72333785,,,de:09178:3162,
de:09178:3163,Feldhof,48.43553123,11.70460798,,1,,
de:09178:3163:0:1,Feldhof,48.43555507,11.70472476,,,de:09178:3163,
de:09178:3163:0:2,Feldhof,48.43559679,11.70495832,,,de:09178:3163,
de:09178:3165,Pettenbrunn,48.42766344,11.70959363,,1,,
de:09178:3165:0:1,Pettenbrunn,48.42762768,11.70975533,,,de:09178:3165,
de:09178:3165:0:2,Pettenbrunn,48.42759191,11.70969244,,,de:09178:3165,
de:09178:3167,Garten,48.43984012,11.71223468,,1,,
de:09178:3167:0:1,Garten,48.43984012,11.71236942,,,de:09178:3167,
de:09178:3167:0:2,Garten,48.43980436,11.71240536,,,de:09178:3167,
de:09178:3188,"Pallhausen, West",48.37420775,11.6595934,,1,,
de:09178:3188:0:1,"Pallhausen, West",48.37416598,11.65944069,,,de:09178:3188,
de:09178:3189,Haxthausen,48.37998365,11.6594317,,1,,
de:09178:3189:0:2,Haxthausen,48.38004331,11.65926102,,,de:09178:3189,
de:09178:3191,"Haxthausen, Haxthauser Weg",48.38597962,11.6594317,,1,,
de:09178:3191:0:1,"Haxthausen, Haxthauser Weg",48.38599156,11.65947662,,,de:09178:3191,
de:09178:3191:0:2,"Haxthausen, Haxthauser Weg",48.38597366,11.65939577,,,de:09178:3191,
de:09178:3192,"Pallhausen, Ost",48.38013878,11.67071454,,1,,
de:09178:3192:0:1,"Pallhausen, Ost",48.37985835,11.6703103,,,de:09178:3192,
de:09178:3192:0:2,"Pallhausen, Ost",48.3803834,11.67113675,,,de:09178:3192,
de:09178:3195,Sickenhausen,48.37775213,11.64439391,,1,,
de:09178:3195:0:1,Sickenhausen,48.37765069,11.6444478,,,de:09178:3195,
de:09178:3195:0:2,Sickenhausen,48.37785953,11.64435797,,,de:09178:3195,
de:09178:3197,"Gartelshausen, Ort",48.39086537,11.68898628,,1,,
de:09178:3197:0:1,"Gartelshausen, Ort",48.3909131,11.68918391,,,de:09178:3197,
de:09178:3197:0:2,"Gartelshausen, Ort",48.39093099,11.68912102,,,de:09178:3197,
de:09178:3199,"Kleinbachern, Ort",48.39848836,11.67474798,,1,,
de:09178:3199:0:1,"Kleinbachern, Ort",48.39848239,11.67490968,,,de:09178:3199,
de:09178:3199:0:2,"Kleinbachern, Ort",48.39848239,11.67499052,,,de:09178:3199,
de:09178:3785,"Moosburg, Viehmarktplatz",48.46532837,11.93999353,,1,,
de:09178:3785:0:1,"Moosburg, Viehmarktplatz",48.46538793,11.93992167,,,de:09178:3785,
de:09178:3785:0:2,"Moosburg, Viehmarktplatz",48.46526284,11.94005642,,,de:09178:3785,
de:09178:3853,"Moosburg, Feuerwehrhaus",48.46985509,11.93748723,,1,,
de:09178:3853:0:1,"Moosburg, Feuerwehrhaus",48.47012907,11.93735249,,,de:09178:3853,
de:09178:9408,"Freising, Biernerstraße",48.40423168,11.73300373,,1,,
de:09178:9408:0:1,"Freising, Biernerstraße",48.40423168,11.73316542,,,de:09178:9408,
de:09178:9408:0:2,"Freising, Biernerstraße",48.40423168,11.73281508,,,de:09178:9408,
de:09178:9851,"Pulling, Sommerstraße",48.36037396,11.70479663,,1,,
de:09178:9851:0:1,"Pulling, Sommerstraße",48.36040978,11.70481459,,,de:09178:9851,
de:09178:9851:0:2,"Pulling, Sommerstraße",48.36035009,11.70478764,,,de:09178:9851,
