train_stop_id,trip_id,stop_sequence,stop_id,arrival_time,departure_time,no_exit,no_entry,border_control,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
ATC IR 11504:0,ATC IR 11504,0.0,Arad,,19:48,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11504:1,ATC IR 11504,1.0,Timişoara Nord,,21:11,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11504:2,ATC IR 11504,2.0,Lugoj,,22:33,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11504:3,ATC IR 11504,3.0,Caransebeș,,23:25,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11504:4,ATC IR 11504,4.0,Craiova,04:10,,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11504:5,ATC IR 11504,5.0,Caracal,05:04,,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11504:6,ATC IR 11504,6.0,Roșiori Nord,06:10,,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11504:7,ATC IR 11504,7.0,Videle,07:11,,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11504:99,ATC IR 11504,99.0,București Nord,08:16,,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11502:0,ATC IR 11502,0.0,București Nord,,20:30,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11502:1,ATC IR 11502,1.0,Videle,,21:35,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11502:2,ATC IR 11502,2.0,Roșiori Nord,,22:29,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11502:3,ATC IR 11502,3.0,Caracal,,23:56,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11502:4,ATC IR 11502,4.0,Craiova,,00:57,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11502:5,ATC IR 11502,5.0,Caransebeș,05:47,,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11502:6,ATC IR 11502,6.0,Lugoj,06:34,,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11502:7,ATC IR 11502,7.0,Timişoara Nord,07:51,,0.0,0.0,,,,,,,,,,,,,,,,,,
ATC IR 11502:99,ATC IR 11502,99.0,Arad,09:39,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:0,BDŽ 2626,0.0,Varna,,21:55,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:1,BDŽ 2626,1.0,Beloslav,22:12,22:13,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:2,BDŽ 2626,2.0,Poveljanovo,22:18,22:21,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:3,BDŽ 2626,3.0,Sindel,22:28,22:29,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:4,BDŽ 2626,4.0,Dobrina,22:48,22:49,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:5,BDŽ 2626,5.0,Provadiya,22:53,22:54,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:6,BDŽ 2626,6.0,Kaspichan,23:16,23:17,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:7,BDŽ 2626,7.0,Shumen,23:35,23:37,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:8,BDŽ 2626,8.0,Targovishte,00:06,00:07,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:9,BDŽ 2626,9.0,Popovo,00:33,00:34,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:10,BDŽ 2626,10.0,Strazhitsa,01:00,01:01,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:11,BDŽ 2626,11.0,Gorna Oryahovitsa,01:21,01:43,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:12,BDŽ 2626,12.0,Zverino,04:28,04:29,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:13,BDŽ 2626,13.0,Lakatnik,04:49,04:50,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:14,BDŽ 2626,14.0,Svoge,05:07,05:08,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:15,BDŽ 2626,15.0,Kurilo,05:28,05:29,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:16,BDŽ 2626,16.0,Sofia Sever,05:41,05:42,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2626:99,BDŽ 2626,99.0,Sofia,05:46,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:0,BDŽ 2627,0.0,Sofia,,23:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:1,BDŽ 2627,1.0,Sofia Sever,23:05,23:06,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:2,BDŽ 2627,2.0,Rebrovo,23:27,23:28,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:3,BDŽ 2627,3.0,Svoge,23:37,23:38,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:4,BDŽ 2627,4.0,Cerovo,23:46,23:46,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:5,BDŽ 2627,5.0,Bov,23:50,23:51,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:6,BDŽ 2627,6.0,Lakatnik,23:59,23:59,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:7,BDŽ 2627,7.0,Zverino,00:19,00:20,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:8,BDŽ 2627,8.0,Mezdra,00:37,00:38,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:9,BDŽ 2627,9.0,Roman,00:51,00:52,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:10,BDŽ 2627,10.0,Cherven Bryag,01:11,01:12,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:11,BDŽ 2627,11.0,Telish,01:25,01:26,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:12,BDŽ 2627,12.0,Targovishte,04:34,04:35,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:13,BDŽ 2627,13.0,Shumen,05:05,05:07,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:14,BDŽ 2627,14.0,Kaspichan,05:25,05:26,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:15,BDŽ 2627,15.0,Provadiya,05:51,05:52,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:16,BDŽ 2627,16.0,Dobrina,05:56,05:57,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:17,BDŽ 2627,17.0,Sindel,06:17,06:18,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:18,BDŽ 2627,18.0,Poveljanovo,06:26,06:28,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:19,BDŽ 2627,19.0,Beloslav,06:33,06:34,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2627:99,BDŽ 2627,99.0,Varna,06:52,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:0,BDŽ 2636,0.0,Dobrich,,20:35,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:1,BDŽ 2636,1.0,Donchevo,20:43,20:43,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:2,BDŽ 2636,2.0,Botevo,20:53,20:53,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:3,BDŽ 2636,3.0,Baqël,21:02,21:02,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:4,BDŽ 2636,4.0,General Kiselovo,21:10,21:10,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:5,BDŽ 2636,5.0,Valchi Dol,21:17,21:18,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:6,BDŽ 2636,6.0,Suvorovo,21:29,21:30,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:7,BDŽ 2636,7.0,Chernevo,21:36,21:36,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:8,BDŽ 2636,8.0,Kipra,21:40,21:40,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:9,BDŽ 2636,9.0,Devnya,21:46,21:47,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:10,BDŽ 2636,10.0,Poveljanovo,21:56,22:21,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:12,BDŽ 2636,12.0,Zverino,04:28,04:29,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:13,BDŽ 2636,13.0,Lakatnik,04:49,04:50,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:14,BDŽ 2636,14.0,Svoge,05:07,05:08,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:15,BDŽ 2636,15.0,Kurilo,05:28,05:29,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:16,BDŽ 2636,16.0,Sofia Sever,05:41,05:42,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2636:99,BDŽ 2636,99.0,Sofia,05:46,,0.0,0.0,,,,,,,,,,,,,,,,,,
:,,,,,,,,,,,,,,,,,,,,,,,,,
BDŽ 2637:0,BDŽ 2637,0.0,Sofia,,23:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:1,BDŽ 2637,1.0,Sofia Sever,23:05,23:06,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:2,BDŽ 2637,2.0,Rebrovo,23:27,23:28,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:3,BDŽ 2637,3.0,Svoge,23:37,23:38,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:4,BDŽ 2637,4.0,Cerovo,23:46,23:46,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:5,BDŽ 2637,5.0,Bov,23:50,23:51,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:6,BDŽ 2637,6.0,Lakatnik,23:59,23:59,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:7,BDŽ 2637,7.0,Zverino,00:19,00:20,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:8,BDŽ 2637,8.0,Mezdra,00:37,00:38,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:9,BDŽ 2637,9.0,Roman,00:51,00:52,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:10,BDŽ 2637,10.0,Cherven Bryag,01:11,01:12,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:11,BDŽ 2637,11.0,Telish,01:25,01:26,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:12,BDŽ 2637,12.0,Poveljanovo,06:26,07:05,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:13,BDŽ 2637,13.0,Devnya,07:14,07:15,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:14,BDŽ 2637,14.0,Kipra,07:22,07:22,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:15,BDŽ 2637,15.0,Chernevo,07:26,07:26,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:16,BDŽ 2637,16.0,Suvorovo,07:32,07:33,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:17,BDŽ 2637,17.0,Valchi Dol,07:44,07:45,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:18,BDŽ 2637,18.0,General Kiselovo,07:52,07:52,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:19,BDŽ 2637,19.0,Oborishte,08:00,08:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:20,BDŽ 2637,20.0,Botevo,08:08,08:08,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:21,BDŽ 2637,21.0,Donchevo,08:18,08:18,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 2637:99,BDŽ 2637,99.0,Dobrich,08:26,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3636:0,BDŽ 3636,0.0,Varna,,21:40,,,,,,,,,,,,,,,,,,,,
BDŽ 3636:1,BDŽ 3636,1.0,Poveljanovo,,22:23,,,,,,,,,,,,,,,,,,,,
BDŽ 3636:2,BDŽ 3636,2.0,Dalgopol,,23:08,,,,,,,,,,,,,,,,,,,,
BDŽ 3636:3,BDŽ 3636,3.0,Sliven,,01:18,,,,,,,,,,,,,,,,,,,,
BDŽ 3636:4,BDŽ 3636,4.0,Pirdop,05:04,,,,,,,,,,,,,,,,,,,,,
BDŽ 3636:99,BDŽ 3636,99.0,Sofia,07:00,,,,,,,,,,,,,,,,,,,,,
BDŽ 3637:0,BDŽ 3637,0.0,Sofia,,23:05,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:1,BDŽ 3637,1.0,Poduiane,23:12,23:13,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:3,BDŽ 3637,2.0,Iskar,23:24,23:25,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:4,BDŽ 3637,3.0,Kazichene,23:31,23:32,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:5,BDŽ 3637,4.0,Zlatica,00:27,00:28,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:6,BDŽ 3637,5.0,Pirdop,00:32,00:33,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:7,BDŽ 3637,6.0,Klisura,01:00,01:01,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:8,BDŽ 3637,7.0,Karlovo,01:24,01:25,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:9,BDŽ 3637,8.0,Straldzha,04:17,04:18,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:11,BDŽ 3637,9.0,Karnobat,04:36,04:38,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:12,BDŽ 3637,10.0,Asparuhovo,05:50,05:51,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:13,BDŽ 3637,11.0,Komunari,05:55,05:56,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:14,BDŽ 3637,12.0,Dalgopol,06:04,06:05,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:15,BDŽ 3637,13.0,Sindel,06:32,06:33,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:16,BDŽ 3637,14.0,Poveljanovo,06:43,06:53,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:17,BDŽ 3637,15.0,Beloslav,06:58,06:59,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3637:99,BDŽ 3637,99.0,Varna,07:16,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 3686:0,BDŽ 3686,0.0,Burgas,,22:50,,,,,,,,,,,,,,,,,,,,
BDŽ 3686:1,BDŽ 3686,1.0,Sliven,,00:11,,,,,,,,,,,,,,,,,,,,
BDŽ 3686:99,BDŽ 3686,99.0,Sofia,05:13,,,,,,,,,,,,,,,,,,,,,
BDŽ 3687:0,BDŽ 3687,0.0,Sofia,,23:40,,,,,,,,,,,,,,,,,,,,
BDŽ 3687:1,BDŽ 3687,1.0,Pirdop,,01:03,,,,,,,,,,,,,,,,,,,,
BDŽ 3687:2,BDŽ 3687,2.0,Sliven,04:31,,,,,,,,,,,,,,,,,,,,,
BDŽ 3687:99,BDŽ 3687,99.0,Burgas,05:55,,,,,,,,,,,,,,,,,,,,,
BDŽ 8626:0,BDŽ 8626,0.0,Burgas,,21:45,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8626:1,BDŽ 8626,1.0,Vladimir Pavlov,21:50,21:51,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8626:2,BDŽ 8626,2.0,Aytos,22:10,22:11,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8626:3,BDŽ 8626,3.0,Karnobat,22:26,22:27,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8626:5,BDŽ 8626,4.0,Straldzha,22:46,22:47,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8626:6,BDŽ 8626,5.0,Zimnitsa,22:53,22:54,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8626:7,BDŽ 8626,6.0,Jambol,23:06,23:08,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8626:8,BDŽ 8626,7.0,Nova Zagora,23:34,23:35,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8626:9,BDŽ 8626,8.0,Stara Zagora,23:54,23:56,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8626:10,BDŽ 8626,9.0,Dimitrovgrad Sever,01:00,01:07,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8626:11,BDŽ 8626,10.0,Dimitrovgrad,01:12,01:32,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8626:12,BDŽ 8626,11.0,Elin Pelin,04:40,04:41,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8626:13,BDŽ 8626,12.0,Kazichene,04:52,04:53,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8626:14,BDŽ 8626,13.0,Iskar,04:59,05:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8626:16,BDŽ 8626,14.0,Poduiane,05:12,05:13,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8626:99,BDŽ 8626,99.0,Sofia,05:20,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:0,BDŽ 8627,0.0,Sofia,,22:25,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:1,BDŽ 8627,1.0,Poduiane,22:32,22:33,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:3,BDŽ 8627,3.0,Iskar,22:44,22:45,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:4,BDŽ 8627,4.0,Kazichene,22:51,22:52,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:5,BDŽ 8627,5.0,Elin Pelin,23:03,23:04,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:6,BDŽ 8627,6.0,Ihtiman,23:34,23:36,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:7,BDŽ 8627,7.0,Kostenets,23:59,23:59,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:8,BDŽ 8627,8.0,Belovo,00:25,00:26,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:9,BDŽ 8627,9.0,Septemvri,00:38,00:39,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:10,BDŽ 8627,10.0,Pazardzhik,00:49,00:50,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:11,BDŽ 8627,11.0,Stambolijski,01:01,01:02,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:12,BDŽ 8627,12.0,Plovdiv,01:14,01:17,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:13,BDŽ 8627,13.0,Bezmer,04:22,04:23,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:14,BDŽ 8627,14.0,Jambol,04:30,04:32,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:15,BDŽ 8627,15.0,Zimnitsa,04:43,04:44,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:17,BDŽ 8627,16.0,Karnobat,05:05,05:06,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:18,BDŽ 8627,17.0,Aytos,05:20,05:21,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:19,BDŽ 8627,18.0,Druzhba,05:32,05:33,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:20,BDŽ 8627,19.0,Vladimir Pavlov,05:44,05:45,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8627:99,BDŽ 8627,99.0,Burgas,05:50,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:0,BDŽ 8656,0.0,Varna,,23:30,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:1,BDŽ 8656,1.0,Beloslav,23:48,23:49,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:2,BDŽ 8656,2.0,Sindel,00:01,00:02,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:3,BDŽ 8656,3.0,Dalgopol,00:26,00:27,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:4,BDŽ 8656,4.0,Komunari,00:35,00:36,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:5,BDŽ 8656,5.0,Dimitrovgrad,04:35,04:55,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:6,BDŽ 8656,6.0,Jabalkovo,05:02,05:03,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:7,BDŽ 8656,7.0,Parvomaj,05:14,05:15,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:8,BDŽ 8656,8.0,Popovica,05:24,05:25,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:9,BDŽ 8656,9.0,Cheshnegirovo,05:31,05:31,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:10,BDŽ 8656,10.0,Sadovo,05:34,05:34,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:11,BDŽ 8656,11.0,Katunica,05:39,05:40,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:12,BDŽ 8656,12.0,Krumovo,05:45,05:46,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:13,BDŽ 8656,13.0,Plovdiv,05:59,06:04,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:14,BDŽ 8656,14.0,Proslav,06:09,06:09,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:15,BDŽ 8656,15.0,Todor Kableshkov,06:12,06:13,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:16,BDŽ 8656,16.0,Kadievo,06:17,06:17,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:17,BDŽ 8656,17.0,Stambolijski,06:21,06:22,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:18,BDŽ 8656,18.0,Pazardzhik,06:34,06:35,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:19,BDŽ 8656,19.0,Septemvri,06:44,06:45,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:20,BDŽ 8656,20.0,Belovo,06:56,06:57,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:21,BDŽ 8656,21.0,Kostenets,07:20,07:21,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:22,BDŽ 8656,22.0,Ihtiman,07:43,07:44,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:23,BDŽ 8656,23.0,Vakarel,08:00,08:02,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:24,BDŽ 8656,24.0,Elin Pelin,08:19,08:20,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:25,BDŽ 8656,25.0,Kazichene,08:31,08:32,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:26,BDŽ 8656,26.0,Iskar,08:38,08:42,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:28,BDŽ 8656,28.0,Poduiane,08:52,08:53,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8656:99,BDŽ 8656,99.0,Sofia,09:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:0,BDŽ 8657,0.0,Sofia,,20:55,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:1,BDŽ 8657,1.0,Poduiane,21:02,21:03,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:3,BDŽ 8657,3.0,Iskar,21:14,21:15,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:4,BDŽ 8657,4.0,Kazichene,21:21,21:22,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:5,BDŽ 8657,5.0,Vakarel,21:48,21:50,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:6,BDŽ 8657,6.0,Ihtiman,22:06,22:08,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:7,BDŽ 8657,7.0,Kostenets,22:32,22:33,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:8,BDŽ 8657,8.0,Belovo,22:57,22:58,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:9,BDŽ 8657,9.0,Septemvri,23:09,23:10,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:10,BDŽ 8657,10.0,Pazardzhik,23:20,23:21,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:11,BDŽ 8657,11.0,Stambolijski,23:32,23:33,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:12,BDŽ 8657,12.0,Plovdiv,23:44,23:49,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:13,BDŽ 8657,13.0,Krumovo,00:02,00:03,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:14,BDŽ 8657,14.0,Parvomai,00:24,00:25,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:15,BDŽ 8657,15.0,Dimitrovgrad,00:42,01:00,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:16,BDŽ 8657,16.0,Komunari,04:51,04:52,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:17,BDŽ 8657,17.0,Dalgopol,05:00,05:01,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:18,BDŽ 8657,18.0,Sindel,05:27,05:28,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:19,BDŽ 8657,19.0,Beloslav,05:41,05:42,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 8657:99,BDŽ 8657,99.0,Varna,06:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:0,BDŽ 9646,0.0,Silistra,,18:20,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:1,BDŽ 9646,1.0,Alfatar,19:06,19:06,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:,BDŽ 9646,,Mezhden,19:34,19:34,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:2,BDŽ 9646,2.0,Dulovo,19:42,19:43,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:,BDŽ 9646,,Ruijno,19:56,19:56,0.0,0.0,,,,,,,,,,,,,,,,,,
BDŽ 9646:,BDŽ 9646,,Bezimenna,20:05,20:05,0.0,0.0,,,,,,,,,,,,,,,,,,
