trip_id,stop_id,stop_sequence,departure_time,arrival_time,route_type,route_short_name,route_long_name
sbb-91-02EY-1-1-1-R-0-Special#4779-4-1,ch:23005:300,1,20:33:00,20:33:00,2,IC,
sbb-91-02EY-1-1-1-R-0-Special#4779-4-1,ch:23026:688,2,21:26:00,21:26:00,2,IC,
sbb-91-02EY-1-1-1-R-0-Special#1367-7-2,ch:23005:300,1,15:33:00,15:33:00,2,IC,
sbb-91-02EY-1-1-1-R-0-Special#1367-7-2,ch:23026:688,2,16:26:00,16:26:00,2,IC,
sbb-91-02EY-1-1-1-R-0-Special#1367-1-3,ch:23005:300,1,17:33:00,17:33:00,2,IC,
sbb-91-02EY-1-1-1-R-0-Special#1367-1-3,ch:23026:688,2,18:26:00,18:26:00,2,IC,
sbb-91-02EY-1-1-1-R-0-Special#305-8-4,ch:23005:300,1,15:33:00,15:33:00,2,IC,
sbb-91-02EY-1-1-1-R-0-Special#305-8-4,ch:23026:688,2,16:26:00,16:26:00,2,IC,
sbb-91-02EY-1-1-2-R-1-Special#4780-10-5,ch:23005:300,1,20:28:00,20:28:00,2,IC,
sbb-91-02EY-1-1-2-R-1-Special#4780-10-5,ch:23026:688:90,2,21:37:00,21:37:00,2,IC,
sbb-91-02EY-1-1-1-R-0-Special#4781-3-6,ch:23005:300,1,15:33:00,15:33:00,2,IC,
sbb-91-02EY-1-1-1-R-0-Special#4781-3-6,ch:23026:688,2,16:26:00,16:26:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#305-15-7,ch:23026:688,1,09:34:00,09:34:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#305-15-7,ch:23005:300,2,10:26:00,10:26:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#4782-23-8,ch:23026:688,1,20:59:00,20:59:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#4782-23-8,ch:23005:300,2,21:52:00,21:52:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#4782-14-9,ch:23026:688,1,21:59:00,21:59:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#4782-14-9,ch:23005:300,2,22:51:00,22:51:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#127-17-10,ch:23026:688,1,21:59:00,21:59:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#127-17-10,ch:23005:300,2,22:51:00,22:51:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#4783-29-11,ch:23026:688,1,21:59:00,21:59:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#4783-29-11,ch:23005:300,2,22:56:00,22:56:00,2,IC,
sbb-91-02EY-1-1-6-H-3-Special#36-34-12,ch:23026:688:90,1,19:36:00,19:36:00,2,IC,
sbb-91-02EY-1-1-6-H-3-Special#36-34-12,ch:23001:20019:90,2,19:52:00,19:51:00,2,IC,
sbb-91-02EY-1-1-6-H-3-Special#36-34-12,ch:23001:20198:90,3,20:02:00,20:00:00,2,IC,
sbb-91-02EY-1-1-6-H-3-Special#36-34-12,ch:23001:20003:90,4,20:18:00,20:17:00,2,IC,
sbb-91-02EY-1-1-6-H-3-Special#36-34-12,ch:23001:20221:90,5,20:25:00,20:24:00,2,IC,
sbb-91-02EY-1-1-6-H-3-Special#36-34-12,ch:23001:20189:90,6,20:33:00,20:32:00,2,IC,
sbb-91-02EY-1-1-6-H-3-Special#36-34-12,ch:23001:20186:90,7,20:37:00,20:37:00,2,IC,
sbb-91-02EY-1-1-6-H-3-Special#36-34-12,ch:23005:300,8,20:52:00,20:52:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#38-26-13,ch:23026:688,1,21:59:00,21:59:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#38-26-13,ch:23005:300,2,22:52:00,22:52:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#4784-27-14,ch:23026:688,1,21:59:00,21:59:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#4784-27-14,ch:23005:300,2,22:52:00,22:52:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#1191-28-15,ch:23026:688,1,21:59:00,21:59:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#1191-28-15,ch:23005:300,2,22:53:00,22:53:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#36-13-16,ch:23026:688,1,19:34:00,19:34:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#36-13-16,ch:23005:300,2,20:26:00,20:26:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#4785-21-17,ch:23026:688,1,20:59:00,20:59:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#4785-21-17,ch:23005:300,2,21:52:00,21:52:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#4786-24-18,ch:23026:688,1,19:59:00,19:59:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#4786-24-18,ch:23005:300,2,20:52:00,20:52:00,2,IC,
sbb-91-02EY-1-1-4-H-1-Special#1202-32-19,ch:23026:688,1,06:26:00,06:26:00,2,IC,
sbb-91-02EY-1-1-4-H-1-Special#1202-32-19,ch:23005:300,2,07:37:00,07:23:00,2,IC,
sbb-91-02EY-1-1-4-H-1-Special#1202-32-19,de:08317:16700:1,3,09:00:00,09:00:00,2,IC,
sbb-91-02EY-1-1-4-H-1-Special#4779-30-20,ch:23026:688,1,06:34:00,06:34:00,2,IC,
sbb-91-02EY-1-1-4-H-1-Special#4779-30-20,ch:23005:300,2,07:37:00,07:26:00,2,IC,
sbb-91-02EY-1-1-4-H-1-Special#4779-30-20,de:08317:16700:1,3,09:00:00,09:00:00,2,IC,
sbb-91-02EY-1-1-5-H-2-Special#4780-33-21,ch:23026:688:90,1,06:08:00,06:08:00,2,IC,
sbb-91-02EY-1-1-5-H-2-Special#4780-33-21,ch:23005:300,2,07:37:00,07:20:00,2,IC,
sbb-91-02EY-1-1-5-H-2-Special#4780-33-21,de:08317:16700:1,3,09:00:00,09:00:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#4787-18-22,ch:23026:688,1,09:34:00,09:34:00,2,IC,
sbb-91-02EY-1-1-3-H-0-Special#4787-18-22,ch:23005:300,2,10:26:00,10:26:00,2,IC,
sbb-91-02PY-1-1-1-R-0-Special#4788-5-1,de:08337:6570:1,1,05:54:00,05:54:00,2,IC,
sbb-91-02PY-1-1-1-R-0-Special#4788-5-1,ch:23026:688,2,06:23:00,06:23:00,2,IC,
sbb-91-02PY-1-1-1-R-0-Special#4788-1-2,de:08337:6570:1,1,07:54:00,07:54:00,2,IC,
sbb-91-02PY-1-1-1-R-0-Special#4788-1-2,ch:23026:688,2,08:23:00,08:23:00,2,IC,
sbb-91-02PY-1-1-1-R-0-Special#4788-6-3,de:08337:6570:1,1,06:54:00,06:54:00,2,IC,
sbb-91-02PY-1-1-1-R-0-Special#4788-6-3,ch:23026:688,2,07:23:00,07:23:00,2,IC,
sbb-91-02PY-1-1-1-R-0-Special#4788-12-4,de:08337:6570:1,1,10:54:00,10:54:00,2,IC,
sbb-91-02PY-1-1-1-R-0-Special#4788-12-4,ch:23026:688,2,11:23:00,11:23:00,2,IC,
