trip_id,stop_id,stop_sequence,departure_time,arrival_time,route_type,route_short_name,route_long_name
bus-1-A000-1-1-4-H-0-Special#10672-5-1,de:11000:900058101:4:57,1,09:55:00,09:55:00,2,FLX10,
bus-1-A000-1-1-4-H-0-Special#10672-5-1,de:11000:900003200:1:50,2,10:06:00,10:00:00,2,FLX10,
bus-1-A000-1-1-4-H-0-Special#10672-5-1,de:15090:8010334:2:3,3,10:56:00,10:51:00,2,FLX10,
bus-1-A000-1-1-4-H-0-Special#10672-5-1,de:02000:10950:3:12,4,12:34:00,12:34:00,2,FLX10,
bus-1-A000-1-1-4-H-0-Special#2372-6-2,de:11000:900058101:4:57,1,13:55:00,13:55:00,2,FLX10,
bus-1-A000-1-1-4-H-0-Special#2372-6-2,de:11000:900003200:1:50,2,14:08:00,14:00:00,2,FLX10,
bus-1-A000-1-1-4-H-0-Special#2372-6-2,de:15090:8010334:2:3,3,14:56:00,14:51:00,2,FLX10,
bus-1-A000-1-1-4-H-0-Special#2372-6-2,de:02000:10950:3:12,4,16:34:00,16:34:00,2,FLX10,
bus-1-A000-1-1-9-H-1-Special#10673-16-3,de:14713:8010205::15,1,08:45:00,08:45:00,2,FLX10,
bus-1-A000-1-1-9-H-1-Special#10673-16-3,de:11000:900058101:4:57,2,09:55:00,09:53:00,2,FLX10,
bus-1-A000-1-1-9-H-1-Special#10673-16-3,de:11000:900003200:1:50,3,10:06:00,10:00:00,2,FLX10,
bus-1-A000-1-1-9-H-1-Special#10673-16-3,de:15090:8010334:2:3,4,10:56:00,10:51:00,2,FLX10,
bus-1-A000-1-1-9-H-1-Special#10673-16-3,de:02000:10950:3:12,5,12:34:00,12:34:00,2,FLX10,
bus-1-A000-1-1-11-H-2-Special#10674-17-4,de:02000:10950:3:12,1,17:21:00,17:21:00,2,FLX10,
bus-1-A000-1-1-11-H-2-Special#10674-17-4,de:15090:8010334:2:3,2,18:59:00,18:57:00,2,FLX10,
bus-1-A000-1-1-11-H-2-Special#10674-17-4,de:11000:900029101:2:53,3,19:39:00,19:37:00,2,FLX10,
bus-1-A000-1-1-11-H-2-Special#10674-17-4,de:11000:900003200:1:50,4,19:57:00,19:47:00,2,FLX10,
bus-1-A000-1-1-11-H-2-Special#10674-17-4,de:11000:900058101:4:57,5,20:03:00,20:01:00,2,FLX10,
bus-1-A000-1-1-11-H-2-Special#10674-17-4,de:14713:8010205::15,6,21:12:00,21:12:00,2,FLX10,
bus-1-A000-1-1-16-H-3-Special#10675-11-5,de:08111:6115:3:6,1,06:15:00,06:15:00,2,FLX10,
bus-1-A000-1-1-16-H-3-Special#10675-11-5,de:08221:1160:1:1,2,07:06:00,06:59:00,2,FLX10,
bus-1-A000-1-1-16-H-3-Special#10675-11-5,de:06411:4734:41:5,3,07:40:00,07:38:00,2,FLX10,
bus-1-A000-1-1-16-H-3-Special#10675-11-5,de:06412:912:2:3,4,07:58:00,07:55:00,2,FLX10,
bus-1-A000-1-1-16-H-3-Special#10675-11-5,de:06631:11049:4:4,5,08:56:00,08:54:00,2,FLX10,
bus-1-A000-1-1-16-H-3-Special#10675-11-5,de:16051:8010101::3,6,10:13:00,10:08:00,2,FLX10,
bus-1-A000-1-1-16-H-3-Special#10675-11-5,de:15002:8010159:6:11,7,10:49:00,10:47:00,2,FLX10,
