trip_id,stop_id,stop_sequence,departure_time,arrival_time,route_type,route_short_name,route_long_name
obb-12-D17-1-1-15-R-9-Special#1597-25-1,nl:84058:0:1,1,18:59:00,18:59:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-15-R-9-Special#1597-25-1,de:05515:41000:91:3,2,21:53:00,21:50:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-15-R-9-Special#1597-25-1,de:09564:510:2,3,28:31:00,27:42:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-15-R-9-Special#1597-25-1,de:09162:100:11:14,4,30:40:00,30:20:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-15-R-9-Special#1597-25-1,de:09163:9:17:4,5,31:22:00,31:20:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-15-R-9-Special#1597-25-1,at:47:2184:0:13,6,31:53:00,31:53:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-16-R-10-Special#122-26-2,nl:84058:0:1,1,18:59:00,18:59:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-16-R-10-Special#122-26-2,de:05515:41000:91:3,2,21:53:00,21:50:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-16-R-10-Special#122-26-2,de:09564:510:1:1,3,28:17:00,27:28:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-16-R-10-Special#122-26-2,de:09162:100:5:10,4,30:33:00,30:12:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-16-R-10-Special#122-26-2,de:09163:9:15:1,5,31:22:00,31:20:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-16-R-10-Special#122-26-2,at:47:2184:0:13,6,31:53:00,31:53:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-17-R-11-Special#1310-27-3,nl:84058:0:1,1,18:59:00,18:59:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-17-R-11-Special#1310-27-3,de:05515:41000:91:3,2,21:53:00,21:50:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-17-R-11-Special#1310-27-3,de:09564:510:1:1,3,28:17:00,27:28:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-17-R-11-Special#1310-27-3,de:09162:100:11:14,4,30:33:00,30:09:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-17-R-11-Special#1310-27-3,de:09163:9:17:4,5,31:22:00,31:20:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-17-R-11-Special#1310-27-3,at:47:2184:0:13,6,31:53:00,31:53:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-17-R-11-Special#981-28-4,nl:84058:0:1,1,18:59:00,18:59:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-17-R-11-Special#981-28-4,de:05515:41000:91:3,2,21:53:00,21:50:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-17-R-11-Special#981-28-4,de:09564:510:1:1,3,28:31:00,27:42:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-17-R-11-Special#981-28-4,de:09162:100:11:14,4,30:40:00,30:20:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-17-R-11-Special#981-28-4,de:09163:9:17:4,5,31:22:00,31:20:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-17-R-11-Special#981-28-4,at:47:2184:0:13,6,31:53:00,31:53:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-18-R-12-Special#5083-29-5,nl:84058:0:1,1,19:00:00,19:00:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-18-R-12-Special#5083-29-5,de:09564:510:2,3,28:17:00,27:28:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-18-R-12-Special#5083-29-5,de:09163:9:17:4,5,31:22:00,31:20:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-18-R-12-Special#5083-29-5,at:47:2184:0:13,6,31:53:00,31:53:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-19-R-13-Special#240-30-6,nl:84058:0:1,1,18:30:00,18:30:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-19-R-13-Special#240-30-6,de:09564:510:2,3,28:50:00,28:05:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-19-R-13-Special#240-30-6,de:09162:100:11:14,4,30:58:00,30:38:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-19-R-13-Special#240-30-6,de:09163:9:17:4,5,31:46:00,31:46:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-19-R-13-Special#240-30-6,at:47:2184:0:13,6,31:53:00,31:53:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-20-R-14-Special#4782-31-7,nl:84058:0:1,1,18:30:00,18:30:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-20-R-14-Special#4782-31-7,de:09564:510:1:1,3,28:50:00,28:05:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
obb-12-D17-1-1-20-R-14-Special#4782-31-7,de:09162:100:11:14,4,30:58:00,30:38:00,2,,Lindau - Bregenz - Bludenz - Innsbruck - Kufstein - Salzburg - Wien
