origin,destination,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,departure_time,arrival_time,shape_distance_km,source,provider,origin_city,destination_city,distance_km
"Aalen, Hauptbahnhof",Aulendorf Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.9529683,9.6438996,06:52:00,08:46:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Aulendorf Bahnhof,104.30732362598556
"Aalen, Hauptbahnhof",Bahnhof Überlingen,Train Longue Distance Nuit,48.8416777,10.0961295,47.7689677,9.1630584,06:52:00,09:59:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Bahnhof Überlingen,137.80301235879767
"Aalen, Hauptbahnhof",Friedrichshafen Stadtbahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.6532824,9.4735701,06:52:00,09:16:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Friedrichshafen Stadtbahnhof,139.95207723702694
"Aalen, Hauptbahnhof",Ludwigshafen(Bodensee) Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.8156006,9.0531495,06:52:00,10:26:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Ludwigshafen(Bodensee) Bahnhof,137.70287826396392
"Aalen, Hauptbahnhof",Radolfzell Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.735852,8.969157,06:52:00,10:47:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Radolfzell Bahnhof,148.56278798389337
"Aalen, Hauptbahnhof","Salem, Bahnhof",Train Longue Distance Nuit,48.8416777,10.0961295,47.7577,9.2969523,06:52:00,09:45:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof","Salem, Bahnhof",134.24714503378314
"Aalen, Hauptbahnhof",Singen (Htw) Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.7596204,8.8421802,06:52:00,11:00:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Singen (Htw) Bahnhof,151.9163407560318
"Aalen, Hauptbahnhof",Sipplingen Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.7955392,9.0956039,06:52:00,10:20:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Sipplingen Bahnhof,137.85545165756537
"Aalen, Hauptbahnhof",Uhldingen-Mühlhofen Bahnhof,Train Longue Distance Nuit,48.8416777,10.0961295,47.7369033,9.24856,06:52:00,09:52:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Uhldingen-Mühlhofen Bahnhof,137.92262364863683
"Aalen, Hauptbahnhof",Überlingen Bahnhof Therme,Train Longue Distance Nuit,48.8416777,10.0961295,47.7694386,9.1446878,06:52:00,10:03:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aalen, Hauptbahnhof",Überlingen Bahnhof Therme,138.44309451462885
Aichstetten Bahnhof,München Hbf Gleis 24,Train Longue Distance,47.8877939,10.0746777,48.14086,11.5576615,08:42:00,10:05:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aichstetten Bahnhof,München Hbf Gleis 24,113.8397403727203
Aichstetten Bahnhof,Pasing Gleis 3,Train Longue Distance,47.8877939,10.0746777,48.1496771,11.4616496,08:42:00,09:57:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aichstetten Bahnhof,Pasing Gleis 3,107.18823274128579
"Aitrach (Kr Ravensb), Bahnhof",München Hbf Gleis 24,Train Longue Distance,47.9435397,10.0801574,48.14086,11.5576615,08:46:00,10:05:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aitrach (Kr Ravensb), Bahnhof",München Hbf Gleis 24,112.01018476370551
"Aitrach (Kr Ravensb), Bahnhof",Pasing Gleis 3,Train Longue Distance,47.9435397,10.0801574,48.1496771,11.4616496,08:46:00,09:57:00,,mobility_db,FR_BBS_Schapfl_mdb-770,"Aitrach (Kr Ravensb), Bahnhof",Pasing Gleis 3,105.22087082562531
Albbruck Bahnhof,Friedrichshafen Hafenbahnhof,Train Longue Distance,47.5922386,8.1317835,47.6515396,9.4824544,12:20:00,14:16:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Albbruck Bahnhof,Friedrichshafen Hafenbahnhof,101.44281864633193
Albbruck Bahnhof,Friedrichshafen Stadtbahnhof,Train Longue Distance Nuit,47.5922386,8.1317835,47.6533671,9.473588,06:12:00,08:28:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Albbruck Bahnhof,Friedrichshafen Stadtbahnhof,100.79148746825035
Allmendingen,Donaueschingen Bahnhof,Train Longue Distance Nuit,48.3277261,9.7223495,47.947842,8.4989429,06:26:00,08:35:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Allmendingen,Donaueschingen Bahnhof,100.12758278176761
Altona,Augsburg Hbf,EuroNight,53.5519791,9.9343519,48.3655187,10.8854791,07:57:00,13:52:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Altona,Augsburg Hbf,580.5282387217205
Altona,Kufstein Bahnhof,EuroNight,53.5519791,9.9343519,47.5830959,12.1655874,07:57:00,15:26:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Altona,Kufstein Bahnhof,682.0702359922998
Altona,München Hbf Gleis 10,EuroNight,53.5519791,9.9343519,48.1401586,11.5538976,09:03:00,15:06:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Altona,München Hbf Gleis 10,612.3717062607185
Altona,München Hbf Gleis 12,EuroNight,53.5519791,9.9343519,48.1399368,11.5574908,09:03:00,15:06:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Altona,München Hbf Gleis 12,612.4426841781553
Altona,München Hbf Gleis 14,EuroNight,53.5519791,9.9343519,48.1400807,11.5575178,09:03:00,15:06:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Altona,München Hbf Gleis 14,612.427282339529
Altona,Ostbahnhof Gleis 6,EuroNight,53.5519791,9.9343519,48.1274186,11.6053531,13:06:00,19:41:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Altona,Ostbahnhof Gleis 6,614.4433928225856
Altona,Ostbahnhof Gleis 8,EuroNight,53.5519791,9.9343519,48.1273047,11.6055327,07:57:00,14:32:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Altona,Ostbahnhof Gleis 8,614.4582494975222
Altona,Pasing Gleis 9,EuroNight,53.5519791,9.9343519,48.1500966,11.461955,07:57:00,14:15:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Altona,Pasing Gleis 9,610.121063131595
Altona,Rosenheim,EuroNight,53.5519791,9.9343519,47.8499013,12.1191804,07:57:00,15:04:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Altona,Rosenheim,652.3626648190935
Altstädten (Allgäu),Neu-Ulm,Train Longue Distance,47.4883577,10.280886,48.3935198,10.0058308,19:55:00,21:37:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Altstädten (Allgäu),Neu-Ulm,102.71343654278625
Altstädten (Allgäu),Ulm Hbf,Train Longue Distance Nuit,47.4883577,10.280886,48.3993531,9.9825824,05:50:00,07:43:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Altstädten (Allgäu),Ulm Hbf,103.70601495362367
Augsburg Hbf,Altona,EuroNight,48.3655307,10.885533,53.5519791,9.9343519,16:13:00,22:00:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Augsburg Hbf,Altona,580.5273437977149
Augsburg Hbf,Hamburg Hbf,EuroNight,48.3655307,10.885533,53.5527529,10.0079239,16:13:00,21:44:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Augsburg Hbf,Hamburg Hbf,580.0462721131479
Augsburg Hbf,Karlsruhe Hauptbahnhof,Train Longue Distance,48.365656,10.8858385,48.993367,8.401278,07:20:00,09:51:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Augsburg Hbf,Karlsruhe Hauptbahnhof,195.29929396704543
Augsburg Hbf,Kufstein Bahnhof,EuroNight,48.3655187,10.8854791,47.5830959,12.1655874,13:54:00,15:26:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Augsburg Hbf,Kufstein Bahnhof,129.03117259674832
Augsburg Hbf,Nürnberg Hbf,EuroNight,48.3656739,10.8858924,49.4455099,11.0822371,11:13:00,12:22:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Augsburg Hbf,Nürnberg Hbf,120.92668008996851
Augsburg Hbf,Paris Gare de l'Est,Train Longue Distance,48.365656,10.8858385,48.8785739,2.3603054,07:20:00,12:35:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Augsburg Hbf,Paris Gare de l'Est,628.9020362900421
Augsburg Hbf,Rosenheim,EuroNight,48.3655187,10.8854791,47.8499013,12.1191804,13:54:00,15:04:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Augsburg Hbf,Rosenheim,108.06192932081876
Augsburg Hbf,Strasbourg Gare Centrale,Train Longue Distance,48.365656,10.8858385,48.5853107,7.734279,07:20:00,10:40:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Augsburg Hbf,Strasbourg Gare Centrale,233.58252553019872
Augsburg Hbf,Stuttgart Hauptbahnhof (oben) Gleis 10,Train Longue Distance,48.365656,10.8858385,48.7847465,9.1832166,07:20:00,09:01:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Augsburg Hbf,Stuttgart Hauptbahnhof (oben) Gleis 10,133.646719568114
Aulendorf Bahnhof,"Aalen, Hauptbahnhof",Train Longue Distance,47.9529382,9.6439535,48.8416955,10.096417,18:12:00,20:11:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aulendorf Bahnhof,"Aalen, Hauptbahnhof",104.31789178909904
Aulendorf Bahnhof,Bad Säckingen Bahnhof,Train Longue Distance,47.9529683,9.6438996,47.5559371,7.9487877,09:59:00,12:48:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aulendorf Bahnhof,Bad Säckingen Bahnhof,134.1886378377548
Aulendorf Bahnhof,Badischer Bahnhof,Train Longue Distance,47.9529683,9.6438996,47.5677212,7.6082453,09:59:00,13:12:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aulendorf Bahnhof,Badischer Bahnhof,158.0723811977853
Aulendorf Bahnhof,Lauchringen Bahnhof,Train Longue Distance,47.9529683,9.6438996,47.6289993,8.3224329,09:59:00,12:20:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aulendorf Bahnhof,Lauchringen Bahnhof,105.08563853565626
Aulendorf Bahnhof,Rheinfelden (Baden) Bahnhof,Train Longue Distance,47.9529683,9.6438996,47.5569071,7.784378,09:59:00,12:59:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aulendorf Bahnhof,Rheinfelden (Baden) Bahnhof,145.81659379885284
Aulendorf Bahnhof,Tiengen (Hochrhein) Bahnhof,Train Longue Distance,47.9529683,9.6438996,47.635513,8.2723429,09:59:00,12:23:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aulendorf Bahnhof,Tiengen (Hochrhein) Bahnhof,108.3641604209313
Aulendorf Bahnhof,Waldshut Bahnhof,Train Longue Distance,47.9529683,9.6438996,47.6215161,8.2193782,09:59:00,12:28:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Aulendorf Bahnhof,Waldshut Bahnhof,112.62528526698723
Bad Schussenried,Bad Säckingen Bahnhof,Train Longue Distance,47.9937673,9.668244,47.5559371,7.9487877,17:53:00,20:48:00,,mobility_db,FR_BBS_Schapfl_mdb-770,Bad Schussenried,Bad Säckingen Bahnhof,137.40171681101629
