origin,destination,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,departure_time,arrival_time,shape_distance_km,source,provider,origin_city,destination_city,distance_km
Allmendingen,Donaueschingen Bahnhof,Train Longue Distance Nuit,48.3277261,9.7223495,47.947842,8.4989429,06:26:00,08:35:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Allmendingen,Donaueschingen Bahnhof,100.12758278176761
Augsburg Hbf,Heimenkirch,Train Longue Distance Nuit,48.3650353,10.8854791,47.6288722,9.9022551,06:32:00,08:20:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Hbf,Heimenkirch,109.78452091268902
Augsburg Hbf,Hergatz,Train Longue Distance Nuit,48.3650353,10.8854791,47.6466862,9.82712,06:32:00,08:27:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Hbf,Hergatz,112.15772596037696
Augsburg Hbf,Immenstadt,Train Longue Distance Nuit,48.3650353,10.8854791,47.5590591,10.214258,06:32:00,07:55:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Hbf,Immenstadt,102.61306351490393
Augsburg Hbf,Lindau-Insel,Train Longue Distance Nuit,48.3653218,10.885003,47.5451508,9.6804521,22:32:00,25:01:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Hbf,Lindau-Insel,127.91678167384742
Augsburg Hbf,Lindau-Reutin,Train Longue Distance Nuit,48.3650353,10.8854791,47.5523177,9.7012121,06:32:00,08:45:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Hbf,Lindau-Reutin,126.26370387017384
Augsburg Hbf,Nürnberg Hbf,Train Longue Distance,48.3655187,10.8854791,49.445545,11.0822281,11:26:00,12:51:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Hbf,Nürnberg Hbf,120.95120215977555
Augsburg Hbf,Oberstaufen,Train Longue Distance Nuit,48.3650353,10.8854791,47.5539364,10.0255039,06:32:00,08:06:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Hbf,Oberstaufen,110.60952394583622
Augsburg Hbf,Röthenbach (Allgäu),Train Longue Distance Nuit,48.3650353,10.8854791,47.6205715,9.9535579,06:32:00,08:16:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Hbf,Röthenbach (Allgäu),107.98811752856136
Augsburg Messe Bstg 2,Heimenkirch,Train Longue Distance Nuit,48.3387921,10.8861169,47.6288722,9.9022551,06:37:00,08:20:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Messe Bstg 2,Heimenkirch,107.67132068759153
Augsburg Messe Bstg 2,Hergatz,Train Longue Distance Nuit,48.3387921,10.8861169,47.6466862,9.82712,06:37:00,08:27:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Messe Bstg 2,Hergatz,110.146954666516
Augsburg Messe Bstg 2,Immenstadt,Train Longue Distance Nuit,48.3387921,10.8861169,47.5590591,10.214258,06:37:00,07:55:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Messe Bstg 2,Immenstadt,100.10466447834541
Augsburg Messe Bstg 2,Lindau-Insel,Train Longue Distance Nuit,48.3387921,10.8861169,47.5451508,9.6804521,22:38:00,25:01:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Messe Bstg 2,Lindau-Insel,125.90633313246497
Augsburg Messe Bstg 2,Lindau-Reutin,Train Longue Distance Nuit,48.3387921,10.8861169,47.5523177,9.7012121,06:37:00,08:45:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Messe Bstg 2,Lindau-Reutin,124.24165795805366
Augsburg Messe Bstg 2,Oberstaufen,Train Longue Distance Nuit,48.3387921,10.8861169,47.5539364,10.0255039,06:37:00,08:06:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Messe Bstg 2,Oberstaufen,108.28113205479231
Augsburg Messe Bstg 2,Röthenbach (Allgäu),Train Longue Distance Nuit,48.3387921,10.8861169,47.6205715,9.9535579,06:37:00,08:16:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Messe Bstg 2,Röthenbach (Allgäu),105.81057932391393
Augsburg Morellstraße,Heimenkirch,Train Longue Distance Nuit,48.3550375,10.893025,47.6288722,9.9022551,06:35:00,08:20:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Morellstraße,Heimenkirch,109.34075075514787
Augsburg Morellstraße,Hergatz,Train Longue Distance Nuit,48.3550375,10.893025,47.6466862,9.82712,06:35:00,08:27:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Morellstraße,Hergatz,111.77178603672775
Augsburg Morellstraße,Immenstadt,Train Longue Distance Nuit,48.3550375,10.893025,47.5590591,10.214258,06:35:00,07:55:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Morellstraße,Immenstadt,101.92342631681974
Augsburg Morellstraße,Lindau-Insel,Train Longue Distance Nuit,48.3550375,10.893025,47.5451508,9.6804521,22:35:00,25:01:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Morellstraße,Lindau-Insel,127.53267463704034
Augsburg Morellstraße,Lindau-Reutin,Train Longue Distance Nuit,48.3550375,10.893025,47.5523177,9.7012121,06:35:00,08:45:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Morellstraße,Lindau-Reutin,125.87205149403334
Augsburg Morellstraße,Oberstaufen,Train Longue Distance Nuit,48.3550375,10.893025,47.5539364,10.0255039,06:35:00,08:06:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Morellstraße,Oberstaufen,110.03753381087853
Augsburg Morellstraße,Röthenbach (Allgäu),Train Longue Distance Nuit,48.3550375,10.893025,47.6205715,9.9535579,06:35:00,08:16:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Augsburg Morellstraße,Röthenbach (Allgäu),107.50701995076055
Aulendorf Bahnhof,"Aalen, Hauptbahnhof",Train Longue Distance,47.9529382,9.6439535,48.8416955,10.096417,18:12:00,20:11:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Aulendorf Bahnhof,"Aalen, Hauptbahnhof",104.31789178909904
Aulendorf Bahnhof,Bad Säckingen Bahnhof,Train Longue Distance,47.9529683,9.6438996,47.5559371,7.9487877,09:59:00,12:48:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Aulendorf Bahnhof,Bad Säckingen Bahnhof,134.1886378377548
Aulendorf Bahnhof,Badischer Bahnhof,Train Longue Distance,47.9529683,9.6438996,47.5677212,7.6082453,09:59:00,13:12:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Aulendorf Bahnhof,Badischer Bahnhof,158.0723811977853
Aulendorf Bahnhof,Lauchringen Bahnhof,Train Longue Distance,47.9529683,9.6438996,47.6289993,8.3224329,09:59:00,12:20:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Aulendorf Bahnhof,Lauchringen Bahnhof,105.08563853565626
Aulendorf Bahnhof,Rheinfelden (Baden) Bahnhof,Train Longue Distance,47.9529683,9.6438996,47.5569071,7.784378,09:59:00,12:59:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Aulendorf Bahnhof,Rheinfelden (Baden) Bahnhof,145.81659379885284
Aulendorf Bahnhof,Tiengen (Hochrhein) Bahnhof,Train Longue Distance,47.9529683,9.6438996,47.635513,8.2723429,09:59:00,12:23:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Aulendorf Bahnhof,Tiengen (Hochrhein) Bahnhof,108.3641604209313
Aulendorf Bahnhof,Waldshut Bahnhof,Train Longue Distance,47.9529683,9.6438996,47.6215161,8.2193782,09:59:00,12:28:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Aulendorf Bahnhof,Waldshut Bahnhof,112.62528526698723
Bad Schussenried,Bad Säckingen Bahnhof,Train Longue Distance,47.9937673,9.668244,47.5559371,7.9487877,17:53:00,20:48:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Bad Schussenried,Bad Säckingen Bahnhof,137.40171681101629
Bad Schussenried,Badischer Bahnhof,Train Longue Distance,47.9937673,9.668244,47.5677212,7.6082453,17:53:00,21:12:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Bad Schussenried,Badischer Bahnhof,161.04183767989701
Bad Schussenried,Rheinfelden (Baden) Bahnhof,Train Longue Distance,47.9937673,9.668244,47.5569071,7.784378,17:53:00,20:59:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Bad Schussenried,Rheinfelden (Baden) Bahnhof,148.91691417246983
Bad Schussenried,Tiengen (Hochrhein) Bahnhof,Train Longue Distance,47.9937673,9.668244,47.635513,8.2723429,17:53:00,20:23:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Bad Schussenried,Tiengen (Hochrhein) Bahnhof,111.58405707204211
Bad Schussenried,Waldshut Bahnhof,Train Longue Distance,47.9937673,9.668244,47.6215161,8.2193782,17:53:00,20:28:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Bad Schussenried,Waldshut Bahnhof,115.84737542074684
Bad Säckingen Bahnhof,Bermatingen-Ahausen Bahnhof,Train Longue Distance Nuit,47.5558643,7.9487338,47.7305231,9.3448325,05:57:00,08:11:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Bad Säckingen Bahnhof,Bermatingen-Ahausen Bahnhof,106.3779034002627
Bad Säckingen Bahnhof,Friedrichshafen Hafenbahnhof,Train Longue Distance,47.5558643,7.9487338,47.6515396,9.4824544,08:09:00,10:16:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Bad Säckingen Bahnhof,Friedrichshafen Hafenbahnhof,115.47786749335746
Bad Säckingen Bahnhof,Friedrichshafen Stadtbahnhof,Train Longue Distance Nuit,47.5558643,7.9487338,47.6533671,9.473588,05:57:00,08:28:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Bad Säckingen Bahnhof,Friedrichshafen Stadtbahnhof,114.8330132311778
Bad Säckingen Bahnhof,Markdorf Bahnhof,Train Longue Distance Nuit,47.5558643,7.9487338,47.7168416,9.3884457,05:57:00,08:15:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Bad Säckingen Bahnhof,Markdorf Bahnhof,109.34646291011283
Bad Säckingen Bahnhof,"Salem, Bahnhof",Train Longue Distance Nuit,47.5558643,7.9487338,47.7577,9.2969523,05:57:00,08:07:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Bad Säckingen Bahnhof,"Salem, Bahnhof",103.44084341055547
Badischer Bahnhof,Bahnhof Überlingen,Train Longue Distance Nuit,47.5677212,7.6082453,47.7689677,9.1630584,05:26:00,07:55:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Badischer Bahnhof,Bahnhof Überlingen,118.55481153186875
Badischer Bahnhof,Bermatingen-Ahausen Bahnhof,Train Longue Distance Nuit,47.5677212,7.6082453,47.7305231,9.3448325,05:26:00,08:11:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Badischer Bahnhof,Bermatingen-Ahausen Bahnhof,131.33593947129498
Badischer Bahnhof,Friedrichshafen Hafenbahnhof,Train Longue Distance,47.5677212,7.6082453,47.6515396,9.4824544,07:37:00,10:16:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Badischer Bahnhof,Friedrichshafen Hafenbahnhof,140.80578682797096
Badischer Bahnhof,Friedrichshafen Stadtbahnhof,Train Longue Distance Nuit,47.5677212,7.6082453,47.6533671,9.473588,05:26:00,08:28:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Badischer Bahnhof,Friedrichshafen Stadtbahnhof,140.1538494064175
Badischer Bahnhof,Ludwigshafen(Bodensee) Bahnhof,Train Longue Distance Nuit,47.5677212,7.6082453,47.8155463,9.0531316,05:26:00,07:40:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Badischer Bahnhof,Ludwigshafen(Bodensee) Bahnhof,111.60004778222017
Badischer Bahnhof,Markdorf Bahnhof,Train Longue Distance Nuit,47.5677212,7.6082453,47.7168416,9.3884457,05:26:00,08:15:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Badischer Bahnhof,Markdorf Bahnhof,134.39347265618358
Badischer Bahnhof,Radolfzell Bahnhof,Train Longue Distance Nuit,47.5677212,7.6082453,47.7356829,8.9691391,05:26:00,07:29:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Badischer Bahnhof,Radolfzell Bahnhof,103.63291535438728
Badischer Bahnhof,"Salem, Bahnhof",Train Longue Distance Nuit,47.5677212,7.6082453,47.7577,9.2969523,05:26:00,08:07:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Badischer Bahnhof,"Salem, Bahnhof",128.21517661356825
Badischer Bahnhof,Uhldingen-Mühlhofen Bahnhof,Train Longue Distance Nuit,47.5677212,7.6082453,47.7369576,9.248578,05:26:00,08:01:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Badischer Bahnhof,Uhldingen-Mühlhofen Bahnhof,124.29768754706564
Bahnhof Überlingen,Badischer Bahnhof,Train Longue Distance,47.7689677,9.1630584,47.5677212,7.6082453,07:10:00,09:12:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Bahnhof Überlingen,Badischer Bahnhof,118.55481153186875
Bahnhof Überlingen,Rheinfelden (Baden) Bahnhof,Train Longue Distance,47.7689677,9.1630584,47.5569071,7.784378,07:10:00,09:00:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Bahnhof Überlingen,Rheinfelden (Baden) Bahnhof,105.90449980612748
Beuggen Bahnhof,Bahnhof Überlingen,Train Longue Distance Nuit,47.5819992,7.8110041,47.7689677,9.1630584,05:44:00,07:55:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Beuggen Bahnhof,Bahnhof Überlingen,103.34069068019238
Beuggen Bahnhof,Bermatingen-Ahausen Bahnhof,Train Longue Distance Nuit,47.5819992,7.8110041,47.7305231,9.3448325,05:44:00,08:11:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Beuggen Bahnhof,Bermatingen-Ahausen Bahnhof,116.06021655749642
Beuggen Bahnhof,Friedrichshafen Stadtbahnhof,Train Longue Distance Nuit,47.5819992,7.8110041,47.6533671,9.473588,05:44:00,08:28:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Beuggen Bahnhof,Friedrichshafen Stadtbahnhof,124.86675182147685
Beuggen Bahnhof,Markdorf Bahnhof,Train Longue Distance Nuit,47.5819992,7.8110041,47.7168416,9.3884457,05:44:00,08:15:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Beuggen Bahnhof,Markdorf Bahnhof,119.10857217464434
Beuggen Bahnhof,"Salem, Bahnhof",Train Longue Distance Nuit,47.5819992,7.8110041,47.7577,9.2969523,05:44:00,08:07:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Beuggen Bahnhof,"Salem, Bahnhof",112.96642633726766
Beuggen Bahnhof,Uhldingen-Mühlhofen Bahnhof,Train Longue Distance Nuit,47.5819992,7.8110041,47.7369576,9.248578,05:44:00,08:01:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Beuggen Bahnhof,Uhldingen-Mühlhofen Bahnhof,109.03365099008492
Biberach (Riß),Bad Säckingen Bahnhof,Train Longue Distance,48.1019531,9.7929571,47.5559371,7.9487877,09:41:00,12:48:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Biberach (Riß),Bad Säckingen Bahnhof,150.4562075366277
Biberach (Riß),Badischer Bahnhof,Train Longue Distance,48.1019531,9.7929571,47.5677212,7.6082453,09:41:00,13:12:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Biberach (Riß),Badischer Bahnhof,173.5461380227689
Biberach (Riß),Erzingen (Baden) Bahnhof,Train Longue Distance,48.1019531,9.7929571,47.6601803,8.430635,09:41:00,12:13:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Biberach (Riß),Erzingen (Baden) Bahnhof,112.84597270039654
Biberach (Riß),Lauchringen Bahnhof,Train Longue Distance,48.1019531,9.7929571,47.6289993,8.3224329,09:41:00,12:20:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Biberach (Riß),Lauchringen Bahnhof,121.64964230646076
Biberach (Riß),Rheinfelden (Baden) Bahnhof,Train Longue Distance,48.1019531,9.7929571,47.5569071,7.784378,09:41:00,12:59:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Biberach (Riß),Rheinfelden (Baden) Bahnhof,161.71879064058683
Biberach (Riß),Tiengen (Hochrhein) Bahnhof,Train Longue Distance,48.1019531,9.7929571,47.635513,8.2723429,09:41:00,12:23:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Biberach (Riß),Tiengen (Hochrhein) Bahnhof,124.71989843888687
Biberach (Riß),Waldshut Bahnhof,Train Longue Distance,48.1019531,9.7929571,47.6215161,8.2193782,09:41:00,12:28:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Biberach (Riß),Waldshut Bahnhof,128.9744224828118
Biberach Süd,Bad Säckingen Bahnhof,Train Longue Distance,48.0869954,9.8032518,47.5559371,7.9487877,17:42:00,20:48:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Biberach Süd,Bad Säckingen Bahnhof,150.51775081417196
Biberach Süd,Badischer Bahnhof,Train Longue Distance,48.0869954,9.8032518,47.5677212,7.6082453,17:42:00,21:12:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Biberach Süd,Badischer Bahnhof,173.73075011803837
Biberach Süd,Erzingen (Baden) Bahnhof,Train Longue Distance,48.0869954,9.8032518,47.6601803,8.430635,17:42:00,20:13:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Biberach Süd,Erzingen (Baden) Bahnhof,112.84144032805317
Biberach Süd,Rheinfelden (Baden) Bahnhof,Train Longue Distance,48.0869954,9.8032518,47.5569071,7.784378,17:42:00,20:59:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Biberach Süd,Rheinfelden (Baden) Bahnhof,161.83859727396987
Biberach Süd,Tiengen (Hochrhein) Bahnhof,Train Longue Distance,48.0869954,9.8032518,47.635513,8.2723429,17:42:00,20:23:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Biberach Süd,Tiengen (Hochrhein) Bahnhof,124.7551768822576
Biberach Süd,Waldshut Bahnhof,Train Longue Distance,48.0869954,9.8032518,47.6215161,8.2193782,17:42:00,20:28:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Biberach Süd,Waldshut Bahnhof,129.01320728621693
Blaubeuren,Donaueschingen Bahnhof,Train Longue Distance,48.4038201,9.7919599,47.947842,8.4989429,08:29:00,10:35:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Blaubeuren,Donaueschingen Bahnhof,108.45611309388235
Blaubeuren,Geisingen Bahnhof,Train Longue Distance,48.4038201,9.7919599,47.9214569,8.6523841,08:29:00,10:25:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Blaubeuren,Geisingen Bahnhof,100.10180726261356
Blaubeuren,Villingen Bahnhof/ZOB,Train Longue Distance,48.4038201,9.7919599,48.0574872,8.4655974,17:29:00,19:45:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Blaubeuren,Villingen Bahnhof/ZOB,105.52094275011439
Blaustein Gleis 1,Donaueschingen Bahnhof,Train Longue Distance Nuit,48.4149353,9.9188829,47.947842,8.4989429,06:07:00,08:35:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Blaustein Gleis 1,Donaueschingen Bahnhof,117.38936892916776
Blaustein Gleis 1,Geisingen Bahnhof,Train Longue Distance Nuit,48.4149353,9.9188829,47.9214569,8.6523841,06:07:00,08:25:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Blaustein Gleis 1,Geisingen Bahnhof,108.7767856272184
Blaustein Gleis 1,Immendingen Bahnhof,Train Longue Distance Nuit,48.4149353,9.9188829,47.9362701,8.7294236,06:07:00,08:20:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Blaustein Gleis 1,Immendingen Bahnhof,103.0124840263309
Bobingen,Hergatz,Train Longue Distance Nuit,48.2666434,10.8379762,47.6466862,9.82712,06:41:00,08:27:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Bobingen,Hergatz,102.06931394978199
Bobingen,Lindau-Insel,Train Longue Distance Nuit,48.2666434,10.8379762,47.5451508,9.6804521,22:46:00,25:01:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Bobingen,Lindau-Insel,117.81395909938952
Bobingen,Lindau-Reutin,Train Longue Distance Nuit,48.2666434,10.8379762,47.5523177,9.7012121,06:41:00,08:45:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Bobingen,Lindau-Reutin,116.13483724919115
Buchloe,Nürnberg Hbf,Train Longue Distance,48.0335849,10.7162725,49.445545,11.0822281,10:55:00,12:51:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Buchloe,Nürnberg Hbf,159.27921038847057
Buchloe,Treuchtlingen,Train Longue Distance,48.0335849,10.7162725,48.9610147,10.9081975,10:55:00,12:06:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Buchloe,Treuchtlingen,104.09051479160762
Donaueschingen Bahnhof,Allmendingen,Train Longue Distance,47.947842,8.4989429,48.3277261,9.7223495,11:21:00,13:17:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Donaueschingen Bahnhof,Allmendingen,100.12758278176761
Donaueschingen Bahnhof,Blaubeuren,Train Longue Distance,47.947842,8.4989429,48.4038261,9.7919599,11:21:00,13:26:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Donaueschingen Bahnhof,Blaubeuren,108.45642000521117
Donaueschingen Bahnhof,Blaustein Gleis 2,Train Longue Distance,47.9478781,8.4989609,48.4142257,9.919898,21:21:00,23:45:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Donaueschingen Bahnhof,Blaustein Gleis 2,117.41964956453032
Donaueschingen Bahnhof,Gerhausen,Train Longue Distance,47.947842,8.4989429,48.3998243,9.8057311,11:21:00,13:34:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Donaueschingen Bahnhof,Gerhausen,109.15787487983289
Donaueschingen Bahnhof,Herrlingen,Train Longue Distance,47.947842,8.4989429,48.4176719,9.8974491,11:21:00,13:36:00,,mobility_db,FR_bodo_Verkehrsverbund_mdb-769,Donaueschingen Bahnhof,Herrlingen,116.10056117368684
